"encriptado"	"seg_gol"	"sex_enc"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"fecha_stock"
"3052"	"ZlMoPoOTVB63"	"Mas"	"Hombre"	"7. Muy satisfecho"	"TENEMOS BUENA CONECTIVIDAD TANTO EN INTERNET COMO EN TELEFONÍA CELULAR Y FIJA, BUENO, LA FIJA SE USA POCO PERO LO QUE ES CELULAR E INTERNET FUNCIONA BASTANTE BIEN; TODO LO QUE TIENE QUE VER CON EL ACCESO A LA PLATAFORMA, EL SERVICIO FIJO TAMBIÉN ES SÚPER FÁCIL Y AMIGABLE, NO HAY MUCHO PROBLEMA, ESTÁ TODO CLARO EN CUANTO A LAS FACTURAS POR PAGAR, LAS  POR VENCER, LAS ELECTORIAL, SE PUEDE PAGAR EN LÍNEA."	"2020_q2"
"3053"	"EwZuQunUqiQ6"	"MV"	"Mujer"	"7. Muy satisfecho"	"MUCHOS INCONVENIENTES EN EL SISTEMA,LOS COSTOS NO VAN DE ACUERDO AL SERVICIO PRESTADO."	"2020_q2"
"3054"	"3KbuyGBJyNSt"	"MP"	"Hombre"	"6"	"Porque no he tenido muchos problemas."	"2020_q2"
"3055"	"I1JAmgfrAv9F"	"Mas"	"Hombre"	"5"	"PORQUE LA FACTURACION QUE EMITEN A VECES ES UN POCO DESORDENADA PORQUE EMITEN DIFERENTES FACTURAS Y SE TE JUNTAN Y ES COMPLICADO"	"2020_q2"
"3056"	"UAM37wj1xqXY"	"Mas"	"Mujer"	"5"	"servicio es malo,telefonia fija no hay problema pero internet es lento"	"2020_q2"
"3057"	"lcueO0dHpuKh"	"Mas"	"Mujer"	"6"	"PORQUE YO CREO QUE HAY COSAS QUE PODRIAN MEJORARSE Y DE ECHO HAY COSAS QUE UNO PIDE HACER Y SE DEMORAN MUCHO POR EJEMPLO YO QUIERO VER EL TEMA DE LOS PLANES Y HE LLAMDO POR TELEFONO NO ME ESTAN PRESTANDO MUCHO PERO EN SERVICIO EN GENERAL TIENEN SUPER BUEN SERVICIO"	"2020_q2"
"3058"	"yoDGOtUpYbbj"	"MV"	"Mujer"	"5"	"PORQUE EN LOS MOMENTOS MENOS OPORTUNOS SE CAE EL SISTEMA, LA VELOCIDAD HA EMPEORADO EN ESTE PERIODO DE PANDEMIA DE LO QUE YO REALMENTE TENÍA CONTRATADO POR LO TANTO ME VEO PERJUDICADA Y LA CUOTA DE LA CUENTA SIGUE COBRANDOSE IGUAL, ENTONCES NO VEO NINGÚN BENEFICIO, MÁS QUE YO TENGO QUE AGUANTAR LOS PROBLEMAS QUE TENGA."	"2020_q2"
"3059"	"qXhettpeLFME"	"Mas"	"Hombre"	"5"	"SIEMPRE HA HABIDO PROBLEMAS CON LA FACTURA,COBRAN DE MAS , COBRAN 2 VECES"	"2020_q2"
"3060"	"cRXLGy7G2VwV"	"MV"	"Hombre"	"5"	"PORQUE ES BUENO, PERO SIEMPRE TIENE PARA MEJORAR EL SERVICIO AL CLIENTE; EL EJECUTIVO SE DESAPARECE A CADA RATO."	"2020_q2"
"3061"	"5ON7JurNqUyl"	"MP"	"Mujer"	"7. Muy satisfecho"	"PORQUE NO HE TENIDO PROBLEMAS Y CUANDO LOS HE TENIDO SIEMPRE HAN RESPONDIDO DE FORMA RÁPIDA, NO HE TENIDO PROBLEMAS EN LA CONEXIÓN, FORMAS DE PAGO Y LA ATENCIÓN DE SERVICIO AL CLIENTE ES MUY EFECTIVA EN LA SOLUCIÓN DE LOS PROBLEMAS O YA SEA LAS INQUIETUDES QUE UNO TENGA EN RESPONDER EN TIEMPO PRUDENTE."	"2020_q2"
"3062"	"BQcd9a7eWqjJ"	"MV"	"Hombre"	"4"	"PORQUE HE HECHO VARIOS REQUERIMIENTOS Y NO LOS HAN RESUELTOS SOBRE CONTRATACIÓN DE SERVICIOS, IMPLEMENTACIÓN DE NUEVOS SERVICIOS DE ENTEL Y DICEN QUE NO HAY FACTIBILIDAD Y ES RIDÍCULO PORQUE TENGO LOS MISMOS SERVICIOS Y NO DAN RESPUESTA."	"2020_q2"
"3063"	"rSR0D2OuhIpj"	"MV"	"Hombre"	"4"	"PORQUE LA POSVENTA ES PESIMA, CERO PREOCUPACIÓN POR LOS CLIENTES, NO HEMOS VISTO MEJORAS Y LLEVAMOS 7 AÑOS, NOSOTROS ATRAVES DE AMIGOS, HEMOS VISTO LA MEJORA DE SUS PLANES AL HACER LA GESTION, Y NOSOTROS SE A MEJORADO MUY POCO HEMOS TENIDO QUE LLAMAR, HEMOS TENIDO QUE HACER MUCHOS PROCESOS PARA LOGRAR ESA MEJORA, Y AL HACER LA GESTION PROPIA SIGNIFICA UNA ABAJA EN LOS PRECIOS UNA BAJA EN EL INTERNET MUCHAS COSAS, Y MIENTRAS NOSOTROS NO HACEMOS EL LLAMADO, NO HACEMOS LA GESTION ENTEL NO HACE NADA, EN LA PARTE DE LA TELEFONIA GENERALMENTE SE NOS CORTA Y LA TELEFONIA ESTA RELACIONADA CON EL INTERNET, ENTONCES NOS QUEDAMOS EN LA OFICINA SIN INTERNET, PORQUE LA TELEFONIA SE CORTA MUCHAS VECES, LAS RAZONES NO LAS CONOZCO TECNICAMENTE"	"2020_q2"
"3064"	"gCqZsJAitXnT"	"Mas"	"Mujer"	"6"	"PORQUE ME HAN CORTADO LOS SERVICIOS, CUANDO LA BANDA ANCHA TENÍA PROBLEMAS MUCHA LENTITUD."	"2020_q2"
"3065"	"9O4qrJ0o4Gup"	"AP"	"Hombre"	"7. Muy satisfecho"	"PORQUE CADA QUE LLAMO A LA EJECUTIVA QUE TENGO ASIGNADA SABE COMO SOLUCIONAR O SI NO , ME DICE TE LLAMO EN 2 HORAS MAS Y TE CONFIRMO . ES SUPER ESTABLE LA RED . LOS PRECIOS SON BASTANTE COMPETITIVOS ."	"2020_q2"
"3066"	"iuyaS7irkkqW"	"Mas"	"Hombre"	"4"	"PORQUE POR TODO ESTE TEMA DE LA PANDEMIA SE TARDAN MUCHO EN RESPONDER , NO HAY SOLUCIONES RAPIDO,VA MAS ENFOCADO A QUE NOS CAMBIAMOS DE OFICINA Y QUE EL TIEMPO DE REACCION NO FUE TAN RAPIDO PERO FUE DENTRO DE LO NORMAL."	"2020_q2"
"3067"	"uD1wC2StkSfZ"	"Mas"	"Mujer"	"3"	"PORQUE PEDÍ SUSPENSIÓN DEL SERVICIO EN VARIAS OPORTUNIDADES Y NO LO REGISTRARON CUANDO EL LOCAL ESTABA CERRADO, ME COBRARON TODOS LOS MESES DOS VECES; SE CAE CON FRECUENCIA, ES MUY LENTO EL INTERNET PARA LO QUE ELLOS PROMETIERON, MUY LENTO EL INTERNET."	"2020_q2"
"3068"	"j8gxAwQoOX1K"	"AV"	"Hombre"	"6"	"PORQUE EN GENERAL EL FUNCIONAMIENTO ES BIEN; O SEA EN GENERAL, NO SOLAMENTE EL SERVICIO DE INTERNET SINO QUE TABIÉN LA RELACIÓN CON LOS EJECUTIVOS Y EN GENERAL CON CUALQUIER SOLICITUD QUE TENGAMOS. NO LE PONGO LA NOTA MAXIMA PORQUE HEMOS TENIDO ALGUNOS PROBLEMAS QUE HAN HECHO QUE SE GENEREN ALGUNAS TRAVAS, ALGUNOS TEMAS QUE NO PERMITEN QUE LA COSA FLUYA MUCHO MÁS RÁPIDO, HEMOS TENIDO ALGUNOS PROBLEMAS DE FACTURACIÓN POR PARTE DE ELLOS, EN GENERAL ALGUNOS PROBLEMAS INTERNOS Y ES MUY LENTA SOLUCIÓN."	"2020_q2"
"3069"	"HsiglQoprPWu"	"Mas"	"Hombre"	"7. Muy satisfecho"	"PORQUE NO HEMOS TENIDO PROBLEMAS COMO CON OTRAS COMPAÑIAS HEMOS CAMBIADO DE COMPAÑIA PORQUE  HEMOS TENIDO PROEBLAS DE CONECTIVIDAD"	"2020_q2"
"3070"	"o0J7PdFMuNlT"	"Mas"	"Mujer"	"6"	"porque en general tiene buena señal y las cuentas son bastates claras que se entienden todos los cobros."	"2020_q2"
"3071"	"m6wf1eemwZ0M"	"MV"	"Hombre"	"6"	"PORQUE A PARTE UN PAR DE DETALLES QUE POR LO GENERAL SON HUMANOS MÁS QUE DE OPERACIÓN, MATERIAL HUMANA, NETAMENTE MATERIAL HUMANO PORQUE POR LO GENERAL LOS ERRORES QUE HEMOS TENIDO CON ENTEL HAN SIDO DE EJECUTIVOS Y DE MALA PERCEPCIÓN DE LO QUE EL CLIENTE QUIERE PERO TODAS LAS VECES HA SIDO POR UN TEMA DE EJECUTIVO, NO ES POR UN TEMA DE QUE EL SERVICIO ES EXPEDITO Y NO LO HAGA, AL FINAL DE CUENTA ME ATENDIÓ OTRA PERSONA Y VOLVIMOS A LO MISMO QUE NECESITÁBAMOS DE LA MANERA EN QUE YO LO QUERÍA, ES UN TEMA HUMANO; ANDA BASTANTE BIEN, SERVICIO, RESPUESTA, LA ENTREGA DE SERVICIO."	"2020_q2"
"3072"	"Pe0HoVSTDOnp"	"Mas"	"Mujer"	"7. Muy satisfecho"	"POR QUE SIEMPRE QUE HAGO SOLICITUD ES RAPIDO ME CAMBIARON DE VELOCIDAD POR EL MISMO PRECIO"	"2020_q2"
"3073"	"EyR6DhSQbN4i"	"Mas"	"Mujer"	"6"	"PORQUE NO HE TENIDO PROBLEMA HASTA AHORA, NO SE HA CAÍDO EL INTERNET EN LOS PICK DE PANDEMIA."	"2020_q2"
"3074"	"GVLx7qnjUfWN"	"Mas"	"Hombre"	"6"	"POR EL SERVICIO DE ATENCIÓN AL CLIENTE TODO ES AUTOMATIZADO, QUE FINALMENTE ES A TRAVÉS DE UNA CENTRAL PARA PODER COMUNICARSE"	"2020_q2"
"3075"	"uyx0INhtTBbr"	"Mas"	"Hombre"	"7. Muy satisfecho"	"NO TIENE FALLA, TODO ESTA BIEN."	"2020_q2"
"3076"	"LGuXSB6Fdj2a"	"Mas"	"Hombre"	"5"	"ESTOY PIDIENDO UN TRASLADO DE SERVICIO Y NO HAN DADO LA SOLICITUD NO ME HAN DADO ESO A CAMBIAR LOS SERVICIOS A OTRO DIRECCION NO ESO ES LO PUNTUAL LO DEMAS TODO BIEN Y ESTOY ESPERANDO UNA SEMANA Y NO HAN CONTESTADO"	"2020_q2"
"3077"	"lduB4MENmap4"	"Mas"	"Mujer"	"6"	"PORQUE FUNCIONAN BIEN, PERO NO PERFECTO. PORQUE FUNCIONA BIEN EN EL SERVICIO QUE PRESTAN."	"2020_q2"
"3078"	"NTnWbzXlarGM"	"Mas"	"Hombre"	"5"	"A veces tiene problemas de conexión se cae las conexión y tiene problemas de velocidad, se cae dos veces a la semana pero necesitamos internet el sistema de ventas genera problemas a veces."	"2020_q2"
"3079"	"lMXTVR2iAUEX"	"Mas"	"Mujer"	"7. Muy satisfecho"	"POR LA VELOCIDAD EL SISTEMA NO SE PEGA, FUNCIONA BIEN, LA BOLETA SE EMITE DE MANERA RAPIDA, NO TENGO PROBLEMAS CON LOS SERVICIOS"	"2020_q2"
"3080"	"RPdZjfNWfB2d"	"Mas"	"Mujer"	"3"	"Porque no responde cuando uno uno los llama, me tienen el intenet pesimo en el local"	"2020_q2"
"3081"	"Ty2OUZubZr1x"	"AP"	"Mujer"	"6"	"PORQUE A VECES, RARA VEZ HAY INTERMITENCIA EN INTERNET EN QUE BAJA COMO LA COBERTURA Y SE PONE LENTO O HAY PROBLEMA DE SEÑAL."	"2020_q2"
"3082"	"Qukl4T5OwsLL"	"Mas"	"Hombre"	"6"	"NUNCA SON ESTABLES LAS PRESTACIONES DE SERVICIO, HAY VECES QUE LA BANDA ANCHA ANDA LENTO."	"2020_q2"
"3083"	"9GUeM9j2R6GH"	"AV"	"Hombre"	"1. Muy insatisfecho"	"POR QUE ENTEL ES PURA  PUBLICIDAD ENGAÑOSA ,POR QUE NO FUNCIONA EL  INTERNET,  NI EL  WIFI, ME HICIERON UN CONTRATO DE 3 AÑOS Y DESPUES ME SALIERON DICEINDOME QUE ERA POR 2 AÑOS,NO ME RESPODINDEN, NO ME SOLUCIONAN,  ESTAMOS INSATISFECHOS CON LA EMPRESA//NO DA MAS INFORMACION"	"2020_q2"
"3084"	"CHmNcEGihVsM"	"Mas"	"Hombre"	"5"	"PORQUE LA VELOCIDAD CAE Y DERREPENTE CAIDAS DE SEÑAL DE INTERNET DERREPENTE NO TENEMOS INTERNET PORQUE SE CAE EL SISTEMA DIGAMOS"	"2020_q2"
"3085"	"mzfmuUJXN7Gv"	"AV"	"Hombre"	"6"	"ALGUNOS ASPECTOS COMERCIALES CON PROBLEMAS"	"2020_q2"
"3086"	"CLASNdvKlENF"	"Mas"	"Hombre"	"5"	"PORQUE HA MEJORADO LA ATENCIÓN, PERO LA RED NO ES MUY ESTABLE AVECES."	"2020_q2"
"3087"	"ImmYQF7us23Y"	"Mas"	"Hombre"	"6"	"PORQUE NO TENGO NINGÚN PROBLEMA CON EL SERVICIO, SI CON LA FACTURACIÓN HE TENIDO ALGUNOS PROBLEMAS; QUE SE HAN DUPLICADO EL COBRO."	"2020_q2"
"3088"	"KWUXyQhtUUYK"	"Mas"	"Mujer"	"7. Muy satisfecho"	"PORQUE NO HA DADO MUY BUEN SERVICIO Y TIENE COBERTURA DONDE TRABAJAMOS NUNCA NOS HA FALLADO EL SERVICIO"	"2020_q2"
"3089"	"L5bg0u84u33Y"	"Mas"	"Mujer"	"7. Muy satisfecho"	"por que nunca a tenido a problemas con entel es una excelente compañia cualquier incoveniente lo solucionan rapidamente"	"2020_q2"
"3090"	"aQl4cjpIEBnG"	"AV"	"Mujer"	"4"	"porque me ofrecieron unos productos y después terminaron siendo de otra manera."	"2020_q2"
"3091"	"uN6FOGiIrBX1"	"Mas"	"Hombre"	"2"	"HOY DIA ESTUVIMOS 3 HORAS SIN SERVICIO, EL SERVICIO DE ENTEL, CAYO, MUCHA IMPROVISACION DE LA PARTE TECNICA, MAL HORARIO DE TRABAJO. EN OTROS PAISES MAS DESARROLLADOS ESTO SE REALIZA ES EN LAS NOCHES SIENDO QUE TRABAJAN 24/7 Y LO HICIERON MAL. A LAS 11 O 12 AM. ESO ES UN MAL SERVICIO."	"2020_q2"
"3092"	"V9aq1mHVaKmx"	"Mas"	"Hombre"	"3"	"PORQUE EL PLAN QUE ME PROMETIERON, NO ES EL QUE ME INSTALARON. ENTONCES, LUEGO TUVE QUE RECLAMAR INCONTABLES VECES, HASTA QUE, FINALMENTE, HACE 1 MES ATRÁS HICIMOS UN AJUSTE EN LA TARIFA EN BAJARME EL PRECIO."	"2020_q2"
"3093"	"rJ2wHjKGNnM1"	"Mas"	"Hombre"	"5"	"PORQUE CREO QUE EN EL CASO DE ENTEL ELLOS DEBERIAN DE ALGUNA MANERA IR EVALUANDO A LSO CLIENTES DE ACUERDO A SUS REQUERIMIENTOS Y NO QUEDARSE CON LA IDEA QUE CUANDO UNO ESTA DE ALGUNA MANERA CONTRADO CON ELLOS ESTA COARTADA, ESO ES OBVIAMENTE ES UNA MALA GESTION COMERCIAL QUE NO HAY PREOCUPACION CON LOS NUEVOS PRODUCTO ETCETERA ETCETERA."	"2020_q2"
"3094"	"I4TFWEWdZ5ZN"	"Mas"	"Hombre"	"6"	"PORQUE SI NO FUERA QUE LA SEÑAL SE CAE DARIA 7 SE HA CAIDO UNAS VECES EL INTERNET, EL SERVICIO TECNICO NO ES EXPEDITO SE DEMORAN"	"2020_q2"
"3095"	"hdoBegBIIkA9"	"MV"	"Hombre"	"6"	"PORQUE ME PRESTAN EL SERVICIO QUE CORRESPONDE EN QUE, POR EJEMPLO, LA BANDA ANCHA CUANDO TENÍA VTR; LO CONECTABA Y ANDABA A 1 POR HORA Y CON ENTEL NO HE TENIDO ESE PROBLEMA DEL INTERNET DE SUBIDA Y BAJADA."	"2020_q2"
"3096"	"FJdBRsS9p4XI"	"AV"	"Hombre"	"7. Muy satisfecho"	"PORQUE NO HE TENIDO PROBLEMAS, NO HE TENIDO PROBLEMAS DE TRANSMISIÓN DE DATOS, NO TENIDO PROBLEMAS CORTES, TODO BUEN SERVICIO."	"2020_q2"
"3097"	"eoT09GWKaXZM"	"AP"	"Hombre"	"6"	"AVECES HAY SITUACIONES QUE NO TIENEN LA SOLUCION QUE COMO EMPRESA REQUIRIERAMOS POR EJEMPLO HACER ALGUNOS CAMBIOS DE RED FIJA A RED MOVIL"	"2020_q2"
"3098"	"ZImEJebUtfm6"	"AV"	"Hombre"	"7. Muy satisfecho"	"PRESTAN BUEN SERVICIO POR LA CALIDAD DEL SERVICIO DEL INTERNET Y TODO"	"2020_q2"
"3099"	"Ojn05SDpuOAS"	"Mas"	"Hombre"	"7. Muy satisfecho"	"PORQUE HA SIDO BUENA LA EXPERIENCIA CON ELLOS AL SERVICIO"	"2020_q2"
"3100"	"drhKdelKgLZ8"	"MP"	"Hombre"	"7. Muy satisfecho"	"Porque el servicio es de muy buena calidad, es estable nunca se cae buena velocidad."	"2020_q2"
"3101"	"Wi14JCDAE7d8"	"Mas"	"Hombre"	"7. Muy satisfecho"	"PORQUE ESTOY MUY SATISFECHO UY TANTAS COSAS SERVICIO"	"2020_q2"
"3102"	"tpGM6m2I9xEI"	"AV"	"Mujer"	"7. Muy satisfecho"	"ATENCION, RESPONSABLES. CUANDO NECESITA ALGO LA ATIENDEN ENSEGUIDA."	"2020_q2"
"3103"	"jhAKprFis8j7"	"MP"	"Mujer"	"6"	"PORQUE TIENE MUCHA INTERMITENCIA EN EL SERVICIO; SE CAE MUCHO EL SERVICIO."	"2020_q2"
"3104"	"OOs24CjNQD7W"	"Mas"	"Hombre"	"7. Muy satisfecho"	"NO HE TENIDO INCONVENIENTE CON EL SERVICIO, AUNQUE COMO AHORA ESTAMOS TRABAJANDO DESDE CASA NO HEMOS PODIDO PROBARLO MUY BIEN EN LOS ÚLTIMOS MESES, PERO SI HA FUNCIONADO."	"2020_q2"
"3105"	"I581lpZ5IJEd"	"Mas"	"Hombre"	"5"	"UN POCO LENTO SOBRETODO EN ESTE PERIODO, LENTO, NO ES LA VELOCIDAD QUE UNO REQUIRIERA."	"2020_q2"
"3106"	"ERPOd5eqZC9Y"	"Mas"	"Hombre"	"6"	"PORQUE LE HAN PRESTADO UN BUEN SERVICIO Y NO HA TENIDO INCONVENIENTES, LA RED ES ESTABLE, ENTREGAN LA VELOCIDAD PROMETIDA"	"2020_q2"
"3107"	"FCbhVkg1rLRp"	"Mas"	"Hombre"	"7. Muy satisfecho"	"PORQUE NO HE TENIDO NINGÚN PROBLEMA, LA ATENCIÓN CUANDO HEMOS TENIDO ALGUNA DISCONTINUIDAD HA SIDO DURANTE EL DÍA Y EN GENERAL LOS VALORES QUE PAGAMOS SON RAZONABLES EN AMBOS, EN EL FIJA Y EN EL INTERNET BANDA ANCHA. NOSOTROS TENEMOS ESE SERVICIO PORQUE ES BASTANTE RÁPIDO, ESTÁ TAN BIE INSTALADO EN EL EDIFICIO, ES COMO EL SERVICIO MAS MASIVO QUE HAY EN EL EDIFICIO ENTONCES POR ESO TAMBIÉN LO TOMAMOS AL PRINCIPIO PERO ESTAMOS CONFORMES CON EL SERVICIO Y CON LA ATENCIÓN TÉCNICA."	"2020_q2"
"3108"	"XFqDaqSqqcZD"	"MP"	"Mujer"	"6"	"PORQUE 7 ES MUY SATISFECHO A VECES HEMOS TENIDO PROBLEMAS DE QUEDAR SIN INTERNET PERO TODO SOLUCIONADO."	"2020_q2"
"3109"	"4nxz0BOj7YTL"	"Mas"	"Mujer"	"5"	"PORQUE LOS VALORES QUE COBRAN SON MUY ALTOS PORQUE HAY MEJORES PLANES, NO ME HE SENTADO A REVISAR PERO HAY MEJORES PLANES EN EL MERCADO EN RELACIÓN AL PRECIO QUE ESTOY PAGANDO YO EN ENTEL."	"2020_q2"
"3110"	"WmSngD5sTUYw"	"MV"	"Hombre"	"6"	"PORQUE SIEMPRE UNO TIENE MAS BENEFICIOS MAYOR VELOCIDAD MAYORES BENEFICIOS MANTECION COMO CLIENTE TENER MAS BENEFICIOS COMO CLIENTE MANTENCION DE LA CARTERA DE CLIENTE ASI UNO NO ESTE MIRANDO PARA EL LADO A OTRAS COMPAÑIAS"	"2020_q2"
"3111"	"zGE18s132kLc"	"MP"	"Hombre"	"6"	"por que siempre atienden rapido las solicitudes y me dejaron claro los temas de contrato  al servicio tecnico"	"2020_q2"
"3112"	"ryIiIvNBuvlk"	"MP"	"Hombre"	"6"	"LE FALTA ATENCION PERSONALIZADA,UN EJECUTIVO FIJO."	"2020_q2"
"3113"	"4nkgAQQElpFu"	"AV"	"Mujer"	"2"	"PORQUE INTERNET SE CAE A CADA RATO HICIMOS UNA PRUEBA DE VELOCIDAD Y NO ES LA VELOCIDAD DEL LO CONTRATADO LA VELOCIDAD ERA DE UN 60%  DE LO CONTRATADO EL INTERNET SE CAE A CADA RATO NUNCA ME HAN LLAMADO SOLO HOY DIA POR EL CONTRATO SE VA A VENCER"	"2020_q2"
"3114"	"7qI2xUBRbtaJ"	"MV"	"Hombre"	"6"	"PORQUE FUNCIONA BASTANTE BIEN EN RELACION A OTRO. LA EXCELENCIA NO EXISTE, HAY CORTES Y COSAS QUE OCURREN"	"2020_q2"
"3115"	"FCHEGHRLMKdj"	"Mas"	"Hombre"	"6"	"ES UN BUEN SERVICIO , EL INTERNET ES RAPIDO Y FUNCIONA SIN NINGUNAS COMPLICACIONES / NO DA MAS INFORMACION"	"2020_q2"
"3116"	"cOLKBt3o90Q8"	"AP"	"Mujer"	"7. Muy satisfecho"	"NO HE TENIDO PROBLEMAS CON EL ENTEL HA SIDO CONTINUO NO CON ALTOS Y BAJOS PRINCIPALMENTE EN INTERNET"	"2020_q2"
"3117"	"FpuIlYtCXSdB"	"MP"	"Hombre"	"3"	"PORQUE EL INTERNET NO ES ESTABLE DERREPENTE SE PONE MUY LENTO COMO QUE NO LA SEÑAL BAJA MUCHO CON RESPECTO A LOS TELEFONOS MOVILES TIENE PROBLEMAS DE COBERTURA"	"2020_q2"
"3118"	"onzTHLAGPUI5"	"AV"	"Hombre"	"7. Muy satisfecho"	"PORQUE TENEMOS LA DE INTERNET DEDICADO FIJO Y HASTA EL MOMENTO LA INTERNET NO HA TENIDO PROBLEMAS, TIENE UNA BUENA CALIDAD Y NO HE TENIDO PROBLEMAS CON CORTES Y DEMÁS; ESTÁ BIEN LA CALIDAD DEL SERVICIO, NOS FUNCIONA Y CUMPLE CON LO QUE NOSOTROS NECESITAMOS."	"2020_q2"
"3119"	"Kz7pcy0JHblO"	"MP"	"Mujer"	"7. Muy satisfecho"	"PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA CON ELLOS QUE SE CAIGA, RESALTO EL NO QUEDAR SIN INTERNET PORQUE NOSOTROS SOMOS UNA EMPRESA QUE FACTURAMOS ELECTRÓNICAMENTE."	"2020_q2"
"3120"	"IRyKSEQCiKxm"	"AV"	"Mujer"	"7. Muy satisfecho"	"PORQUE NUNCA HE TENIDO PROBLEMAS DE CONECTIVIDAD NI NADA CON ENTEL NO NO ESO NO MAS"	"2020_q2"
"3121"	"m4Iot3T6UgDI"	"AV"	"Mujer"	"5"	"PORQUE TENEMOS A VECES PROBLEMAS CON LA CONEXIÓN CON ELLOS DEL INTERNET; SE CAE EL INTERNET."	"2020_q2"
"3122"	"ekqxCKAdqzLw"	"Mas"	"Mujer"	"7. Muy satisfecho"	"EL SERVICIO TIENE DE BUENA CALIDAD, NUNCA HA PRESENTADO PROBLEMAS; A LA VELOCIDAD, NUNCA HA PRESENTADO ALGÚN INCONVENIENTE."	"2020_q2"
"3123"	"OPtmsISZ5kEc"	"AP"	"Hombre"	"7. Muy satisfecho"	"NO HEMOS TENIDO NINGUN INCONVENIENTE CON  ELLOS Y SUS SERVICIOS Y ATENCIONES SON MUY BUENAS"	"2020_q2"
"3124"	"sWmK7sMicsRk"	"Mas"	"Hombre"	"6"	"POR QUE EL 7 ES DEMASIADO, HACE POCO QUE SE ENCUENTRA CON ENTEL. LA ATENCIÓN QUE HEMOS TENIDO ES BUENA EN RELACION A LA OTRA COMPAÑIA. EL TRATO ES BUENO."	"2020_q2"
"3125"	"r34so0WOuQAP"	"MV"	"Mujer"	"7. Muy satisfecho"	"NUNCA HE TENIDO Y RESPONDEN RAPIDAMENTE, EL CALL CENTER ES RAPIDO DAN SOLUCIONES NO DEJAN ESPERANDO DEVUELVEL EL LLAMADO ES BASTANTE PRACTICO."	"2020_q2"
"3126"	"bx4eTx7ADN5h"	"Mas"	"Mujer"	"7. Muy satisfecho"	"PORQUE EL SERVICIO ES BUENO EN TODO LO QUE IMPLICA; EN LA CONEXIÓN."	"2020_q2"
"3127"	"Gh7kb8KLNkIn"	"Mas"	"Mujer"	"6"	"PORQUE HAY OCASIONES EN LAS QUE HEMOS TENIDO PROBLEMAS NOSOTROS DE CONECTIVIDAD CON ENTEL, PORQUE ES ENGORROSO COMUNICARSE CON ELLOS, LOS SERVICIOS DE LÍNEA QUE ELLOS TIENEN PARA EMPRESA, LLAMAS Y NO TE PODÉS COMUNICAR, ES MUY DIFÍCIL COMUNICARSE CON ELLOS Y EL SISTEMA DE FACTURACIÓN QUE TIENEN ELLOS QUE TE VAN FACTURANDO ANTICIPADO AL MES QUE TE LLEGAN COMO DOS, TRES FACTURAS Y ESO GENERA ERRORES, CONFUSIÓN."	"2020_q2"
"3128"	"wtR7RD9SgNDO"	"Mas"	"Mujer"	"5"	"Por problemas con el internet que a veces se cae, no funciona."	"2020_q2"
"3129"	"B4Tb30uRItp2"	"MV"	"Mujer"	"6"	"PORQUE AHORA ESTOY NEGOCIANDO PARA QUE LOS VALORES  SEAN MAS BAJOS, EL SERVICIO ES EXCELENTE,NO TENGO PROBELMA, ES MAS UN TEMA DE COSTOS"	"2020_q2"
"3130"	"P4Try7hzgti8"	"AV"	"Hombre"	"6"	"PORQUE NO ES PERFECTA LA ATENCION , NO ES MALA PERO NO DA PARA 7, HAY INCONVENIENTES CON INTERNET BANDA ANCHA"	"2020_q2"
"3131"	"yddvzRDgJf1T"	"Mas"	"Hombre"	"7. Muy satisfecho"	"no ha tenido problema, y por el resultado ha sido bueno ya que no tiene caidas de internet ni nada.No he tenido contingencias"	"2020_q2"
"3132"	"vPNKXmNnRy49"	"Mas"	"Hombre"	"6"	"POR EL COSTO, O SEA EL SERVICIO ES BUENO EN VELOCIDAD Y CONEXIÓN, LO QUE ELLOS ME OFRECIERON Y NO SE CORTA NI NADA, NO SE CAE, PERO EL COSTO PROBABLEMENTE HAY OTRAS QUE ESTÁN SALIENDO MÁS BARATAS AHORA."	"2020_q2"
"3133"	"E8rY6bKGO8ox"	"Mas"	"Hombre"	"6"	"PORQUE ES LO QUE CORRESPONDE, DE ACUERDO A MI EXPERIENCIA. SON DETALLES QUE HAN HABIDO QUE NO SEA DEL TODO EXCELENTE LA RELACIÓN PERO LA NOTA UN 6 NO ES MALO. NO QUIERO AGREGAR NADA MÁS."	"2020_q2"
"3134"	"ueOrBpKVJQtB"	"MV"	"Hombre"	"5"	"DENTRO DE LAS COMPAÑIAS ES MEJOR, PERO TIENE DEFICIENCIAS: INTERNET TIEMPO DE RESPUESTA NO ES EL MAS ADECUADO"	"2020_q2"
"3135"	"CYW9hrzjYwbx"	"AV"	"Hombre"	"7. Muy satisfecho"	"PORQUE TIENEN BUENA COBERTURA, NO ES UN SISTEMA QUE SE CAE A CADA RATO, LA INTERNET Y TODO ESO."	"2020_q2"
