"encriptado"	"seg_gol"	"seg_corfo"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"bench"	"fecha_bench"
"2489"	"mRYvQrrzswmg"	"Mas"	"PEQUEÑA"	5	"PORQUE A VECES IGUAL SE CAE LA SEÑAL, A VECES ES LENTO, A VECES HAY LUGARES QUE NO HAY BUENA RECEPCIÓN. A VECES NO TENGO BUENA SEÑAL, COMO QUE A VECES NO SÉ, COMO QUE NO FUNCIONA BIEN, SE VA EL 4G, QUEDA EL 3G, EL INTERNET SE PONE LENTO, NO SÉ EN QUÉ LUGAR ,NO HE PRESTADO ATENCIÓN."	"movil"	"2019_q1"
"2490"	"S7Ihbyu96oV6"	"MasPrem"	"GGEE"	7	"POR LA CALIDAD DEL SERVICIO ES BUENA LA TELEFONIA LA COBERTURA ES FUNDAMENTAL DE HECHO TENEMOS EN VARIAS REGIONES LOS PROYECTIS Y LA COBERTURA ESTA CASI CUBIERTA POR ENTEL ENTENL NO ES EL MAS BARATO PERO SI ES EL MAS ESTABLE EN CALOIDAD DE SERVICIO"	"movil"	"2019_q1"
"2491"	"6LbarEDuwgMY"	"Mas"	"PEQUEÑA"	7	"PORQUE TODO EL SERVICIO ES DE CALIDAD Y TIENE UN POST-VENTA QUE ES LA MEJOR DEL MERCADO, QUE ES LA GRAN COMPETENCIA QUE TIENE CON LOS DEMÁS DEL MERCADO."	"movil"	"2019_q1"
"2492"	"s8VzD30oRuQ6"	"MasPrem"	"PEQUEÑA"	5	"PORQUE SIEMPRE, BUENO, UN POCO POR PLANES MÓVILES QUE SON MUY POCOS. DEBERÍAN SER UN POCO MAS ECONÓMICOS LOS PLANES.  Y OTRO QUE ME PARECE INJUSTO ES QUE CUANDO CONTRATO UN PLAN, LA CUOTA DE ARRIENDO PARA MI PARECER ES MUY EXCESIVA."	"movil"	"2019_q1"
"2493"	"tb7ySf4amLin"	"MasPrem"	"PEQUEÑA"	5	"POR QUE CUANDO UNO TIENE UN PROBLEMA GENERALMENTE YO SE QUE POR PROBLEMAS QUE AN TENIDO DE ESTAFA SON UN POCO MAS BUROCRÁTICOS ESE ES EL PROBLEMA NO, HAY MUCHA BUROCRACIA PARA SOLUCIONAR PROBLEMAS"	"movil"	"2019_q1"
"2494"	"2Oh99VCSSoE9"	"MasPrem"	"PEQUEÑA"	5	"POR EL COSTO DE LOS PLANES Y LA SERVICIOS DE INTERNET NO ESTÁ BIEN."	"movil"	"2019_q1"
"2495"	"yOaRWwI9HLrh"	"MP"	"PEQUEÑA"	6	"PORQUE UNO ESTA COMO UNO TIENE PERO TAMPOCO ES MALO, HAY DETALLES POR ESO LE PONGO UN 6."	"movil"	"2019_q1"
"2496"	"e9aqNZZmJSHc"	"MP"	"PEQUEÑA"	7	"PORQUE NO HE TENIDO PROBLEMAS,TIENE COBERTURA EN TODOS LADOS, INTERNET, BUEN SERVICIO."	"movil"	"2019_q1"
"2497"	"I7mKc2MnOtkw"	"Mas"	"PEQUEÑA"	5	"POR LO IRREGULAR QUE ES LA (...), O SEA LO PODRÍA CALIFICAR MEJOR PERO LA SEÑAL NO ES BUENA, LA SEÑAL DE WIFI. LA SEÑAL PARA NAVEGAR POR INTERNET EN EL TELÉFONO CELULAR, SI BIEN ES CIERTO TODO VA A VARIOS LUGARES, HAY LUGRES DONDE ES MUY BAJITA LA SEÑAL. ENTONCES LA VELOCIDAD ES MUY LENTA. YO HE IDENTIFICADO LA CIUDAD DE LOS ÁNGELES."	"movil"	"2019_q1"
"2498"	"DXVSrmqOBL5j"	"MasPrem"	"PEQUEÑA"	6	"PORQUE ESTA BIEN PERO LE FALTA BAJAR LOS COSTOS DE LOS PLANES."	"movil"	"2019_q1"
"2499"	"oMaRqDcUWwMS"	"Mas"	"PEQUEÑA"	3	"PORQUE LA ATENCIÓN NO AH SIDO MUY AGRADABLE ME HAN TRATADO DE GARABATO TODO, NO ESTOY CONTENTO."	"movil"	"2019_q1"
"2500"	"ZSZhgGGFDpiJ"	"Mas"	"PEQUEÑA"	7	"PORQUE YO LLEVO 20 AÑOS EN ENTEL DE ESTA FECHA ME HAN ATENDIDO BIEN Y AHORA QUE ES EMPRESA ME HAN ATENDIDO IGUAL DE BIEN."	"movil"	"2019_q1"
"2501"	"SUxpr3Fb6pmn"	"Mas"	"PEQUEÑA"	7	"PORQUE TENGO COBERTURA EN TODO CHILE, PORQUE OTRA COMPAÑÍA NO TIENE COBERTURA ENTONCES YO TRABAJO MUCHO A DIFERENTES LUGARES."	"movil"	"2019_q1"
"2502"	"c2n5xiw2LqyQ"	"MasPrem"	"PEQUEÑA"	6	"POR PROBLEMAS DE SEÑAL. QUE HAY SECTORES DE LA CIUDAD DONDE SE CORTA EL TELÉFONO.Y FUERA DE SANTIAGO HAY MUCHÍSIMOS LUGARES DONDE NO TENGO SEÑAL."	"movil"	"2019_q1"
"2503"	"cR3TBy7zkTWw"	"Mas"	"MICRO"	6	"UNA COMUNICACIÓN BASTANTE ESTABLE. NO TIENE INTERFERENCIA, SU COBERTURA NOS LLEVA A TODOS SITIOS."	"movil"	"2019_q1"
"2504"	"pUWSkMJCsHZJ"	"MasPrem"	"PEQUEÑA"	5	"PORQUE SÍ HAY PROBLEMAS DE SEÑAL, CUANDO UNO LLAMA AL SERVICIO AL CLIENTE SE DEMORAN EN ATENDER Y NO DAN LA SOLUCIÓN QUE UNO NECESITA. DE REPENTE ASÍ DE LA NADA SE  CAE LA SEÑAL NO ES NECESARIO QUE ESTÉ EN UN LUGAR ESPECÍFICO."	"movil"	"2019_q1"
"2505"	"CTR9EuoVLliX"	"Mas"	"PEQUEÑA"	6	"ES QUE TEMA ES POR ESO NO TE DA MUCHO BENEFICIO Y NO ES TAN TAN PERFECTO COMO CLIENTE PERSONA ENTONCES AHÍ ES QUE COMO  EMPRESA HAY MENOS BENEFICIOS PARA NUESTRA PERSONA ."	"movil"	"2019_q1"
"2506"	"gEHIueG5H1Er"	"Mas"	"PEQUEÑA"	6	"PORQUE SIEMPRE TENGO CONEXIÓN, SIEMPRE TENGO BUEN SERVICIO, PERO FUERTE AVECES LA CONEXIÓN DE ENTEL."	"movil"	"2019_q1"
"2507"	"srOXAWl1mSFM"	"MasPrem"	"PEQUEÑA"	3	"EL PRECIO QUE TIENE, LO QUE PAGO. LO QUE PASA ES QUE YO PAGO POR DECIR 50 LUCAS Y HAY OTRAS EMPRESAS QUE ME ESTÁN OFRECIENDO MAS, POR MENOS DE LOS QUE YO TENGO SERVICIO CON ENTEL. POR LA MITAD DE LO QUE YO ESTOY PAGANDO AHORA, ME ESTÁN OFRECIENDO MAS SERVICIOS, POR LA MITAD DE LO QUE PAGO CON ENTEL. POR ESO LE DIGO QUE ESTOY INSATISFECHO POR ESE LADO, IGUAL ESTOY EN ESTE MOMENTO POR LA OFERTA QUE ME ESTÁN HACIENDO, PENSADO SERIAMENTE QUE ACCIÓN TOMAR, YA QUE ENTEL NO ME HA LLAMADO NO ME HA DICHO NADA."	"movil"	"2019_q1"
"2508"	"5WYxeSX0rb9r"	"Mas"	"PEQUEÑA"	6	"PORQUE EL 7 SERIA MUY PERFECTO. FALTA QUE AVISEN, LA BOLETA AL CORREO, A VECES NO LLEGA Y ME CORTAN."	"movil"	"2019_q1"
"2509"	"tUcQFHUVhHBv"	"MP"	"PEQUEÑA"	6	"PORQUE  LA SEÑAL,LA SEÑAL DEFICIENTE, INESTABLE."	"movil"	"2019_q1"
"2510"	"YjEfyTBIJzmw"	"Mas"	"PEQUEÑA"	7	"PORQUE EL SERVICIO ES BUENO, NOS CONVIENE Y NO TENEMOS PROBLEMAS."	"movil"	"2019_q1"
"2511"	"7acxfOoE24IK"	"MasPrem"	"PEQUEÑA"	6	"POR LA COBERTURA PRINCIPALMENTE."	"movil"	"2019_q1"
"2512"	"BNI26YBBoBmP"	"Mas"	"PEQUEÑA"	4	"PORQUE DESPUÉS DE QUE TE HACES CLIENTE NO TE DAN NINGÚN BENEFICIO Y CUANDO VAS A  PREGUNTAR POR ALGO LA ATENCIÓN ES MALA.   PIDES ALGO COMO POR EJEMPLO SACAR UN EQUIPO TE PONEN PROBLEMAS EN CAMBIO CUANDO VAS A CAMBIAR TE OFRECEN LA MISMA DE ELLA."	"movil"	"2019_q1"
"2513"	"tm01SOWGeKt0"	"MasPrem"	"PEQUEÑA"	6	"LO QUE PASA ES QUE NO SE... EN TEMAS DE  CADA VEZ QUE HE RENOVADO EL EQUIPO,POR ESO DE ALGUNA FORMA LO ENCUENTRO MAS CARO AÚN NOSOTROS TENIENDO COMO 10 U 11 LINEAS CON ELLOS. EL EQUIPO SALE MUCHO MAS CARO, SI YO LO COMPRO EN PREPAGO O LO COMPRO EN OTRA PARTE."	"movil"	"2019_q1"
"2514"	"c35IGoDwWBRH"	"Mas"	"PEQUEÑA"	7	"PORQUE SIEMPRE MANTIENE MEJOR SEÑAL DE COMUNICACIÓN.ES LA COMPAÑÍA QUE MENOS SE CAE LAS CONEXIÓN."	"movil"	"2019_q1"
"2515"	"NNa2aUwhGpxX"	"Mas"	"PEQUEÑA"	7	"NUNCA HE TENIDO PROBLEMAS."	"movil"	"2019_q1"
"2516"	"LnuETdqcg0HF"	"Mas"	"PEQUEÑA"	6	"PORQUE TIENE BUEN SERVICIO, LA SEÑAL ES CONSTANTE, NO SE CAE. TIENE BUENA COBERTURA, PRÁCTICAMENTE DONDE VAYA TENGO BUENA SEÑAL."	"movil"	"2019_q1"
"2517"	"YF1l0tHixA8K"	"Mas"	"PEQUEÑA"	7	"PORQUE NO HE TENIDO PROBLEMA CON LA SEÑAL O PROBLEMA DE LA CUENTA, NADA DE ESO."	"movil"	"2019_q1"
"2518"	"UZ2L37MOvbdP"	"MasPrem"	"PEQUEÑA"	7	"PORQUE TIENE BUENOS PLANES, LOS PRECIOS ESTÁN ACCESIBLES, OFRECEN BUENOS GIGAS, OFRECE BUEN SERVICIO, LOS PRECIOS ESTÁN DENTRO DE RANGO."	"movil"	"2019_q1"
"2519"	"io12IonCfo2C"	"MV"	"MEDIANA"	6	"NO QUIERO, YA PUSE LA NOTA."	"movil"	"2019_q1"
"2520"	"LUpQSwyRQoT3"	"Mas"	"PEQUEÑA"	7	"PORQUE LA VERDAD ME HA BRINDADO TODO LO QUE NECESITADO, HA SIDO SÚPER RÁPIDO, EFICIENTE, BUENA COBERTURA, BUENA SEÑAL, PRECIOS MUY ACCESIBLES, MUCHO MAS CONVENIENTES QUE LA COMPETENCIA."	"movil"	"2019_q1"
"2521"	"WTiJRwTBhBh8"	"Mas"	"PEQUEÑA"	5	"BUENO EH... PRINCIPALMENTE PORQUE, MIRA A LOS PLANES QUE TENGO EN ESTOS MOMENTO NO SON LOS MAS ADECUADOS .HE TRATADO DE  CAMBIARLO Y TENGO QUE ESPERAR QUE SE CUMPLA EL  TIEMPO QUE CORRESPONDA SEGUNDO HE TENIDO UN  PROBLEMA CON LA CUENTA CON LOS LUGARES DE PAGO.PORQUE BUENO LAMENTABLEMENTE SE ME HAN JUNTADO DOS CUENTAS Y HE TENIDO QUE PAGAR LAS DOS CUENTAS A LA VEZ HABÍA UNA SOLA VENCIDA Y LA OTRA ESTABA POR VENCER.LA COBERTURA EN GENERAL ES BIEN, PERO A VECES EL INTERNET SE PONE UN POCO LENTO POR ESA RAZÓN LO EVALUÓ CON ESA NOTA."	"movil"	"2019_q1"
"2522"	"zQuwgFg3h1Hj"	"AV"	"PEQUEÑA"	7	"POR EL SERVICIO, POR AÑOS QUE NO HEMOS TENIDO TENEMOS MAS DE 10 AÑOS DE ENTEL PROBLEMAS DE FALTA DEL SERVICIO PORQUE SE CAIGA SOLO RECUERDO 1 O DOS CAÍDAS EN 10 AÑOS Y ADEMAS POR EL SOPORTE TÉCNICO CUANDO UNO LLAMA Y EL SOPORTE COMERCIAL CUNADO TAMBIÉN LO LLAMA."	"movil"	"2019_q1"
"2523"	"1uGM0UT1S8f2"	"MasPrem"	"PEQUEÑA"	4	"PORQUE A VECES LA SEÑAL NO ES MUY BUENA DE ENTEL."	"movil"	"2019_q1"
"2524"	"tdY3IF6ALiYi"	"MP"	"PEQUEÑA"	7	"POR QUE NO EH TENIDO NINGÚN PROBLEMA CON ELLO ,EL COBRO ES PROPORCIONAL AL VALOR  DE LOS SERVICIOS Y NO TENGO PROBLEMAS CON LA FACTURACIÓN NI NADA DE ESO ."	"movil"	"2019_q1"
"2525"	"1grbHTgfa4Qj"	"AP"	"GGEE"	6	"PORQUE FUNCIONA BIEN EL SISTEMA"	"movil"	"2019_q1"
"2526"	"kyfwAXaqH5Ak"	"Mas"	"GGEE"	5	"POR LOS TEMAS ADMINISTRATIVOS NO SON BUENOS, LA COBERTURA ES BUENA. EN LINEA QUE NO SON MÍAS, COBROS QUE NO SON MÍOS, LA COMUNICACIÓN CON LOS EJECUTIVOS NO ES FLUIDA POR ESE MOTIVO NO TE ATIENDEN COMO CORRESPONDE."	"movil"	"2019_q1"
"2527"	"oO4zlU5ILbPr"	"AP"	"GGEE"	5	"POR LA CALIDAD DE LOS REPORTES DE GASTOS MENSUALES, SIEMPRE APARECEN CARGOS QUE NO DEBERÍAN APARECER"	"movil"	"2019_q1"
"2528"	"LbZVrXg7MSnh"	"AP"	"PEQUEÑA"	6	"PORQUE EL SERVICIO ES BUENO Y LOS PRECIOS ESTÁN RELATIVAMENTE IGUAL RAZONABLE.  A VECES NO HAY COBERTURA SÍ, EN ALGUNAS ZONAS DE OTRAS CIUDADES, EN LAJA."	"movil"	"2019_q1"
"2529"	"jKdTRRQNorl3"	"Mas"	"PEQUEÑA"	6	"PORQUE SOY MUY EXIGENTE QUE PARA TENER UN SIETE EXIJO MUCHAS COSAS QUE ES DIFÍCIL. PRIMERO QUE EXISTA UNA BUENA RELACIÓN PRECIO - CALIDAD Y SEGUNDO QUE NO  TENGA INTERRUPCIONES Y YO TENGO UN CONTRATO DESDE ENERO CON ENTEL Y HE TENIDO EN ALGUNAS OCASIONES INTERRUPCIONES, QUE DESCONOZCO EL MOTIVO, LOS CUALES HAN SIDO DOS EPISODIOS DONDE NINGUNO DE LOS FUNCIONARIOS TIENE INTERNET POR EJEMPLO. PERO HAN SIDO EPISODIOS QUE DURAN UN PAR DE HORAS, INCLUSO HASTA LLAMADAS TELEFÓNICAS."	"movil"	"2019_q1"
"2530"	"mgYNPnofU9WO"	"AP"	"GGEE"	6	"PORQUE ES MUY BUENO EL SERVICIO NO EXCELENTE PERO BUENO NO TIENE QUEJA TIENE EJECUTIVOS QUE LA ATIENDEN SON EFICAZES Y EFICIENTES ESO ES TODO TODAS LAS SOLICITUDES QUE PIDEN SE RESUMEN CREO QUE ESTA MAS QUE DICHO CON LO ANTERIOR"	"movil"	"2019_q1"
"2531"	"k0CfLttF06l2"	"MasPrem"	"PEQUEÑA"	5	"POR LA FACTURACIÓN. E TENIDO PROBLEMAS CON  LA FACTURACIÓN CON ELLOS, NO SOLO ESO ."	"movil"	"2019_q1"
"2532"	"ZBWIGcGLhtTZ"	"MP"	"PEQUEÑA"	5	"PORQUE NO ESTOY TOTALMENTE SATISFECHO, PORQUE EN ALGUNAS ZONAS NO TENGO BUENA COBERTURA ES HORRIBLE."	"movil"	"2019_q1"
"2533"	"vCiRhQZk9wkJ"	"MasPrem"	"PEQUEÑA"	5	"BUEN SERVICIO ALGO CARO SOLAMENTE."	"movil"	"2019_q1"
"2534"	"kB9fzRf8t5Uj"	"AV"	"GGEE"	7	"PORQUE YA HEMOS PASADO POR OTRAS COMPAÑÍAS Y ES LA MEJOR."	"movil"	"2019_q1"
"2535"	"xmd3upX03jqQ"	"Mas"	"PEQUEÑA"	7	"POR LO MISMO PORQUE CREE QUE SIRVO TENGO LA COMUNICACIÓN POR LA COBERTURA POR EL SERVICIO TÉCNICO POR EL LOCAL DE AQUÍ, POR ESO."	"movil"	"2019_q1"
"2536"	"aOi0t39AHT03"	"MP"	"PEQUEÑA"	5	"PORQUE LA SEÑAL NO ES CONSTANTE PORQUE HAY ZONAS QUE PIERDO SEÑAL Y EL EQUIPAMIENTO ES MUY ANTIGUO Y NO HAY RENOVACIÓN DE EQUIPOS. LO QUE PASA ES QUE HOY DÍA, POR EL PRECIO QUE PAGO PODRÍA TENER BASTANTES MEJORES OTRAS COSAS, EN OTRAS MARCAS, EN OTRAS LÍNEAS."	"movil"	"2019_q1"
"2537"	"zOKzyqOFSuqW"	"AP"	"GGEE"	3	"PROBLEMAS DE FACTURACION QUE TENEMOS CON ELLOS"	"movil"	"2019_q1"
"2538"	"VfuZKoYlCO5S"	NA	"GGEE"	7	"LA ATENCION Y SERVICIO A NIVEL TIEMPO RESPUESTA YA SEA POST VENTA O EJECUTIVO COMERCIAL Y SERVICIO EL TEMA DE COSTO BENEFICIO BUENAS PRESTACIONES POR BAJO PRECIO"	"movil"	"2019_q1"
"2539"	"pgP2MN7rwKFY"	"MV"	"GGEE"	6	"HEMOS TENIDO PROBLEMAS DE LINEA PERO SE QUE NO TIENE NADA QUE VER CON ELLOS ES POR LOS POSTES ELÉCTRICOS QUE SE CAEN PERO NO HAY NINGÚN OTRO PROBLEMA, HEMOS TENIDO BUENA RESPUESTA DE ELLOS CUANDO HEMOS TENIDO PROBLEMAS, SIEMPRE ESTÁN PREOCUPADOS LLAMANDO Y HACIENDO ENCUESTAS ENTONCES NINGÚN EN ESE SENTIDO SOLO SE CAE LA LINEA PERO ES PORQUE A VECES LOS CAMIONES CHOCAN UN POSTE Y ESTAMOS UN DÍA SIN SERVICIOS PERO NO TIENE NADA QUE VER CON ENTEL ES COMO EXTERNO."	"movil"	"2019_q1"
"2540"	"H3bcZYhk5j3Q"	"MasPrem"	"PEQUEÑA"	6	"PORQUE A VECES TENGO CIERTOS PROBLEMAS CUANDO QUIERO COMUNICAR CON ELLOS. TAL VEZ FALTA QUE TENGA MEJOR UN NUMERO MAS SEGUIDO PARA COMUNICARME CON ELLOS ."	"movil"	"2019_q1"
"2541"	"V0rTIG9GiQKw"	"AV"	"GGEE"	7	"PORQUE CADA VEZ QUE HAY UN REQUERIMIENTO SE HACE DE FORMA RAPIDA MANDAN INFORMACION Y ACTUALIZAN Y LA EJECTUVIVA LO RESUELVE CUALQUIER SOLICITUD QUE SE LE HACE"	"movil"	"2019_q1"
"2542"	"6F1MXk9JqqDL"	"AV"	"GGEE"	5	"POR EL SERVICIO YA QUE HA BAJADO EN LA CALIDAD, Y LO TARDE QUE RESPONDEN A LAS SOLICITUDES."	"movil"	"2019_q1"
"2543"	"nxbfKHora8BZ"	"AP"	"GGEE"	7	"PORQUE NO TENGO PROBLEMAS TANTO CON EL EJECUTIVO, CON EL SERVICIO MISMO, CON LA COBERTURA QUE TIENEN NO TENGO DRAMA."	"movil"	"2019_q1"
"2544"	"i746AD4cc70j"	"MV"	"GGEE"	5	"HAY COSAS POR MEJORAR PERO SON BUENOS EN COBERTURA"	"movil"	"2019_q1"
"2545"	"Jtba0wwgIKpp"	"Mas"	"PEQUEÑA"	6	"PORQUE SI ME HA DADO. ME FUNCIONA CUANDO LO NECESITO. LA COBERTURA NO ES MUY BUENA EN ALGÚN LUGAR SOLAMENTE LUGARES MÍNIMOS."	"movil"	"2019_q1"
"2546"	"XXrp50EGATu1"	"Mas"	"MICRO"	4	"POR LA COBERTURA, INSUFICIENTE, EL PROBLEMA ES LA COBERTURA. TENER LA CAPACIDAD DE HABLAR O CONECTARME."	"movil"	"2019_q1"
"2547"	"HDdA0OY6GQs8"	"Mas"	"PEQUEÑA"	6	"POR LA COBERTURA Y PRINCIPALMENTE PORQUE EL COBRO ES LO JUSTO. EN OTRAS COMPAÑÍAS ME COBRAN SERVICIOS QUE YO NO HE SOLICITADO Y EN ENTEL RESPETAN EL CONTRATO."	"movil"	"2019_q1"
"2548"	"PxgCwHeFPI2N"	"Mas"	"PEQUEÑA"	5	"PORQUE TENGO PROBLEMAS DE CONEXIÓN SOBRE TODO CUANDO VOY AL BANCO TENGO PROBLEMAS CON ESO."	"movil"	"2019_q1"
"2549"	"4plMlKCE2Xcl"	"AV"	"GGEE"	6	"PORQUE  BUEN SERVICIO DE  SOPORTE Y NO HEMOS TENIDO PROBLEMAS   CON LOS EQUIPOS, NO HEMOS TENIDO  PROBLEMAS CON EL SERVICIO DE ENTEL"	"movil"	"2019_q1"
"2550"	"UL1leEMjIfJx"	"Mas"	"PEQUEÑA"	7	"PORQUE NUNCA HE TENIDO PROBLEMAS, DE INTERNET, DE TELÉFONOS, NADA."	"movil"	"2019_q1"
"2551"	"CPUIaNU4wAY0"	"MP"	"GGEE"	5	"PORQUE  IGUAL HEMOS TENIDO INCONVENIENTES CON LA SEÑAL NO HAY RESPUESTAS CONCRETAS  NI SOLUCION TUVIMOS QUE INSISTIR EN LA SEÑAL EN LA NAVEGACION DE LOS GIGAS"	"movil"	"2019_q1"
"2552"	"fxJYNNKHAdYZ"	"Mas"	"PEQUEÑA"	6	"PORQUE NO LE PONDRÍA UN 7 PORQUE DIGAMOS, LOS PLANES RESPECTO A OTRAS COMPAÑÍAS, SON UN POCO MÁS ELEVADOS. SUPONGAMOS EN LO QUE ES INTERNET, ES BAJO COMPARADO CON OTRAS COMPAÑÍAS."	"movil"	"2019_q1"
"2553"	"3f4bSllhHxB2"	"MasPrem"	"PEQUEÑA"	6	"PORQUE EN GENERAL ESTOY CONFORME ,PERO HAY DETALLITOS QUE PUEDEN SER MEJOR. POR EJEMPLO ,PODRÍA SER UN POQUITO MAS BARATO. EL PLAN QUE TENGO PODRÍA SER UN POCO MAS ECONÓMICO .EN ESTA ALTURA TENGO VARIAS...PODRÍA  SER ALGO MENOR."	"movil"	"2019_q1"
"2554"	"Ph6e9MyfwlI6"	"Mas"	"PEQUEÑA"	6	"POR EL SERVICIO QUE PRÉSTAMO, ME DA RESULTADOS."	"movil"	"2019_q1"
"2555"	"O4naJyi52LlO"	"AP"	"GGEE"	6	"PORQUE NO TENGO DE CUAN PERFECTO"	"movil"	"2019_q1"
"2556"	"PrkCjOr7OfvU"	"MP"	"PEQUEÑA"	3	"PORQUE  MUY MALA LAS LÍNEAS, LA COMUNICACIÓN SE PIERDE POR SATÉLITE O LA ANTENA LA DESVÍAN PARA CUANDO QUIEREN Y HE ESTADO LLAMANDO MUY SEGUIDO PARA QUE MUEVAN LA ANTENA. HAY DÍAS QUE ESTAMOS SIN SEÑAL, SIN INTERNET. MUY LENTA LA REACCIÓN DE ENTEL CUANDO LLAMAMOS PARA SOLICITAR LÍNEAS, PARA QUE NOS REPARE, PARA QUE NOS DEVUELVA SEÑAL. MUY LENTO."	"movil"	"2019_q1"
"2557"	"ZeM9rLyyLnmB"	"MasPrem"	"PEQUEÑA"	6	"PORQUE ENCUENTRO LOS PRECIOS MUY ALTOS, SON MUY CAROS."	"movil"	"2019_q1"
"2558"	"rRBfxPRpOjLv"	"AV"	"GGEE"	6	"PORQUE  FALLAN EN SEÑAL EN LA QUINTA REGION"	"movil"	"2019_q1"
"2559"	"Veb4YglXx0tW"	"AV"	"GGEE"	5	"PORQUE EL SERVICIO ES BIEN POBRE, NO TIENEN BUENOS CELULARES, NO HAY POSTVENTA."	"movil"	"2019_q1"
"2560"	"KxhSa3pWrUBE"	"MP"	"PEQUEÑA"	5	"POR LA FALTA DE ASESORÍA POST VENTA."	"movil"	"2019_q1"
"2561"	"KjYIVqNWBKXF"	"Mas"	"PEQUEÑA"	6	"PORQUE NO TE HE TENIDO MAYORES INCONVENIENTES Y SOLAMENTE ALGUNA INFORMACIÓN, QUE NO A SIDO CORRECTA. PERO ME HAN SOLUCIONADO TODOS LOS PROBLEMAS, QUE SE ME HAN PRESENTADO, EN ALGÚN MOMENTO."	"movil"	"2019_q1"
"2562"	"8LNeFl8urabv"	"MV"	"GGEE"	5	"PORQUE LA VELOCIDAD DEL INTERNET NO ES CONSTANTE (NO DA MAS INFORMACIÓN)"	"movil"	"2019_q1"
"2563"	"4aX1WN8EhCTd"	"MasPrem"	"PEQUEÑA"	5	"POR LA MALA COBERTURA  Y POR LO DIFÍCIL QUE ES CONTACTAR A MI EJECUTIVO  DE EMPRESA , TENGO UNA PAGINA CUANDO QUIERO HABLAR CON ELLOS ES MUY  DIFÍCIL  , LA COBERTURA ES MALA."	"movil"	"2019_q1"
"2564"	"7SSPqfpmP8W1"	NA	"GGEE"	6	"PORQUE A VECES NECESITO QUE ME SOLUCIONEN ALGUN PROBLEMA QUE A VECES NO ME ENTRAN LAS LLAMADAS Y NO CONTESTAN NUNCA LA GENTE DE SOPORTE DEL CALL CENTER"	"movil"	"2019_q1"
"2565"	"IdJSsWVaOBYX"	"MP"	"PEQUEÑA"	5	"GENERALMENTE SE ME CAE LA COBERTURA EN ALGUNOS SECTORES."	"movil"	"2019_q1"
"2566"	"rzkIQp98KHjW"	"MasPrem"	"PEQUEÑA"	6	"PORQUE ESTOY  SATISFECHO ,PERO SIEMPRE  ALGO QUE MEJORAR .EN TODO SENTIDO  COBERTURA, VALOR   DE LOS  PLANES ."	"movil"	"2019_q1"
"2567"	"56DJjzHSOtEB"	"MasPrem"	"PEQUEÑA"	7	"PORQUE CONSIDERO QUE LOS SERVICIOS DE EMPRESAS ESTÁN, EN CUANTO A CALIDAD Y PRECIO, ESTÁN ADECUADOS. NO HE TENIDO PROBLEMAS EN CUANTO A COBERTURAS, COMPARADO CON OTRAS EMPRESAS QUE HE ESTADO, CON OTOS USUARIOS, Y SUS EMPRESAS HAN FALLADO CON LA COBERTURA. CUANDO HE NECESITADO ASESORÍA O ALGUNA DUDA, LA PARTE TELEFÓNICA ME HA SOLUCIONADO LOS PROBLEMAS."	"movil"	"2019_q1"
"2568"	"aJftq6jf4SkO"	"AP"	"GGEE"	2	"PORQUE CUANDO UNO TIENE ALGÚN TIPO DE REQUERIMIENTO NUNCA EN EL FONDO DAN LA SOLUCIÓN QUE UNO NECESITA. ADEMAS, TÚ PUEDES PAGAR UN BUEN PLAN, PERO IGUAL LOS EQUIPOS SON DEMASIADO ALTOS PARA LOS PLANES."	"movil"	"2019_q1"
"2569"	"mDLyxbhXn6KR"	"MasPrem"	"PEQUEÑA"	5	"PORQUE NO ESTAMOS BUENOS, ESTÁ SUPER CARO. SIEMPRE PONEN PROBLEMA PARA TODO. PORQUE CUANDO UNO NECESITA QUE  SOLUCIONEN ALGÚN  PROBLEMA TE TRAMITAN ,SE DEMORAN UN MONTÓN, NUNCA TIENEN LA SOLUCIÓN INMEDIATA, NUNCA TIENEN PLANES ADECUADOS PARA LAS EMPRESAS.SIEMPRE SON CAROS. DE HECHO ESTOY PENSANDO CAMBIARME"	"movil"	"2019_q1"
"2570"	"bQ1xfhmXNIxY"	"MP"	"PEQUEÑA"	1	"PORQUE CUANDO YO...QUE YO QUIERO EVALUAR ,CAMBIAR LOS PLANES CAMBIAR DE EQUIPOS,MEJORAR ESAS COSAS. NO TENGO EN QUIEN APOYARME."	"movil"	"2019_q1"
"2571"	"W9JPFVSLfs5f"	"MasPrem"	"PEQUEÑA"	5	"PORQUE HE TENIDO PROBLEMAS ADMINISTRATIVOS CON ENTEL. NO ME HAN ATENDIDO BIEN, HAN DEMORADO EN RESOLVER MESES UNA COSA QUE PODRÍAN RESOLVER EN DÍAS."	"movil"	"2019_q1"
"2572"	"fctMnEOjuSkV"	"Mas"	"PEQUEÑA"	7	"PORQUE SUS SERVICIOS SON BUENOS CON LOS CELULARES, NO TIENE PROBLEMAS CON LA SEÑAL."	"movil"	"2019_q1"
