"V1"	"encriptado"	"seg_gol"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"periodo"
"6069"	1181	"6o0GBH7QjlyJ"	"MasPrem"	"7"	"PORQUE ESTOY SATISFECHO, EN FORMA GLOBAL."	"2019_q2"
"6070"	1182	"DCs3PmP5XKpm"	"Mas"	"5"	"PORQUE A VECES SE CAE EL INTERNET, EL INTERNET."	"2019_q2"
"6071"	1183	"ex23dDIq1CvX"	"MP"	"7"	"PORQUE EL SERVICIO HA SIDO BUENO CON ELLOS, EN TODO SENTIDO EN TELEFONÍA E INTERNET, NO HE TENIDO NINGÚN INCONVENIENTES CON ELLOS, POR ESO MAS QUE NADA OBVIAMENTE POR LA EMPRESA QUE DA PRESTIGIO."	"2019_q2"
"6072"	1184	"Gw5AdjUpm8QT"	"Mas"	"7"	"PORQUE NO HE TENIDO INCONVENIENTE, NO HE TENIDO PROBLEMAS CON LA COMPAÑÍA."	"2019_q2"
"6073"	1185	"Wm9MN3MYFoTV"	"AV"	"7"	"PORQUE NO HE TENIDO NINGÚN PROBLEMA CON ELLOS, EN NADA."	"2019_q2"
"6074"	1186	"9tEAJ7OeETDF"	"MP"	"7"	"NO HEMOS TENIDO NINGÚN PROBLEMA, ES QUE ESTÁBAMOS CON OTRA COMPAÑÍA Y NO NOS FUNCIONABA BIEN EL INTERNET Y ACÁ POR LO MENOS HEMOS PODIDO TENER UNA CONEXIÓN ESTABLE, ASÍ QUE ME PARECE QUE ESTÁ BIEN."	"2019_q2"
"6075"	1187	"FIJCwPmpmKx5"	"Mas"	"7"	"PORQUE ME FUNCIONA BIEN EL INTERNET Y EL TELÉFONO, NO TENGO PROBLEMA Y CUANDO TENGO ALGÚN PROBLEMA ME LO SOLUCIONAN RÁPIDO."	"2019_q2"
"6076"	1188	"5bG4s3nSPZ8p"	"Mas"	"5"	"POR FALLOS EN LA CONECTIVIDAD EL INTERNET LENTO Y NO FUNCIONANDO."	"2019_q2"
"6077"	1189	"s7gI44clxa0S"	"MasPrem"	"7"	"PORQUE TIENE BUEN SERVICIO; EN SU LÍNEA, POR EJEMPLO, NO SE LE CAE NUNCA EL SISTEMA, LA LÍNEA, NO TIENEN MUCHO PROBLEMA DE QUE EL SISTEMA SE LES CAIGA, BUEN COBERTURA."	"2019_q2"
"6078"	1190	"xz3IJwevUE9l"	"MP"	"3"	"POR MAL SERVICIO, CALIDAD DEL SERVICIO Y POSVENTA."	"2019_q2"
"6079"	1191	"HiMMoFS08Vs9"	"AP"	"6"	"PRINCIPALMENTE EN CUANTO A CALIDAD DEL SERVICIO NO HAY NADA QUE DECIR CON RESPECTO A ENTEL PERO SI MUCHOS PROBLEMAS CON EL EJECUTIVO COMERCIAL QUE TENEMOS ASIGNADO. EN CUANTO A LA CALIDAD DE SERVICIO COMO COMPAÑÍA NO TENGO NADA QUE DECIR, NO HAY FALLAS DE PROBLEMAS DE CORTE, LA VELOCIDAD SE MANTIENE CONSTANTE, NO HAY FLUCTUACIONES, TODO ESO FUNCIONA MUY BIEN MI ÚNICO TEMA ES CON EL EJECUTIVO COMERCIAL, EN QUE NO HE TENIDO FLUCTUACIONES COMO HE TENIDO EXPERIENCIAS CON OTRAS COMPAÑÍAS EN OTRAS EMPRESAS DONDE HE TRABAJADO, QUE SON INESTABLES EN CUANTO A LA VELOCIDAD, YO CONTRATO UNA VELOCIDAD ESTIMADA Y SE SUPONE QUE DEBO MEEN ESA VELOCIDAD Y TIENDEN A SER MAS BAJAS DE LO QUE UNO HA CONTRATADO Y TIENE UNO QUE ESTAR RECLAMANDO CONSTANTEMENTE, EN ENTEL ESTO NO ME SUCEDE, SIEMPRE SE MANTIENE CONSTANTE LA VELOCIDAD."	"2019_q2"
"6080"	1192	"sCPMbd3WhJ05"	"AP"	"5"	"PORQUE HEMOS TENIDO VARIOS PROBLEMA EN UN TIEMPO EN LA CONCEPCIÓN."	"2019_q2"
"6081"	1193	"2f9mIs0DNmkE"	"Mas"	"6"	"PORQUE EN GENERAL ESTÁ BIEN, ES DECIR QUE EL SERVICIO ES CORRECTO LA ATENCIÓN ES CORRECTA, SOLO A VECES EL INTERNET ESTÁ MUY LENTO."	"2019_q2"
"6082"	1194	"cYejN1RgRkfq"	"AP"	"7"	"PORQUE HE TENIDO BUENOS SERVICIOS CON ELLOS Y A BUEN PRECIOS EN TELEFONÍA QUE TENEMOS PLAN EMPRESA E INTERNET FIJO QUE TENEMOS TAMBIÉN Y NADA MAS"	"2019_q2"
"6083"	1195	"1CiqXdxMF0r5"	"AP"	"7"	"PORQUE HASTA EL MOMENTO NO HE TENIDO PROBLEMAS, EN GENERAL, LOS SERVICIOS EN GENERAL, PORQUE HUBO UN TIEMPO QUE SÍ SE CAÍAN MUCHO PERO DESPUÉS DE UN TIEMPO YA SE SOLUCIONÓ, NO HA HABIDO NINGÚN PROBLEMA. EL INTERNET DE BANDA ANCHA ES LA QUE SE CAE. LO QUE PASA ES QUE TRABAJAMOS INFORMÁTICA, ENTONCES, EN GENERAL, EL SERVICIO DE BANDA ANCHA PARA NOSOTROS ES SÚPER IMPORTANTE Y ES LO QUE MÁS NOTAMOS CUANDO TIENE CAÍDAS."	"2019_q2"
"6084"	1196	"dWbzzo0xdIKR"	"AV"	"7"	"PORQUE ESTOY SATISFECHO; YO CREO QUE LA ATENCIÓN CON LOS EJECUTIVOS SON BUENOS."	"2019_q2"
"6085"	1197	"76FIFE8MNldd"	"AV"	"5"	"PORQUE DE REPENTE TENGO CITAS DILIGENTES QUE NO SE CUMPLEN, SON LENTOS PORQUE SE DEMORAN EN QUE SE CUMPLA LO QUE ESTOY SOLICITANDO, EN FIJO NO HAY MUCHO MOVIMIENTO EN REALIDAD."	"2019_q2"
"6086"	1198	"ZutXfXM94Nk6"	"Mas"	"5"	"PORQUE A VECES CUESTA COMUNICARSE CON ELLOS."	"2019_q2"
"6087"	1199	"6klNEIvsRpuf"	"Mas"	"5"	"POR UN LADO ES RÁPIDO, EN WIFI EN COMPARACIÓN  CON OTROS ES MAS RÁPIDO Y MAS ESTABLE  Y POR OTRO LADO ES UN POCO CARO EL PRECIO ES MAS ALTO"	"2019_q2"
"6088"	1200	"6bVqxnSxeej0"	"MP"	"6"	"PORQUE GENERALMENTE ESTÁ BUENA, NO SIEMPRE, PERO GENERALMENTE ESTÁ BUENA LA SEÑAL, EN BANDA ANCHA, ESO NO MÁS ES LO QUE TENGO CON ENTEL. SI ESTUVIERA SIEMPRE LE HUBIERA PUESTO UN 7, PERO COMO NO SIEMPRE ESTÁ BUENA UN 6."	"2019_q2"
"6089"	1201	"vC70GPDpdzSL"	"Mas"	"4"	"PORQUE HA DESMEJORADO SU CALIDAD DE SERVICIO, ES DECIR SU CONEXIÓN ES INTERMITENTE."	"2019_q2"
"6090"	1202	"fMExxatplOTH"	"AP"	"7"	"PORQUE EN RELACIÓN AL SERVICIO ES ESTABLE, NO TENEMOS INTERMITENCIA, O NO HAY CORTES O CAÍDAS CONSTANTES, O SEA ES BASTANTE ESTABLE Y EN RELACIÓN AL SOPORTE EL TIEMPO DE RESPUESTA ES RÁPIDO, POR EJEMPLO HAY UNOS LOCALES DONDE NO TENGO CONEXIÓN Y EMITO EL REPORTE Y EN UNA HORA A MÁS TARDAR YA ESTÁN LOS TÉCNICOS DE ENTEL HACIENDO LA REVISIÓN, O VISITANDO EL LOCAL,ES EN GENERAL, A NIVEL DE CONEXIÓN, A NIVEL DE DATOS Y A NIVEL DE MPLS."	"2019_q2"
"6091"	1203	"8MVm9P9setwa"	"MP"	"7"	"PORQUE HE TENIDO RAPIDEZ EN SOLUCIÓN DE ALGUNAS SITUACIONES, NO TENGO PROBLEMA CON LA CONECTIVIDAD, COSA QUE NO ME PASA CON OTRA EMPRESA."	"2019_q2"
"6092"	1204	"XkNzPyd645bC"	"MV"	"7"	"PORQUE ESTOY SATISFECHO EN LA CUENTA."	"2019_q2"
"6093"	1205	"OOnGv4Lka0c5"	"AP"	"6"	"PORQUE EN GENERAL ES MUY BUENO EN LA SEÑAL, DE REPENTE SE VA LA SEÑAL PERO NO ES MUCHO."	"2019_q2"
"6094"	1206	"IWMDHFl22RAP"	"AV"	"6"	"PORQUE CONSTANTEMENTE VOY VIENDO NUEVOS PLANES QUE VAN SALIENDO Y LA PARTE CUENTA EMPRESA COMO QUE NO HAY INSTANCIA POR PARTE DE ENTEL DE ACCESO A LOS PLANES, NO HAY ACTUALIZACIONES CON LOS NUEVOS BENEFICIOS QUE VAN SALIENDO. UNO TIENE QUE ESTAR ATENTO A HACER LOS CAMBIOS, HAY COMO UN CUIDADO RESPECTO A LA CUENTA EMPRESAS EN ESE SENTIDO. ME REFIERO A QUE UNO VE PLANES QUE SON MUY ATRACTIVOS, MAS BARATOS, TIENEN MAS MINUTOS E INTERNET Y LAS CUENTAS EMPRESAS NO VAN DE LA MANO LAS ACTUALIZACIONES QUE VA HACIENDO LA COMPAÑÍA Y TIENE QUE ESTAR UNO HACIENDO LOS CAMBIOS."	"2019_q2"
"6095"	1207	"flZVCWldVYL6"	"MV"	"7"	"PORQUE  LA VERDAD NUNCA HE TENIDO NINGÚN PROBLEMA, LAS VECES QUE HE LLAMADO ME RESUELVEN LA DIFICULTAD EN UN MOMENTO, NO HE TENIDO NINGÚN TIPO DE PROBLEMA."	"2019_q2"
"6096"	1208	"MWrUGqDfqcO5"	"AV"	"5"	"POR LA ATENCIÓN A NIVEL EMPRESAS, ÚLTIMO TIEMPO HA BAJADO LA CALIDAD DE LA ATENCIÓN, EN RAPIDEZ, QUE LA ATENCIÓN YA NO ES TAN EFICIENTE COMO ERA HACE DOS AÑOS ATRÁS, YA NO SON TAN EFICIENTES EN EL TEMA DE LA ATENCIÓN DE EMPRESAS, CUANDO UNO SOLICITA ALGO AL EJECUTIVO DE LAS GRANDES EMPRESAS, LA ATENCIÓN NO ES TAN EFICIENTE, NO ES TAN RÁPIDA."	"2019_q2"
"6097"	1209	"5alowSo9n9sl"	"MV"	"7"	"POR EL SERVICIO POS-VENTA, EL EJECUTIVO ME ATIENDE CUANDO YO LE ESCRIBO, ME MEJORA LOS PLANES CUANDO ENTEL, POR EJEMPLO CUANDO TIENE UNA BAJA EN SUS PLANES, ME OFRECE POR LA MISMA CANTIDAD DE DINERO OFRECE UN MEJOR SERVICIO, EL ME ACTUALIZA, SI YO LE PIDO UNA LINEA, LE ESCRIBO A SU WHATSHAP, ME CONTESTA DE INMEDIATO, 
PORQUE NUNCA TENGO PROBLEMA CON ELLOS EN NADA."	"2019_q2"
"6098"	1210	"42jaRx6mJoAc"	"MV"	"6"	"NO LE CUENTO MUCHO PORQUE TENGO POCO TIEMPO. PORQUE ES BUENO, MÁS QUE NADA, FÁCIL PARA COMUNICARSE, MÁS QUE NADA POR ESO, PORQUE EXISTE ESA FACILIDAD EN PODER COMUNICARSE."	"2019_q2"
"6099"	1211	"qARFS5bRoKu5"	"AP"	"6"	"EL SERVICIO ES BUENO NO SE HA CAÍDO PERO A VECES LOS PRODUCTOS SON RÍGIDOS O SEA Y HAY ALGUNAS COSAS EN QUE NO CUMPLE CABALMENTE LO QUE NOSOTROS NECESITAMOS; LA COBERTURA ES BUENA EL SOPORTE ES RÁPIDO PERO HEMOS NECESITADO QUE HAY ALGUNAS CARACTERÍSTICAS QUE EL EJEMPLO ES QUE SE TIENEN CONTRATADO LOS PLANES DE DATO Y CUANDO SE ACABA EL PLAN DE DATOS NO ES POSIBLE DENTRO DEL MISMO PEDIDO CARGAR MAS DATOS ENTONCES AL TIRO PERDEMOS VELOCIDAD ENTONCES NO PODEMOS HACER COMO MANTENER TODA LA VELOCIDAD AL MES UNA VEZ QUE SE HAN ACABADO TODOS LOS DATOS O SEA ESO ES UN PROBLEMA, SOLO ESO."	"2019_q2"
"6100"	1212	"4bCfFNPyuNdz"	"MasPrem"	"7"	"PORQUE EN GENERAL NUNCA HE TENIDO PROBLEMAS CON LA CUENTA, NUNCA HE TENIDO PROBLEMAS CON LAS REDES, HAN SIDO POCAS LAS VECES QUE SE HAN CAÍDO, PERO POR PROBLEMAS QUE NO COMPETEN A LA TELEFONÍA, EL SERVICIO ES BUENO, RÁPIDO Y NO HE TENIDO PROBLEMA CON ELLOS."	"2019_q2"
"6101"	1213	"Z3TAypCE9LiA"	"AV"	"5"	"PORQUE EL SERVICIO DE MOMENTO HA BAJADO UN POCO LA CALIDAD EN CUANTO A ATENCIÓN A PREOCUPACIONES."	"2019_q2"
"6102"	1214	"dSrjgApLjSBM"	"Mas"	"5"	"POR EL TEMA ECONÓMICO, POR LOS VALORES DE LOS SERVICIOS."	"2019_q2"
"6103"	1215	"dep4Y0tNfjyt"	"MasPrem"	"5"	"PORQUE NO ME DAN LOS TELÉFONOS AHORA, ANTES ME LOS DABAN; ES DECIR, NO ME LOS ENTREGAN EN COMO DATOS CON COSTOS CERO LOS APARATOS."	"2019_q2"
"6104"	1216	"IEjPquY1Bt5D"	"MV"	"6"	"PORQUE A VECES TENEMOS CAÍDAS Y ÉSO; POR QUE 7 ES MUCHO, ENTONCES DEBEN SUPERARSE SIEMPRE."	"2019_q2"
"6105"	1217	"M0t2DSoe9QHj"	"Mas"	"6"	"EVENTUALMENTE HEMOS TENIDO ALGUNOS CORTES ESPORÁDICOS EN INTERNET, SE CORTA LA SEÑAL, HAY QUE LLAMAR, CORTES ESPORÁDICOS PUEDE SER DOS VECES AL AÑO Y EN SOLUCIONARLO ME DEMORO MÁS EN PROCESO TELEFÓNICO Y ESO VUELVE PERO ES UNA LATA PORQUE SE CORTA TODO LO QUE ESTABAS HACIENDO, SIEMPRE SE PUEDE MEJORAR."	"2019_q2"
"6106"	1218	"G0OJNDnWu4BB"	"Mas"	"7"	"PORQUE RARAMENTE HE TENIDO PROBLEMAS Y CUANDO LOS HE TENDIDO SON MUY RÁPIDOS PARA RESOLVER LOS PROBLEMAS, POR EJEMPLO QUE SE HAYA CAÍDO EL INTERNET, SÚPER RÁPIDOS PARA RESPONDER EL SERVICIO."	"2019_q2"
"6107"	1219	"Ork3dz0MlCm1"	"MV"	"5"	"PORQUE ALGUNAS VECES NO ESTÁ DISPONIBLE AL 100% EL INTERNET BÁSICAMENTE, NO HAY INTERNET, SE CAE POR ALGUNA RAZÓN, MÁS QUE LA TELEFONÍA."	"2019_q2"
"6108"	1220	"MsihSbGnzQS6"	"AV"	"7"	"PORQUE ESTOY SATISFECHA CON TODOS LOS SERVICIOS QUE ME NOS HAN PRESTADO HASTA LA FECHA, PORQUE SIEMPRE RESPONDEN LAS INQUIETUDES QUE TENEMOS A TIEMPO Y CUANDO SOLICITAMOS SERVICIO TÉCNICO, TAMBIÉN VIENEN A TIEMPO."	"2019_q2"
"6109"	1221	"RRhNX4T3TNiJ"	"AP"	"7"	"POR EL SERVICIO EN EL SERVICIO WEB, SERVICIO BANDA ANCHA, SERVICIO TELEFÓNICO, POR EL TEMA DE APOYO EN QUE POR EJEMPLO CUANDO HAY ALGÚN PROBLEMA QUE SE NOS CAE ALGUNA COSA LO COMUNICAMOS Y NOS RESUELVEN EL PROBLEMA Y POR EL TEMA DE VELOCIDAD EN QUE LO QUE PASA ES QUE NOSOTROS ESTAMOS AQUÍ EN SAN BERNARDO DE REPENTE POR LA UBICACIÓN A VECES TENEMOS ALGÚN INCONVENIENTE NOS LO SOLUCIONAN HACIENDO EL RE CONTACTO Y PORQUE HEMOS TRABAJADO CON ELLOS Y NO HEMOS TENIDO PROBLEMAS"	"2019_q2"
"6110"	1222	"6rlgd9yCu1Ng"	"MV"	"5"	"PORQUE LA ZONA DONDE NOSOTROS ESTAMOS TIENE ALGUNOS PROBLEMAS DE VELOCIDAD DE INTERNET Y COSAS ASÍ; NOSOTROS QUERÍAMOS INSTALAR INTERNET POR FIBRA ÓPTICA Y NO PUDIERON, NO TENÍAN FACTIBILIDAD TÉCNICA PARA HACERLO, NO PODÍAN LLEGAR A LA OFICINA."	"2019_q2"
"6111"	1223	"OCi9jUD6UWkq"	"MV"	"7"	"PORQUE DAN RESPUESTAS, CUANDO HAY PROBLEMAS DEL SISTEMA DE ELLOS, CUANDO UN AUTO CHOCA UN POSTE Y SE CAEN LAS REDES ELLOS ACTÚAN DE FORMA INMEDIATA, REPARAN LAS LÍNEAS. LA VELOCIDAD DE LA BANDA QUE TENEMOS ES BASTANTE BUENA."	"2019_q2"
"6112"	1224	"PkKy6ngER6qN"	"AP"	"7"	"PORQUE ESTOY SATISFECHA,  EL SERVICIO ES BUENO,  TIENE RAPIDEZ,  BUENA ATENCIÓN,  TENGO EJECUTIVAS."	"2019_q2"
"6113"	1225	"6C0G91gTu88X"	"Mas"	"5"	"PORQUE EN GENERAL FUNCIONA BIEN SALVO INTERMITENCIAS EN EL SERVICIO QUE DEMORA MUCHO EN RESOLVERSE, EN TELEFONÍA TRASMISIÓN DE DATOS BANDA ANCHA EN GENERAL."	"2019_q2"
"6114"	1226	"E2iHAWu78iwh"	"AP"	"7"	"PORQUE HAN RESPONDIDO BIEN; EL SERVICIO A SIDO ESTABLE, HEMOS TENIDO UNA CAÍDA EN LOS AÑOS QUE LLEVAMOS CON ELLOS Y NO HA SIDO POR ELLOS, ASÍ QUE BIEN. ESTABLE EN EL SERVICIOS DE INTERNET. RESPONDEN TODO LO QUE TIENEN QUE RESPONDER"	"2019_q2"
"6115"	1227	"W3xax99aNUPB"	"Mas"	"6"	"PORQUE  A VECES PRESENTA FALLA EN LA VELOCIDAD CONTRATADA."	"2019_q2"
"6116"	1228	"kOMGyDgQghon"	"Mas"	"6"	"PORQUE A VECES TENGO CORTES DEL SERVICIO DEL SERVICIO DE BANDA ANCHA, ES DECIR HAY MOMENTOS EN QUE NO SE CONECTA INTERNET, SON MUY ESCASOS LOS MOMENTOS, PERO HA PASADO."	"2019_q2"
"6117"	1229	"Lgyspasp09tg"	"Mas"	"5"	"INTERMITENCIA EN LLAMADA TELEFÓNICA, INTERMITENCIA EN SERVICIO DE DATOS Y TAMBIÉN INTERMITENCIA EN BANDA ANCHA ES EL ÚNICO PERO O LO ÚNICO QUE AFECTA LA CALIDAD QUE TIENE ENTEL EN TODO SU SERVICIO."	"2019_q2"
"6118"	1230	"ccBcGeLvHeks"	"AV"	"7"	"PORQUE NUNCA TENGO PROBLEMAS EN TÉCNICOS, DE NADA, DE NINGÚN TIPO ESPECÍFICAMENTE EN QUE SIEMPRE TENGO EL SERVICIO DISPONIBLE, NO TENGO PROBLEMAS DE NINGÚN TIPO."	"2019_q2"
"6119"	1231	"B3xOBBgxmxe2"	"AV"	"7"	"PORQUE NUNCA HEMOS TENIDO PROBLEMAS BÁSICAMENTE DE INTERNET."	"2019_q2"
"6120"	1232	"y8125RlbUVv0"	"Mas"	"7"	"PORQUE ME PRESTA UN BUEN SERVICIO, A CONECTIVIDAD, FACTURACIÓN, ATENCIÓN AL CLIENTE."	"2019_q2"
"6121"	1233	"L4WTHYhiHRfC"	"MP"	"6"	"POR EL PRECIO ES MÁS CARO QUE EN OTROS LUGARES PERO ES EL ÚNICO QUE LLEGA A LA ZONA."	"2019_q2"
"6122"	1234	"N78JsJWMcIYw"	"AV"	"7"	"PORQUE TIENE BUEN SERVICIO DE POS VENTA BUEN SISTEMA DE MONITOREO TIEMPO DE RESPUESTA RÁPIDOS"	"2019_q2"
"6123"	1235	"LgdZTYM3TbUd"	"MV"	"7"	"PORQUE NO TENGO PROBLEMAS DE CONEXIONES CON ENTEL, TENGO TELEFONÍA FIJA, TELEFONÍA MÓVIL, TENGO GPS EN LOS VEHÍCULOS, LA VERDAD NO TENGO PROBLEMAS EN CONEXIÓN INTERNET, POR LO GENERAL UNO, DE REPENTE,  PUEDE LLAMAR POR MÁS SERVICIOS, QUE SE CAE ESTO, NO, ENTEL NO, SOLO UN BUEN SERVICIO."	"2019_q2"
"6124"	1236	"4yx3LotPYvoE"	"Mas"	"7"	"LA ESTABILIDAD, ES ESTABLE NO TENEMOS TIEMPO DE CAÍDA HEMOS ESTADO BIEN CON ESO"	"2019_q2"
"6125"	1237	"KnRweUicIHdk"	"AP"	"5"	"PORQUE TIENE PROBLEMA LA LINEA SE CAE LA MAQUINA SE PONE LENTA NO ES TAN EFICIENTE SE CAE EN INTERNET"	"2019_q2"
"6126"	1238	"KyeoKsJhGN7m"	"MP"	"7"	"PORQUE SIEMPRE HAY BUENA COMUNICACIÓN YA QUE EN CUANTO A LA TELEFONÍA FIJA SIEMPRE HAY BUENA SEÑAL, LOS DATOS FUNCIONAN CORRECTAMENTE, ES DECIR SIEMPRE HAY BASTANTE CONECTIVIDAD A INTERNET, SOLO ALGUNAS VECES QUE SE PONE UN POCO LENTO, PERO NORMALMENTE SIEMPRE  HAY INTERNET, CASI NUNCA SE CAE."	"2019_q2"
"6127"	1239	"PFMK0dkcSyHL"	"Mas"	"7"	"PORQUE NO HE TENIDO NUNCA PROBLEMAS CON LA CONECTIVIDAD O CON MALA CALIDAD DEL SERVICIO YA QUE SIEMPRE HA FUNCIONADO BIEN."	"2019_q2"
"6128"	1240	"dIBNAyhpmLCW"	"AV"	"5"	"PORQUE HE TENIDO PROBLEMAS GEOGRÁFICOS, DE SEÑAL, DE REPENTE DISPONIBILIDAD DE EQUIPOS, EN MALA COBERTURA EN ALGUNAS INVERSIONES."	"2019_q2"
"6129"	1241	"0A4JSPf0MrGk"	"Mas"	"5"	"PORQUE CUMPLE CON LO QUE PROMETE PERO NO SIENDO LA MÁS BARATA DEL MERCADO."	"2019_q2"
"6130"	1242	"0dtfp1wevEG3"	"Mas"	"6"	"PORQUE A VECES HE TENIDO PEQUEÑOS INCONVENIENTES, CON EL SERVICIO DE LA SEÑAL."	"2019_q2"
"6131"	1243	"cmgMRnXUlHbY"	"MV"	"6"	"PORQUE ESTOS ÚLTIMOS MESES HA FALLADO MUCHO EL INTERNET, EN QUE SE PONE MUY LENTO EL INTERNET Y AYER QUEDAMOS SIN INTERNET."	"2019_q2"
"6132"	1244	"NGzZqkAv1ssW"	"AP"	"3"	"PORQUE ES MUY LA CALIDAD DE LA TRANSMISIÓN ES DECIR ES MUY LENTA, PAGAMOS UN PLAN CARO DE MUCHA VELOCIDAD Y SE CAE A CADA RATO, ES PÉSIMA."	"2019_q2"
"6133"	1245	"jKByrVPvsTDY"	"AV"	"6"	"PORQUE ES BUENA, ES BASTANTE ESTABLE; PERO POR LA LEJANÍA, HAY VECES QUE SE CAE EL SISTEMA; PERO EL SERVICIO DE POS-VENTA, EN LA ATENCIÓN AL CLIENTE, EN LA ATENCIÓN DE RECLAMOS"	"2019_q2"
"6134"	1246	"Ep841q16C0c6"	"Mas"	"6"	"POR IGUAL SE ME HA CAÍDO EL SISTEMA, HAY VECES QUE NO VIENE INTERNET."	"2019_q2"
"6135"	1247	"sNybkyCR0pRk"	"AV"	"6"	"TIENE UN BUEN SERVICIO EN GENERAL, EN POST VENTA, EN LA PARTE COMERCIAL, EN GENERAL ES UN BUEN SERVICIO, INCLUSO EN SERVICIO TÉCNICO DE CALIDAD DE SERVICIO"	"2019_q2"
"6136"	1248	"CxWOjqaqPMEq"	"MV"	"5"	"SE CAE LA SEÑAL, A VECES ES INTERRUMPIDA. ENTONCES, LO ATRIBUIMOS EN INVIERNO A LAS TORMENTAS DE INVIERNO Y, EN VERANO, LO ATRIBUIMOS A LOS PROBLEMAS QUE TENEMOS EN CHILE EN LOS VERANOS, POR EJEMPLO, INCENDIOS O COSAS ASÍ. ADEMÁS, SE CAE LA SEÑAL; ES DECIR, QUEDAMOS SIN INTERNET Y SE CAE LA TELEFONÍA FIJA IGUAL TENEMOS PROBLEMAS, ENTONCES, NO ES QUE CONTEMOS CON PLENA SEGURIDAD. FINALMENTE, NO, ESOS SON LOS MOTIVOS QUE NOS DAN ELLOS Y EN ESA PARTE UNO COMO EMPRESA QUEDAMOS COMO DESVALIDOS EN EL AIRE, NO TENEMOS LOS CLIENTES, NO TENEMOS LA COMUNICACIÓN, POR LO TANTO, IGUAL AHÍ UN PERJUICIO EN ESE ASPECTO."	"2019_q2"
"6137"	1249	"QSkDV5L9OdF2"	"MV"	"4"	"POR FALTA DE RESPUESTA, ÓSEA LA RESPUESTA NO ES RÁPIDA; POR EJEMPLO SI HACE FALTA UN SERVICIO TÉCNICO, O BUSCAR ALGUNA SOLUCIÓN DE PARTE DE ALGUNOS SERVICIOS, O DE PARTE DE OTROS SERVICIOS, SON MUY LENTOS."	"2019_q2"
"6138"	1250	"RYG8Fvwy9SsC"	"Mas"	"4"	"PORQUE NO PRESTA UN BUEN SERVICIO, EL INTERNET SE CAE LA COMUNICACIÓN CON LA EMPRESA ES PÉSIMA, EL TRATO DEL CELULAR ES ATREVES DE ROMMING Y ESO ES COMPLICADO."	"2019_q2"
"6139"	1251	"Voj5RCorYGSu"	"Mas"	"1"	"PORQUE EL SERVICIO ES MUY MALO EN TODO, NADA FUNCIONA."	"2019_q2"
"6140"	1252	"760JnaapsokH"	"Mas"	"5"	"PORQUE HAY VECES QUE EL SISTEMA NO ES BUENO EN LA FIBRA ÓPTICA Y NO DAN AL INFORMACIÓN ADECUADA CUANDO UNO LA PIDE."	"2019_q2"
"6141"	1253	"V9xDoMN5uGeT"	"AV"	"6"	"POR QUE AVECES LA RESOLUCIÓN DE ALGUNOS PROBLEMAS DEMORA, EN TIEMPO DE RESPUESTA, EN RESOLVER, EN TEMAS TÉCNICOS MAS QUE NADA."	"2019_q2"
"6142"	1254	"AMyZJGBHxS6o"	"MV"	"6"	"EN GENERAL BUEN SERVICIO POR EJEMPLO EN EL INTERNET, ANDA A LA VELOCIDAD QUE VENDEN, DIGAMOS TUVE OTRAS COMPAÑÍAS ANTERIORMENTE Y NUNCA FUNCIONABAN BIEN, PERO CON ENTEL HA FUNCIONADO SIN PROBLEMA, CUMPLEN CON LO QUE UNO CONTRATA."	"2019_q2"
"6143"	1255	"grAIlmWb6E3m"	"MV"	"7"	"PORQUE NUNCA TENGO PROBLEMA, LO QUE PASA ES QUE TENGO CON ELLOS TODOS LOS SERVICIOS DE COMUNICACIÓN, Y NUNCA HE TENIDO PROBLEMAS CON QUE SE CAIGAN POR EJEMPLO, O SI NECESITO DE ELLOS Y LLAMO POR TELÉFONO ME CONTESTAN."	"2019_q2"
"6144"	1256	"XyU7ZbWEympf"	"Mas"	"5"	"PORQUE LA BANDA ANCHA NO FUNCIONA CON LA VELOCIDAD QUE OFRECEN, POR ESE MOTIVO PRINCIPALMENTE"	"2019_q2"
"6145"	1257	"cymQ4mGDjxfy"	"Mas"	"6"	"PORQUE LE FALTA CLARIDAD EN LA EXPLICACIÓN; CLARIDAD NADA MAS"	"2019_q2"
"6146"	1258	"VhsWN8POswmP"	"Mas"	"5"	"PORQUE HAY ALGUNAS PROPIEDADES QUE NOSOSTROS NECESITAMOS DE LA CONEXIÓN Y ENTEL NO LA ESTÁ BRINDANDO POR EJEMPLO FORMAS DEL EQUIPO DE ROUTER DIGAMOS DE FIBRA, COLOCARLO EN MODO BRIDGE Y ENTEL NO TE LO PERMITE POR TEMAS DE PROTOCOLO INTERNO DE ELLOS, ESO PARA NOSOTROS ES MUY IMPORTANTE ENTONCES POR ESO LE BAJO BASTANTE LA CALIFICACIÓN."	"2019_q2"
"6147"	1259	"GB1JWWeTvR75"	"MP"	"5"	"PORQUE LA VERDAD NUNCA HE VISTO VISITANDO, PREGUNTANDO SI ESTA SATISFECHO, LLEVO COMO 2 MESES QUE ESTOY INTENTANDO SOLICITAR EL SERVICIO PARA PARA UNA SUCURSAL DEL SERVICIO DE BANDA ANCHA Y TODAVÍA NO HAY NINGUNA RESPUESTA EN LA BANDA ANCHA."	"2019_q2"
