"encriptado"	"seg_gol"	"seg_corfo"	"principal compañía"	"filtro1 - filtro 1: ¿es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"p7 - 7. y en lo que respecta a servicio a clientes, en escala de 1 a 7 ¿cuán satisfecho está ud . {#principal}{#princ_text}?"	"p9__1 - a) precio en relación al mercado (competitividad) :"	"p9__2 - b) competitividad de planes en cuanto a minutos :"	"p9__1 - contratación de nuevos servicios :"	"p10__6 - 'consultas de la factura, como fecha pago, montos, detalles de cobros' :"	"p16 - facturación: 16. en cuanto a la facturación de todos los servicios móviles que tiene con {#principal}, en una escala de 1 a 7 ¿cómo evalúa el proceso de facturación de {#principal} en general?"	"p17 - problemas 17. en los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#principal}?"	"p15 - 15. ¿qué problema ha tenido? sondear literal"	"p19 - 19. ¿comunicó este problema a {#principal}?"	"p20 - 20. ¿y fue solucionado su problema?"	"18. utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿qué tan dispuesto estaría usted a continuar con {#principal}{#princ_text}?"	"p24 - 24. en base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿qué tan dispuesto estaría usted a recomendar a {#principal}?"	"p_3a - 3) 3) para servicios fijos, ¿hace cuánto tiempo que tiene esta cuenta con {#principal}{#princ_text}? años"	"p_3b - meses"	"p_4 - 4) ¿ pensando en su relación con {#principal}{#princ_text} ¿tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	"bench"	"fecha_bench"
"3229"	"N0tq8AdXb5gK"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"LOS SERVICIOS Y EL PRECIO QUE ESTOY CANCELANDO. SOLAMENTE ESTOY PAGANDO UN PRECIO JUSTO CON LOS SERVICIOS QUE TENGO CONTRATADOS."	"7"	"7"	"7"	"No"	"Si"	"6"	"Sí"	"UN SERVICIO EL COBRO DE UN SERVICIO QUE UN USUARIO CONTRATO O SEA FUE UN ERROR PERO SIENDO YO EL ADMINISTRADOR LO DEBIERA CONTRATAR YO NOI PERMITIR QUE LO SUSUARIOS DE LA RED CONTRATE UN SERVICIO. LO QUE OCURRE QUE LA FACTURA DE UN MES ME APARECIO UN VALOR SUPERIRO A LO ESPERADO VI EL DETALLE EN LA WEB Y RESULTA QUE EL USUARIO HABIA CONTRATADO UNA LINEA 700 NO SE QUE SIENDO QUE YO SOY EL ADMINISTRADOR EL UNICO QUE DEBIERA PODER CONTRATAR SERVICIOS QUE SON PAGADOS DEBERIA SER EL ADMINISTRADOR NO USUARIOS. DESPUES ME DIERON UNA NOTA DE CREDITO CON EL SERVICIO."	"Sí"	"Si"	7	10	19	11	"Sí"	"movil"	"2019_q2"
"3230"	"VFFW2qfxewtb"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"POR QUE NO HAY TANTO BENEFICIO COMO CLIENTE A QUE NO TIENE MEJOR OFERTA , INSUMOS TÉCNICOS Y ATENCION PREFERENCIAL"	"4"	"3"	"4"	"No"	"No"	"6"	"Sí"	"CONECTIVIDAD QUE NO SE PUEDE GENERAR LLAMADA Y NO SE CONECTA A INTERNET GENERAL"	"Sí"	"Si"	6	5	10	0	"No"	"movil"	"2019_q2"
"3231"	"fLo4GrBFL7Mq"	NA	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR SU FUNCIONAMIENTO EN GRAL, ANDA BASTANTE BIEN, PERO EN ALGUNAS ZONAS NO TIENE COBERTURA, BAJÓ LA COBERTURA 2G, QUE ALGUNAS ZONAS HEMOS TENIDO POR COBERTURAS POR BAJAS DE ANTENAS EPECIFICAMENTE EN HOMECENTER DE ÑUBLE, SE LES ACABO EL CONTRATO CON UN SITIO DONDE TENIAN LA ANTENA."	"6"	"6"	"5"	"No"	"Si"	"7"	"No"	NA	NA	NA	6	5	5	0	"Sí"	"movil"	"2019_q2"
"3232"	"xyjvIX4wma7O"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE HAY PROBLEMAS DE REPENTE DE SATURACION DE LINEA, NO MARCA EL TELEFONO."	"7"	"4"	"5"	"No"	"No"	"6"	"No"	NA	NA	NA	6	8	5	0	"No"	"movil"	"2019_q2"
"3233"	"jQtlke9wmBZY"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"NO HE TENIDO PROBLEMAS HASTA EL MOMOENT"	"7"	"7"	"7"	"No"	"No"	"9. NS/NR"	"No"	NA	NA	NA	7	10	0	7	"No"	"movil"	"2019_q2"
"3234"	"GGhRZnUjg4G0"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE SIEMPRE SE PUEDE MEJORAR."	"6"	"6"	"6"	"No"	"No"	"6"	"No"	NA	NA	NA	6	9	1	0	"No"	"movil"	"2019_q2"
"3235"	"gCyYCApqKU70"	NA	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"TIENEN UN SISTEMA DE COMUNICACION QUE HAY QUE PASAR UN CORREO TE DAN A UNA EJECUTIVA Y LA EJECUTIVA TE PASA A OTRA EJECUTIVA ENTONCES ES UN POCO LARGO."	"6"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	0	4	"Sí"	"movil"	"2019_q2"
"3236"	"HOjqT4rkL2yZ"	"Mas"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE IGUAL TIENE SUS FALENCIAS SE CAEN LAS LINES DE REPENTE LAS CUENTAS TARDAN EN LLEGAR NO LLEGAN DE REPENTE"	"7"	"5"	"5"	"No"	"No"	"6"	"Sí"	"SE CAEN LAS LÍNEAS POR CORTE DE CABLE DE LA FIBRA ÓPTICA EL INTERNET DE OFICINA"	"Sí"	"Está en trámite"	6	7	12	0	"Sí"	"movil"	"2019_q2"
"3237"	"sAML8YnZlEE7"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE CREO QUE EL SERVICIO ES ADECUADO RESPONDE A MIS NECESIDADES TENGO BUENA COBERTURA Y NAVEGACION"	"5"	"5"	"6"	"No"	"Si"	"6"	"No"	NA	NA	NA	6	7	5	0	"No"	"movil"	"2019_q2"
"3238"	"i2MzWCk3kgh9"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE LLEVO MUCHO TIEMPO CON ELLOS Y NO TENGO PROBLEMAS SIEMORE ME HA IDO BIEN CON LOS SERVICIOS"	"6"	"7"	"7"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	10	15	0	"Sí"	"movil"	"2019_q2"
"3239"	"DfzvapHjdKQx"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE EL SERVICIO ANDA BIEN PERO NO TIENE ACCESO AL TELÉFONO CON PRECIO REBAJADO NI ARRIENDO"	"6"	"4"	"5"	"No"	"No"	"5"	"Sí"	"LAS LLAMADAS SE CORTAN"	"Sí"	"No"	7	5	10	0	"No"	"movil"	"2019_q2"
"3240"	"RqZ2L17J6ON5"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE NADIE ES PERFECTO PORQUE SIEMPRE SE PUEDE MEJORAR COMO TENER MEJORES PRECIOS"	"6"	"6"	"6"	"Si"	"Si"	"6"	"Sí"	"TENEMOS PROBLEMAS EN DOS PARTES CON EL TEMA LA SEÑAL DE LLAMADA DE VOZ A 5 METROS DE LA OFICINA TIENE MALA SEÑAL Y YA ME A LOS TECNICOS Y MEDIJERON QUE COMPRARA UNOS CHIP Y LOS CAMBIE PERO NO MEJOR COMO TENIA QUE AVER MEJORADO"	"Sí"	"No"	6	7	9	0	"Sí"	"movil"	"2019_q2"
"3241"	"qhkzg8ttraVA"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE A VECES HEMOS TENIDO INCONVENIENTES MENORES A VECES SOLICITAMOS TELEFONOS QUE NO LLEGAN A TIEMPO MAS BIEN CON LA LOGISTICA PORQU EPROBLEMAS DE TELEFONOS N HEMOS TENIDO"	"7"	"6"	"7"	"Si"	"Si"	"7"	"No"	NA	NA	NA	7	10	2	0	"Sí"	"movil"	"2019_q2"
"3242"	"XSCP1KFFJQdZ"	NA	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	1	"PORQUE EL COSTO DEL PLAN"	"1"	"9. NS/NR"	"9. NS/NR"	"No"	"Si"	"1"	"Sí"	"COBERTURA Y CALIDAD DE LA SEÑAL"	"Sí"	"Si"	1	0	2	0	"9. NS/NR"	"movil"	"2019_q2"
"3243"	"SvMXKON4Sh6Y"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE GENERALMENTE ULTIMAMENTE HA ESTADIO SUPER MALA LA SEÑAL CELULAR"	"6"	"6"	"6"	"No"	"Si"	"6"	"Sí"	"LA FACTURACION UNA FACTURA PERDIDA NO LA PUEDE ENCONTRAR EN LA PAGINA WEB PARA CANCELAR SUPER BAJA LA SEÑAL TELEFONIA CELULAR"	"Sí"	"No"	7	10	6	0	"Sí"	"movil"	"2019_q2"
"3244"	"QY4ynNArg05c"	"MV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	7	"MUY BUENA COBERTURA, BUENA RESPUESTA, NO EH TENIDO PROBLEMAS CON ELLOS A DIFERENCIA DE OTRAS COMPAÑIAS"	"5"	"4"	"4"	"Si"	"No"	"6"	"No"	NA	NA	NA	7	10	17	0	"Sí"	"movil"	"2019_q2"
"3245"	"iRYm3LctpGgv"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ESTA CONTENTA CON EL SERVICIO ESTÁ VIGENTE TIENE SEÑAL EN TODOS LADOS"	"7"	"9. NS/NR"	"9. NS/NR"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	10	15	0	"Sí"	"movil"	"2019_q2"
"3246"	"LmTCHJypKv4i"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"BAJEN LOS PRECIOS Y MEJOREN LA ATENCION, LLAMA AL EJECUTIVO Y NO LO ENCUERTRA NUNCA"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	15	0	"Sí"	"movil"	"2019_q2"
"3247"	"Qkm61UH1URfI"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"LA USA SOLO COMO TELEFONO NADA MAS, NO LE DA NADA MAS"	"6"	"5"	"5"	"No"	"No"	"5"	"No"	NA	NA	NA	6	8	15	0	"No"	"movil"	"2019_q2"
"3248"	"EKThJrFFcVV6"	"AV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"TIENE PROBLEMAS CON LA COMUNICACIÓN"	"7"	"6"	"6"	"Si"	"Si"	"6"	"No"	NA	NA	NA	6	9	10	0	"Sí"	"movil"	"2019_q2"
"3249"	"KmaLfOJr4znU"	"MV"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"nunca lo llaman nunca le ofrecen un plan . no hay preocupación por el cliente"	"3"	"3"	"3"	"No"	"No"	"7"	"Sí"	"la banda ancha se cae  una o dos veces a la semana no reebolsan .."	"Sí"	"Si"	1	0	14	0	"9. NS/NR"	"movil"	"2019_q2"
"3250"	"HCOpqppF92oz"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR INTERMITENCIA"	"5"	"5"	"5"	"No"	"No"	"5"	"Sí"	"PROBLEMAS DE INTERMITENCIA A QUE POR ALGUNOS MOMENTOS ME QUEDO SIN LINEA Y NO PUEDO HACER NADA MAS"	"No"	NA	6	5	5	0	"9. NS/NR"	"movil"	"2019_q2"
"3251"	"YtQ7CCBGtYpD"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ESTOY SATIFESCHA."	"6"	"5"	"6"	"Si"	"No"	"7"	"No"	NA	NA	NA	6	9	8	0	"Sí"	"movil"	"2019_q2"
"3252"	"rq7xKSbcd5eR"	"Mas"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE TENGO BUENA COBERTURA AUNQUE NO ES OPTIMA, PERO ES BASTANTE BUENA, LA ATENCIÓN DEL EJECUTIVO ES BUENA"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	1	0	"Sí"	"movil"	"2019_q2"
"3253"	"oDiAWa7ca6id"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"NO SIEMPRE ES PERFECTO EN GENERAL ESTOY CONFORME"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	15	0	"No"	"movil"	"2019_q2"
"3254"	"HumhmsvM5MUd"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"EN GENERAL TIENE CAIDAS PERO LE SOLUCIONAN LOS PROBLEMAR"	"7"	"5"	"6"	"No"	"No"	"6"	"No"	NA	NA	NA	6	9	3	0	"No"	"movil"	"2019_q2"
"3255"	"5INmTOZbwHDh"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE FALTA MAS SERVICIOS SE AJUSTEN A LAS OTRAS EMPRESA EN CUANTO A VELOCIDAD Y PRECIO"	"7"	"6"	"6"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	9	10	0	"Sí"	"movil"	"2019_q2"
"3256"	"rkXRl5jf5Pp2"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE TIENE SERVICIOS ADECUADOS ESTA SATISFECHO BUENA COBERTURA"	"6"	"4"	"5"	"No"	"No"	"6"	"No"	NA	NA	NA	6	7	15	0	"No"	"movil"	"2019_q2"
"3257"	"L3bUmpVBpkjD"	"MV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE NO HEMOS TENIDO PROBLEMAS, TODO ESTA BIEN"	"5"	"7"	"7"	"Si"	"No"	"6"	"No"	NA	NA	NA	7	10	20	0	"Sí"	"movil"	"2019_q2"
"3258"	"f41u0nF0xB6A"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"ESTOY CONTENTO CON ENTEL, ME HAN SOLUCIONADO TODO Y NO HE TENIDO DIFICULTADES DE NINGÚN TIPO"	"6"	"6"	"6"	"No"	"No"	"6"	"No"	NA	NA	NA	6	10	10	0	"No"	"movil"	"2019_q2"
"3259"	"UfoB7k5BUh7l"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"POR QUE HUBO UN CAMBIO EN CUANTO A LA ATENCIÓN EN LOS PLANES Y ESO SIGNIFICÓ UNA REBAJA EN LOS COSTOS Y CADA VEZ QUE NECESITO ALGO DE ENTEL ELLOS ME LO DAN"	"7"	"6"	"7"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	9	10	0	"Sí"	"movil"	"2019_q2"
"3260"	"DWST8ZTHcB35"	"MV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE TIENE BUEN SERVICIO LA ATENCIÓN AL CLIENTE ES BUENA LAS GARANTÍAS SON RESPETADAS TIENE BUENA COBERTURA Y TIENE BUENOS DESCUENTOS CON APARATOS MODERNOS LE DAN FACILIDAD DE PAGO"	"7"	"6"	"6"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	10	15	0	"Sí"	"movil"	"2019_q2"
"3261"	"AOhNsrSdfWrG"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ENCUENTRO QUE SATISFACTORIO NO HE TENIDO NINGUN INCONVENIENTE EN EL CONCEPTO GENERAL"	"6"	"4"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	20	0	"No"	"movil"	"2019_q2"
"3262"	"MFL9UKp9Ikdh"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE FUNCIONA PERFECTO NO TENGO PROBLEMAS CON ELLOS"	"6"	"6"	"6"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	18	0	"Sí"	"movil"	"2019_q2"
"3263"	"4voVv2UoI5db"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE DERREPENTE MEDIO LENTA LA RESPUESTA DE EJECUTIVOS"	"4"	"4"	"4"	"No"	"Si"	"7"	"No"	NA	NA	NA	5	5	4	0	"Sí"	"movil"	"2019_q2"
"3264"	"yHRUW1fyG2mZ"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"POR EL MONTO DE LOS PLANES"	"7"	"6"	"6"	"No"	"Si"	"6"	"No"	NA	NA	NA	7	10	2	0	"Sí"	"movil"	"2019_q2"
"3265"	"MPgT4Qz6BnK7"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE TIENE METODOS QUE SON COMO DECIR ABUSIVOS POR EJEMPLO ELAÑO PASADO EN EL MES DE NOVIEMBRE TUVIERON UN PROBLEMA DE ANTENAS EN TEMUCO Y NO HUBO SERVICIO DE ENTEL CERCA DE UN MES ME DIJERON QUE LLAMARA CUANDO ARREGLARAN EL SERVICIO PARA QUE APLICARAN EL DESCUENTO Y ME CONTACTE Y ME DIJERON QUE ERA FALSO Y SE PAGARON DE UN BENEFICIO QUE NO PRESTARON"	"2"	"5"	"5"	"No"	"Si"	"2"	"Sí"	"SE NIEGAN A ENVIAR LA FACTURA EL MAYOR PROBLEMA QUE HEMOS TENIDO DESDE HACE UN AÑO PORLO MENOS"	"Sí"	"No"	4	3	20	0	"No"	"movil"	"2019_q2"
"3266"	"59MOhSUxBPYD"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE DE REPENTE PIERDO EL SERVICIO EXPORADIMENTE EN CIERTAS ZONAS"	"6"	"6"	"5"	"No"	"No"	"6"	"No"	NA	NA	NA	7	7	2	0	"No"	"movil"	"2019_q2"
"3267"	"Jpq8YAwR0GYo"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	4	"POR LO QUE ESTÁ PASANDO EN EL PAIS, POR LA MANERA UNILATERAL DE VER LAS COSAS. ELLOS TIENEN EL SARTÉN POR EL MANGO, ELLOS HACEN CAMBIOS Y EL QUE QUIERE ACATAR ACATA Y EL QUE NO SE TIENE DE CAMBIAR DE EMPRESA Y ES SUPE COMPLEJO PORQUE SON MUY POCAS. NO HAY COMPETENCIA"	"4"	"6"	"6"	"No"	"Si"	"6"	"No"	NA	NA	NA	5	5	2	0	"No"	"movil"	"2019_q2"
"3268"	"wFO5awgFp0Wq"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE EL SERVICIO ESTA BIEN NO SE CORTA, CUANDO VOY A SUCURSAL ME ATIENDEN. ME LLEGO UNA OFERTA A MI MAIL Y CUANDO FUI A SUSCURSAL ME DIJERON QUE NO CALIFICA, CUANDO ME ENVIEN UNA OFERTA PROMERO FIJENSE QUE YO CALIFICO PARA ELLA"	"6"	"7"	"7"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	10	10	0	"No"	"movil"	"2019_q2"
"3269"	"Pn5r4ASraCXU"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO TENGO NINGUN PROBLEMA, NI QUE SE ME CAIGA LA SEÑAL, LA ATENCION CUANDO UNO LLAMA ES BUENA"	"6"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	1	0	"No"	"movil"	"2019_q2"
"3270"	"ojlKifLxnSdM"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE NO ENTREGAN EL SERVICIO QUE DEBERIAN ENTREGAR EN CUANTO A LA TELEFONIA"	"2"	"5"	"5"	"No"	"No"	"6"	"No"	NA	NA	NA	3	1	10	0	"No"	"movil"	"2019_q2"
"3271"	"l2OlJZVHL9Oo"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"NO HA TENIDO PROBLEMAS, ES BUENA CONEXIÓN"	"7"	"6"	"6"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	10	5	0	"No"	"movil"	"2019_q2"
"3272"	"Ig37yOLAuLQz"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE EL SERVICIO ES BUENO CUENTAS CLARAS NO TENGO SORPRESAS NO"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	5	0	"Sí"	"movil"	"2019_q2"
"3273"	"Pqxt8ygoa7jv"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE TIENE MALA COBERTURA"	"5"	"6"	"6"	"Si"	"No"	"9. NS/NR"	"No"	NA	NA	NA	5	7	7	0	"Sí"	"movil"	"2019_q2"
"3274"	"q6TePxqDGwCz"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE DERREPENTE SE CORTA LA LLAMADA SE VA COBERTURA O FALLA EL INTERNET Y SE VA LA SEÑAL"	"6"	"5"	"5"	"No"	"Si"	"7"	"No"	NA	NA	NA	6	9	10	0	"9. NS/NR"	"movil"	"2019_q2"
"3275"	"FqiRDVmLvMzS"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"POR LOS CAMBIOS DE EJECUTIVOS Y VOLVER A TOMAR UN BUEN SERVICIO COMO LO TENIAN ANTES EL CAMBIO DE EJECUTIVOS NO FUE PARA MEJOR"	"5"	"5"	"6"	"Si"	"No"	"7"	"Sí"	"LOS LLAMADOS LA SEÑAL ESTA MUY DEFICIENTE LE DIJERON QUE HABIA FALLA Y NO LE INFORMARON DEL CIERRE DEL TICKET YA NO TIENE EL MISMO SERVICIO QUE TENIA ANTES LA SEÑAL HA BAJADO DEMASIADO"	"Sí"	"No"	5	7	3	0	"Sí"	"movil"	"2019_q2"
"3276"	"aROQ1kdJIaBf"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE TIENEN UNOS POBLEMAS DE ENVIOS DE FACTURAA PERO SON MINIMOS"	"7"	"7"	"7"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	10	2	0	"9. NS/NR"	"movil"	"2019_q2"
"3277"	"VDLEk0D9ld6r"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE LA CELERIDAD DE LOS EJECUTIVOS Y QUE SEAN ,MÁS PROACTIVOS A LA ENTREGA DE INFORMACIÓN"	"6"	"7"	"7"	"Si"	"No"	"7"	"Sí"	"PROBLEMAS DE SEÑAL LA ESTABILIDAD A VECES TIENEN POCA SEÑAL Y A VECES LE LLEGAN MENSAJES DE LLAMADOS QUE NUNCA LLEGARON"	"Sí"	"Si"	7	10	20	0	"Sí"	"movil"	"2019_q2"
"3278"	"9VWkV7GKNmZ7"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE ES BUENA PERO NO EXELENTE"	"7"	"7"	"7"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	9	20	0	"Sí"	"movil"	"2019_q2"
"3279"	"tU1dslEgnpkK"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	5	"NO CONOZCO LA PARTE COMERCIAL TENGO POCO CONTACTO"	"7"	"6"	"6"	"Si"	"No"	"6"	"No"	NA	NA	NA	6	10	7	0	"Sí"	"movil"	"2019_q2"
"3280"	"3cpl1ZY0puTs"	"MV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"NO HEMOS TENIDO PROBLEMAS"	"7"	"6"	"6"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	10	2	0	"Sí"	"movil"	"2019_q2"
"3281"	"r7cjFEjjqiKp"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"DE REPENTE SE CAE EL SISTEMA DONDE ESTAMOS NO TIENE BUENA COMPACTIBILIDAD ESO INFLUYE IGUAL LOS TELEFONO NO SE ESTAN BUENOS"	"6"	"7"	"6"	"Si"	"Si"	"7"	"No"	NA	NA	NA	7	10	4	0	"Sí"	"movil"	"2019_q2"
"3282"	"FaH5l3OBnw2h"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"LA MALA COBERTURA EN EL SECTOR DONDE VIVO YO KM 18 SAN FABIAN"	"6"	"6"	"6"	"No"	"No"	"6"	"No"	NA	NA	NA	6	8	3	0	"Sí"	"movil"	"2019_q2"
"3283"	"pE0wnbMysbOC"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"HAN HABIDO FALLAS INICIALES QUE NO SE SOLUCIONARON COMO DEBE SER POR EL VALOR QUE ELLOS COBRAN DEBERIA HABER SIDO ALGO IM PECABLE Y NO FUE IMPECABLE Y DEMORO. PERO AHORA ESTA BIEN HA IDO MEJORANDO. FALLAS DE CONEXION NADA MAS, POR EJEMPLO AL TRAER LOS APARATOS NO LOS DEJARON BIEN, DEMORARON NO ES LO QUE HUBIERA QUERIDO. PIDIERON DISCULPAS."	"7"	"5"	"7"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	10	12	0	"No"	"movil"	"2019_q2"
"3284"	"e0gbD8eWYyPE"	"MV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"POR QUE TUVE UN PROBLEMA, QUISE BAJAR EL PLAN POR QUE ME QUEDABA GRANDE Y ME PUSIERON MUCHAS TRABAS, TUVE QUE ESPERAR A QUE SE CUMPLIERA UNA ANUALIDAD Y FINALMENTE LOGRE BAJARLO PERO ESPERANDO ESTA ANUALIDAD ENTONCES PERDI MUCHOS MESES PAGANDO EN EXCESO"	"5"	"5"	"5"	"No"	"No"	"6"	"Sí"	"EL OTRO DIA NOS QUEDAMOS COMO DOS DIAS SIN INTERNET"	"Sí"	"Si"	5	3	1	4	"No"	"movil"	"2019_q2"
"3285"	"7tiMb4bFqrjV"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE ESTE ULTIMO AÑO HEMOS TENIDO HARTA DIFICULTAD PARA CONTACTARNOS CON LOS EJECUTIVOS QUE TENEMOS COMO CLIENTE Y ADEMAS LA COMUNICACION CON LOS EJECUTIVOS HA SIDO SUPER INTERMITENTE A VECES ES MAS RAPIDO EL EJECUTIVO TECNICO QUE EL COMERCIAL, Y DEJAMOS DE TENER ESE EJECUTIVO Y HEMOS TENIDO PUROS BACKUP."	"5"	"6"	"6"	"No"	"No"	"7"	"No"	NA	NA	NA	6	6	5	0	"9. NS/NR"	"movil"	"2019_q2"
"3286"	"QT43RLV0dHZL"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"POR LA SEÑAL, PROBLEMAS NO LO RECOMIENDA."	"6"	"6"	"6"	"No"	"No"	"6"	"No"	NA	NA	NA	6	8	1	0	"Sí"	"movil"	"2019_q2"
"3287"	"bPEcVk3qcGql"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"POR QUE EL SERVICIO ES DE BUENA CALIDAD, NO TIENE FALLAS NO TIENE PROBLEMAS DE SEÑAL SIEMPRE TIENE ACCESOS A RED"	"7"	"7"	"7"	"Si"	"Si"	"7"	"No"	NA	NA	NA	7	10	3	0	"Sí"	"movil"	"2019_q2"
