encriptado	GOL (BASE STOCK SEP 2019)	SEGMENTO CORFO	Principal compañía	Filtro1 - Filtro 1: ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	P1 - 1. En su empresa, ¿con qué compañías tiene contratado los servicios móviles como teléfonos o banda ancha móvil? (respuesta múltiple)	3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 =  Muy insatisfecho y 7 =  Muy satisfecho, ¿Cuán satisfecho está Ud. con {#Principal}?	"P4 - 4.	¿Por qué evalúa con esa nota? LITERAL"	P5__1 - a) {#Principal} es una empresa con buena imagen en general :	P6 - 6. ¿Y con qué nota de 1 a 7, evalúa a {#Principal} en cuanto a la Calidad y Cobertura de las llamadas?	"P7 - 7.	Ahora pensando en la navegación a través de su celular, es decir internet móvil empresa contratado con {#Principal}, ¿Con qué nota de 1 a 7, evalúa la navegación a través del celular?"	"P8 - 8.	Y en lo que respecta  a Servicio a Clientes, ¿cuán satisfecho está Ud. con {#Principal}"	"P9__1 - a)	Precio del Plan en relación al mercado (Competitividad) :"	"P9__2 - b)	Competitividad de planes en cuanto a minutos :"	"P9__3 - c)	Competitividad de planes en cuanto a Internet Móvil o internet en su celular :"	"P9__4 - d)	El precio de los equipos en relación al mercado :"	P10__1 - Contratación de nuevas líneas :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P10__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P10__5 - Solicitar cambio de plan :	P10__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P10__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P11__1 - Contratación de nuevas líneas :	"P11__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P11__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P11__5 - Solicitar cambio de plan :	P11__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P11__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P12__1 - Contratación de nuevas líneas :	"P12__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P12__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P12__5 - Solicitar cambio de plan :	P12__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P12__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P13__1 - 1: Ejecutivo asignado para su empresa :	P13__2 - 2: Call center :	P13__3 - 3: Página Web {#Principal} Empresas :	P13__4 - 4: En tiendas/ sucursales :	P13__5 - 5: App Administradores Empresa :	"P16 - FACTURACIÓN: 
       16. En cuanto a la Facturación de todos los servicios móviles que tiene con {#Principal}, en una escala de 1 a 7 ¿Cómo evalúa el proceso de facturación de {#Principal} en general?"	"P17 - PROBLEMAS 
         17. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#Principal}?"	"P18 - 18.	¿Qué problema ha tenido? Sondear LITERAL"	"P19 - 19.	¿Comunicó este problema a {#Principal}?"	"P20 - 20.	¿Y fue solucionado su problema?"	"P21 - LEALTAD 
         Ahora pensando en todos los servicios que recibe con {#Principal} en general y en la relación que tiene con esta compañía, me podría decir… 
     
         21. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7"	P22 - 22. Pensando como cliente empresa, y en su opinión ¿Cuál diría Ud. qué es la mejor compañía de servicios móviles? (Leer opciones, respuesta única)	"P24 - 24.	En base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿Qué tan dispuesto estaría usted a recomendar a {#Principal}?"	P_2 - 2) ¿Cuál de estas categorías calza mejor con el giro de su empresa? (Leer opciones, respuesta única)	"P_3A - 3)	¿Hace cuánto tiempo que tiene esta cuenta con {#Principal}? 
            AÑOS"	P_3B - MESES	"P_4 - 4)	¿ Pensando en su relación con {#Principal} ¿Tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"
ih21Q7v4GfZx	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	5	PORQUE ES LA ÚNICA COMPAÑÍA QUE TIENE COBERTURA EN LA ZONA Y DEBERÍAN DE MEJORAR LAS CONDICIONES PARA TODAS LAS PERSONAS DEL LUGAR  YA QUE SON COMO 3000 PERSONAS, LE GUSTARÍA QUE LLEGARAN OTRAS COMPAÑÍAS YA QUE SOLO TIENEN ENTEL	5	6	4	6	5	6	4	4	No	Si	No	Si	No	Si	NA	6	NA	6	NA	5	NA	2.Call center	NA	2.Call center	NA	2.Call center	NA	6	NA	1	NA	6	Sí	SOLO LA NAVEGACIÓN	Sí	Si	5	6	7	"7.	Transporte"	5	0	No
FhgQiOJXaKwu	AP	GGEE	Entel	SI -> CONTINUAR	Entel	6	DEBERÍAN TENER MAS PROMOCIONES PARA SUS CLIENTES	6	7	5	7	7	9. NS/NR	9. NS/NR	1	Si	Si	Si	Si	No	No	7	7	7	7	NA	NA	1.Ejecutivo asignado para su empresa	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	7	NA	7	NA	NA	7	No	NA	NA	NA	7	7	8	"3.	Industria"	5	0	Sí
qJYD3wvq5GfK	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Claro	6	NO SE TAL VEZ QUE NO ME ENVIAN OFERTAS DE LOS EQUIPOS SINO SOLO LA FACTURA POR CORREO  NO SE NO SABRIA DECIRLE	7	5	5	6	9. NS/NR	9. NS/NR	9. NS/NR	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	6	9	"2.	Tecnología"	8	0	No
bBAkS9HRr1ik	AV	GGEE	Entel	SI -> CONTINUAR	Entel,Claro,Movistar	6	PORQUE TINE BUEN SERVICIO EN GENERAL	7	6	6	6	6	6	6	5	Si	No	No	Si	No	No	6	NA	NA	6	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	6	NA	6	NA	NA	6	No	NA	NA	NA	6	6	8	"1.	Agro"	2	6	Sí
M1fIEcPfnJZq	MV	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	6	no son perfectos.solo pequeños detalles.	6	7	6	5	6	9. NS/NR	9. NS/NR	5	No	Si	No	No	No	No	NA	5	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	6	6	6	5	5	6	No	NA	NA	NA	7	7	10	"6.	Servicios"	8	0	No
E2NoxkLz0VM4	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	PORQUE LA ESTABILIDAD DE SEÑAL, BANDA ANCHA CONSTANTE,SERVICIO AL CLIENTE MUY BUENO	7	7	7	7	5	9. NS/NR	5	4	No	No	No	Si	No	Si	NA	NA	NA	7	NA	7	NA	NA	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	6	"2.	Tecnología"	5	0	No
a2EI9gMwQ168	MP	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	6	PORQUE SIEMPRE HAY UN RESTO QUE SE PUEDE MEJORAR SIEMPER HAY UN ESPACIO PARA MEJORAR,CON LA RAPIDEZ EN LA ATENCION AL CLIENTE, EL GPS,Y DERREPENTE EL SISTEMA SE CAE Y EL COLL CENTER, MESA DE AYUDA ME RESPONDE PERO NO ME DA NUNCA SOLUCIONES.ESTA TODO RELACIONADO CON EL GPS QUE TENGO CON MIS VEHICULOS.	6	5	5	5	6	7	6	1	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	6	7	8	"7.	Transporte"	4	0	No
54965VZa86Zo	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	5	PORQUE TENGO CONTRATADO UN  PLAN Y ME HACEN COBROS EXTRAS POR UNA U OTRA COSA Y HAY QUE ESTAR LLAMANDO ,ESO ES ENGORROSO Y AL FINAL A VECES NI LO HAGO,ES UNA PERDIDA DE  TIEMPO NO TENGO TIEMPO PARA ESTAR RECLAMANDO.	6	5	5	5	6	6	6	5	No	Si	Si	Si	No	No	NA	5	5	5	NA	NA	NA	2.Call center	2.Call center	2.Call center	NA	NA	NA	5	5	NA	5	4	Sí	CONEXION Y LAS LLAMADAS ,TU MARCAS A UN TELEFONO QUE ESTA ASIGNADO A UN LUGAR Y DICE ESTE NUMERO NO TIENE TELEFONO ...TAMBIEN EL INTERNET A VECES SE PIERDE,EN EL FONDO HACEN COBROS QUE NO CORRESPONDEN Y NO TENGO TIEMPO PARA ESTAR TODOS LOS MESES TENER QUE ESTAR LLAMANDO ,ESO MAS QUE NADA.	Sí	No	5	5	4	"8.	Comercio (al por mayor y menor)"	7	0	No
L1h1QAOZJBjr	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	5	PORQUE ÚLTIMAMENTE MALA SEÑAL, POCA ESTABILIDAD DEL SERVICIO	7	5	5	6	6	7	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	5	5	Sí	DE SEÑAL, SE PIERDE Y BANDA ANCHA TAMBIÉN	No	NA	5	5	7	"5.	Salud"	10	0	9. NS/NR
Rt37DfttGBuY	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	HE TENIDO BUENA RESPUESTA, NO HEMOS TENIDO INCONVENIENTE, TENEMOS CONTRATADO CONTROL DE FLOTA POR GPS Y HA SALIDO TODO MUY BIEN, LA SEÑAL HA SIDO BUENA, LA HEMOS OCUPADO EN LUGARES EXTREMOS Y NO HEMOS TENIDO INCONVENIENTES.	7	7	7	6	7	6	7	6	Si	Si	Si	Si	No	Si	7	7	7	7	NA	7	2.Call center	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	2.Call center	NA	2.Call center	NA	6	7	NA	NA	7	No	NA	NA	NA	7	6	9	"6.	Servicios"	7	0	Sí
Xr3QFqgkdzJ6	AV	GGEE	Entel	SI -> CONTINUAR	Entel,WOM (No leer)	7	POR QUE NOS HA FUCIONADO BIEN DURANTE ESTE TIEMPO CON ELLOS.	6	6	2	6	5	5	6	5	No	Si	Si	No	No	No	NA	6	6	NA	NA	NA	NA	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	NA	NA	6	NA	NA	7	Sí	DE COBERTURA	Sí	Si	5	6	7	"3.	Industria"	4	0	Sí
1MPAilCZGxsS	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	7	PORQUE ES BUEN SERVICIO BUENA SEÑAL ,TIENE BUEN SERVICIO ,ATENCION.	7	7	7	7	6	7	7	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	6	No	NA	NA	NA	6	6	8	"8.	Comercio (al por mayor y menor)"	5	0	Sí
Qk3Z4q31nHs1	AV	GGEE	Entel	SI -> CONTINUAR	Entel	7	por que por lo general rapido y bien, cuando tiene una solicitud me contestan bien	7	7	7	7	9. NS/NR	9. NS/NR	9. NS/NR	4	Si	Si	Si	Si	No	No	7	7	5	7	NA	NA	1.Ejecutivo asignado para su empresa	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	1.Ejecutivo asignado para su empresa	NA	NA	7	NA	6	NA	NA	9. NS/NR	No	NA	NA	NA	7	7	9	"6.	Servicios"	5	0	Sí
cxG6E7u5EDPp	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	7	PORQUE COMO TE DIGO NO HE TENIDO PROBLEMAS CON EL SERVICIO NUESTRO TRABAJO ES MUY LOCAL NO TENGO PROBLEMA DE SEÑAL EL SERVICIO  ANDA PERFECTO HASTA EL MOMENTO NO TENGO OBJECION	7	7	7	5	7	7	7	5	Si	Si	Si	No	No	No	5	7	7	NA	NA	NA	3.Página Web <b>{#\.Principal}</b> Empresas	5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	NA	NA	NA	6	NA	7	7	No	NA	NA	NA	7	7	10	"7.	Transporte"	1	0	No
lBvlnZCMHWYN	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	6	PORQUE ME GUSTARÍA QUE SE PREOCUPARAN MAS DE NOSOTROS QUE OFREZCAN MAS PROMOCIONES NUNCA HEMOS TENIDO DEUDAS Y PROBLEMAS DE PAGO	7	7	5	6	5	5	5	5	No	No	No	Si	No	No	NA	NA	NA	7	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	6	NA	NA	NA	6	Sí	INTERNET MAS LENTO DE LO HABITUAL	No	NA	7	6	7	"4.	Instituciones"	10	0	9. NS/NR
kzANeZGQr8Nt	MP	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	HASTA EL MOMENTO NO HEMOS TENIDO NINGÚN PROBLEMA CON LA SEÑAL, CON LA COMUNICACIÓN. CON LA OTRA EMPRESA CONSTANTEMENTE SE CORTABA, ACÁ NO SE CORTA	7	7	7	7	6	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	6	NA	NA	6	No	NA	NA	NA	7	6	10	"6.	Servicios"	0	1	Sí
NciSX8cmN5Gz	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	POR QUE EN GENRAL FUNCIONA BIEN BUENA CONECTIVIDAD BUENA SEÑAL MUY POCAS VECES FALLA	7	6	6	6	5	5	5	4	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	6	6	8	"4.	Instituciones"	1	0	No
gahTCzvrX7GO	MV	MEDIANA	Entel	SI -> CONTINUAR	Entel	6	EN GENERAL ANDA BIEN, NO LE PONGO UN 7 HOY DIA EL PRECIO DE LOS CAMBIOS DE EQUIPO ESTA MUY ELEVADO, ANTES NOS CAMBIAN LOS EQUIPOS, ESTÁN HACIENDO NEGOCIO CON EL CAMBIO DE EQUIPO, CON CUENTA EMPRESA CADA AÑO Y MEDIO SE CAMBIABAN LOS EQUIPOS Y AHORA LOS ESTÁN DEJANDO MAS CAROS QUE EN PRECIO DE RETAYL.	4	6	6	1	3	4	4	1	No	No	No	Si	No	Si	NA	NA	NA	5	NA	1	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	4	NA	6	NA	NA	6	No	NA	NA	NA	4	4	4	"6.	Servicios"	5	0	Sí
bUXqxAnHzcb5	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	PORQUE EN GENERAL PRESTA UN BUEN SERVICIO.	6	6	5	7	6	6	6	5	No	No	No	No	No	Si	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	2.Call center	NA	NA	6	NA	2	7	Sí	SE ESTAN CRUZANDO LAS LINEAS TELEFONICAS,LLAMO A UN NUMERO Y NO CONOZCO A LA PERSONA, LLAMO UN NUMERO QUE YO TENGO REGISTRADO HABITUAL Y NO CORRESPONDE A LA PERSONA Y AL REVES TAMBIEN,ES DECIR ME LLAMAN NUMEROS RECOCONOCIDOS HABITUALES DE MI AGENDA PERO SON PERSONAS QUE NO CONOZCON SE CONECTA CON PERSONAS QUE NO ME QUIEREN LLAMAR A MI. LE PASA A TODAS LAS LINEAS QUE TENGO CONTRATADAS NO SOLAMENTE A MI	Sí	No	5	5	6	"4.	Instituciones"	4	0	No
EYCx3CgWUSC1	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	5	PORQUE ES MUY LENTO SE ME PONE MUY LENTO	6	7	4	9. NS/NR	5	5	9. NS/NR	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	6	6	8	"3.	Industria"	0	3	9. NS/NR
olOrnJBwq0w2	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	7	CADA VEZ QUE TENGO UNA DIFICULTAD ENTEL ESTA AHÍ Y ME AYUDA Y ME DA BENEFICIOS. AVECES NO TENGO SEÑAL DE INTERNET Y ME BAJARON LA CUENTA CASI AL 0.	5	5	6	5	7	9. NS/NR	7	3	No	No	No	No	Si	Si	NA	NA	NA	NA	7	4	NA	NA	NA	NA	4.En tiendas/ sucursales	2.Call center	NA	5	6	7	NA	9. NS/NR	No	NA	NA	NA	7	6	8	"8.	Comercio (al por mayor y menor)"	16	0	No
59M6lm6ZtFo2	MP	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	PORQUE NO ES LO OPTIMO TODAS LAS COMPAÑÍAS TIENE SU FALLA , SE CAE EL SISTEMA, SIN COBERTURA	7	6	6	7	6	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	10	"6.	Servicios"	2	0	No
oR8LDLUhIg61	AV	GGEE	Entel	SI -> CONTINUAR	Entel	7	PORQUE NO HE TENIDO NINGUN INCONVENIENTE CON ELLOS LA COMUNICACION ES BASTANTE RÁPIDA LOS PRECIOS VMPETEOVYPVP BUENA COMUNICACIÓN CON SOPORTE Y BIEN EJECUTADO Y EN CUANTO A LA RED A NIVEL NACIONAL NO HEMOS TENIDO PROBLEMA ESTAMOS DESDE LA 2DA A LA 7MA REGIÓN Y ESTAMOS CONECTADOS	7	7	7	7	6	6	6	5	No	Si	No	Si	No	Si	NA	6	NA	6	NA	7	NA	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	7	NA	7	NA	6	6	No	NA	NA	NA	6	7	8	"6.	Servicios"	5	0	Sí
FKNZQ0jrS1lg	MasPrem	MEDIANA	Entel	SI -> CONTINUAR	Entel	3	LA SEÑAL ES MALISIMA, TENGO MUY MALA SEÑAL, LA NAVEGACIÓN ES CASI IMPOSIBLE, LOS TELÉFONOS SE CORTAN A CADA RATO.	4	3	2	4	4	4	3	3	No	Si	Si	Si	No	Si	NA	4	4	4	NA	4	NA	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	2.Call center	NA	4.En tiendas/ sucursales	NA	4	5	NA	NA	4	Sí	SEÑAL, ES MALA.	Sí	No	2	2	2	"1.	Agro"	4	0	No
3VKaOIPubccP	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	3	"POR QUE NO ES BUENO EL SERVICIO, Y SON EXCESIVAMENTE CARO, NO SON BUENOS
ES QUE COBRA COSAS INDEBIDAS, SON TODAS MALAS PERO TENEMOS QUE TENER ALGUNA, ENTRE LAS 2 MOVISTAR ES PEOR"	2	3	3	4	9. NS/NR	9. NS/NR	9. NS/NR	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	Sí	EL VENDEDOR ME OFRECIO Y VENDIO UNA COSA Y DESPUES ERA OTRA COSA.	Sí	No	7	2	1	"8.	Comercio (al por mayor y menor)"	6	0	No
3nephh8TJjFe	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	7	"PORQUE HE TENIDO LA EXPERIENCIA CON OTRAS COMPAÑIAS Y AUNQUE SON MAS BARATAS SIEMPRE TUVE PROBLEMAS CON LAS FACTURAS Y ENTEL ES MUY ORDENADA Y NO FALLA Y SIEMPRE TENGO COBERTURA 
ENTEL NO ME FALLA EN NINGUN MOMENTO"	7	7	7	7	5	5	5	7	No	No	No	Si	No	Si	NA	NA	NA	7	NA	7	NA	NA	NA	4.En tiendas/ sucursales	NA	2.Call center	NA	NA	NA	NA	NA	7	No	NA	NA	NA	6	7	10	"6.	Servicios"	5	0	9. NS/NR
cmGB2rJz4nKe	AP	GGEE	Entel	SI -> CONTINUAR	Entel	6	PORQUE TENGO UNA BUENA EJECUTIVA ME ATIENDE RÁPIDO Y ME MEJORARON LOS PRECIOS Y PLANES DEL AÑO PASADO	6	6	6	7	5	6	6	5	Si	Si	Si	Si	No	Si	6	5	7	4	NA	6	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	7	NA	NA	NA	NA	6	No	NA	NA	NA	6	6	5	"8.	Comercio (al por mayor y menor)"	2	0	Sí
7lcePLxlgVCn	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	POR LA COBERTURA QUE NOL LOFDE BUENA SELA	7	6	6	5	5	5	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	5	7	8	"6.	Servicios"	10	0	No
O5Nh8rntrL7B	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	TENIAMOS OTRO PROVEEDOR NOS TRASLADAMOS Y DECIDIMOS VOLVER POR ENTEL	6	6	6	6	5	5	6	5	No	Si	No	No	No	No	NA	6	NA	NA	NA	NA	NA	5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	NA	6	6	No	NA	NA	NA	7	6	8	"2.	Tecnología"	0	4	No
7cYkUuw71jv5	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	6	PORQUE EL ROANING SE SALIO MUY CARO Y EL NO SABIA QUE LO TENIA QUE PAGAR , LA SEÑAL EN LOS CERROS Y BOSQUES NO TENIA SEÑAL, PERO NO SE CAMBIA DE COMPAÑÍA	6	5	5	4	9. NS/NR	9. NS/NR	9. NS/NR	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	6	6	10	"7.	Transporte"	30	0	No
u80EMScXKpDX	Mas	MEDIANA	Entel	SI -> CONTINUAR	Entel	6	PORQUE ES BUENO EL SERVICIO PERO DE REPENTE TIENE ALGUNOS PROBLEMAS DE CONEXION DEBE SER POR TODO LO QUE ESTA PASANDO AHORA ES ENTENDIBLE PERO IGUAL TIENE PROBLEMAS DE CONEXION.	7	7	6	7	6	6	6	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	10	"6.	Servicios"	10	0	No
qFFPGCrZOIBa	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	PORQUE TUVO PROBLEMAS COMERCIALES LE VENDIERON UN PRODUCTO Y SE LO ESTÁN COBRANDO DOBLE Y ESTA ESPERANDO LA RESPUESTA	7	7	7	7	7	7	7	6	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	7	7	7	7	7	7	No	NA	NA	NA	7	7	10	"6.	Servicios"	2	0	No
4FcCYfQI67pi	AV	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	"EN GENERAL EL SERVICIO ANDA BASTANTE BIEN, SALVO A ALGUNA CAIDAS EN UNAS REGIONES, HUBO UNA EVENTUALIDAD CON UNA ANTENA EN LA LOCALIDAD EN LA QUE VIVO QUE ME TUVO CASI 1 SEMANA SIN INTERNET.
EL MES QUE PASO HUBO UNA CAIDA A NIVEL NACIONAL EN LAS REDES 4G Y 3G PERO NO AFECTO LA 2G"	7	7	7	6	5	5	6	6	Si	No	Si	No	No	No	7	NA	7	NA	NA	NA	4.En tiendas/ sucursales	NA	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	7	6	7	7	7	7	No	NA	NA	NA	7	7	10	"2.	Tecnología"	6	0	Sí
a89H1icdPN3B	AP	GGEE	Entel	SI -> CONTINUAR	Entel	4	LOS EQUIPOS EN VENTAS SON MUY CAROS A QUE LOS PRECIOS SON MÁS ELEVADOS	6	6	4	5	5	5	5	1	No	No	No	No	No	Si	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	4	NA	NA	NA	NA	6	No	NA	NA	NA	6	5	8	"3.	Industria"	2	0	Sí
Io8jxyHBivkh	Sin Info	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	en general siempre tienen buena cobertura, en general no se satura, no perdemos señal.	7	6	6	6	6	7	6	4	No	No	No	Si	No	No	NA	NA	NA	7	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	7	NA	NA	7	No	NA	NA	NA	7	7	10	"6.	Servicios"	22	0	No
6Ei5aJGySzr9	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	PORQUE SIEMPRE ESTÁN PENDIENTE DE DAR LOS DESCUENTOS Y REBAJAS EN PLANES CADA 6 MESES Y NOS AVISAN Y NO SE NOS CAE LA SEÑAL, TIENE UNA COBERTURA AMPLIA NI SE CAE SEÑAL DE OFICINA INTERNET NI DE LOS CELULARES	7	7	7	7	7	7	7	9. NS/NR	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	7	10	"7.	Transporte"	5	0	Sí
sRls8hXNQKiB	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	TIENE MUY BUEN SERVICIO EMPRESA ES RÁPIDO Y PLANES PREFERENCIAL	6	6	6	7	7	7	6	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	6	7	9	"5.	Salud"	15	0	No
5IqfDD0sNMEY	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	6	PRESTA EL SERVICIO QUE YO CONTRATE, YO CONTRATE INTERNET Y TELÉFONO Y LOS DOS FUNCIONAN.	7	7	7	7	7	7	7	9. NS/NR	No	No	No	Si	No	No	NA	NA	NA	6	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	5	No	NA	NA	NA	6	6	6	"6.	Servicios"	5	0	No
fr5hLY16JGp7	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	POR QUE ESTA SATISFECHA	6	6	6	5	5	6	6	6	No	Si	Si	No	No	No	NA	4	4	NA	NA	NA	NA	5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	NA	NA	NA	5	NA	4	6	No	NA	NA	NA	7	4	6	"5.	Salud"	10	0	No
i9vjPIOuj61K	Mas	GGEE	Entel	SI -> CONTINUAR	Entel	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA.	7	6	6	6	6	6	6	9. NS/NR	Si	No	No	No	No	No	1	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	7	No	NA	NA	NA	6	6	8	"8.	Comercio (al por mayor y menor)"	0	10	9. NS/NR
