Column1	encriptado	...2	SEGMENTO GOL	SEGMENTO CORFO	Principal compañía	Filtro1 - Filtro 1: ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	P1__1 - A: Internet Banda Ancha :	P1__2 - B: Telefonía Fija :	P1__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P1__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P1__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	P2__1 - A: Internet Banda Ancha :	P2__2 - B: Telefonía Fija :	P2__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P2__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P2__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	EMPTY LABEL - No Information Provided...17	EMPTY LABEL - No Information Provided...18	3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 =  Muy insatisfecho y 7 =  Muy satisfecho, ¿Cuán satisfecho está Ud. con {#Principal}?	"P4 - 4.	¿Por qué evalúa con esa nota? LITERAL"	P5__1 - a) {#Principal} es una empresa con buena imagen en general :	P6 - 6. Pensando en el funcionamiento del servicio {#P6txt},¿con qué nota de 1 a 7 evalúa el Funcionamiento de este servicio en general?	"P7 - 7.	Y en lo que respecta  a Servicio a Clientes, en escala de 1 a 7 ¿cuán satisfecho está Ud…. {#Principal}{#Princ_text}?"	"P9__1 - a)	Precio en relación al mercado (Competitividad) :"	"P9__2 - b)	Competitividad de planes en cuanto a minutos :"	"P8__3 - c)	Competitividad de planes en cuanto a Internet banda ancha fija :"	P9__1 - Contratación de nuevos servicios :	P9__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P9__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P9__5 - Consultas sobre seguimiento o estado de solicitudes :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P9__7 - Reclamos por fallas  técnicas de los servicios fijos :	P10__1 - Contratación de nuevos servicios :	P10__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P10__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P10__5 - Consultas sobre seguimiento o estado de solicitudes :	P10__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P10__7 - Reclamos por fallas  técnicas de los servicios fijos :	P11__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P11__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P11__5 - Consultas sobre seguimiento o estado de solicitudes :	P11__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P11__7 - Reclamos por fallas  técnicas de los servicios fijos :	P12__1 - 1: Ejecutivo asignado para su empresa :	P12__2 - '2: A través del Call center, empresa' :	P12__3 - 3: P: A través de la web con clave :	P12__4 - 4: En tiendas/ sucursales :	"P16 - FACTURACIÓN: 
       16. En cuanto a la Facturación de todos los servicios móviles que tiene con {#Principal}, en una escala de 1 a 7 ¿Cómo evalúa el proceso de facturación de {#Principal} en general?"	"P17 - PROBLEMAS 
         17. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#Principal}?"	"P15 - 15.	¿Qué problema ha tenido? Sondear LITERAL"	"P19 - 19.	¿Comunicó este problema a {#Principal}?"	"P20 - 20.	¿Y fue solucionado su problema?"	18. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con {#Principal}{#Princ_text}?	"P24 - 24.	En base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿Qué tan dispuesto estaría usted a recomendar a {#Principal}?"	"P_3A - 3) 3)	Para servicios fijos, ¿Hace cuánto tiempo que tiene esta cuenta con {#Principal}{#Princ_text}? 
            AÑOS"	P_3B - MESES	"P_4 - 4)	¿ Pensando en su relación con {#Principal}{#Princ_text} ¿Tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	Bench
1304	dg1GfcoUXShM	44013	MV	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	4	PORQUE TENEMOS INTERUCCION  EN LA SEÑAL DE AMBOS SERVICIOS DE INTERNET Y TELEFONÍA...	4	4	5	5	5	5	No	Si	No	Si	No	Si	NA	2	NA	2	NA	2	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	NA	3	NA	NA	6	Sí	INTERUCCION EN LA SEÑAL TELÉFONO FIJO E INTERNET.	Sí	Si	4	4	10	0	No	fijo
1305	2XqVMpBFBFON	44013	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	No	Entel	Entel	NA	Otra ¿Cúal?	NA	NA	NA	6	PORQUE LA VERDAD QUE HA SIDO BUENO, NO SE CAE , ES RAPIDO, LA CALIDAD DEL SERVICIO ES ESTABLE, Y LA VELOCIDAD DE SUBIDAD BAJADA ES SIMILAR DURANTE TODO EL DIA.	6	6	6	6	6	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	7	No	NA	NA	NA	7	9	1	6	No	fijo
1306	B0OF6SYY0XVk	44013	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	No	Entel	Claro/ Telmex	NA	Entel	NA	NA	NA	6	PORQUE LA VERDAD NUNCA HE TENIDO PROBLEMAS CON ENTEL	6	6	6	6	6	6	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	4. En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	5	6	20	0	No	fijo
1307	ky8C8Xw3Y7bU	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Otra ¿Cúal?	NA	NA	5	PORQUE ES MUY DIFICIL EN ESTOS TIEMOS NEGOCIAR LOS COSTOS, SIGUEN MANTENIENDOSE ALTOS, EL FUNCIONAMIENTO FUNCIONA BIEN	6	6	6	6	6	6	No	Si	Si	Si	Si	Si	NA	6	7	6	6	5	1. Ejecutivo asignado	1. Ejecutivo asignado	2. A través del Call center, empresa	1. Ejecutivo asignado	2. A través del Call center, empresa	7	6	6	NA	6	Sí	CORTES DE FIBRA, MAL FUNCIONAMINENTO DE INTERNET.	Sí	Si	6	7	12	0	Sí	fijo
1308	LyXUTTxB0Lrk	44013	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	No	No	No	Sí	Entel	NA	NA	NA	Entel	NA	NA	6	PORQUE HASTA AHORA NO HE TENIDO MAYORES PROBLEMAS.	7	7	7	7	7	7	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	4. En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	2	0	Sí	fijo
1309	1Qs4YzGBJCnW	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Otra ¿Cúal?	NA	NA	7	Porque hemos tenido muchos problemas con otras compañias como movistar, y desde que me cambie a entel hace dos años no he tenido muchos inconvenientes.	6	6	7	6	6	6	No	No	No	No	No	Si	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	6	No	NA	NA	NA	6	8	2	0	Sí	fijo
1310	FZfKx8wMC97e	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	Sí	No	Entel	Entel	Entel	Entel	NA	NA	NA	6	PORQUE SIEMPRE HAY ALGUN DETALLE PERO SON BASTANTE BUENOS.	7	6	6	6	6	6	Si	No	Si	Si	No	Si	6	NA	7	5	NA	5	NA	1. Ejecutivo asignado	2. A través del Call center, empresa	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	6	5	NA	NA	6	No	NA	NA	NA	7	10	10	0	Sí	fijo
1311	wrkP01d9wYiQ	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Telefónica/ Movistar	NA	Otra ¿Cúal?	Entel	NA	NA	7	PORQUE TENEMOS EL SERVICIO HACE MUCHOS AÑOS Y NO TENEMOS NUNCA INCONVENIENTES CON EL SERVICIO, NO HAY INTERRUPCIÓN.	7	7	7	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	7	No	NA	NA	NA	6	7	10	0	Sí	fijo
1312	UYMVKjkE8ZAG	44013	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	6	PORQUE PODRÍA SER MEJOR, EN VELOCIDAD EN CUANTO A INTERNET.	7	7	6	5	9. NS/NR	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	No	NA	NA	NA	5	5	3	0	Sí	fijo
1313	Q6fmYOfYY4TM	44013	AP	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Otra ¿Cúal?	Entel	NA	NA	7	PORQUE CUMPLEN LAS EXPECTATIVAS QUE TENIAN AL INICAR EL CONTRATO	7	7	7	6	6	6	No	No	No	No	Si	No	NA	NA	NA	NA	7	NA	NA	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	6	6	6	NA	7	No	NA	NA	NA	7	10	1	0	Sí	fijo
1314	63iQXqyIXIUs	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	Entel	Entel	NA	Entel	NA	NA	5	PORQUE SE HAN DEMORADO EN DEJAR OPERATIVO AL 100 POR CIERTO EL SERVICIO PEDIDO DE INTERNET Y DE TELEFONÍA FIJA..	5	5	5	5	7	3	Si	Si	No	Si	No	Si	6	3	NA	6	NA	5	1. Ejecutivo asignado	NA	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	5	6	NA	4	5	No	NA	NA	NA	3	3	10	0	Sí	fijo
1315	uUWoaGiGhRvm	44013	MV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	7	PORQUE NO HEMOS TENIDO PROBLEMAS DE SEÑAL BUEN ATENCIÓN SERVICIO CLIENTES Y RESPUESTAS RÁPIDAS, EJECUTIVOS MUY PENDIENTES.	7	6	7	7	7	7	No	No	No	Si	No	No	NA	NA	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	7	NA	7	No	NA	NA	NA	7	10	9	0	Sí	fijo
1316	6tURFuMXuaMh	44013	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	3	POR LA MALA CONECTIVIDAD, SIEMPRE ESTA FALLANDO, NO LLEGA A TODAS PARTES, SE PIERDE LA SEÑAL POR NO DECIR QUE NO LLEGA NADA..	7	6	4	9. NS/NR	9. NS/NR	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	7	6	No	NA	NA	NA	5	5	5	0	No	fijo
1317	CXP7ufZT2dWA	44013	AV	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	No	Entel	Entel	Entel	NA	NA	NA	NA	6	Porque nos ha brindado un servicio correcto, mas ahora con esta situación país, contratamos unos chip y nos han despachado unos chip con servicio y han despachado correctamente	7	7	7	6	6	7	Si	No	No	Si	No	No	7	NA	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	7	5	0	Sí	fijo
1318	HzbItnps7HgG	44013	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	7	NUNCA HA TENIDO PROBLEMA	7	7	7	7	7	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	2	0	No	fijo
1319	sk6kjzfQOiUw	44013	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	VTR	NA	NA	Entel	NA	NA	5	PORQUE YO TRABAJO EN LA PARTE AGRICOLA Y LA BANDA ANCHA TIENE MALA COBERTURA, NO ENTREGAN LO QUE DICEN QUE ENTREGAN.	5	5	5	5	5	4	No	Si	No	No	No	No	NA	6	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	NA	NA	NA	NA	NA	NA	6	Sí	LA SEÑAL DE INTERNET, LA VELOCIDAD QUE ES BAJA, TENGO PROBLEMAS DE INTERNET EN EL CAMPO Y SEÑAL	No	NA	5	6	25	0	Sí	fijo
1320	tfzz1t8qpGB7	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica/ Movistar	NA	NA	Otra ¿Cúal?	NA	NA	7	PORQUE TIENE BUENA COBERTURA, LOS TIEMPOS DE RESPUESTA  SON MUY BREVES Y DAN SOLUCIÓN A TODOS LOS PROBLEMAS.. LOS TIEMPOS DE RESPUESTA SON MUY BUENOS.	6	6	7	5	7	7	No	Si	No	Si	Si	Si	NA	7	NA	6	7	7	2. A través del Call center, empresa	NA	1. Ejecutivo asignado	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	NA	NA	NA	7	No	NA	NA	NA	6	9	6	0	Sí	fijo
1321	g3z0WIgHwMhY	44013	MV	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Otra ¿Cúal?	Otra ¿Cúal?	NA	NA	6	PORQUE HEMOS PROBADO CON OTRAS EMPRESAS Y ENTEL SIN DUDA ES LA MEJOR, DENTRO DE LAS QUE HAY OBVIAMENTE, NO PUEDO EVALUAR CON LA MÁXIMA NOTA POR CASOS PUNTUALES QUE HEMOS TENIDO, POR EJEMPLO FALLA EN INTERNET O TELEFONÍA FIJA Y LA DEMORA EN SOLUCIONES EN EL RESTABLECIMIENTO DEL SERVICIO.	7	7	7	6	7	7	Si	No	No	Si	No	No	5	NA	NA	5	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	6	0	Sí	fijo
1322	4T6QahfuJrOb	44013	MV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	7	SOMOS CLIENTE ANTIGUOS NO HE TENIDO PROBLEMAS CON INTERNET NI CON EL TELÉFONO FIJO..	7	7	7	6	7	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	7	NA	7	Sí	CORTES DE LINEAS DE TELEFONÍA EL TONO, PERO YA LO ARREGLARON	Sí	Si	7	10	18	0	Sí	fijo
1323	hNiSMSgAsRJV	44013	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	6	PORQUE EN GENERAL EL SERVICIO OBEDECE A LO QUE TENGO CONTRATADO. QUE CUMPLE LAS EXPECTATIVAS A LO QUE YO QUIERO DE LA TELEFONÍA FIJA, DEL INTERNET.	6	5	5	5	6	6	No	Si	No	Si	No	Si	NA	6	NA	5	NA	5	2. A través del Call center, empresa	NA	1. Ejecutivo asignado	NA	1. Ejecutivo asignado	7	5	6	7	6	Sí	PROBLEMAS DE CONEXIÓN, SE CAE LA BANDA ANCHA.	Sí	Si	5	7	20	0	9. NS/NR	fijo
1324	hGfyPodIv3Ii	44013	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	5	PORQUE EVENTUALMENTE SE PRODUCE MUCHAS FLUCTUACIONES DEL SISTEMA SE PIERDE SEÑAL Y CUESTA UN POCO QUE REGRESE, NO ES CON MUCHA FRECUENCIA PERO OCURRE.	6	5	6	6	6	6	No	No	No	No	No	Si	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	7	NA	6	No	NA	NA	NA	6	9	1	0	9. NS/NR	fijo
1325	0ZdxC1EHFcHO	44013	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Entel	Otra ¿Cúal?	NA	NA	6	PORQUE LA MAYORÍA DEL TIEMPO ESTA BIEN PERO HAY HORAS DONDE SE CAE, Y SE SATURA EN LA TARDES. CON EL SERVICIO DE INTERNET, NO ES TODOS LOS DÍAS	6	5	6	6	6	5	No	No	No	Si	Si	No	NA	NA	NA	5	6	NA	NA	NA	2. A través del Call center, empresa	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	5	6	NA	6	Sí	EL INTERNET, NO TIENE UNA FLUIDEZ LA SEÑAL, ES ESPORÁDICO.	Sí	No	6	8	10	0	9. NS/NR	fijo
1326	1DWgNITExvNA	44013	MV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Otra ¿Cúal?	NA	NA	6	POR QUE NUNCA HEMOS TENIDO INCONVENIENTES CON LA EMPRESA Y LE BAJA LA NOTA SOLO POR LOS PRECIOS	6	6	5	6	6	6	Si	Si	Si	Si	Si	No	6	6	6	6	6	NA	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	NA	5	5	NA	NA	6	No	NA	NA	NA	6	7	3	99	Sí	fijo
1327	DrKHTtqjQvDM	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Otra ¿Cúal?	NA	NA	6	PORQUE NO ES UN SERVICIO PERFECTO, MAS QUE TODO POR LA DEMORA EN SOPORTE TÉCNICO	7	5	6	5	5	5	Si	Si	Si	Si	Si	Si	6	6	6	6	6	6	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	6	NA	6	6	7	No	NA	NA	NA	6	6	3	0	Sí	fijo
1328	GQzUHZdEreBM	44013	Mas	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	5	POR QUE EL TELEFONO FIJO SUENA CUANDO QUIERE INTERNET NO TENGO PROBLEMAS	6	7	5	7	7	7	No	No	No	No	No	Si	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	7	NA	7	Sí	CON EL TELEFONO FIJO ,SUENA AVECES Y OTRAS VESES NO	Sí	No	6	10	4	0	9. NS/NR	fijo
1329	pVsjunGEqHqH	44013	MV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	5	hemos tenid problemas de intermitencia de internet, cobros indebidos en algunos m¿servicio, servicio al cliente muy malo.	5	4	2	6	6	6	Si	Si	No	Si	Si	Si	7	6	NA	4	7	4	2. A través del Call center, empresa	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	1. Ejecutivo asignado	5	7	7	NA	6	No	NA	NA	NA	5	5	7	0	Sí	fijo
1330	6qXUs1tsMPgf	44013	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	5	por que siempre se puede mejorar y dos meses que no estamos en la oficina.	6	5	5	5	6	6	No	No	Si	Si	Si	No	NA	NA	6	6	6	NA	NA	2. A través del Call center, empresa	99. NS/NR	99. NS/NR	NA	NA	NA	NA	NA	5	No	NA	NA	NA	5	6	3	0	9. NS/NR	fijo
1331	xDrMYfZJIPDW	44013	MP	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	6	DERREPENTE SE CAE EL SERVICIO DE INTERNET.	5	6	7	6	7	6	No	Si	No	Si	Si	Si	NA	6	NA	5	6	6	1. Ejecutivo asignado	NA	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	NA	6	7	NA	9. NS/NR	No	NA	NA	NA	7	10	20	0	Sí	fijo
1332	2p5ZgCCkXR0b	44013	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica del Sur	NA	NA	Otra ¿Cúal?	NA	NA	7	LA VERDA ES QUE TIENE BUENN SERVICIO NOS E CAE EL SISTEMA Y NO ES TAN CARO	7	7	7	7	7	7	No	Si	No	No	Si	No	NA	7	NA	NA	5	NA	2. A través del Call center, empresa	NA	NA	2. A través del Call center, empresa	NA	NA	5	NA	NA	7	No	NA	NA	NA	7	10	0	7	9. NS/NR	fijo
1333	ielRgQbu94Cu	44013	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Telefónica/ Movistar	NA	Entel	Entel	NA	NA	5	lo que ofrece en la cobertura  no corresponde a lo dado.	7	5	3	6	6	6	No	Si	No	No	Si	Si	NA	7	NA	NA	6	6	1. Ejecutivo asignado	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	2. A través del Call center, empresa	NA	NA	7	NA	7	No	NA	NA	NA	6	5	20	0	No	fijo
1334	tWD5ZfUEdTfM	44013	AV	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Otra ¿Cúal?	NA	NA	NA	NA	red voice	7	porque generalmente funciona muy bien y rara vez deja de funcionar	7	7	7	7	9. NS/NR	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	10	4	6	Sí	fijo
1335	yb1kenjjC2WS	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	Entel	Entel	Entel	Entel	Otra ¿Cúal?	NA	NA	5	PORQUE EL CONTARTO FINALMENTE LO MANIPULAN PERJUDICANDO ECONOMICAMENTE LA EMPRESA	6	7	7	4	4	4	No	No	Si	Si	Si	No	NA	NA	6	6	7	NA	NA	1. Ejecutivo asignado	1. Ejecutivo asignado	99. NS/NR	NA	7	NA	7	NA	6	Sí	EN UNA SUCURSAL SE CORTO EL ACCESO A INTERNET	Sí	Si	4	6	10	0	Sí	fijo
1336	r8NxJIRRPSBu	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	Sí	No	Entel	Telefónica/ Movistar	Entel	Entel	NA	NA	NA	7	PORQUE EL SERVICIO ES MUY BUENO LOS EJECUTIVOS AGILES Y LA CALIDAD DE SEÑAL NOS TIENE MUY CONTENTO  SIEMPRE QUE TENEMOS REQUERIMIENTOS SON MUY RAPIDOS EN RESOLVER SOLICITUDES	6	7	7	5	6	5	No	No	Si	No	No	No	NA	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	7	NA	5	NA	7	No	NA	NA	NA	7	10	3	0	Sí	fijo
1337	uo0x9dfzrqW8	44013	MV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	Entel	Entel	Entel	Entel	Entel	NA	NA	5	HA TRATADO DE QUE LA VELOCIDAD SUBA PERO NO SE PUEDE PORQUE NO HAY FIBRA OPTICA EN EL EDIFICIO.	6	6	5	6	5	5	No	Si	No	No	No	No	NA	5	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	5	7	14	0	No	fijo
1338	QQtTttaFrXrD	44013	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	No	Entel	GTD/ Manquehue	NA	Otra ¿Cúal?	NA	NA	NA	7	POR QUE NO AH TENIDO NUNGUN PROBLEMA CON ENTEL	6	7	6	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	10	0	No	fijo
1339	tCVh1KdAwVBI	44013	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	GTD/ Manquehue	Entel	Entel	GTD/ Manquehue	GTD/ Manquehue	NA	NA	5	PRINCILMENTE POR TODOS REQUERIMIENTO QUE OCURRIDO POR LA CONTINGENCIA Y LOS EJECUTIVOS SON MUY BUENOS	5	5	7	5	5	5	Si	Si	No	No	No	No	6	6	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	6	NA	6	NA	5	Sí	LA VELOCIDAD DE INTERNET.	Sí	No	5	5	5	0	Sí	fijo
1340	wXvcquDcJIpq	44013	MV	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Entel	Entel	NA	NA	7	TENEMOS MUY POCOS PROBLEMAS DE VELOCIDAD Y CUANDO LLAMO AL CALL CENTER O A LA EJECUTIVA ME ATIENDEN INMEDIATAMENTE Y ME SOLUCIONAN TODO LOS PROBLEMAS, ES MUY BUENA LA ATENCIÓN DE ENTEL.	6	7	7	9. NS/NR	9. NS/NR	9. NS/NR	Si	Si	No	Si	Si	No	7	7	NA	7	7	NA	2. A través del Call center, empresa	NA	1. Ejecutivo asignado	1. Ejecutivo asignado	NA	7	7	7	NA	7	No	NA	NA	NA	7	10	6	0	Sí	fijo
1341	Lzg3qphHQ4nk	44013	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	No	No	Sí	No	Entel	NA	NA	Otra ¿Cúal?	NA	NA	NA	6	PORQUE SIEMPRE CON LOS SERVICIO HAY CIERTOS DETALLES DE CONEXIÓN,  NO SE SI SON PROPIOS DE LA EMPRESA O ES LA CONEXIÓN APARTE DE OTROS SERVICIOS QUE UNO CONTRATA	7	7		7	6	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	7	No	NA	NA	NA	7	6	1	0	9. NS/NR	fijo
1342	itHAh9u36oe2	44013	MV	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	5	PORQUE SIEMPRE HE CONTRATADO SU SERVICIO Y NUNCA HACE AJUSTE O CAMBIOS CUANDO LO REQUIERO EN CUANTO A LOS VALORES DEL MERCADO Y DEBERIA POR SER UN CLIENTE FIEL DEBIAN A UNO ACTUALIZRLO CONSTANTEMEN EN BENEFIOC DE LOS CLIENTES, ANTES ERA CARO Y NO ME LO BAJABAN SI YO NO RECLAMABA. YO SIGO PAGANDO LO MISMO Y NO ME AUMENTAN LOS MEGAS SI NO RECLAMO PIENDO QUE PARA LOS CLIENTEES ANTIGUAMOS DEBERIAMOS TENER MEJOR SERVICIO.	5	7	4	4	6	6	No	Si	Si	Si	No	No	NA	7	6	6	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	NA	1	6	NA	6	No	NA	NA	NA	5	7	5	0	No	fijo
