encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P18A[{_1}].Rp	P18A[{_2}].Rp	P18A[{_3}].Rp	P18A[{_4}].Rp	P18B[{_1}].Rp	P18B[{_2}].Rp	P18B[{_3}].Rp	P18B[{_4}].Rp	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33	Fecha_Enc
83QrZd5hCBNp	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	1	PORQUE ENTEL HA ESTADO PESIMO LA SEÑAL NO TOMA EN NINGUNA LUGAR HE TENIDO QUE APAGAR MI EQUIPO	Mala señal / pérdida de señal / interferencias	4	NA	NA	NA	NA	3	1	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	SI	PROBLEMAS DE INTERNET PROBLEMAS DE SEÑAL EQUIPO DE MALA CALIDAD.EN PIRQUE EN LA FLORIDA E INDEPENDECIA	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación,Caída de señal /señal / interferencias / corte de llamadas,Equipos de mala calidad / fallan / se apagan	SI	NO	NA	1	NA	NA	NA	NA	NA	LA FLORIDA	NA	V2. POST CRISIS
oz8aqG1RUH1F	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	TODO LO DA LA COBERTURA Y DA LO QUE NECESITAMOS	Buena cobertura,Cumplen con lo que ofrecen	6	NA	NA	NA	NA	7	7	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	NA	7	7	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	VIÑA DEL MAR	NA	V2. POST CRISIS
RrxIFxPqZd4X	GGEE	MV	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE LA OTRA VEZ HICE UN PAR DE SOLICITUDES NO ME RESPONDIERON Y DESPUÉS LA TUVE QUE VOLVER HACERLA	Lentitud / ineficiencia en solución de problemas	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	Sí	No	NA	7	7	NA	SI	SOLO LA SOLICITUD QUE HICE QUE ENVIÉ UN CORREO Y NO ME RESPONDIERON TUVE QUE IR  A LA SUCURSAL PARA QUE  FUERA EFECTO	Problemas de atención / servicio al cliente	SI	SI	NA	7	NA	NA	NA	NA	NA	SANTIAGO SAN BERNARDO	NA	V2. POST CRISIS
BDv4hb78ZLAl	MICRO	Mas	Santiago	Mujer	Sí	Sí	Entel	NA	NA	6	PORQUE EN REALIDADA EN ALGUNA OPORTUNIDAD HE TENIDO PROBLEMAS DE INTERNET TUVE 8 DIAS SIN INTERNET EN LA PINTANA	Internet lento / inestable,Poca continuidad del servicio  / se corta el servicio	6	NA	NA	NA	NA	7	7	5	5	3	5	5	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	7	BANQUETERIA	5 AÑOS	LA PINTANA	DUEÑA	V1. PRE CRISIS
56puXRe3od5e	MICRO	Mas	Regiones	Mujer	Sí	Sí	Entel	NA	NA	6	ME HA FUNCIONADO BIEN PERO SE PIERDE LA CONECTIVIDAD EN ALGUNOS LUGARES	Funciona bien /sin problemas,Mala conectividad	6	NA	NA	NA	NA	6	5	Ns/Nr	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	SAN CARLOS ÑUBLE	NA	V2. POST CRISIS
oMaRqDcUWwMS	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	5	NO TIENEN OFERTAS PARA LAS PERSONAS QUE OFERTAS PARA LAS EMPRESAS PUEDES TENER 20 LINEAS Y CUANDO TUS QUIERES ALGO TE PONEN MUCHO PERO SI TU ME METES EN LAS REDES SOCIALES HAY MINUTOS GRATIS Y EQUIPOS GRATIS PARA EMPRESAS ES MAS COMPLICADO	Pocas / malas ofertas	5	NA	NA	NA	NA	1	1	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	NA	5	NA	7	SI	LAS LLAMADAS DE CIERTOS MINUTOS SE CORTA LA LLAMADA SE VA LA SEÑAL NO ES ESTABLE EL INTERNET NO	Problemas con servicio de telefonía,Caída de señal /señal / interferencias / corte de llamadas	SI	NO	NA	5	NA	NA	NA	NA	NA	INDEPENDENCIA	NA	V2. POST CRISIS
trGTRamK6Kw0	PYME	MV	Santiago	Hombre	No	Sí	Entel	NA	NA	5	CADA VEZ QUE TENGO QUE UNA DILIGENCIA TENGO QUE IR  A LA OFICINA ES INCOMODO TODO EL SISTEMA ON LINE NO FUNCIONA BIEN EN LA RESOLUCION DE PROBLEMAS VAN DERIVANDO DERIVAN DERIVAN CUANDO TENGO INCONVENIENTES CON ALGUNA LINEAS	Página Web poco amigable,No responde / no resuelven requerimientos,Tramitan / Burocracia	5	NA	NA	NA	NA	6	6	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	SI	HIZE UN TRASPADO DE PORTABILIDAD TUVE UN INCOVENIENTE QUE ME OBLIGO A IR A LA AFICINA SEGUI TODOS LOS PROCESOS QUE ME DIJO Y NADA DE ESO FUNCIONO TUVE QUE IR A LA OFICINA	No han realizado portabilidad,No resuelven requerimientos/no dan respuesta	SI	SI	NA	5	NA	NA	NA	NA	NA	LAS CONDES	NA	V2. POST CRISIS
B9qiSPv8Ztqg	PYME	Mas	Santiago	Mujer	No	Sí	Entel,WOM (no mencionar)	NA	WOM (no mencionar)	1	NO HAY SOLUCIONES SE DECAYO LA SEÑAL NO ES TAN BUENA COMO ERA ANTES LO QUE PASA QUE ANTES TOMABA EN TODOS LADOS Y AHORA NO Y EL INTERNET  IGUAL DECAYO . Y LOS PRECIOS  LOS VALORES DEL COSTO POR PLAN SON EL DOBLE O EL TRIPLE QUE WOM	No responde / no resuelven requerimientos,Mala señal / pérdida de señal / interferencias,Precios altos / es caro / alzas de precio	2	NA	NA	NA	NA	2	2	1	1	3	1	2	3	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	QUE NO PUDE CONECTARME A INTENET PARA PODER TRABAJAR DESDE EL EQUIPO EN LA PLAYA TERCERA REGION DE CHILE	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	NO	NA	NA	1	Ha empeorado	0	20	TRANSPORTE	23 AÑOS	PTE ALTO	DUEÑA	V1. PRE CRISIS
ULoNp8N3SJoE	MICRO	Mas	Regiones	Mujer	Sí	Sí	Entel	NA	NA	6	LOS REQUERIMIENTOS SIEMPRE SE HAN SOLUCIONADO DE FORMA EXITOSA	Responden / resuelven requerimientos	7. En absoluto acuerdo	NA	NA	NA	NA	5	6	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	TEMUCO	NA	V2. POST CRISIS
J3yCiamtFQHj	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	7	NO HE TENIDO GRANDES PROBLEMA EN REALIDAD QUE NUNCA S EHA CORTADO LA SEÑAL CUNADO ME ATRASO SE CORTA PAGO Y NOS EDEMORA MUCHO NE QU EME RETOMEN EL SERVICO	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida,Lentitud / ineficiencia en solución de problemas	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	ANTOFAGASTA	NA	V2. POST CRISIS
jOVzsikxQu7u	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	RESULTA DE QUE LA SEÑAL ESTANDO AQUI DENTRO DE LA CIUDAD EN EL SECTOR DONDE YO VIVO ES MUY MALA CUESTA TOMAR LAS LLAMADAS NO ENTRA TAN FACILMENTE LA PERSONA ME ESCUCHA PERO CUANDO ESTOY HABLANDO CON UN APERSONA TENGO QUE SALIR DE MI CASA ME DICE ALO ALO ALO Y NO ME ESCUCHABA ALGUNAS VECES ESTANDO AQUI MISMO DENTRO DE MI CASA ME DICEN QUE ESTADO LLAMANDO DURANTE TODA LA MAÑANA O DEL DIA Y NO ENTRA LA LLAMADA. PERSONA  NO SE PUEDE CAMBIAR EQUIPO. CUANDO SE HACIA ANTES UN SI ME LLAMABA UNA SEGUNDA PERSONA SONABA Y SE VEIA EN PANTALLA .LA OTRA PERSONA Y NO HE PODIDO COMUNICARME CONTIGO SUENA COMO APAGADO NISIQUIERA OCUPADO NO LO APAGO NUNCA PORQUE LO USO PARA EMERGENCIA NISIQUIERA COMO LLAMADAS PERDIDA QUEDA REGISTRADA. SI ESTOY ATRASADO CON EL PAGO PORQUE MIS CLIENTE SE HAN ATRASADO EN PAGAR  TE BLOQUEA LLAMADA  ENTRANTE . ME HAN OFRECIDO MOVISTAR WOM PERO ME HAN DICHO QUE ES PEOR	Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas,Mala / poco cobertura,No realizan cambio de equipos/ problemas con cambio de equipos	5	NA	NA	NA	NA	4	3	5	4	4	5	2	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	COBERTURA DE QUE LA SEÑAL ES MUY MALA DONDE YO VIVO	Cobertura,Caída de señal /señal / interferencias / corte de llamadas	SI	NO	NA	3	Está Igual	5	2	ESTRUCTURAS METALICAS OBRAS MENORES  CIVILES	3 AÑOS	TALCA	ENCARGADO DE OBRAS	V1. PRE CRISIS
zy5O4Sm19tfK	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE CUMPLE TODAS LAS NECESIDADES Y REQUERIMIENTOS (BUENA CONEXION, EL SERVICIO TELEFONICO ES OPORTUNO Y SOLUCIONA LOS PROBLEMAS)	Cumplen con lo que ofrecen,Buena conectividad,Llaman / se mantienen en contacto / visitan constantemente,Responden / resuelven requerimientos	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	5	7	4	5	7	7	No	Si	Si	No	No	No	No	No	NA	7	7	NA	NA	NA	NA	NA	NA	2.Call center	2.Call center	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	4	PRODUCCION DE EVENTOS	1 AÑO	RECOLETA	DUEÑO	V1. PRE CRISIS
7Wd7zJuhHAS5	PYME	MP	Santiago	Hombre	Sí	Sí	Entel,WOM (no mencionar)	NA	Entel	6	PORQUE EL SERVICIO ES BUENO PERO LAS MODIFACIONES DE LOS PLANES NO SE LAS INFORMARON HAY SEÑALES EN GRAN PARTE DE CHILE	Buen servicio / conforme / satisfecho con el servicio,No mantiene bien informado / poca claridad en la información,Buena señal / no hay caídas de la señal / señal nítida	6	NA	NA	NA	NA	6	5	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	Sí	6	NA	5	6	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	SANTIAGO LA FLORIDA	NA	V2. POST CRISIS
v1RpnDh1qbta	PYME	Mas	Santiago	Mujer	Sí	Sí	Entel	NA	NA	7	PORQUE NUNCA HEMOS TENIDO UN INCONVENIENTE A LO LARGO DE 2 AÑOS QUE LLEVAMOS CON ELLOS	Funciona bien /sin problemas	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	NA	NA	7	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	LA FLORIDA	NA	V2. POST CRISIS
W5QxhjwWVkIn	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE CUALQUIER COSA O PROBLEMA LE SOLUCIONAN	Responden / resuelven requerimientos	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	6	7	7	7	7	7	No	No	No	Si	Si	No	Si	No	NA	NA	NA	7	7	NA	7	NA	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	6	AGRICOLA	3 AÑOS	CURICO	DUEÑO GERENTE	V1. PRE CRISIS
AWWxAJ4RNrq0	PYME	Mas	Santiago	Mujer	Sí	Sí	Entel	NA	NA	6	cumple con todos los requerimientos que se necesitan y no tienen muchas fallas	Buena calidad de equipos / buenos aparatos,Buenos servicios/ productos	6	NA	NA	NA	NA	6	5	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	maipu	NA	V2. POST CRISIS
mkwoCoMZ32hu	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	IGUAL A COSAS QUE UNO NECESITA MAS COBERTURA CUANDO UNO  SALE DEL TERRITORIO METROPOLITANA A MI ME FALLADO EN LA ARAUCANIA Y EN LOS REGION DE LOS RIOS EN PUTRONO EN LAGO RANCO LA COBERTURA NO ESTAN BUENA EN ESTOS LUGARES ME INTERESA LA COBERTURA	Mala / poco cobertura	6	NA	NA	NA	NA	6	6	5	6	5	6	6	6	Si	Si	Si	Si	Si	No	No	Si	7	6	6	6	6	NA	NA	6	4.En tiendas/ sucursales	2.Call center	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales	NA	6	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Ha mejorado	9	5	IMPORTACIONES Y SERVICIOS DE MINERÍA	3 AÑOS	SANTIAGO	GERENTE DE VENTAS	V1. PRE CRISIS
CWjCfFvgkVK2	PYME	MP	Santiago	Mujer	No	Sí	Entel	NA	NA	7	PORQUE NO HEMOS TENIDO PROBLEMAS CON LA COMPAÑIA NI CON LOS CELULARES NI QUE SE CORTA LA LLAMADA NI CONECTIVIDAD NI NADA HA FUNCIONADO TODO BIEN	Funciona bien /sin problemas,Buen servicio de telefonía,Buena calidad de equipos / buenos aparatos,Buena conectividad	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	Ns/Nr	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	EL BOSQUE	NA	V2. POST CRISIS
TCKI0HZYgeNl	PYME	Mas	Regiones	Mujer	No	Sí	Entel,Movistar	NA	Entel	5	PORQUE A TENIDO EN EL ULTIMO PERIODO Y SIEMPRE PERDIDA DE SEÑAL PROBLEMA CON LA SEÑAL CON LA PANDEMIA LE PASA MUY AMENUDO	Mala señal / pérdida de señal / interferencias	6	NA	NA	NA	NA	5	4	4	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	SI	LLAMADAS LENTAS INTERNET DEMASIADO LENTO MUY LENTO EN GENERAL SIEMPRE Y LAS LLAMADAS LENTAS CON LA PANDEMIA	Problemas con servicio de telefonía,Baja velocidad de Internet	NO	NA	NA	6	NA	NA	NA	NA	NA	LA SERENA	NA	V2. POST CRISIS
wOIJOaos9mnm	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	POR LO MENOS HE TENDIO BUENA ASISTENCIA CON ELLOS Y ME HAN SOLUCIONADO LOS PROBLEMAS A TIEMPO	Buen servicio de post venta,Responden / resuelven requerimientos	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	NA	NA	7	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	ESTACION CENTRAL	NA	V2. POST CRISIS
npopvEiBebfs	PYME	Mas	Regiones	Mujer	Sí	Sí	Entel	NA	NA	5	PORQUE ESTUVE HACE COMO TRES MESES ATRAS SIN COBERTURA EN EL LUGAR DONDE YO VIVO Y EN LA CIUDAD HABIA COBERTURA LO QUE PASABA ES QUE HABIAN ELIMINADO UNA ANTENA Y HABIAN ELIMINADO LOS CODIGOS DE LA ANTENA Y ESO ES LO QUE HABIA SUCEDIDO.TENGO UNO DE MIS TRABAJADORES QUE TENIA UN PLAN ANTIGUO CON ENTEL Y NUNCA ME LO HAN QUERIDO CAMBIAR EL TIENE UN PLAN QUE TIENE UN GIGA Y YO TENGO CONTRATADO DE 13 GIGAS Y NUNCA ME LO HAN QUERIDO CAMBIAR QUE ES EL MENOR PLAN QUE TENEMOS PARA TODOS	Mala / poco cobertura,Malos planes  / planes poco flexibles	6	NA	NA	NA	NA	6	6	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	NA	NA	NA	7	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	OSORNO	NA	V2. POST CRISIS
fdgynjwCEZJM	PYME	MP	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE NO HE TENIDO PROBLEMA DE SISTEMA MANTIENEN UNA BUENA CONECTIVIDAD PRECIOS RELATIVAMENTE BARATOS PARAR LO QUE NOSOTROS NECESITAMOS. QUE A PESAR A QUE AVECES SE CAE LAS LINEAS ENTEL LAS MANIIENE NO TENGO PROBLEMA QUE AVECES SE CAE EL SERVICIO Y LLLEGAN RAPIDO	Funciona bien /sin problemas,Buena conectividad,Buena conectividad,Buenos precios / económicos / barato,Rapidez / eficiencia en solución de problemas	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	6	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	MAIPU	NA	V2. POST CRISIS
DYhBjqIMCzXg	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE ES DIFICIL REALIZAR CUALQUIER GESTION, EJECUTIVO UN DESASTRE, POR TELEFONO SE DEMORAN MUCHO, SOLO ES FACIL CUANDO TE VENDEN UN PRODUCTO	Lentitud / ineficiencia en solución de problemas,Mala post venta /atención	6	NA	NA	NA	NA	5	6	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	Sí	NA	NA	7	7	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	RENCA	NA	V2. POST CRISIS
VtZN8y4N0pE1	PYME	Mas	Santiago	Mujer	Sí	Sí	Entel,Movistar	NA	Movistar	6	PORQUE DERREPENTE TENGO RESPUESTAS RÁPIDAS Y EN OTRAS NO ES ASI DEPENDE DE LOS REQUERIMIENTOS QUE SEA BENEFICIOS  DE LA EMPRESA COMO COMPRA DE UNA NUEVA LINEA LA RESPUESTA ES RÁPIDA PERO SI ES DE BAJAR EL PLAN LA RESPUESTA NO ES TAN RÁPIDA ME ATIENDEN BIEN POR LO TANTO LOS TIEMPO SON DISTINTAS	Rapidez / eficiencia en solución de problemas,Precios altos / es caro / alzas de precio	6	NA	NA	NA	NA	7	7	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	NA	NA	7	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	SANTIAGO LAS CONDES	NA	V2. POST CRISIS
sY0JcHC7kGWg	PYME	MP	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE EL SERVICIO AL CLIENTE ES MUY MALO,EL EJECUTIVO NO RESPONDE LOS CORREOS	Poca preocupación por el cliente,Personal no entiende reclamos/ solicitudes	6	NA	NA	NA	NA	7	7	5	5	3	5	1	7	Si	Si	No	Si	Si	No	No	No	7	1	NA	1	1	NA	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	NA	NA	1	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	1	NA	NA	NA	2: No cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	4	Está Igual	0	60	CONSTRUCCION	5-8 AÑOS	VALDIVIA	REPRESENTANTE LEGAÑ	V1. PRE CRISIS
TlWnEQdM5x1H	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	EN GENERAL POR UN TEMA DE SEAÑL FALLA UN POCO LA COBERTURA A VECES HE PROBADO CON CLRO WOM Y MOVISTAR VOLVI A ENTEL POR TEMAS DE COBERTURA PERO DE VEZ EN CUANO TIENE SU FALLA	Mala señal / pérdida de señal / interferencias,Mala / poco cobertura	7. En absoluto acuerdo	NA	NA	NA	NA	6	7	5	NA	NA	NA	Ns/Nr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	LAS CONDES	NA	V2. POST CRISIS
