encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33
6VAQblrKo5ZK	MICRO	Mas	REGIONES	NA	No	Sí	Entel	NA	NA	7	PORQUE LA VERDAD ESTOY MUY CLARO FUNCIONA BASTANTE BEN CUMPLE CON MIS EXPECTATIVAS LOS SERVICIOS NO TIENEN NINGUN PROBLEMA PASAN LA INFORMACION CLARA EL SERVICIO ES BUENO NO TENGO INCONVENIENTE	Buen servicio / conforme / satisfecho con el servicio,Satisface necesidades,Funciona bien /sin problemas,Buena información / mantienen informados / claridad en la información	7	7	3	6	3	6	6	6	6	6	6	6	7	Si	Si	Si	No	No	No	No	No	7	7	7	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	3.Página Web Entel Empresas,5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	6	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	7	4	INGENIERÍA	2 AÑOS	VIÑA DEL MAR	DIRECTOR
xFZfb87RjAJx	PEQUEÑA	Mas	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	7	PORQUE NO TENEMOS PROBLEMAS CON EL CELULAR CIEMPRE LO HAN  A TENDIDO BIEN	Funciona bien /sin problemas,Buena atención / amabilidad	7	7	7	7	7	6	6	7	7	7	7	7	7	No	Si	Si	Si	Si	No	No	No	NA	7	7	7	7	NA	NA	NA	NA	5.App Administradores Empresa	5.App Administradores Empresa	5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	7	ASESORÍA CONTABLE	20 AÑOS	PROVIDENCIA	SECRETARIA ADMINISTRATIVA
T8cEt2H1K8K5	PEQUEÑA	MP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	SOMOS EMPRESAS Y TRABAJA MUY BIEN EN CUANTO A INTERNET Y BANDA ANCHA TIENE BUENA COBERTURA TRABAJAMOS EN ZONA NORTE Y TENEMOS BUENA COBERTURA	Buen funcionamiento de Internet / velocidad / estabilidad,Buena cobertura	7	7	7	7	6	7	7	6	6	7	7	7	6	No	Si	Si	No	No	No	No	No	NA	7	7	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	NA	7	7	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	No	NA	NA	NA	NA	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	20	LOGISTICA	3 AÑOS	IQUIQUE	DUEÑO GERENTE GENERAL
2F6PH5VaDLng	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE EL PLAN ES MUY CARO Y A VECES SE CAE EL INTERNET	Precios altos / es caro / alzas de precio,Internet lento / inestable	6	7	7	7	7	7	6	4	7	7	5	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	8	4	SEGURIDAD INDUSTRIAL	HACE  4 AÑOS	CERRO NAVIA	DUEÑO
Z6hL6fYjFFII	MICRO	MV	SANTIAGO	Mujer	Sí	Sí	Entel,Otros	VTR	Entel	5	POR LA GESTION DEL EJECUTIVO Y LOS PLANES NO SON ACTUALIZADOS TAMBIEN CUESTA MUCHO COMUNICARSE CON ELLOS	No llaman / no se mantienen en contacto / no visitan,Malos planes  / planes poco flexibles,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar	6	6	5	5	6	6	5	4	4	4	4	2	6	Si	Si	Si	Si	Si	No	No	No	3	7	7	5	2	NA	NA	NA	1.Ejecutivo asignado para su empresa,3.Página Web Entel Empresas	3.Página Web Entel Empresas	3.Página Web Entel Empresas	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	NA	4	NA	6	NA	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	Sí	NA	NA	NA	3	NA	2: No cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	5	Está Igual	8	25	NEGOCIO Y ADMINISTRACION	3 AÑOS	LAS CONDES	ASISTENTE DE GERENCIA
CpOxZRvCs1Nw	PEQUEÑA	Mas	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	7	POR QUE FUNCIONA TODO MUY BIEN Y NO HA TENIDO PROBLEMAS	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas	7	7	5	6	Ns/Nr	7	7	6	7	7	Ns/Nr	7	7	No	No	No	No	No	Si	No	No	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	3	ENERGIA SOLAR	HACE 4 AÑOS	PROVIDENCIA	ADMINISTRACION Y FINANZAS
P1zCjknYno7g	PEQUEÑA	Mas	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	6	HAY TEMAS QUE TIENEN QUE SOLUCIONAR PARA UNO SOLUCIONAR UN PROBLEMA TIENE QUE DIRIGIRTE A LA CENTRAL PORQUE LAS DEMAS SOLO SON PARA VENTAS DE EQUIPOS	Poca eficiencia,Lentitud / ineficiencia en solución de problemas	7	7	6	7	Ns/Nr	7	7	6	6	6	3	7	7	Si	Si	Si	Si	Si	Si	Si	No	5	7	7	7	7	4	4	NA	2.Call center	3.Página Web Entel Empresas	3.Página Web Entel Empresas	5.App Administradores Empresa	3.Página Web Entel Empresas,5.App Administradores Empresa	4.En tiendas/ sucursales	2.Call center,4.En tiendas/ sucursales	NA	NA	7	7	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha empeorado	9	5	TRANSPORTE	4 AÑOS	SANTIAGO	ADMINISTRATIVO
0SLj4v2bk07P	MICRO	Mas	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	7	NUNCA HA TENIDO UN PROBLEMA Y LA ATIENDEN Y RESPONDEN	Funciona bien /sin problemas,Buena atención / amabilidad,Responden / resuelven requerimientos	7	6	6	5	Ns/Nr	7	6	7	7	6	5	7	7	No	Si	No	No	No	No	No	No	NA	6	NA	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	8	5	CONSTRUCCION	2 AÑOS	MACHALI	SOCIA DIRECTOR
qMkTknjCemxw	MEDIANA	MV	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	5	HE TENDIO PROBLEMA CON EL PLAN ACTIVAR O DESCATIVAR ME HAN CAMBIADO MUCHAS VECES LA EJECUTIVA POST VENTA	Malos planes  / planes poco flexibles,Mucha rotación de ejecutivos	7	5	5	5	Ns/Nr	5	6	6	6	6	4	4	6	No	Si	No	No	No	No	No	No	NA	5	NA	NA	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa,2.Call center	NA	NA	NA	NA	NA	NA	6	2	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	No	NA	NA	NA	NA	NA	NA	NA	2: No cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Está Igual	6	24	ABOAGADOS	12 AÑOS	LAS CONDES	GERENTE RECURSOS HUMANOS
525DrNPebR4j	PEQUEÑA	Mas	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	7	PORQUE NO HEMOS TENIDO PROBLEMAS CON EL SERVICIO DE LA EMPRESA	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio	7	7	7	7	7	6	7	7	7	7	7	7	7	No	Si	No	No	No	No	No	No	NA	7	NA	NA	NA	NA	NA	NA	NA	3.Página Web Entel Empresas,5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	5	TRANSPORTE	2 AÑOS	CABRERO	SECRETARIA ADMINISTRATIVA
qfPLjmaLBMYM	PEQUEÑA	MP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE HAY ALGO QUE MEJORAR POR EJEMPLO LOS COSTOS DEL SERVICIO GENERAL	Precios altos / es caro / alzas de precio	7	7	7	7	Ns/Nr	7	6	5	5	6	6	6	7	No	Si	Si	No	No	No	No	No	NA	7	6	NA	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	No	NA	Sí	NA	NA	NA	4	NA	2: No cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	8	14	DISTRIBUCION DE ALIMENTOS	MAS DE 15 AÑOS	TALCA	DUEÑO
pBoxLiZdcSl2	MEDIANA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel,Movistar	NA	Movistar	7	PORQUE NO PRESENTAN INCONVENIENTES EN SU SEÑAL TENGO BUENA COBERTURA	Buena señal / no hay caídas de la señal / señal nítida,Buena cobertura	7	7	7	7	7	7	7	7	7	7	5	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	7	TRANSPORTE	NUEVE MESES	SAN MIGUEL	DUEÑO
fe3KiKIh1IWq	GGEE	AV	SANTIAGO	NA	No	Sí	Entel	NA	NA	7	todas las solicitudes han sido respondidas en forma rapida	Rapidez / eficiencia en solución de problemas	6	6	7	6	7	6	6	7	6	7	7	7	6	No	Si	No	Si	Si	No	Si	No	NA	6	NA	7	7	NA	7	NA	NA	3.Página Web Entel Empresas	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	3.Página Web Entel Empresas	NA	NA	NA	6	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	5	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	10	230	venta de productos quimicos para aguas	3 años	ciudad de lampa santiago	ENCARGADO DE SOPORTE TECNICO
Mp9ld1P5g8ts	MEDIANA	AV	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	5	PORQUE NO ESTA NI SASTISFECHO NI MUY INSATISFECHO	Faltan cosas por mejorar / no es perfecta	7	6	6	7	7	6	6	5	5	6	4	5	5	No	No	No	Si	No	No	Si	No	NA	NA	NA	6	NA	NA	4	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	1.Ejecutivo asignado para su empresa	NA	5	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	5	NA	NA	NA	2: No cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	5	Ha mejorado	6	70	ASESORIA	10 AÑOS	QUILICURA	GERENCIA DE FIDELIZACION
MQzaC9FVAg8s	GGEE	AP	SANTIAGO	Mujer	Sí	Sí	Entel,Movistar	NA	Movistar	6	por que de repente se han demorado en entregarme la factura y la pagina se cae tambien	Cuentas / facturas no llegan oportunamente,Página Web poco amigable	7	6	6	7	6	7	Ns/Nr	6	6	6	6	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	89	Agricola	Unos 5 años	Santiago	Tesorera
9cA7msJp2Guy	MEDIANA	MP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE SIMPRE ES DETALLE DESTACA LA COBERTURA	Buena cobertura	6	6	5	6	Ns/Nr	6	5	4	4	4	5	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	Sí	NA	NA	NA	6	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Está Igual	10	70	TRANSPORTE DE CARGA E IMPORTACION DE PRODUCTOS	NO RECUERDA	LAMPA	GERENTE GENERAL
9NWurIrHGJyH	MEDIANA	MP	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE ESTAN BIEN, PERO SIEMPRE SE PUEDE MEJORAR COMO EN EL PRECIO	Faltan cosas por mejorar / no es perfecta,Precios altos / es caro / alzas de precio	7	6	5	6	Ns/Nr	7	6	6	6	6	4	7	7	Si	No	No	Si	Si	No	Si	No	7	NA	NA	6	7	NA	7	NA	1.Ejecutivo asignado para su empresa,2.Call center	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa,2.Call center	NA	1.Ejecutivo asignado para su empresa,2.Call center	NA	7	5	NA	NA	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	9	10	INSTALACIONES DE AIRE ACONDICIONADO Y ELECTRICIDAD	2 AÑOS	VITACURA, STGO	GERENTE
3LuSdIhTMWBp	MEDIANA	MP	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE PRESTA MUY BIEN SERVICO Y NUNCA HA TENIDO INCOVENIENTES	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas	7	7	7	6	5	7	6	5	7	7	6	7	7	Si	No	No	No	No	No	No	Si	7	NA	NA	NA	NA	NA	NA	5	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	6	NA	NA	7	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Está Igual	10	36	METAL MECANICA	22 AÑOS	SANTIAGO	GERENTE
ItFKmxgZBbhP	PEQUEÑA	MasPrem	SANTIAGO	NA	No	Sí	Entel	NA	NA	6	PORQUE FALTAN ALGUNAS COSAS TODAVIA MEJORES PLANES TENGO UN PLAN CON MONTON DE TIEMPO Y TIENE POCOS GIGAS	Malos planes  / planes poco flexibles	7	7	5	5	3	6	7	6	7	4	7	7	7	Si	Si	Si	Si	Si	No	No	No	7	7	7	7	7	NA	NA	NA	4.En tiendas/ sucursales	3.Página Web Entel Empresas	3.Página Web Entel Empresas	5.App Administradores Empresa	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	35	SERVICIOS MARITIMOS	5 AÑOS	SANTIAGO CENTRO	GERENTE GENERAL
W5hFFdAShhKZ	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel,Otros	VTR	Entel	7	POR QUE  EN GENERAL EL SERVICIO ES SATISFACTORIO LA CONTINUIDAD DEL SERVICIO LA COBERTURA ES BASTANTE BUENA, QUE BRINDEN BUEN SERVICIO	Buen servicio / conforme / satisfecho con el servicio,Continuidad del servicio,Buena cobertura	6	7	6	7	6	7	7	5	6	6	5	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	3	COMERCIALIZAMOS POR INTERNET INSUMOS DE OFICINA	5 AÑOS	VIÑA DEL MAR	GERENTE DE VENTAS
6j5oTmS3ZcNT	MICRO	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE TENGO PROBLEMA DE COBERTURA EN ALGUNAS ZONAS Y NO ES EL PROVEEDOR MAS BARATO Y LE GUSTARÍA QUE ME IGUALARAN LOS PRECIO DEL PROVEEDOR MAS BARATO	Mala / poco cobertura,Precios altos / es caro / alzas de precio	6	6	6	5	3	5	3	5	5	4	5	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	5	1	ASESORÍA COMUNICACIONALES	3 AÑOS	ANTOFAGASTA	GERENTE GENERAL
L80hMxkJLa4c	MEDIANA	AP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	NO HEMOS TENIDO NINGUN PROBLEMA Y SI SOLICITAMOS ALGO NOS RESPONDEN NO TENEMOS PROBLEMAS DE SEÑAL Y COBERTURA NADA DE ESO	Funciona bien /sin problemas,Responden / resuelven requerimientos,Buena señal / no hay caídas de la señal / señal nítida,Buena cobertura	7	6	6	5	5	7	6	6	6	6	6	6	6	Si	Si	Si	Si	No	No	Si	No	6	6	6	6	NA	NA	7	NA	2.Call center	4.En tiendas/ sucursales	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	2.Call center	NA	NA	5	6	6	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	8	70	FRIGORIFICO	4 AÑOS	MOLINA	JEFE DE SERVICIOS
9hBfqmlgC4Tb	MEDIANA	MasPrem	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE YO QUISIERA QUE FUERA MAS BARATOS ,LOS PLANES , EN GENERAL	Precios altos / es caro / alzas de precio	5	7	Ns/Nr	7	Ns/Nr	6	6	6	6	7	5	6	7	Si	Si	No	No	No	No	Si	No	7	7	NA	NA	NA	NA	7	NA	5.App Administradores Empresa	3.Página Web Entel Empresas	NA	NA	NA	NA	5.App Administradores Empresa	NA	NA	NA	6	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	9	14	INMPORTADORES DE ASEITE COMESTIBLE	3 AÑOS	QUILICURA	GERENTE GENERAL
874PmCrEoPXM	PEQUEÑA	MP	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	5	PORQUE HA TENIDO PROBLEMA DE SEÑAL	Mala señal / pérdida de señal / interferencias	7	6	7	6	5	6	6	6	6	6	6	6	6	Si	Si	No	Si	No	No	No	Si	6	7	NA	6	NA	NA	NA	6	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	NA	2.Call center	NA	6	NA	7	NA	Sabe que tiene un ejecutivo pero desconoce su función (NO LEER)	NA	NA	NA	No	NA	NA	NA	NA	2: No cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Ha empeorado	6	35	AGRICOLA Y CONTRUCCION	COMO 5 MESES	RINCONADA DE LOS ANDES	ACCIONISTA Y ADMINISTRADOR
cwWOYFokdnVr	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	CALIDAD DEL SERVICIO QUE CUMPLEN LO OFRECIDO QUE FUNCIONA EN TODOS LADOS	Buen servicio / conforme / satisfecho con el servicio,Cumplen con lo que ofrecen,Continuidad del servicio	6	7	7	6	6	7	7	4	6	6	4	6	6	No	No	No	No	Si	No	Si	No	NA	NA	NA	NA	6	NA	1	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	2.Call center	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	40	CONSTRUCCION	3 AÑOS	MAIPU	REPRESENTANTE LEGAL
Sr2cQKUAqeSs	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel,Otros	VTR	Entel	7	POR SERVICIO NO HE TENIDO NUNCA UN PROBLEMA BÁSICAMENTE EL SERVICIO UN SIETE	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas	6	5	5	5	4	7	5	5	6	6	3	6	7	Si	No	No	No	No	No	No	No	7	NA	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	9	10	SERVICIOS DE CORTE LÁSER	6 MESES	SAN MIGUEL	GERENTE DE PRODUCCION
r2TTL3CSibbW	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE EN GENERAL EL TELEFONO LOS TIENE MAS 20 AÑOS Y TIENE BUENA COBERTURA Y BUENA SEÑAL DE INTERNET.	Es cliente antiguo/ lleva años,Buena cobertura,Buen funcionamiento de Internet / velocidad / estabilidad	7	7	6	5	5	7	6	5	5	7	6	7	7	Si	Si	No	No	Si	No	Si	No	7	7	NA	NA	7	NA	7	NA	4.En tiendas/ sucursales	5.App Administradores Empresa	NA	NA	2.Call center	NA	4.En tiendas/ sucursales	NA	NA	7	NA	7	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Ha empeorado	10	17	COBRANZAS	20	SANTIAGO	CORDINADOR GENERAL
2T9IE4ZHyzDA	MEDIANA	AP	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	7	SIEMPRE TENEMOS COBERTURA EL SERVICIO ES BUENO ANDAMOS POR TODO LA LADO DE CHILE	Buena cobertura,Buen servicio / conforme / satisfecho con el servicio	7	7	7	7	6	7	7	7	7	7	7	7	7	Si	No	Si	Si	Si	No	No	No	7	NA	7	7	7	NA	NA	NA	4.En tiendas/ sucursales	NA	3.Página Web Entel Empresas	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	7	7	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	6	6	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	50	CONSTRUCCION	3AÑOS	VITACURA	ADMINISTRATIVO
jDzAg4ap8Hj2	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE NO ES PERFECTO NO RECUERDA LOS DETALLES MUCHOS GIGAS Y GENERALMENTE NO LO OCUPA TODO	Faltan cosas por mejorar / no es perfecta	7	7	7	7	Ns/Nr	7	5	5	7	7	Ns/Nr	7	7	No	No	Si	No	No	No	No	No	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	3	COMERCIALIZACION DE ALIMENTOS PARA ANIMALES EN GENERAL	HACE COMO 4 AÑOS APROXIMADAMENTE	EN LO PRADO	REPRESENTANTE LEGAL
Sqw6MVmkBua4	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE EL SERVICIO ES BUENO, RESPONDEN Y NUNCA FALLAN	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas	7	7	6	6	Ns/Nr	7	7	6	7	6	7	7	7	No	Si	Si	No	No	No	No	No	NA	7	7	NA	NA	NA	NA	NA	NA	5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	4	TELECOMUNICACIONES	HACE 5 AÑOS	BUIN	DUEÑO
yJ6ZH4iFdprf	MICRO	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE TIENE IREGULARIDADES EN LA SEÑAL	Mala señal / pérdida de señal / interferencias	6	5	1	4	1	4	4	1	1	1	3	4	3	No	Si	Si	No	Si	No	No	Si	NA	4	5	NA	6	NA	NA	4	NA	2.Call center	5.App Administradores Empresa	NA	2.Call center	NA	NA	2.Call center	NA	5	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	NETAMENTE TEMA DE SEÑAL	Caída de señal /señal / interferencias / corte de llamadas	SI	NO	NA	5	Está Igual	8	2	ELECTRONICA COMERCIO	HACE COMO 3 AÑOS	NAVIDAD SEXTA REGION	DUEÑO
vOjgExN5Rhqx	PEQUEÑA	Mas	REGIONES	NA	No	Sí	Entel,Movistar	NA	Entel	5	POR EL TEMA DE COSTO, DOS COSAS EN REALIDAD, EL COSTO Y EL TEMA DE LA SEÑAL, EL COSTO PORQUE TE DAS CUENTA QUE SI MIRAS PAL LADO Y COMPARAS LA COMPETENCIA HAY PLANES SIMILARES Y EL COSTO ES BASTANTE MENOR, ENTEL LO QUE ES LA COBERTURA A BAJADO CONSIDERABLE	Precios altos / es caro / alzas de precio,Mala señal / pérdida de señal / interferencias,Mala / poco cobertura	5	5	5	4	Ns/Nr	5	4	4	3	4	5	4	5	No	No	No	Si	Si	Si	No	Si	NA	NA	NA	5	4	5	NA	3	NA	NA	NA	2.Call center	2.Call center	2.Call center	NA	2.Call center	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	COBERTURA EN LA DIRECCION COMERCIAL	Cobertura	SI	NO	NA	1	Ha empeorado	0	5	METALMECANICA	4 AÑOS	SAN ANTONIO	GERENTE
