encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Rubro	Ciudad_comuna	Cargo
3umqTL79qKqt	MICRO	Mas	REGIONES	Mujer	4	PORQUE VIVO EN EL CAMPO EN UNA ISLA BUSCO SEÑAL PROMETEN ESTA EMPRESA SEÑAL DEBO IR AL CAMPO A BUSCAR ES PESIMO EL ASUNTO DE SEAÑAL Y A PARTE ES CARO FUERA DE LA OFICINA QUE ES UNA LATA CADA VES MAS MAQUINIZADO PODRIAN SER MAS HUMANOS CHOCA PARA MUJER DE 60 AÑOS QUE NO SE ACOSTUMBRA A ESTO ALGO MAS HUMANO TRABAJO EN TURISMO A VECES NO LLEGA LA LLAMADA CUANDO LLEGA LA SEÑAL A VECES DEBO SALIR A LAFUERA AL PORTERO PORQUE SE CORTA NO SE ESCUCHA BIEN UNO TIENE TELEFONOS PARA HABLAR Y NO PUEDO HABLAR	Mala señal / pérdida de señal / interferencias,Precios altos / es caro / alzas de precio,Mal servicio de telefonía/ se cortan las llamadas	TURISMO	VALDIVIA	ADMINISTRACION GENERAL
fd4T8okulHGT	PEQUEÑA	Mas	REGIONES	Hombre	5	PORQUE CUANDO REALIZAN CAMBIOS DE PLANES NO AVISAN, NO ANUNCIAN PROMOCIONES ACTUALES Y MANTIENEN PLANES ANTIGUOS, PROBLEMAS DE FACTURACIÓN CON COBROS DESFASADOS, PLANES INTERNET UNIDAD DE MEDIDA ENGAÑOSA EN GIGAS NO SE PUEDE CORROBORAR SI SE UTILIZAN TODOS	Realizan cambios en el plan,Pocas / malas ofertas,Poca transparencia en cuentas / cobros indebidos / problemas de facturación,No cumplen con lo que ofrecen	SERVICIOS PESQUEROS	PUERTO MONTT	GERENTE
5oiYynQ36hTk	PEQUEÑA	Mas	SANTIAGO	Hombre	5	PORQUE LOS COSTOS IGUAL NO SON MUY BAJOS Y ESTA TENIENDO PROBLEMAS CON LA BANDA ANCHA EL INTERNET MOVIL	Precios altos / es caro / alzas de precio,Internet lento / inestable	MANTENCION DE MAQUINARIAS	SANTIAGO	REPRESENTANTE LEGAL
ZYe7b4m08W5k	GGEE	MV	SANTIAGO	Hombre	6	PORQUE EN GENERAL NO HAY FALLOS ES BUENO FUNCIONA BIEN DESTACA LA SEÑAL	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida	IMPORTACION Y EXPORTACION DE MATERIALES DE CONSTRUCCION	SANTIAGO	LIDER DE TECNOLOGIA
i9kIHHniBHQt	MEDIANA	MasPrem	SANTIAGO	NA	5	ANTES TENIAMOS UN EJECUTIVO QUE ESTABA PENDIENTE QUE NOS MANTENIA INFORMADOS, Y AHORA CUANDO NOSOTROS LOS NECESITAMOS UN EJECUTIVO NOS SOLUCIONABA Y AHORA HAY QUE LLAMAR A VARIAS PERSONAS PARA LOS PROBLEMAS.	Poca preocupación por el cliente,Mal servicio Call center/ Cuesta contactarlos / Call center no atiende,No tiene ejecutivo asignado	ARQUITECTURA	SANTIAGO	SECRETARIA DE ARQUITECTURA
m6ZnH7AY6kV8	MEDIANA	MV	SANTIAGO	Mujer	7	PORQUE NUNCA HEMOS TENIDO PROBLEMAS Y TODO LLEGA A SU TIEMPO	Funciona bien /sin problemas,Eficiencia	DESALINIZACION	SANTIAGO	ASISTENTE DE GERENCIA
NYlFqgA5kHu2	GGEE	MV	SANTIAGO	Hombre	7	PORQUE NO TENGO PROBLEMAS CON ELLOS, NO HE TENIDO NI UN TEMA DE PROBLEMA LA SEÑAL BIEN LA SEÑAL BIEN NO HAY SORPRERSAS A FIN DE MES	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	COMERCIO EXTERIOR	PROVIDENCIA	ADMINISTRACION
OuPQ1UMLAJ4V	PEQUEÑA	Mas	REGIONES	Hombre	7	PORQUE ES BASTANTE BUENO Y VALORAN LA ANTIGUEDAD DEL CLIENTE Y DAN OFERTAS ESPECIALES	Buen servicio / conforme / satisfecho con el servicio,Es cliente antiguo/ lleva años,Buenas ofertas	EDUCACION	ANGOL	FUNDADOR-DUEÑO
oPyXMNOECaLO	PEQUEÑA	MP	SANTIAGO	NA	7	PORQUE NUNCA HA TENIDO ALGUN PROBLEMA	Funciona bien /sin problemas	GUARDIAS DE SEGURIDAD	LAS CONDES	DUEÑO
CFO7PHrg9c0E	MICRO	Mas	SANTIAGO	Hombre	5	PORQUE TIENE MALA COBERTURA EN SAN MIGUEL Y EN OTROS LADOSA TAMBIEN HE TENIDO MALA COBERTURA	Mala / poco cobertura	OBRA DE INGENIERIA	SAN MIGUEL, SANTIAGO	GERENTE GENERAL
VnkdEO72UvTY	MICRO	Mas	SANTIAGO	Hombre	7	HE TENIDO EN TEMA INTERNACIONAL NO FUNCIONA MUY EL ROAMING ES BASTANTE MALO LENTO Y EN LUGARES COMO ASIA CHINA LA CONECTIVIDAD ES MUY MALA	Mal funcionamiento del Roaming,Mala conectividad	ASESORIAS	LO BARNECHEA	GERENTE GENERAL
bRTBqdSlaxRZ	PEQUEÑA	Mas	SANTIAGO	Hombre	7	POR QUE TENGO UN PLAN EMPRESA QUE TIENE VARIOS NUMEROS QUE ESTAN DESIGNADOS A MIS EMPLEADOS Y PUEDEN LLAMARME DESDE CUALQUIER LUGAR Y NUNCA HAN TENIDO PROBLEMA, QUE ESO ES LO QUE UNO BUSCO QUE LA COMUNICACIÓN SEA FLUIDA Y PUEDA COMUNICARSE SIN PROBLEMA, LA ATENCIÓN AL PUBLICO CONSTANTEMENTE LLAMANDO PARA OFERTAS O CAMBIOS DE EQUIPOS Y EN ESO ENCUENTRA MUY BUENA ATENCION.	Funciona bien /sin problemas,Continuidad del servicio,Buen servicio de telefonía,Llaman / se mantienen en contacto / visitan constantemente	TEXTIL	SANTIAGO, LA GRANJA	GERENTE GENERAL
bA2LgE5Jl64D	PEQUEÑA	Mas	SANTIAGO	Mujer	6	PORQUE ES BUEN SERVICIO, PODRÍA SER MEJOR PODRÍA DAR MAS GIGAS.	Buen servicio / conforme / satisfecho con el servicio,Faltan cosas por mejorar / no es perfecta,Malos planes  / planes poco flexibles	ESTACIÓN DE SERVICIOS	SANTIAGO	GERENTE GENERAL
O15Ajupo7ZD5	GGEE	AP	SANTIAGO	Mujer	5	POR LOS PLANES DE ROAMING NO TIENEN  BUENOS PLANES, LOS COSTOS MUY ALTOS	Mal funcionamiento del Roaming,Precios altos / es caro / alzas de precio,Malos planes  / planes poco flexibles	CONSULTORIA	SANTIAGO	ADMINISTRACIÓN Y FINANZAS
k0Epg4Fgv4uj	PEQUEÑA	Mas	REGIONES	Mujer	5	SE PIERDE LA SEÑAL EN LA OFICINA DENTRO DE LA OFICINA , ESTA OFICINA ES COMO UN BUNKER ALGUNAS LLAMADAS NO LLEGAN POR LO MISMO DE QUE NO LLEGAN LLAMADAS	Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas	CORREDOR DE PROPIEDADES	SAN PEDRO DE LA PAZ	DIRECTORA
4wooh9m7ab6X	MICRO	Mas	SANTIAGO	Mujer	5	PORQUE CUANDO SE VIAJA A REGION LA SEÑAL NO ES TAN BUENA EN LO QUE RESPECTA A LOS MOVILES NO CARGA EL INTERNET	Mala señal / pérdida de señal / interferencias,Internet lento / inestable	COMERCIALIZACION DE REPUESTOS	SANTIAGO LA FLORIDA	SOCIA
hWMr1Gl6zqmN	MICRO	Mas	SANTIAGO	NA	6	FUNCIONA BIEN, A VECES HAY PROBLEMAS DE DATOS	Buen servicio / conforme / satisfecho con el servicio,Internet lento / inestable	PACALLIN	SANTIAGO	GERENTE COMERCIAL
JE1JOh1DKqdM	MICRO	Mas	REGIONES	Mujer	7	PORQUE ES UN BUEN SERVICIO, TIENE UNA BUENA COBERTURA, ES UNA EMPRESA SERIA Y MUY ECONOMICA RESPECTO A LOS MOVILERS QUE TENGO SON ILIMITADOS EN GIGAS INTERNET Y ESO ES MUY CONVENIENTE	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Empresa seria / confiable,Buenos precios / económicos / barato,Buen plan / plan conveniente	TRAJNSPORTE INTERMODAL	SAN ANTONIO	SOCIA
NAvWBbd4cE3Y	GGEE	AV	REGIONES	NA	7	POR QUE TIENE UNA RELACION DE MAS DE 10 AÑOS Y SIEMPRE HA TENIDO BUEN SERVICIO	Es cliente antiguo/ lleva años,Buen servicio / conforme / satisfecho con el servicio	NAVIERA	PUERTO MONTT	CONTRALOR
4X6LkBvYe7ay	MICRO	Mas	REGIONES	Hombre	7	POR QUE FUNCIONA COMO TIENE QUE FUNCIONAR CUMPLE CON MIS EXPECTATIVAS	Buen servicio / conforme / satisfecho con el servicio,Satisface necesidades	INFORMATICA	SANTIAGO	SOCIO
wqScYd4DWMwz	PEQUEÑA	Mas	SANTIAGO	Hombre	5	POR LOS EQUIPOS POR CAMBIO QUE LE HAGAN UN BUEN CAMBIO DE  EQUIPO CUANDO YO QUIERO CAMBIAR NO ME ENTREGA UN BUEN PRECIO ME LO DA POR PRECIO NORMAL	Equipos caros	SERVICIOS DE COMPUTACION INFORMATICA	SANTIAGO CENTRO	DUEÑO
7MM5qXZKLnLs	PEQUEÑA	MV	REGIONES	NA	6	EL TEMA ES QUE, TODAS LAS COMPAÑIAS FUNCIONAN IGUAL, COMO CLIENTE NUEVO TODO ES UNA MARAVILLA, SI SOY CLIENTE NUEVO LOS EQUIPOS SON COSTO 0, PERO YO COMO CLIENTE DE AÑO Y MEDIO ME SALE EN UN MILLON DE PESOS. LO MAS IRRISORIO ES QUE SI YO ME PORTO, CON PORTABILIDAD ME REGALAN LOS EQUIPOS, PERO COMO CLIENTE NO	Pocos beneficios para clientes antiguos	TRANSPORTE	SAN ANTONIO	DUEÑO
XRTqehid8prX	PEQUEÑA	Mas	SANTIAGO	Hombre	6	PORQUE NO HE TENIDO PROBLEMAS Y SIEMPRE RESPONDEN A LAS SOLICITUDES NO BUENA COBERTURA EN RESUMIDAS PALABRAS BUENO	Funciona bien /sin problemas,Responden / resuelven requerimientos,Buena cobertura	TRANSPORTE AGRICOLA	LAMPA	GERENTE GENERAL
Wg18jhXhTCYV	MICRO	Mas	SANTIAGO	Mujer	7	PORQUE LA LINEA LA TENGO HACE BASTANTEN TIEMPOO TENGO BUENA SEÑAL  ANDA BIEN Y ME HAN MEJORADO EL PLAN SIN AUMENTAR EL PRECIO	Es cliente antiguo/ lleva años,Buena señal / no hay caídas de la señal / señal nítida,Buen plan / plan conveniente,Buenas ofertas	INMOBILIARIA	SANTIAGO	DUEÑA
ROYTgSJ3F22a	PEQUEÑA	Mas	REGIONES	Mujer	6	PORQUE ULTIMAMENTE HA BAJADO COMO LA HAY MOMENTOS EN QUE SE VA LA SEÑAL Y SE PIERDE LA COBERTURA DE INTERNET	Mala señal / pérdida de señal / interferencias,Internet lento / inestable,Mala / poco cobertura	SERVICIOS MEDICOS	LOS ANGELES	ADMINISTRADORA
DOFA7yWpdwR7	PEQUEÑA	Mas	SANTIAGO	NA	5	POR HAY DÍAS QUE SE CAE EL SISTEMA DE INTERNET Y SEÑAL.	Internet lento / inestable,Mala / poco cobertura	SERVICIOS	LO BARNECHEA	ADMINISTRADOR
FMURejpaObnS	MEDIANA	AP	REGIONES	Hombre	7	PORQUE ES SUPER SATISFECHO EN TODO SENTIDO DE LA PALABRA LA COBERTURA PUEDE SER ES BUENA	Satisface necesidades,Buena cobertura	CONSTRUCTORA	TEMUCO	GERENTE
3d1It6oTeMtJ	MICRO	Mas	REGIONES	NA	7	PORQUE AL MENOS LOS SERVICIOS QUE TENGO PARA MI EN LO PERSONAL SON PRACTICOS	Satisface necesidades	PESCA ARTESANAL	ALCAHUANO	JEFE FLOTA
7E32HCy4YB8b	MEDIANA	MP	SANTIAGO	NA	7	FUNCIONA TODO IMPECABLE	Funciona bien /sin problemas	FABRICACION DE ESTRUCTURA DE ORMIGON	LAMPA	JEFE DE PAGOS DE PROVEEDORES
iYKFPRmQK9fW	MICRO	Mas	REGIONES	Hombre	7	PORQUE NO TENGO ABSOLUTAMENTE NINGUN PROBLEMA NI DE CONEXION NI DE NADA DONDE ESTE TENGO ALCANCE EN TODOS LADOS PUEDO LLAMAR DE CUALQUIER LADO TENGO INTERNET DE CUALQUIER LADO EN GENERAL TODO BIEN NO TENGO NINGUN PROBLEMA CON LA COMPAÑIA	Funciona bien /sin problemas,Buena conectividad,Continuidad del servicio,Buen servicio de telefonía,Buen funcionamiento de Internet / velocidad / estabilidad	IMPRENTA	VIÑA DEL MAR	DUEÑO
l04ZOP3eROy7	MEDIANA	Mas	SANTIAGO	Hombre	3	POR QUE TENGO MALA CONECTIVIDAD EN GENERAL DENTRO DE SANTIAGO, NO TENGO SEÑAL MUY MALA SEÑAL, HEMOS VARIAS VECES LLAMADO A ENTEL Y LOS TELEFONOS ESTAN OPERATIVOS Y NO ENTRAN LAS LLAMADAS INEFICIENCIA SERIA HAN RESETEADOS LOS TELEFONOS VARIAS VECES PARA TRATAR DE MEJORAR LA CONDICION. NO TIENE SOLUCION O NO NOS HAN DADO SOLUCION Y HEMOS CAMBIADO LOS EQUIPOS POR MAYOR Y AUN NO TIENEN SOLUCION, TENEMOS IPHONE XR Y NO TENEMOS CONECTIVIDAD O LINEAS SATURADAS.	Mala conectividad,Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas,Lentitud / ineficiencia en solución de problemas	INGENIERIA EN SISTEMAS	SANTIAGO.	DIRECTOR GERENTE DE LA COMPAÑIA
1sgZ8Vq5khvK	PEQUEÑA	MP	SANTIAGO	Hombre	7	PORQUE NO HE TENIDO NINGUN PROBLEMA HE ESTADO EN VARIAS COMPAÑIAS Y HABIA TENIDO PROBLEMA CON TODAS	Funciona bien /sin problemas	CONSTRUCCION	SANTIAGO LA FLORIDA	JEFE DE INSTALACION
b1MPQNjtI4Xt	PEQUEÑA	Mas	SANTIAGO	Hombre	5	PORQUE EN VARIAS PARTES NO TENGO SEÑAL AHORA NO SE LO QUE PASAME ME LO CORTAN LLEGAN Y CORTAN Y NO ME MANDAN NI UN CORREO DE AVISO DE RECORDATORIO	Mala señal / pérdida de señal / interferencias,Cuentas / facturas no llegan oportunamente	DISTRIBUIDORA DE PAPELES	CONCHALI	DUEÑO
kfhTK5eY5UX9	PEQUEÑA	Mas	REGIONES	Mujer	5	LOS PRECIOS DEBERÍAN SER MEJORES DE LOS PLANES	Precios altos / es caro / alzas de precio	MEDICO	PUERTO MONTT.	DUEÑA
CqkriNJezo86	PEQUEÑA	Mas	REGIONES	Hombre	7	PORQUE LE HAN HECHO BUENAS TARIFAS,LO HAN TRATADO BIEN,LE AVISAN PAGAR CUENTA PARA EVITAR CORTE	Buenos precios / económicos / barato,Buena atención / amabilidad,Buena información / mantienen informados / claridad en la información	FERRETERIA	PUREN	ADMINISTRATIVO
Xf2YhqIOTJQM	MICRO	Mas	SANTIAGO	NA	6	PORQUE NO HA TENIDO PROBLEMAS	Funciona bien /sin problemas	ASESORIAS	STGO PAC	GERENTE GENERAL
ofxsw4eyFtnH	MICRO	Mas	SANTIAGO	Mujer	5	POR SERVICIO Y COBERTURA EN ALGUNOS SECTORES DE CHILE NO	Mal servicio / desconforme con el servicio,Mala / poco cobertura	TURISMO	LO BARNECHEA	DIRECTORA
ghZfBBnI8pqA	MICRO	Mas	SANTIAGO	Hombre	6	PORQUE DE REPENTE SE CAE	Poca continuidad del servicio  / se corta el servicio	RESTAURANT	SANTIAGO	DUEÑO
Ufh71aaqPVMA	MEDIANA	AP	REGIONES	Mujer	6	EN GENERAL NO HEMOS TENIDO PROBLEMAS CON ENTEL	Funciona bien /sin problemas	TRANSPORTE	LA SERENA	SECRETARIA
wJBM7KyeWQAA	PEQUEÑA	MP	SANTIAGO	Hombre	7	PORQUE LO USO MAS QUE NADA PARA LLAMAR, NO MANEJO MUCHO INTERNET	Buen servicio de telefonía	ASESORES TRIBUTARIOS Y CONTADORES	BUIN RM	REPRESENTANTE LEGAL Y DUEÑO
4RhULuTtBBHJ	MICRO	Mas	SANTIAGO	Mujer	5	PORQUE EN TERMINOS DE INTERNET ES BAJO LA CAPACIDAD QUE PUEDEN ENTREGARME EN CUANTO AL TRABAJO, MAS QUE TODO ES EL EDIFICIO ES ANTIGUO Y LAS CONEXIONEES CON NDE BAJA CAPACIDAD PARA INTERNET	Internet lento / inestable	CAPACITACION	SANTIAGO	DIRECTORA
qMW1wEJ12psR	PEQUEÑA	Mas	REGIONES	Mujer	6	PORQUE ES BUENA EN SERVICIO PERO PODRIA MEJORAR EN TEMAS DE INTERNET Y COBERTURA	Buen servicio / conforme / satisfecho con el servicio,Internet lento / inestable,Mala / poco cobertura	CONSTRUCCION	SAN ANTONI	ADMINISTRADORA
Nv5eCdZ7gkgv	MICRO	Mas	SANTIAGO	Hombre	3	LOS PLANES SON BASTANTE CAROS Y A LOS CLIENTES ANTIGUOS CUANDO UNO LLAMA INDICANDO UNA OFERTA DE OTRA COMPAÑÍA PARA QUE ME OFRECIERAN ALGO Y ME DIJERON QUE NO SOLO HACER UN 10% DE DESCUENTO PERO SE ME CAMBIABA DE PLAN NADA MAS DESPUES DE TANTO TIEMPO PODRÍAN HABER BAJADO EL COSTO O ALGÚN EQUIPO LLEVO 4 AÑOS CON ENTEL LA FIDELIZACIÓN CON LOS CLIENTES ES MUY MALA	Precios altos / es caro / alzas de precio,Pocos beneficios para clientes antiguos,Pocas / malas ofertas	ELECTRICIDAD	LAS CONDES	DUEÑO
rtcbZJ13NRqC	PEQUEÑA	Mas	SANTIAGO	Hombre	6	PORQUE OCASIONALMENTE SE VA LA SEÑAL SOBRETODO EN PROVINCIA EN SANTA CRUZ SEXTA REGIÓN ESTABA BIEN PERO HACE UN TIEMPO DECAYÓ BASTANTE 2 MESES	Mala señal / pérdida de señal / interferencias	MANTENIMIENTOS TECNICOS	SANTIAGO / PROVIDENCIA	GERENTE GENERAL
odEWbmAGVZZ3	MICRO	Mas	REGIONES	Hombre	7	NO HA TENIDO PROBLEMAS	Funciona bien /sin problemas	SERVICIOS AGRICOLAS	ACONCAGUA SAN FELIPE	DUEÑO
pIEfGb9swgKh	MICRO	Mas	REGIONES	Hombre	6	NADA ES PERFECTO LA SEÑAL A VECES NO ES TAN BUENA EL INTERNET NO ES TAN RAPIDO	Faltan cosas por mejorar / no es perfecta,Mala señal / pérdida de señal / interferencias,Internet lento / inestable	SERVICIOS MEDICOS	VIÑA DEL MAR	DUEÑO
QoPOcqHIWPhi	PEQUEÑA	Mas	SANTIAGO	Hombre	5	PORQUE ENCUENTRO QUE SON MUY CAROS LOS SERVICIOS,PLAN SEÑAL EQUIPOS	Precios altos / es caro / alzas de precio,Malos planes  / planes poco flexibles,Mala señal / pérdida de señal / interferencias,Equipos de mala calidad / básicos	SERVICIOS DE INGENIERIA	SANTIAGO	DUEÑO GERENTE
54xXnptMFCZu	GGEE	MV	SANTIAGO	Hombre	6	PORQUE SE PUEDE MEJORAR HAY ALGO MEJOR DE OTRA COMPAÑIAS SERVICIO CALIDAD LA VELOCIDAD DE RESPUESTA EN LA ENTREGA DE EQUIPOS	Faltan cosas por mejorar / no es perfecta,Lentitud / ineficiencia en solución de problemas,Demora en entrega de equipos	TAPAS METALICAS PARA TAPAR EL VINO	RENCA	GERENTE COMERCIAL
eAyeCJNZ3bDu	PEQUEÑA	Mas	SANTIAGO	Hombre	5	PORQUE SIEMPRE HAY PROBLEMAS,COMO EL PAGAR LAS CUENTAS	Poca transparencia en cuentas / cobros indebidos / problemas de facturación	MANTENCIONES EN GENERAL	LA REINA	DUEÑO
D1HZgbmMcTZb	MICRO	Mas	SANTIAGO	NA	6	ES QUE YO LLEVO SEIS O SIETE MESES CON LA EMPRESA Y NO CONSIDERO QUE MEREZCAN UN SIETE PORQUE SE RETRASAN CON SOLUCIOANR SERVICIOS OC ORTES. EN GENERAL TODAS LAS COMPAÑÍAS SON IGUALES. SON BUENAS PARA OFRECER EL SERVICIO YQ UE UNO LO TOMEN PERO NO SON CONSTANTES CON LA MANTENCIÓN DEL SERVICIO Y CUANDO UNO LLAMA DERIVAN A LA GRAVADORA	Faltan cosas por mejorar / no es perfecta,Lentitud / ineficiencia en solución de problemas,Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	INGENIERIA EN OBRAS CIVILES	SAN MIGUEL	REPRESENTANTE LEGAL
1pPkovv9CicF	MICRO	Mas	REGIONES	Mujer	6	PORQUE PODRIA SER MEJOR, POR EL TEMA DE LA PAG PARA PAGAR CUESTA UN POCO. LOS BENEFICIOS QUE TIENE UNA PERSONA NATURAL NO PUEDE TENERLOS COMO EMPRESA COMO ADQUIRIR PUNTOS. TAMBIEN LOS SEGUROS DE SI TE ROBAN EL TELEFONO O ALGUNA COSA NO TE DAN SEGURO AL RESPECTO COMO EMPRESA	Faltan cosas por mejorar / no es perfecta,Página Web poco amigable,Pocos beneficios	LAVANDERIA	IQUIQUE	REPRESENTANTE
Y2L32UX38COo	MICRO	Mas	REGIONES	Hombre	7	PORQUE FUNCIONA BIEN Y NO HAY PROBLEMA	Funciona bien /sin problemas	VENTAS DEL PRODUCTOS DEL MAR	VIÑA	GERENTE GENERAL
DtdhbPXolRxm	PEQUEÑA	Mas	REGIONES	Hombre	5	POR LO PLANES E INFORMACION EN ALGUN MINUTO QUE SEA MAS FLUIDA EJEMPLO EL JUEVES PASADO O VIERNES FUI A UNA OFICINA ENTEL SE SUPONE QUE HABIA UN AJUSTE DE MI PLAN NADIE NOTIFICO SI NO NO TENGO IDEA NO TENGO ESA INFORMACION UNO REQUIERE LA INFORMACION EXPEDITA	Malos planes  / planes poco flexibles,No mantiene bien informado / poca claridad en la información	TRANSPORTE	SAN ANTONIO	REPRESENTANTE LEGAL
mdvmI60OZCWr	PEQUEÑA	Mas	REGIONES	Hombre	7	PORQUE TENGO MIS NUMEROSA HACE MUCHOS AÑOS Y NO HE TENIDO PROBLEMAS NUNCA, LA COBERTURA ES LA MEJOR DE TODAS Y ESTOY CONFORME	Es cliente antiguo/ lleva años,Funciona bien /sin problemas,Buena cobertura,Buen servicio / conforme / satisfecho con el servicio	ARQUITEC TURA Y CONSTRUCCION	SAN FELIPE	DUEÑO Y GERENTE
09dHPiEvKbRo	PEQUEÑA	Mas	REGIONES	NA	7	PORQUE ES BUEN SERVICIO EN TODO EL SENTIDO ESTOY SATISFECHA POR ALGO SIGO CON ELLOS	Buen servicio / conforme / satisfecho con el servicio	CONSTRUCCION Y VIVERO	LA SERENA	ADMINISTRADORA
VJH3LVBi5P0s	GGEE	AV	SANTIAGO	Mujer	6	POR PRECIOS ES MUY CARO	Precios altos / es caro / alzas de precio	RECURSOS HUMANOS	ÑUÑOA SANTIAGO	FINANZAS
pBRPAM29T65t	MICRO	Mas	SANTIAGO	Mujer	5	TENGO APLICACION DE FUENTE DE SODFA SE SUBE LA APLICACION DOS DIAS PARA ACCEDO DE UBER EAT Y  DESOUES QUE PASO TODO ESTO FUERON RETIRSAR PRODUCTOS PORQUE CONTRATE CON 30 MEGAS RETIRARON PRIDUCTO ANTERIOR Y AHI NECESITABA MAS MEGAS EL LOCAL TENIEN 2O CM DE PARED Y TENIA QUE ENCONTRAR INTERNET DE MUI CAS AAL TRABAJO VIVO AQUI MISMO LA PARED NO ME DEJABA QUE PUSIERON MEDIO DEL LOCAL INTERNET DE 30 MEGAS EL ANTERIOR ERA DE 10	Lentitud / ineficiencia en solución de problemas	FUENTE DE SODA SERVICIO GASTRONOMICO	LO ESPEJO	REPRESENTANTE LEGAL
KPP8WeegwFnl	PEQUEÑA	Mas	SANTIAGO	Hombre	1	PORQUE EL PORCENTAJE SUBIO Y CUANDO PEDIMOS CORTAR LOS MINUTOS SE SEGUIAN PASANDO	Precios altos / es caro / alzas de precio,Lentitud / ineficiencia en solución de problemas	TRANSPORTE DE PASAJEROS	PEÑAFLOR	GERENTE GENERAL
183Id1ETa5eu	PEQUEÑA	Mas	REGIONES	Hombre	5	A VECES TIENE ALGUNOS PROBLEMAS DE  FACTURACION SOBRE TODO COBROS INDEBIDOS	Poca transparencia en cuentas / cobros indebidos / problemas de facturación	PUBLICIDAD	PTO MONTT	DIRECTOR EJECUTIVO
d010g9yJKEZ3	MICRO	MasPrem	REGIONES	Hombre	7	POR LA COBERTURA SIEMPRE TIENE COBERTURA SOBRE TODO EN MI TRABAJO QUE YO ANDO SIEMPRE EN TERRENO CUANDO TIENES CUALQUIER PROBLEMA TE LO SOLUCIONAN O SI TIENE ALGUNA DUDA TE LO SOLUCIONAN RAPIDAMENTE	Buena cobertura,Responden / resuelven requerimientos	TRANSPORTE DE CARGA	CONCEPCION	DUEÑO
kdK7J4XiqhPM	MICRO	Mas	SANTIAGO	Mujer	6	PORQUE EL SERVICIO FUNCIONA BIEN EN GENERAL MUY BUENA PERO LO QUE ENCUENTRO ES QUE E SMUY CARA EN RELACION CON OTRAS COMPAÑIAS	Buen servicio / conforme / satisfecho con el servicio,Precios altos / es caro / alzas de precio	INVESTIGACION Y DESARROLLO  AGRICULTURA	LAS CONDES	COORDINADORA DE IMASDE IVESTIGACION Y DESARROLLO
huaot8lmBpwe	GGEE	Mas	SANTIAGO	Mujer	3	PORQUE HE ESTADO HACIENDO SOLICITUDES DE PRODUCTOS DE NUEVOS TELÉFONOS MÓVILES  Y LÍNEAS  Y ADEMÁS HICIMOS PORTABILIDAD DE BANDA ANCHA MÓVIL ESO FUE EN FEBRERO Y TODAVÍA NO HEMOS RECIBIDO LA TARJETA  SIM	No responde / no resuelven requerimientos,Lentitud / ineficiencia en solución de problemas	TRANSMISIÓN DE ENERGÍA ELÉCTRICA	LAS CONDES	ADMINISTRADORA
JFKvQ9HnuTJG	MICRO	Mas	SANTIAGO	Mujer	3	PROBLEMAS CON LAS LLAMADAS NO SE ESCUCHAN, FALTA DE CONEXION	Poca continuidad del servicio  / se corta el servicio,Mala conectividad	MOVIMIENTOS DE TIERRA Y CONSTRUCCION	PEÑA FLOR	REPRESENTANTE LEGAL
UrOKltK83dh1	MICRO	Mas	SANTIAGO	Hombre	7	PORQUE NO TENEMOS PROBLEMA LA VELOCIDAD ES BUENA ES ESTABLE	Funciona bien /sin problemas,Buen funcionamiento de Internet / velocidad / estabilidad,Continuidad del servicio	SERVICIOS PRODUCCIONES DE EVENTOS	PADRE HURTADO	DUEÑO
80UnxdwXPu6e	PEQUEÑA	Mas	REGIONES	Hombre	6	NO ME HAN TRATADO COMO CLIENTE SI NO COMO UNA PERSONA NORMAL YO LLEVO CON ELLO 8 AÑOS DEBERÍA TENER UNA ATENCIÓN ESPECIAL Y QUE ME DEN UNO BUENOS PRECIOS QUE NO ME LO HAN DADO HASTA EL MOMENTO.	Pocos beneficios para clientes antiguos,Precios altos / es caro / alzas de precio	INGENIERIA	MACHALI	DIEÑO
XAXJhJRd5DFa	MICRO	Mas	REGIONES	Hombre	7	PORQUE CUMPLE CON TODO LO QUE NECESITO SI TENGO QUE HACER CAMBIO DE EQUIPO ES MUY ACCESIBLE MUY CLARO EN LAS CUENTAS NO HAY COBROS SORPRESAS Y CLARO EN LAS CUENTAS CUANDO HAY QUE CANCELAR LA SEÑAL ES BUENA	Buen servicio / conforme / satisfecho con el servicio,Transparencia / claridad en las cuentas / facturas / exactitud en cobros,Buena señal / no hay caídas de la señal / señal nítida	OBRAS DE CONSTRUCCION	ARICA	JEFE DE PROYECTOS
