encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	Rubro	Ciudad_comuna
srOXAWl1mSFM	Pequeña	MasPrem	Regiones	Hombre	7	TENGO BUENA SEÑAL BUEN INTERNET, BUEN SERVICIO EN GENERAL NO CUANDO VOY A ENTEL ME ATIENDEN BIEN RÁPIDO LA OFICINA AL CLIENTE	VENTA DE GAS	ANTOFAGASTAN
f4muOzDxhHkk	Mediana	AP	Santiago	Hombre	7	EL TIMWPO QUE LLEVAMOSS NINGUN NISIQUIERA CAMBIO DE EQUIPO SUPER RAPIDO UNA VEZ	SERVICIOS INFORMATICOS	COMUNA SANTIAGO
tj88NsVLfxrT	Pequeña	Mas	Santiago	Hombre	7	IMPECABLE FUNCIOONA BVIEN NINCA PAGO LA CUENTA Y LISTOI	MAQUINARIA PESADA	CURICO
tUcQFHUVhHBv	Pequeña	MP	Regiones	Hombre	6	HAY VARIACIONES EN LASEÑAL A EMPEORADO LA SEÑAL ULTIMAMENTE DEREPENTE SE CAE LA SEÑAL SE PIERDE LA SEÑAL DE INTERNET	OTROS SERVICIOS DE INGENIERIA	EN SAN FERNANDO Y OSORNO
ZDYptErXHmYb	Pequeña	MasPrem	Santiago	Mujer	7	ES LA UNICA COMPAÑIA QUE NO HE TENIDO PROBLEMAS DE COBROS Y LAS EÑAL ES BUENA EN TODO LUGAR	AGRICOLA	SAN BERNARDO
Lkyrfex2hMw0	Pequeña	MP	Regiones	Hombre	5	NO CAMBIAN LOS EQUIPOS HAY QUE GASTAR MUCHA PLATA EN EQUIPOS LOS EQUIPOS QUE ENTERGAN SON BARATOS Y M ALOS	METALMECANICO	CON CON
ZpzfWzMe4XIE	Pequeña	MasPrem	Santiago	NA	5	FUNCIONA BIEN PERO NO OFRECEN UN VALOR MAS ALLA DE PLAN	NA	NA
rDwmRMSwM5n8	Micro	Mas	Regiones	Hombre	7	LOS REQUERIMIENTOS QUE HEMOS HECHO SE RESULTO  A LA BREVEDAD	AUDIOVISUAL	CONCEPCION
HXDZS1Wh6czc	Mediana	MasPrem	Santiago	Hombre	7	POR LA CONTINUIDAD DEL SERVICIO NO SE CAE FUNCIONA DE MANERA ESTABLE LA CALIDAD DE LA SEÑAL Y TIENE HARTA COBERTURA LA FORMA DEL TEMA ADMINISTRATIVO PLATAFORMAS Y TECNOLOGIA	ALIMENTOS	RENCA
Bb0Gr9qJLA3b	Pequeña	MasPrem	Regiones	Mujer	7	POR QUE SIEMPRE QUE HEMOS NECESITADO TENEMOS LA PAGINA DE  EMPRESA Y CON CLAVE  PARA SABER DEL EJECUTIVO POR TELEFONO Y VIA EMAIL	ESTUDIO JURIDICO	QUILLOTA
JCfmA7D8T5HN	GGEE	MV	Regiones	NA	5	PORQUE EL SERVICIO ES LENTO	NA	NA
b6WZleHbECHr	Pequeña	MasPrem	Regiones	Hombre	7	POR LOS SERVICIOS, NO TENGO PROBLEMAS CON ENTEL DE NINGUN TIPO. HE TENIDO TODAS LAS COMPAÑIAS Y ENTEL HA SIDO LA MEJOR,EN PROCESO DE COBRO Y CLARO, Y FIJA ENTREGA	TELECOMUNICACIONES	TALCA
uLKYEK2kyq2j	Pequeña	MV	ns/nr	Hombre	6	TENGA LA ANTENCION ES BUENA PODRIA SER MEJOR LO QUE EN ATENCION POR EJEMPLO EN EL SERVICIO DEL EJECUTIVO POST VENTA DEBERIA OTROS MEDIOS O LA APLICACION DE LA ADQUISISION DE NUEVOS MOVILES Y PLANES	PUBLICIDAD	NUÑOA
p8rTQRuK8WO1	Micro	Mas	Santiago	Hombre	6	PORQUE ME HA SERVIDO BIEN, HE ENCONTRADO COBERTURA DENTRO Y FUERA DEL PAIS	SERVICIO DE MANTENCION	SANTIAGO, PUENTE ALTO
bcTFVRxUyHQ4	Mediana	MasPrem	Santiago	Hombre	5	PORQUE LES FALTA INFORMACION EN ALGUNOS DETALLE DE TRAFICO O REALIZAR CAMBIOS DETALLES EN LA FACTURA	SERVICIOS DE REFRIGERACION	QUINTA NORMAL
YF1l0tHixA8K	Pequeña	Mas	Santiago	Mujer	7	NO HE TENIDO NINGUN PROBLEMAS CONECTIVIAD ABASOLUTAMENTE NADA POR EL MOMENTO	CONSTRUCCION	CERRILLOS
nJTX88GzgyEy	GGEE	AP	Santiago	Hombre	4	PORQUE LA ATENCIÓN ES MALA ,PORQUE TIENE POCA COBERTURA	CONSTRUCCIÓN	SANTIAGO QUINTA NORMAL
TM4XqOShojYB	Micro	Mas	Santiago	NA	5	SI LO QUE PASA QUE EL SERVICIO ES REGULAR PORQUE EL PLAN QUE PIDIO UN PLAN PARA TODO EL MES Y RESULTA QUE NO ME ALCANZA A DURAR 20 DIAS TENGO QUE OCUPAR DATOS MOVILES DE CLARO PARA COMPLETAR LOS DIAS QWUE NO LE ALCANZAN CON ENTEL	NA	NA
s1Ml1tvAwqas	GGEE	AV	Santiago	Hombre	6	PORQUE SIEMPRE PUEDEN MEJOR EN CALIDAD SERVICIO Y PRECIOS	SEGURIDAD CONTRA INCENDIOS	NUÑOA
cUIPzffINQ6K	GGEE	AP	Regiones	Hombre	7	PORQUE SIEMPRE HABLA CON SU EJECUTIVA COMERCIAL, Y SU EJECUTIVA MOVIL. NO HA TENIDO NINGUN INCONVENIENTE.	CONSTRUCCION	IQUIQUE
ZrvZh7KeqvAy	Pequeña	MP	Santiago	Hombre	5	PORQUE HE TENIDO PROBLEMAS CON LA SEÑAL EN LOS VALLES EN PUDAHUEL EN PAPUDO EN LUGARES QUE RECURRO NO NO ES LO QUE ESPERABA ESTUVE EN MOVISTAR Y ME CAMBIE	ARQUITECTURA Y DISEÑO DE CONSTRUCCION	QUINTA NORMAL
55fY8g8s9RTa	Mediana	MP	Santiago	Mujer	7	PORQUE HA SIDO LA UNICA COMPAÑIA QUE HA TENIDO BUEN SERVICIOS EN COBERTURA	CONSTRUCCION	RECOLETA
JfdXOkr3glqr	Micro	Mas	Santiago	Hombre	7	POR EL SERVICIO LA CALIDAD,EL PRECIO ATENCION EN LOS LOCALES	SERVICIOS PROFESIONALES	SANTIAGO
Dhvnya5zLR3Y	Micro	Mas	Santiago	Hombre	7	NO TENGO PROBLEMA, FUNCIONA BIEN EN TODAS PARTES, NO HE TENIDO MAYORES INCONVENIENTES, EL MOMENTO QUE LO TENGA ME CAMBIO	IMPORTACION DE EQUIPOS PARA VUELOS	SANTIAGO, VITACURA
JMjY0fi6S1ZO	GGEE	AP	ns/nr	Mujer	6	PORQUE LA SEÑAL NO ES A VECES BUENA EN MI LUGAR DE TRABAJO POR ESO SE CAMBIO A WOM NO HAY SERVICION ES INTERMINTE MALA SEÑAL	INGENIERIA EN CONSTRUCCION	PUNTA ARENAS
1grbHTgfa4Qj	GGEE	AP	ns/nr	Hombre	6	PORQUE TIENEN BUEN SERVICIO Y TIENE BUENA CONEXION EN TODOS LADOS QUE CUANDO LLAMO ME SOLUCIONAN LOS PROBLEMAS TIENE BUENOS SUCURSALES PARA ATENDER	PRESTAMOS SERVICIOS DE CALL CENTER Y REDES SOCIALES	SANTIAGO CENTRO
iz8p4P9tvxXU	Pequeña	MP	ns/nr	Hombre	6	PORQUE ES POSIBLE MEJORAR HAY PUNTOS DE DONDE ESTOY UBICANDO NO HAY BUENA SEÑAL HAY INTERMITENCIA YO ESTOY HABLANDO POR TELEFONO CON OTRO LA COMUNICACION SE INTERRUMPE  Y SE CORTA EN LA QUINTA REGION EN SAPALLAR	ESTACION DE SERVICIO	SAPALLR
7bmi3rylXXHG	Micro	Mas	Regiones	Mujer	6	LOS SERVICIOS DE ATENCIÓN Y PRECIOS ES BUENO PERO LA SE HA PERDIDO LA SEÑAL ES INTERMITENTE POR EJEMPLO EN CURICO SE PIERDE LA SEÑAL DE INTERNET Y ES LENTO	ARRIENDO DE EQUIPOS	CURICO
GTQgBO6dzZHH	Micro	MasPrem	Santiago	Mujer	6	PORQUE SIEMPRE PUEDE SER MEJOR EN LA SEÑAL QUE A VECES SE CAE	EVENTOS Y ARRIENDOS	LA FLORIDA
YEM3eOZRPjEc	Pequeña	MasPrem	ns/nr	Hombre	7	PORQUE NO TENGO PROBLEMAS ES REGULAR TENGO SEÑAL DONDE DEBO TENER NO TIENE PERDIDA DE SEÑAL TENGO SEÑAL	GRAFICA DISEÑO GRAFICO	SANTIAGO CENTRO
tJ2JLamTdI5S	Mediana	MasPrem	Santiago	NA	6	NO LE PONGO SIETE POR EL PRECIO	NA	NA
pdjXUeJS35hP	Pequeña	MasPrem	Santiago	NA	7	NUNCA HE TENIDO PROBLEMA CON ELLOS DE NINGUN TIPO	NA	NA
P1fYk2s0iR3Q	Pequeña	MV	ns/nr	Hombre	3	PORQUE EL SERVICIO LA CONEXION DE LAS LLAMADAS SE PIERDEN  SE CAEN LAS LLAMADAS NO CONECTA BIEN PROBLEMAS DE CONECTIVIDAD	SERVICIOS AGRICOLAS	CURICO
J644TWnsHEij	Micro	Mas	Regiones	Hombre	7	PORQUE LA VERDAD QUE TENGO MUY  BUENA RECEPCION Y NO TENGO PROBLEMA CON LA TELEFONIA Y ES LO UNICO QUE TWENGO CONTRATADO CON LA EMPRESA UNICO PRODUCTO Y FUNCIONA MUY BIEN	ASESORIAS	VIÑA DEL AMOR
2WZ5EaWkvPNV	Mediana	MasPrem	Santiago	Hombre	6	PORQUE A VECES NO ME SOLUCIONAN LOS PROBLEMAS NO ESTAN LAS 24 HORAS. DEREPENTE HAY APAGONES DE LUZ QUEDA COMO DESCONFIGURADO EL SISTEMA EN LA PARTE DE LA OFICINA	TEXTIL	RECOLETA
xD1Zke1yT2gH	Mediana	AP	Regiones	Hombre	6	ES BUENA COMPAÑIA BUENA COBERTURA MEJOR QUYE KLAS OTRAS COMAPAÑIA	CONSTRUCCION	CONCEPCION
I581lpZ5IJEd	Pequeña	MP	Regiones	Hombre	5	POR EL COSTO POR QUE EN COMPARACION INDIVIDUAL NUESTRO PLAN EMPRESAS ES MAS CARO QUE EL INDIVIDUAL Y LOS BENEFICIOS DE UNA PERSONA QUE TIENE UN PLAN INDIVIDUAL SON MAYORES DE LOS QUE TENEMOS UN PLAN EMPRESAS Y MUY POCAS POSIBILIDADES DE RENOVAR EQUIPOS Y DE REPENTE EL SISTEMA SE CAE Y NO TENEMOS NINGUN TIPO DE COMPENSACION NI INFORMACION AL RESPECTO	SERVICIOS ASESORIA	TALCA
hbiv4RtihPMb	Pequeña	MasPrem	Regiones	Mujer	7	PORQUE LOS SERVICIOS SON BUENOS LOS PLANES Y EL INTERNET  Y LA SEÑAL COMO EMPRESA SON ACOMODA EN GENERAL EL SERVICIO ES BUENO  Y TENGO EJECUTIVA PARA EMPRESA ES RAPIDO Y OPORTUNO	VENTA DE LEÑA Y CARBON SERVICIO AGRICOLAS	CURICO
yHXwhicKuAVU	Pequeña	MasPrem	Regiones	Hombre	5	AHORA TIENE MUCHO PROBLEMA SALGO FUERA DE LA CIUDAD Y SE CORTA LA LLAMADA VA HABLANDO Y SE QUEDA SIN SEÑAL DE LLAMADAS REPENTE EN ANTOFAGASTA DEL AERPUERTO UNOS 5 O 6 KM ANTES NO HAY INTERNET ANTES HABIA AHORA NO LE PASA ULTIMAMENTE	COMERCIALIZACION DE DESECHOS	ANTOFAGASTA
tDXnSdyVWGsJ	Pequeña	Mas	ns/nr	Mujer	6	HE TENIDO PROBLEMAS DE SEÑAL ULTIMAMENTE EN LA CIUDAD DE CURICO TIENE BAJA DE SEÑAL ERROR EN LAS LLAMADAS	COMERCIO	ROMERAL
mBEN4htjvURx	Mediana	MasPrem	Santiago	Hombre	7	PORQUE SIEMPRE HE EVALUADO QUE ES UN ANA DED LAS MEJORES COMPAÑIAS	CONSTRUCCION	VITACURA
pDd0UzffigFH	GGEE	AV	Santiago	Hombre	7	BUEN SERVICIO BUENOS PRECIOS Y ATENCION BUENA	CNTRUCCION	LAS CONDES
SjARmXkGKpeA	Pequeña	MasPrem	Regiones	NA	3	HA ESTADO MALO EL INTERNET Y LLAMADAS DE ENTEL	NA	NA
qgKMHOAg53qS	GGEE	MP	Santiago	Mujer	4	POR EL INTERNET, ES CARO EL PLAN Y LOS GIGAS SON POCOS	INDUSTRIAL QUIMICO	PEDRO AGUIRRES CERDA
kB9fzRf8t5Uj	GGEE	AV	Santiago	Hombre	6	PORQUE HASTA AHORA HAN PASADO POR VARIAS COMPAÑIAS, Y ES LA MEJOR EN CUANTO A SEÑAL Y ATENCION POST VENTA.	SERVICIOS DE TERCERIZACION	QUINTA NORMAL
4NueErTHu3No	Micro	MasPrem	Regiones	Hombre	6	PORQUE ME DA BUEN SERVICIO, NUNCA SE CAE EL SERVICIO EL SERVICO EN BANDFA ANCHA	CONSULTORIA	CASA BLANCA
1QbAJoWoL6FT	Micro	MasPrem	Santiago	Hombre	5	POR LA MALA CALIDAD DE LA COMUNICACION EN PROVINCIAS	ASESORIA FINANCIERA Y FORESTALES	PROVIDENCIA
OVHT2hpw4iNY	Pequeña	Mas	Santiago	NA	6	PORQUE DA UN BUEN SERVICIO FALTA UN POCO DE COBERTURA EN CIERTAS ZONAS DEL PAIS EN MAITENCILLO PUCHUNCNAVI	NA	NA
LoCLzB9EnmDz	Mediana	MasPrem	Regiones	NA	6	PORQUE A VECES TIENE PROBLEMAS DE CONECCION	NA	NA
DCbgSTaOmR4q	Micro	Mas	Santiago	Hombre	6	PORQUE DEBERIAN A VER MEJORES MEJORES OFERTAS A LOS CLIENTES EMPRESAS, NO, NO NO HE TENIDO FALLAS	IMPORTADORA	SANTIAGO
FyTpk244tMZe	Mediana	Mas	Santiago	Hombre	6	PORQUE NO HAY SERVICIO PERFECTO	HERRAMIENTAS	SANTIAGO
dHH0ArEKP4Ko	Mediana	MV	Santiago	NA	7	POR QUE NO HA TENIDO FALLOS EN EL SERVICIO, CUANDO LO HA NECESITADO LO HAN ATENDIDO DE FORMA RAPIDA.	NA	NA
EOVofpuzbstn	GGEE	MP	Santiago	Hombre	6	PORQUE HA PRESTADO BUEN SERVICIO BUENA COBRETURA Y BUEN PRECIO AUNQUE PODRIA MEJORARLO	COMERCIALIZACION DE PERNOS Y ANCLAJES	CONCHALI
zNtOA4FiLK6x	Mediana	Mas	Regiones	Mujer	6	ULTIMAMNTE HEMOS TENIDO PROBLEMAS CON COBERTURA EL WHATSAPP NO FUNCIONA HA ESTADO BIEN RARO	AGRICOLA	RENGO
DwFRe2odpe3O	GGEE	MasPrem	Santiago	Hombre	5	PORQUE EL SERVICIO ES INESTABLE	IMPORTACIONES	LA REINA
PVfqtHVKA5VW	Pequeña	Mas	Regiones	Mujer	5	PORQUE NO ES TAN EXPEDITO EN CUANTO A LA COBERTURA QUE TIENEN AL ENTREGAR SU SERVICIO Y SU COBERTURA NO ES MUY BUENA EN CUANTO AL SECTOR DE HUELQUEN	MENCIÓN AGRÍCOLA	HUELQUEN HACIA EL INTERIOR
egAQECaRDf8P	Mediana	AP	ns/nr	Hombre	6	PORQUE NO ES 100 % QUE NO SATISFACE EL SERVICIO	ASESORIA	QUILLOTA
KGTUocH89RgZ	Micro	Mas	Santiago	Hombre	6	PORQUE EN GENERAL HE TENIDO TODO LO QUE HE NECESITADO EN CUANTO A COBERTURA	SERVICIO PUBLICITARIO FOTOGRAFÍA	LAS CONDES
4gDUWdyNA85n	Micro	Mas	Santiago	Hombre	6	A TENIDO PROBLEMILLAS PERO LO A PODIDO SOLUCIONAR  IGUALMENTE POR UN PLAN POR EL CARGO FIJO PERO SE LO REGULARIZARON	COMPRA y vta DE FRUTOS DEL PAIS	SANTIAGO- PAC
sSfKvyRJVqV8	Micro	MasPrem	ns/nr	NA	6	PORQUE ES BUENO ENTREGA TODOS LOS SERVICIOS PROMETIDOS	NA	NA
Gi09pJaUX3C1	Pequeña	MasPrem	Santiago	Hombre	6	SIEMPRE SE PUEDE MEJORAR SON BUENOS NADA QUE DE3CIR	INDUSTRIAL	SASNTIAGO CENTRO
FHnAgg4aV3ih	Pequeña	MasPrem	Regiones	NA	6	BUENA CONECTIVIDAD EN TODAS PARTES	NA	NA
wLBImGAWBg1z	Micro	Mas	ns/nr	Hombre	5	A VECES TENGO PROBLEMAS DE CONECTIVIDAD EN AREAS RUARALES NO SE ESCUCHA BIEN CUANDO TE LLAMAN LE BAJA LA SEÑAL DE INTERNET ENTRE NASCIMIENTO Y SANTA JUANA	PUBLICIDAD DE COMUNICACIONES NEGOCIOS	CONCEPCION
Ya1JvM3AHUtl	Micro	Mas	Regiones	Mujer	6	PORQUE ES DIFICIL HACER LOS TRAMITES EN LA OFICINA PORQUE PIDEN QUE TODO SE HAGA PERSONAL, PERO IMPECABLE	SERVICIOS MEDICOS	LOS ANGELES
thoSn4IIsZYJ	Micro	MasPrem	ns/nr	Hombre	7	PORQUE NUNCA HE TENIDO PROBLEMAS CON ENTEL TIENE BUENA COBERTURA	ADMINISTRACIONES	VITACURA
Xm6Cc6oqIAOy	GGEE	AP	Santiago	NA	6	PORQUE LOS EJECUTIVOS SE MEDORAN MUCHO EN ATENDER Y LO QUE UNO LES PIDE POR ESO NO LES PONGO SIETE	NA	NA
T7I0uGYL130f	Micro	MasPrem	Santiago	Hombre	6	PORQUE HA NADIE SE PUEDE VALORAR CON UN 7 SE DEBE MEJORAR SERVICIO EN TELEFONIA ATODO MANTENER INFORMADO AL CLIENTE EN MEJORAR LOS PLANES MEJORAR SERIVICIO LA RESPUESTA AL CLIENTE TODO ESO.	TRANSPORTE DE PASAJEROS	MAIPU STGO
SYS7IijKJIrB	Mediana	AP	ns/nr	NA	6	PORQUE DAN BUEN SERVICIO PERO ME GUSTARIA QUE FUERA MAS BARATO SIEMPRE ME FUNCIONA EL TELEFONO ME ATIENDEN BIEN QUE CUANDO LLAMAO A SOPORTE ME RESUELVEN EL PROBLEMA	NA	NA
CBldSRe0qVzq	Mediana	MP	Regiones	Mujer	6	PORQUE IGUAL LOS VALORES SE HAN MANTENIDO Y DEBERIAN BAJAR UN POCO MAS DE ACUERDO A LAS PROMOCIONES QUE UNO RECIBE DE WOM OTRAS EMPRESAS MEJORAR LOS SERVICIOS Y PREOCUPARSE DE MEJORAR LOS GIGAS Y CAMBIAR LOS TELEFONOS MEJORAR LAS CONDICIONES LOS PLANES	CAPACITACION	RANCAGUA
2eG0fHW9GheT	GGEE	AP	Regiones	Hombre	7	PORQUE JAMAS A TENIDO NINGUN PROBLEMA ,EL SERVICIO LAS VECES QUE HA NECESITADO SOPORTE HAN SIDO SUPER RAPIDO	CONSTRUCCION	7REGION
R3eT4j44eWqJ	GGEE	MP	Regiones	Mujer	6	PORQUE SIEMPRE CUESTA SACAR LA FACTURA DE LA PAGINA DE INTERNET INTENTO ENTRAR A LA PAGINA Y NO SE PUEDE VER LA FACTURA ELECTRONICA, EL DETALLE	ESTACION DE SERVICIOS	TALCAHUANO
ag0RTicMRutz	Micro	MasPrem	Santiago	NA	6	PORQUE IGUAL SIEMPRE HAY FALLAS, DE REPENTE LA SEÑAL SE PIERDE, UN POCO LA SEÑAL	NA	NA
r9kEK6FKjc0S	Mediana	MV	Santiago	Hombre	6	PORQUE CONSIDERO QUE ES BUENO SOLO HAY QUE MEJORAR ALGUNAS COSAS, EL PRECIO	REPUESTOS AUTOMÓVILES	SANTIAGO CENTRO
irGmT4W4iw6w	Mediana	MP	Santiago	Hombre	6	EL SERVICIO HA SIDO BASTANTE BUENO Y TAMBIEN REGULAR CONSTANTE	PLASTICOS	SANTIAGO
H2as7LKZqZI1	Mediana	MV	Santiago	Hombre	5	PORQUE DE REPENTE SE CAE MUCHO LA SENAL	FERRETERIA	MELIPILLA
8932t9QcRM9h	Mediana	AP	Regiones	Mujer	5	PORQUE NORMALMENTE  CUESTA CONTACTAR AL EJECUTIVO CUANDO HAY ALGÚN INCONVENIENTE CON ALGÚN EQUIPO	TRANSPORTE	CASA BLANCA
eGoOpQfkyme4	GGEE	AV	Regiones	Hombre	6	POST VENTA ES LENTO Y NO CONEXION ENTRE LA PARTE COMERCIAL Y ELLOS	TRANSPORTE Y DISTRIBUCION	PANGUIPULLI
gfK45IoG3WMJ	Pequeña	MasPrem	Santiago	Hombre	7	CUANDO UNO LLAMA AL CALL CENTER ME ATIEN DEN RAPIDO APP AMIGABLE AGENDO POR CALL CENTER Y ME ESTAN ESPERANDO EN LA OFICINA RAPIDO EXPEDITO	PUBLICIDAD	SAN JOAQUIN
sgVAUcv8c9rT	Mediana	MV	Regiones	Hombre	7	PORQUE TIENEN UN BUEN SERVICIO QUE POR EJEMPLO CUANDO HEMOS NECESITADO MOVILES DE BANDA ANCHA O ALGUNA LINEA TELEFONICA LO HACEN DE FORMA INMEDIATA NO ASI CON MOVISTAR	PINTADOS Y ARENADOS INDUSTRIALES	CON CON
9i4ouCth6y9A	GGEE	AV	Santiago	Mujer	7	SIEMPRE HAN DADO BUEN SERVICIO TENGO  EJECUTIVA QUE NOS RESPONDE MUY BIEN EN GENERAL	INMOBILIARIA	PROVIDENCIA
3ECs1mUGiknS	Micro	MasPrem	Regiones	Hombre	5	PORQUE TODAVIA LE FALTA MEJORA ,COBERTURA PLANES SERVICIO A CLIENTE SON LOS MEJORES DEL MERCADO PERO NO ES PARA UN 7	ABOGADOS	8 REGION CONCEPCION
AfkreKalDkFr	Pequeña	MasPrem	Santiago	Hombre	4	ES DIFICIL ADQUIRIR NUEVOS TELEFONOS, TIENEN QUE IR A LA OFICINAS, SE DEMORAN MUCHO PARA HACER CUALQUIER TRAMITE	VENTAS DE EQUIPOS DE OFICINAS	SANTIAGO
9QTx3RHYjUWt	GGEE	AP	Santiago	Hombre	2	PORQUE LOS TEMAS COMERCIALES TUVIMOS PROBLEMAS DE FACTURA EN EL NEGOCIO QUE TENIAMOS ELLOS TENIAN QUE FACTURAR POR 3200 LINEAS ILIMITADAS QUE AL ACABARSE SEGUIAMOS NAVEGANDO Y COBRABAN COMO SI FUERA UNA NAVEGACION EXTRA Y ERA UN NAVEGACION ILIMITADA DE 8 GIGAS Y AL PASARLO NAVEGABAMOS A MENOR VELOCIDAD	TRANSPORTE	PUDAHUEL
oO1y8XzAZCOV	Micro	Mas	Santiago	Mujer	6	PORQUE NO ME DAN TELÉFONOS, NO ME ENTERO TODO LO DEMÁS CON ENTEL ESTA BIEN	SERVICIOS MÉDICOS	LAS CONDES
cm4Uk83IJsiA	Micro	Mas	Santiago	NA	5	PORQUE NO ES BUENO NI TAMPOCO ES MALO PORQUE PODEMOS COMUNCARNOS CON POCO PROBLEMA ES REGULAR ES ACCESIBLE DE MEJORAR HAY UNA SEÑAL MUY DEBIL Y DE REPENTE SE CORTA LA SEÑAL LA CALIDAD DE LA SEÑAL ES DEFECTUOSA EN LOMPUE QUEDA EN LA COMUNA DE MOLINA CADA MEDIA HORA PERO NO HAY OTRA MEJOR ESTA ACA CLARO Y MIOVISTAR PERO MEJOR ES ENTEL	NA	NA
ae30rhz7gLdf	Mediana	AV	Santiago	Hombre	6	TUVE QUE TRASLADAR LAS LINEAS POR LOS ALTOS COSTOS QUE GENERA EN REONOVACION DE EQUIPOS O PLANES	PRODUCCION DE EVENTOS	RECOLETA
EyM5qlk2zDaK	GGEE	AV	Santiago	Hombre	7	NO HE TENIDO NINGUIN LROBLEMA CON ELLOS	CORREDORES DE SEGUROS	LAS CONDES
nFjMnigrF5bH	GGEE	AP	Santiago	Hombre	6	PORQUE ES LO QUE CREO QUE TIENE LA EVALUACIÓN LA COMPAÑÍA	ASIGNACION DE ESTACIONES DE SERVICIO Y AUTOMOTRIZ	SAN BERNARDO
tl0lKzZPY9Ri	Mediana	MasPrem	Santiago	Mujer	5	NO TENGO MUY BUENAA SEÑLA ACA	AGRICOLA	TALAGANTE
C53jrhvWpP3N	Mediana	AV	Santiago	Mujer	7	EFICIENCIA EN LA ATENCION EN LA ENTREGA DE LOS PRODUCTOS EN LA ATENCION POST VENTA RAPIDEZ EN EL ENVIO DE DOCUMENTOS Y CLARIDAD EN TODAS LAS PROPUESTAS QUE ELLOS HACEN	FABRICACION Y DISTRIBUIDORA DE ARTICULOS DE OFICINA	RECOLETA
tO8EfPpNKDwd	Pequeña	Mas	Regiones	NA	7	PORQUE TENGO COBERTURA DONDE YO NECESITO LO OTRO ES QUE EL INTERNET ES BUENO NO E TENIDO PROBLEMAS CON LOS EQUIPOS LO HAN A TENDFIDO SUPER BIEN Y SON RAPIDOS EN LA SOLUCION DE MIS PROBLEMAS	NA	NA
bTyvOSXRIChS	GGEE	AP	Santiago	NA	5	PORQUE ES MUY ENGORROSO EL TRAMITE PARA HACER CONTRATACIONES DE LINEAS Y ADMINISTRAR LA CUENTA EN GRAL.	NA	NA
DRxbsONH7ZhL	Mediana	AP	Regiones	Hombre	6	LENTITUD EN LA RESPUESTA DE LOS EJECUTIVOS	INGENIERIA Y CONSTRUCCION	CHILLAN
LorGwAFrZ4XW	Mediana	AP	Regiones	Mujer	7	POR QUE SE HICIERON MODIFICACIONE SNE LOS PLANES Y MI EJECUTIVA BEGOÑA FUE MUY EXPLICATIVA PARA MIS DUDAS	ENVASADORA Y DISTRIBUIDORA DE ALIMENTOS	REGION DE AYSEN COYHAIQUE
1w9FX9UuHat0	Pequeña	MasPrem	Santiago	NA	7	NUNCA HEMOS TENIDO PROBLEMAS Y CIANDO HEMOS TENIDO ALGUNO LO HAN SOLUCIONADO SUPER RAPIDO LO QUE UNO ESPERA CALIDAD  SERVICIO PARA ESO PAGA	NA	NA
KoadcQ90BHdL	Micro	MasPrem	Regiones	Hombre	7	CUMPLE CON SUS ESPECTATIVAS QUE LE INTERESAN TIEN 20 LINEAS CON INTERNET Y OTRAS NO LAS AJUSTA COMO YO QUIERA AJUSTO LOS MINUTOS Y HAGO LO QUE QUIERA CON EL SISTEMA	SERVICIOS DE CAPACITACION	8 REGION
W0qe3GIGRnIX	Pequeña	MasPrem	Santiago	NA	5	LOS PRECIOS HAN BAJADO PERO NO TANTO	NA	NA
ZdvOKM4g2W5g	Pequeña	MasPrem	Santiago	Hombre	5	LA VERDAD QUE TIENE UNA BUENA PAG WEB 103 107 CONSULTA EMPRESA BUENA ASESORIAS  EN CONTRATACION DE VIAJES ROAMING FALTAN HACER OFERTAS ATRACTIVAS PARA MEJORAR LOS PLANES ESTOY AMARRADO A 18 MESES POR LOS EQUIPOS	ASESORIAS E INVERSIONES	LAS CONDES
avhCuDnnJxCF	Pequeña	MasPrem	ns/nr	NA	6	ESTA BIEN ESTARIA MEJOR ESTA TODO BIEN DEBERIA SER MAS BARATO FUERA MAS BARATO	NA	NA
N0tq8AdXb5gK	Micro	MasPrem	Santiago	NA	6	BASICAMENTE PORQUE LA ATENCION DECAYO CERRARON CENTROS DE ATENCION EMPRESA AHORA HAY QUE HACER FILA DE ATENCION GENERAL  SOLUCIONABAN PROBLEMAS COMO EMPRESAS EN CELULARES O VARIAS LINEAS AHORA HAY QUE ESPERAR PARA QUE LO ATIENDAN	NA	NA
rLxxNZbVAJPG	GGEE	AP	Regiones	Hombre	5	PORQUE TENEMOS PLAN EMPRESA PERO CUANDO BAJAN LOS COSTOS DE LOS PLANES NO SE ACERCAN A LAS PERSONAS PARA AVISARLE A SUS CLIENTES	AGRICOLA Y TRANSPORTE	CALETA DE TANGO
KsIVuJ2VsdrO	Pequeña	Mas	Regiones	NA	7	NUNCA HE TENIDO PROBLEMA CON LA CUENTA EMPRESA DE ENTEL CONM LA SEÑAL INTERNET ES EXCELENTE	NA	NA
tN1OHTCAyjhR	Pequeña	MasPrem	Santiago	Mujer	7	PORQUE ME DAN TODO LO QUE ME OFRECIERON	COMERCIO	PROVIDENCIA
