encriptado	SEG_CORFO_FINAL	CL_SEG_GOL_original	Regionx	sex_enc	ISO_FINAL_A	F1	P1	P2[{_1}].Rp	P2[{_2}].Rp	P2[{_3}].Rp	P2[{_1}].Rp._98	P2[{_2}].Rp._98	P2[{_3}].Rp._98	P3	P4	P4_COD	P5[{_a}].Rp	P5[{_b}].Rp	P5[{_c}].Rp	P5[{_d}].Rp	P5[{_e}].Rp	P6_aux	P6	P7[{_1}].Rp	P7[{_2}].Rp	P7[{_3}].Rp	P8	P9	P10[{_1}].Rp	P10[{_2}].Rp	P10[{_3}].Rp	P10[{_4}].Rp	P10[{_5}].Rp	P10[{_6}].Rp	P10[{_7}].Rp	P10[{_8}].Rp	P11[{_1}].Rp	P11[{_2}].Rp	P11[{_3}].Rp	P11[{_4}].Rp	P11[{_5}].Rp	P11[{_6}].Rp	P11[{_7}].Rp	P11[{_8}].Rp	P12[{_1}].Rp	P12[{_2}].Rp	P12[{_3}].Rp	P12[{_4}].Rp	P12[{_5}].Rp	P12[{_6}].Rp	P12[{_7}].Rp	P12[{_8}].Rp	P13[{_1}].Rp	P13[{_2}].Rp	P13[{_3}].Rp	P13[{_4}].Rp	P14	P15[{_1}].Rp	P15[{_2}].Rp	P15[{_3}].Rp	P15[{_4}].Rp	P16[{_1}].Rp	P16[{_2}].Rp	P16[{_3}].Rp	P16[{_4}].Rp	P17	P18	P19	P19_COD	P20	P21	P22	P23	P24	P25	P27	P28	P29	P30	P32
jXiCIURUbv1L	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	PORQUE A VECES NO FUNCIONA BIEN EL INTERNET, A VECES HAY PROBLEMAS CON LA CONECTIVIDAD, CON ESO. PORQUE SE CORTA, SE DEMORA MUCHO.	Mal servicio internet,Problemas de conectividad/ conexión/ comunicación,Se corta la comunicación,Mal servicio internet/ se cae/ lento/ falla	5	5	4	4	4	INTERNET BANDA ANCHA	5	5	5	5	4	6	No	No	No	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	FALTA DE CONECTIVIDAD, PROBLEMAS NORMALES, SE CAE. FALTA DE CONECTIVIDAD, MUY LENTO. MUY LENTO, ESTÁ LENTO EL INTERNET.	Conectividad/ conexión,Caída del sistema/ servicio,Problemas con internet/ caídas/ internet lento	Sí	Está en trámite	NA	5	Está Igual	5	12	ALIMENTOS	10 AÑOS O 15 AÑOS, NO RECUERDO BIEN.	SANTIAGO	GERENTE
tdtsyKcppBBr	PEQUEÑA	Mas	SANTIAGO	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Telefónica/ Movistar	NA	NA	NA	6	PORQUE FALLA DE REPENTE LA CONEXIÓN PORQUE ESTAMOS EN UNA ZONA AGRÍCOLA. EN CUANTO A WI FI.	Se cae el servicio/ se corta/ intermitente,Mal servicio Wifi	7	7	6	6	6	INTERNET BANDA ANCHA	5	7	7	7	6	7	No	No	No	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	CORTE DEL WI FI, NO LLEGA LA SEÑAL, SE DEBE, SEGÚN LO EXPRESADO, A QUE SE DERRIBÓ UN POSTE U OTRA COSA QUE HA PASADO EN LA CERCANÍA.	Con wifi,Mala señal/ problemas de señal	Sí	Si fue solucionado	7	7	Ha mejorado	10	7	RECAUCHAQUES	UNOS CINCO AÑOS	IQUIQUE	GERENTE GENERAL
jyfzZVnSkZcA	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	ME HA DADO LOS SERVICIOS QUE NECESITABA, EN LO QUE NECESITO EN INTERNET Y TELEFONÍA.	Buenos servicios,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	7	7	7	7	7	INTERNET BANDA ANCHA	7	6	6	6	6	7	Sí	No	No	No	No	No	No	Sí	7	NA	NA	NA	NA	NA	NA	7	A través de la web con clave Mi Entel Empresas	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Está Igual	10	13	METAL MECÁNICA	4 AÑOS	MAPUR	ADMINISTRADOR
sJ73jbQ7nETT	PEQUEÑA	MP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE HAY UNOS DETALLES QUE MEJORAR, HAY UNOS CONTRATOS QUE TENGO CON ENTEL QUE NO ME DEJA RESOLVERLOS.	No solucionan problemas	6	6	6	6	6	INTERNET BANDA ANCHA	6	4	5	NS/NR	6	6	No	No	No	Sí	No	Sí	No	Sí	NA	NA	NA	5	NA	5	NA	5	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través de la web con clave Mi Entel Empresas	NA	A través del Call center, empresa línea 600, línea 800	NA	5	5	NA	Sabe que tiene un ejecutivo pero desconoce su función <b>(NO LEER)</b>	NA	NA	NA	No	NA	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	8	8	PUBLICIDAD	1 AÑO	SANTIAGO CENTRO	REPRESENTANTE LEGAL
uCpKO3eB2XPC	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,Telefónica/ Movistar	NA	Entel	NA	NA	NA	6	TENEMOS ALGUNOS PROBLEMAS, PROBLEMAS DE COORDINACIÓN E INSTALACIÓN, POR UN TRASLADO QUE SE HIZO HACE POCO.	Mala instalación	7	7	7	7	6	INTERNET BANDA ANCHA	6	5	6	5	6	6	Sí	No	Sí	No	Sí	No	Sí	Sí	7	NA	5	NA	6	NA	5	6	Ejecutivo asignado	NA	Ejecutivo asignado	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	3	6	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	6	6	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	6	Está Igual	9	400	INGENIERÍA	8AÑOS	SANTIAGO, LAS CONDE	COORDINADOR DE TI
hW1hA2Fd53o0	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Claro/ Telmex,Entel,GTD/ Manquehue	Claro/ Telmex,Entel	NA	NA	NA	6	PORQUE HACEN BIEN SU TRABAJO ESPECÍFICAMENTE EN LOS QUE ES GENERALMENTE EN TEMA DE SERVICIOS, EN LOS QUE YA MENCIONE.	Buenos servicios	6	6	6	5	5	MPLS	6	6	5	5	6	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	6	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	6	Está Igual	6	150	ASESORÍAS EN INGENIERIA MINERA	MAS DE 4 AÑOS	LAS CONDES	LÍDER DE TI
b5j9xgbUVpgu	GGEE	AP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Otra ¿Cuál?	Otra ¿Cuál?	NA	ORBITA	ES PRIVADA	1	POR PERDIDA DE LENTITUD EN EL SERVICIO EN INTERNET Y AL MIRAR EL SALDO.	Mal servicio internet/ se cae/ lento/ falla,Es caro/ planes caros	1	1	1	1	1	INTERNET BANDA ANCHA	1	1	1	1	7	5	No	Sí	Sí	Sí	Sí	Sí	Sí	Sí	NA	1	1	1	1	1	1	1	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	A través de la web con clave Mi Entel Empresas	Ejecutivo asignado	Ejecutivo asignado	1	NA	7	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	1	1	NA	NA	No cumple las necesidades que usted tiene como administrador	Sí	CORTES DE SERVICIO EN INTERNET.	Problemas con internet/ caídas/ internet lento	Sí	No fue solucionado	NA	1	Ha empeorado	0	780	ELABORACIÓN Y COMERCIALIZACIÓN DE LÁCTEOS	5 AÑOS	SANTIAGO	ENCARGO DE CONTINUIDAD OPERATIVA
WjqSPO39MXKo	MEDIANA	MP	SANTIAGO	Hombre	No	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	7	PORQUE FUNCIONA TODO BIEN ELE FOTNEIFA DATOS	Funciona bien	7	7	7	7	7	INTERNET BANDA ANCHA	7	6	7	6	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	No	NA	No	NA	NA	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	10	8	TELECOMUNICACIONES	24	SANTIAGO, NIÑOA	GERENTE GENERAL
xmK4jyxAzxWE	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	PORQUE NUNCA HE TENIDO PROBLEMAS CON ELLO NUNCA HE TENIDO PERCANCES QUE AMERITE HACER ALGUN RECLAMO A LO MAS COSAS MENORES QUE YO LLAMO Y ME LA SOLUCIONAN DURANTE EL DIA Y LAS VECES QUE HE TENIDO PROBLEMAS ME LO SOLUCIONAN EN PLAZOS BIEN BREVES.	No ha tenido problemas/ conforme/ todo bien,Soluciones rápidas	7	5	6	5	6	INTERNET BANDA ANCHA	6	6	7	5	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Está Igual	8	5	CONTABILIDAD	20 AÑOS	SANTIAGO CENTRO	REPRESENTANTE LEGAL
3xHCdqPSaRjU	MEDIANA	MasPrem	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Telefónica/ Movistar	NA	NA	NA	7	PORQUE CON ELLOS NO TENGO NINGÚN PROBLEMA, AL CONTRARIO ME SOLUCIONAN TODOS LOS PROBLEMAS SÚPER RÁPIDO, CUANDO TENGO UNA DESCONECCION, O CUANDO SE ME CAE EL SISTEMA O EL INTERNET LLEGAN SÚPER RÁPIDO	No ha tenido problemas/ conforme/ todo bien,Soluciones rápidas	7	7	5	7	5	INTERNET BANDA ANCHA	7	7	6	7	7	7	No	No	No	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Ha mejorado	10	2	LACTEOS	6 MESES	SANTIAGO	ASISTENTE COMERCIAL
SlWIYOlwwhPw	GGEE	AP	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,Telefónica/ Movistar	NA	Entel,Telefónica/ Movistar	NA	NA	NA	4	LAS VELOCIDADES SON MUY LENTAS HAY POCA FACTIBILIDAD TÉCNICA Y POCA VELOCIDAD DE NAVEGACIÓN.	Mal servicio internet/ se cae/ lento/ falla	5	5	5	6	7	INTERNET BANDA ANCHA	2	4	5	5	7	7	No	No	No	No	Sí	No	Sí	No	NA	NA	NA	NA	7	NA	5	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	Sí	PROBLEMAS DE CONECTIVIDAD CON LA BANDA ANCHA PRINCIPALMENTE PERO SOLUCIONADO EL MISMO DÍA POR TÉCNICOS DE ELLOS EN TERRENO	Conectividad/ conexión,Problemas con banda ancha	Sí	Si fue solucionado	7	7	Está Igual	4	85	TRANSPORTE TERRESTRE	8 AÑOS	PUNTA DE ARENAS	ENCARGADO DEL ÁREA DE INFORMÁTICA
oprJbdJzTZRs	MEDIANA	AV	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	7	PORQUE TIENE BUENA CONECTIVIDAD DEL INTERNET SIEMPRE FUNCIONA, NO TENEMOS PROBLEMAS, NOS LLAMA PARA OFRECER NUEVOS SERVICIOS O OFERTAS, ESTÁN PREOCUPADOS.	Buen servicio de internet/ rápido/ estable,Funciona bien,No ha tenido problemas/ conforme/ todo bien,Buen servicio de los ejecutivos/ apoyo/ atención	7	7	7	6	5	MPLS	6	6	6	5	7	7	No	Sí	No	Sí	Sí	Sí	No	No	NA	6	NA	6	6	7	NA	NA	NA	Ejecutivo asignado	NA	Ejecutivo asignado,A través del Call center, empresa línea 600, línea 800	Ejecutivo asignado,A través del Call center, empresa línea 600, línea 800	A través de la web con clave Mi Entel Empresas	NA	NA	7	7	7	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	6	6	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	6	Ha mejorado	7	48	REPARACIÓN Y MANTENCIÓN DE MAQUINARIA PESADA	9 AÑOS	IQUIQUE	ADMINISTRADORA
k1ZnMLhDpCcY	GGEE	AP	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS)"	Entel	Entel	NA	NA	NA	NA	4	PORQUE LA VERDAD NO ESTADO, UNA EL TEMA DE AMARRE CON LOS TELÉFONOS, QUE VEN LOS EQUIPOS QUE SALEN DEMASIADO CAROS Y NO PUEDEN CORTAR. PORQUE LA REGIÓN QUE NOSOTROS ESTAMOS ACÁ NO ES MUY BUENA LA SEÑAL.	Problemas con los equipos,Es caro/ planes caros,Contratos poco flexibles,Mala señal	5	4	5	5	NS/NR	MPLS	5	5	4	4	5	5	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	5	5	NA	NA	No cumple las necesidades que usted tiene como administrador	Sí	PRINCIPALMENTE PROBLEMAS DE TARIFA PORQUE NO SE ADECUAN A TIEMPO, LA COMPAÑÍA VENIA BAJANDO SU VALOR Y NO SE BAJA AQUÍ.	Cobros excesivos	Sí	Está en trámite	NA	6	Está Igual	5	100	FORESTAL	UN PAR DE AÑOS, APROXIMADAMENTE 5 AÑOS	CONCEPCION	GERENTE DE ADMINISTRACIÓN
1Qs4YzGBJCnW	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	6	PORQUE NO HE TENIDO PROBLEMA Y HAY RESPUESTAS RÁPIDAS ESPECÍFICAMENTE  EN LO QUE HE REQUERIDO, NO HE TENIDO MAYORES PROBLEMAS.	No ha tenido problemas/ conforme/ todo bien,Soluciones rápidas	6	6	6	6	6	MPLS	6	6	6	6	7	7	Sí	No	No	No	Sí	No	Sí	No	6	NA	NA	NA	6	NA	6	NA	Ejecutivo asignado	NA	NA	NA	Ejecutivo asignado	NA	Ejecutivo asignado	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	6	7	NA	NA	Cumple las necesidades que usted tiene como administrador	Sí	FUE UNA CAÍDA GENERAL ACÁ, CAÍDA DE RED, FALLA TÉCNICA DE RED GENERAL QUE SE CAYO EL INTERNET, TELEFONÍA, ACÁ EN EL SECTOR.	Caída del sistema/ servicio,Mala señal/ problemas de señal,Problemas con internet/ caídas/ internet lento,Cobertura para hacer y recibir llamadas/ se cortan las llamadas/ caída de líneas	Sí	Si fue solucionado	6	6	Está Igual	9	34	DISTRIBUIDORA	6 MESES	SANTIAGO CENTRO	CONTADOR GENERAL
HOjqT4rkL2yZ	MEDIANA	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE TIENE BUENA COBERTURA, TIENE BUEN DE TODO, PERO NO TIENEN MUCHA INFORMACIÓN PARA LAS EMPRESAS, NO TE LLAMAN MUCHO.	Buena cobertura,Falta información,No tiene contacto con los clientes/ difícil contactarse con la cia.	7	6	5	6	6	INTERNET BANDA ANCHA	7	6	6	6	6	7	No	Sí	No	No	No	No	Sí	No	NA	6	NA	NA	NA	NA	6	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Ha mejorado	8	3	AUTOMOTRIZ Y REPUESTO	MAS DE 10	IQUIGUE	DUEÑO
r4nQwcH1vist	GGEE	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,Telefónica/ Movistar	Entel	Telefónica/ Movistar	NA	NA	NA	6	PORQUE TIENEN UN BUEN SERVICIO ESPECÍFICAMENTE SERVICIO TÉCNICO Y TIEMPOS DE RESPUESTA RÁPIDOS ANTE INCIDENTES.	Buenos servicios,Soluciones rápidas	5	6	6	6	4	MPLS	6	7	6	7	6	7	No	No	No	Sí	No	Sí	No	No	NA	NA	NA	6	NA	6	NA	NA	NA	NA	NA	Ejecutivo asignado	NA	Ejecutivo asignado	NA	NA	6	NA	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	6	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	6	Está Igual	8	230	MANUFACTURA	7 AÑOS O MAS	SAN PEDRO DE LA PAZ CONCEPCIÓN	JEFE DE AREA
vLrNnMKDnJXv	PEQUEÑA	MV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	7	PORQUE SIEMPRE TENGO SOLUCIÓN A LOS PROBLEMAS, PORQUE CUANDO LOS TENGO SON RARA VEZ. SI TUVIESE UN PROBLEMA ME LO SOLUCIONAN AL TIRO, O SEA, EN POCO TIEMPO Y RARA VEZ HE TENIDO UN PROBLEMA CON ENTEL, NUNCA HE TENIDO PROBLEMAS PRÁCTICAMENTE. UNO CON LO ÚNICO QUE ES PENDIENTE CUANDO DAN EL SERVICIO ES QUE NO LE FALLEN Y NO ME HA FALLADO NUNCA.	Solucionan problemas,Soluciones rápidas,No ha tenido problemas/ conforme/ todo bien	7	7	7	7	6	INTERNET BANDA ANCHA	7	7	7	7	7	7	Sí	Sí	No	Sí	Sí	No	No	No	7	7	NA	7	7	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	NA	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	Sí	NA	Sí	NA	6	NA	7	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	10	8	SERVICIOS DE CONTABILIDAD	12 AÑOS	SANTIAGO	ASISTENTE ADMINISTRATIVO
VKnyhzxRVLcA	PEQUEÑA	MV	REGIONES	Mujer	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	PORQUE NO SIEMPRE FUNCIONA BIEN YA SEA TELÉFONO O INTERNET PRINCIPALMENTE INTERNET Y TARDAN UN POCO EN VENIR.	Mal servicio de telefonía/ se cortan las llamadas,Mal servicio internet/ se cae/ lento/ falla,Demora en soluciones	6	5	5	5	5	INTERNET BANDA ANCHA	6	5	5	5	6	6	No	Sí	No	No	Sí	No	Sí	No	NA	6	NA	NA	6	NA	5	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	6	NA	NA	No tiene Ejecutivo <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	LENTITUD DE INTERNET.	Problemas con internet/ caídas/ internet lento	Sí	Si fue solucionado	6	6	Está Igual	5	2	CONSULTORÍA	18 AÑOS	LAS CONDES	ASISTENTE GERENCIA
ritBCdcW1tlv	MEDIANA	AV	REGIONES	Hombre	Sí	Sí	"b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	NA	Entel	Entel	NA	NA	NA	5	POR LA ATENCIÓN NINGÚN PROBLEMA, PERO  LOS SERVICIOS AVECES HA TENIDO MUCHA INTERMITENCIA, PROBLEMAS, CORTES POR EL ÁREA EN A QUE ESTAMOS SE GENERAN MUCHOS PROBLEMAS.	Buena atención/ amables,Se cae el servicio/ se corta/ intermitente,Ha tenido problemas	5	7	6	6	5	MPLS	5	6	6	6	6	6	Sí	Sí	No	No	Sí	No	Sí	No	6	6	NA	NA	6	NA	6	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	Ejecutivo asignado	NA	Ejecutivo asignado	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	Sí	PROBLEMAS DE SEÑAL NO SE PUEDE COMUNICAR NO HAY CONEXIÓN EN LAS LINEAS TELEFÓNICAS O EL INTERNET SE CAE	Mala señal/ problemas de señal,Conectividad/ conexión,Cobertura para hacer y recibir llamadas/ se cortan las llamadas/ caída de líneas,Problemas con internet/ caídas/ internet lento	Sí	Si fue solucionado	6	5	Está Igual	5	60	SERVICIOS	1 AÑO	SAN PEDRO	ENCARGADO DE INFOERMATICA
XYS3eBbtG5M7	MEDIANA	MP	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,Telefónica/ Movistar	NA	Entel	NA	NA	NA	6	"PORQUE CUESTA COMUNICARSE O TENER RESPUESTA ARA TENER ALGUNOS PROBLEMAS QUE SURGEN, PORQUE YA NO HAY UN EJECUTIVO A CARGO, ENTONCES YA NO HAY RESPUESTA MAS PERSONALIZADA, NI TE ATIENDEN CON MAS PREFERENCIA, A PESAR DE QUE HAY UN CIRCULO PREFERENCIAL NO LO HACEN; CAMBIO MUCHO EL SISTEMA ES MAS POPULAR. NO CUESTA COMUNICARSE AL CIRCULO ENTEL, PERO QUE TE DEN RESPUESTA, TIENES QUE PASAR POR VARIOS CANALES, DESPUÉS SI LA COSAS NO RESULTAN TE MANDAN A UN TÉCNICO Y EL TÉCNICO NO LLEGA UN TIEMPO QUE UNO NECESITA."	No tiene contacto con los clientes/ difícil contactarse con la cia.,Demora en soluciones,Mala atención,No solucionan problemas	7	7	6	6	6	INTERNET BANDA ANCHA	6	7	7	7	6	7	No	No	No	No	Sí	No	Sí	No	NA	NA	NA	NA	6	NA	5	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	Ejecutivo asignado,A través del Call center, empresa línea 600, línea 800	NA	4	6	NA	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	Sí	NA	NA	NA	6	NA	Cumple las necesidades que usted tiene como administrador	Sí	CORTES DE SERVICIO, POR PROBLEMAS DE CONEXIONES DE ENTEL.  ESO A PARTE DE NOSOTROS, AFUERA NO SE QUE COSAS ESPECÍFICAMENTE, PERO NO HEMOS QUEDADO SIN INTERNET, SIN TELÉFONO, SIN NADA Y HA COSTADO REPONERLO. SI YO TENGO TODO CON ENTEL, QUEDAMOS CORT0 EN TODO PORQUE SE CAE LA RED, PERO ES FUERA DE NUESTRA EMPRESA Y ES PROBLEMA DE ENTEL, DE LA CONECTIVIDAD QUE NOS DAN.	Caída del sistema/ servicio,Conectividad/ conexión,Problemas con internet/ caídas/ internet lento,Cobertura para hacer y recibir llamadas/ se cortan las llamadas/ caída de líneas,Demora en reposición del servicio	Sí	Si fue solucionado	5	6	Está Igual	5	21	FERRETERIA INDUSTRIAL	3 AÑOS	ANTOFAGASTA	JEFA DE ADMINISTRACIÓN
TdmyrfgyKuYM	PEQUEÑA	Mas	REGIONES	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	TAMBIÉN TUVIMOS PROBLEMAS, COMO ERAN SERVICIOS DE MUCHOS AÑOS CON LA MISMA EMPRESA SE SULFATARON ALGUNOS CABLES DE TELEFONÍA ENTONCES ME QUEDABA SIN TELÉFONO. NOS QUEDAMOS SIN TELEFONÍA FIJA.	Se corta la comunicación,Mal servicio de telefonía/ se cortan las llamadas	6	6	6	6	5	INTERNET BANDA ANCHA	6	6	6	6	7	6	Sí	No	No	No	No	No	Sí	No	6	NA	NA	NA	NA	NA	6	NA	NS/NR <b>(NO LEER)</b>	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Ha mejorado	7	1	ASISTENCIA MEDICA	NO LO RECUERDO, MUCHOS AÑOS. NO LO SÉ, UNOS DIEZ AÑOS POR LO MENOS.	ARICA	ENCARGADO DE COMUNICACIONES Y SOCIO
