encriptado	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	SEG_CORFO	SEG_GOL	Ciudad_comuna	sex_enc	Regionx	Rubro
WmSngD5sTUYw	6	PORQUE SIEMPRE UNO TIENE MAS BENEFICIOS MAYOR VELOCIDAD MAYORES BENEFICIOS MANTECION COMO CLIENTE TENER MAS BENEFICIOS COMO CLIENTE MANTENCION DE LA CARTERA DE CLIENTE ASI UNO NO ESTE MIRANDO PARA EL LADO A OTRAS COMPAÑIAS	PEQUEÑA	MV	TEMUCO	Hombre	REGIONES	SERVICIO
zGE18s132kLc	6	por que siempre atienden rapido las solicitudes y me dejaron claro los temas de contrato  al servicio tecnico	PEQUEÑA	MP	en las condes	Hombre	SANTIAGO	entrenamiento y salud es un gimnasio
ryIiIvNBuvlk	6	LE FALTA ATENCION PERSONALIZADA,UN EJECUTIVO FIJO.	MICRO	MP	SAN FERNANDO	Hombre	REGIONES	OTRAS ACTIVIDADES DE TELECOMUNICACIONES E INSTALACIONES ELECTRICAS.
4nkgAQQElpFu	2	PORQUE INTERNET SE CAE A CADA RATO HICIMOS UNA PRUEBA DE VELOCIDAD Y NO ES LA VELOCIDAD DEL LO CONTRATADO LA VELOCIDAD ERA DE UN 60%  DE LO CONTRATADO EL INTERNET SE CAE A CADA RATO NUNCA ME HAN LLAMADO SOLO HOY DIA POR EL CONTRATO SE VA A VENCER	MEDIANA	AV	SAN BERNARDO	Mujer	SANTIAGO	COMERCIALIZACION DE PRODUCTOS ALIMENTICIOS
7qI2xUBRbtaJ	6	PORQUE FUNCIONA BASTANTE BIEN EN RELACION A OTRO. LA EXCELENCIA NO EXISTE, HAY CORTES Y COSAS QUE OCURREN	PEQUEÑA	MV	PROVIDENCIA	Hombre	SANTIAGO	ASESORIAS
FCHEGHRLMKdj	6	ES UN BUEN SERVICIO , EL INTERNET ES RAPIDO Y FUNCIONA SIN NINGUNAS COMPLICACIONES / NO DA MAS INFORMACION	MICRO	Mas	KIQUEN	Hombre	REGIONES	VENTA Y TRANSPORTACION DE ARTICULOS ELECTRONICOS
cOLKBt3o90Q8	7. Muy satisfecho	NO HE TENIDO PROBLEMAS CON EL ENTEL HA SIDO CONTINUO NO CON ALTOS Y BAJOS PRINCIPALMENTE EN INTERNET	MEDIANA	AP	PROVIDENCIA	Mujer	SANTIAGO	VENTAS DE BEBIDAS ALCOHOLICAS
FpuIlYtCXSdB	3	PORQUE EL INTERNET NO ES ESTABLE DERREPENTE SE PONE MUY LENTO COMO QUE NO LA SEÑAL BAJA MUCHO CON RESPECTO A LOS TELEFONOS MOVILES TIENE PROBLEMAS DE COBERTURA	GGEE	MP	LITUECHE	Hombre	REGIONES	SUPERMERCADO
onzTHLAGPUI5	7. Muy satisfecho	"PORQUE TENEMOS LA DE INTERNET DEDICADO FIJO Y HASTA EL MOMENTO LA INTERNET NO HA TENIDO PROBLEMAS, TIENE UNA BUENA CALIDAD Y NO HE TENIDO PROBLEMAS CON CORTES Y DEMÁS; ESTÁ BIEN LA CALIDAD DEL SERVICIO, NOS FUNCIONA Y CUMPLE CON LO QUE NOSOTROS NECESITAMOS."	GGEE	AV	LAS CONDES	Hombre	SANTIAGO	FARMACEUTICA
Kz7pcy0JHblO	7. Muy satisfecho	PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA CON ELLOS QUE SE CAIGA, RESALTO EL NO QUEDAR SIN INTERNET PORQUE NOSOTROS SOMOS UNA EMPRESA QUE FACTURAMOS ELECTRÓNICAMENTE.	GGEE	MP	QUILLOTA	Mujer	REGIONES	LABORACIÓN E IMPREGNACIÓN DE MADERAS
IRyKSEQCiKxm	7. Muy satisfecho	PORQUE NUNCA HE TENIDO PROBLEMAS DE CONECTIVIDAD NI NADA CON ENTEL NO NO ESO NO MAS	PEQUEÑA	AV	SAN PEDRO LA PAZ CONCEPCION	Mujer	REGIONES	ELECTRONICA
m4Iot3T6UgDI	5	"PORQUE TENEMOS A VECES PROBLEMAS CON LA CONEXIÓN CON ELLOS DEL INTERNET; SE CAE EL INTERNET."	PEQUEÑA	AV	SANTIAGO	Mujer	SANTIAGO	SERVICIOS DE INGENIERIA Y LABORATORIOS
ekqxCKAdqzLw	7. Muy satisfecho	"EL SERVICIO TIENE DE BUENA CALIDAD, NUNCA HA PRESENTADO PROBLEMAS; A LA VELOCIDAD, NUNCA HA PRESENTADO ALGÚN INCONVENIENTE."	MICRO	Mas	PROVIDENCIA	Mujer	SANTIAGO	ODONTOLOGICO
OPtmsISZ5kEc	7. Muy satisfecho	NO HEMOS TENIDO NINGUN INCONVENIENTE CON  ELLOS Y SUS SERVICIOS Y ATENCIONES SON MUY BUENAS	GGEE	AP	PROVIDENCIA	Hombre	SANTIAGO	FABRICACION DE INSTRUMENTACION ANALITICO
sWmK7sMicsRk	6	POR QUE EL 7 ES DEMASIADO, HACE POCO QUE SE ENCUENTRA CON ENTEL. LA ATENCIÓN QUE HEMOS TENIDO ES BUENA EN RELACION A LA OTRA COMPAÑIA. EL TRATO ES BUENO.	MICRO	Mas	LA FLORIDA	Hombre	SANTIAGO	Fabricación de implementos de seguridad.
r34so0WOuQAP	7. Muy satisfecho	NUNCA HE TENIDO Y RESPONDEN RAPIDAMENTE, EL CALL CENTER ES RAPIDO DAN SOLUCIONES NO DEJAN ESPERANDO DEVUELVEL EL LLAMADO ES BASTANTE PRACTICO.	MEDIANA	MV	LAS CONDES	Mujer	SANTIAGO	RENTA CAR
bx4eTx7ADN5h	7. Muy satisfecho	"PORQUE EL SERVICIO ES BUENO EN TODO LO QUE IMPLICA; EN LA CONEXIÓN."	MEDIANA	Mas	SANTIAGO	Mujer	SANTIAGO	INGENIERIA ELECTRICA
Gh7kb8KLNkIn	6	PORQUE HAY OCASIONES EN LAS QUE HEMOS TENIDO PROBLEMAS NOSOTROS DE CONECTIVIDAD CON ENTEL, PORQUE ES ENGORROSO COMUNICARSE CON ELLOS, LOS SERVICIOS DE LÍNEA QUE ELLOS TIENEN PARA EMPRESA, LLAMAS Y NO TE PODÉS COMUNICAR, ES MUY DIFÍCIL COMUNICARSE CON ELLOS Y EL SISTEMA DE FACTURACIÓN QUE TIENEN ELLOS QUE TE VAN FACTURANDO ANTICIPADO AL MES QUE TE LLEGAN COMO DOS, TRES FACTURAS Y ESO GENERA ERRORES, CONFUSIÓN.	PEQUEÑA	Mas	LA SERENA	Mujer	REGIONES	AGENCIA DE PUBLICIDAD
wtR7RD9SgNDO	5	Por problemas con el internet que a veces se cae, no funciona.	PEQUEÑA	Mas	Rancahua	Mujer	SANTIAGO	educación
B4Tb30uRItp2	6	PORQUE AHORA ESTOY NEGOCIANDO PARA QUE LOS VALORES  SEAN MAS BAJOS, EL SERVICIO ES EXCELENTE,NO TENGO PROBELMA, ES MAS UN TEMA DE COSTOS	MEDIANA	MV	SANTIAGO	Mujer	SANTIAGO	SERVICIOS INFORMATICOS
P4Try7hzgti8	6	PORQUE NO ES PERFECTA LA ATENCION , NO ES MALA PERO NO DA PARA 7, HAY INCONVENIENTES CON INTERNET BANDA ANCHA	MEDIANA	AV	SANTIAGO CENTRO	Hombre	SANTIAGO	METAL MECANICO
yddvzRDgJf1T	7. Muy satisfecho	no ha tenido problema, y por el resultado ha sido bueno ya que no tiene caidas de internet ni nada.No he tenido contingencias	PEQUEÑA	Mas	santiago	Hombre	SANTIAGO	informática
vPNKXmNnRy49	6	POR EL COSTO, O SEA EL SERVICIO ES BUENO EN VELOCIDAD Y CONEXIÓN, LO QUE ELLOS ME OFRECIERON Y NO SE CORTA NI NADA, NO SE CAE, PERO EL COSTO PROBABLEMENTE HAY OTRAS QUE ESTÁN SALIENDO MÁS BARATAS AHORA.	MICRO	Mas	PROVIDENCIA	Hombre	SANTIAGO	NO RESPONDE
E8rY6bKGO8ox	6	PORQUE ES LO QUE CORRESPONDE, DE ACUERDO A MI EXPERIENCIA. SON DETALLES QUE HAN HABIDO QUE NO SEA DEL TODO EXCELENTE LA RELACIÓN PERO LA NOTA UN 6 NO ES MALO. NO QUIERO AGREGAR NADA MÁS.	MICRO	Mas	Arica	Hombre	REGIONES	servicios médicos y odontológicos.
ueOrBpKVJQtB	5	DENTRO DE LAS COMPAÑIAS ES MEJOR, PERO TIENE DEFICIENCIAS: INTERNET TIEMPO DE RESPUESTA NO ES EL MAS ADECUADO	MEDIANA	MV	PROVIDENCIA	Hombre	SANTIAGO	CAPACITACION
CYW9hrzjYwbx	7. Muy satisfecho	PORQUE TIENEN BUENA COBERTURA, NO ES UN SISTEMA QUE SE CAE A CADA RATO, LA INTERNET Y TODO ESO.	GGEE	AV	PROVIDENCIA	Hombre	REGIONES	SERVICIOS/PROYECTOS E INGENIERÍA
ILoyDhWxHyXI	6	LAS RESUESTAS RAPIDAS Y BAJA CANTIDAD DE FALLAS. CUANDO SE COMUNICA OCN EL EJECUTIVO PAA REPORTAR FALLAS DURANTE EL DIA SE REPONE EL SERVICIO EL DIA.	MEDIANA	MP	LAS CONDES	Hombre	SANTIAGO	TELECOMUNICACIONES
9t0vA27XsHi3	5	porque hay un periodo de tiempos que se cae el internet, porque se cae la funcion no funciona el internet.	PEQUEÑA	MV	clinas	Hombre	SANTIAGO	Embalaje
Gd8gxedamnJp	7. Muy satisfecho	PORQUE SON MUY ACCESIBLE EL EJECUTIVO QUE TENEMOS DE CUENTA Y EN ESTE TIEMPO FUERON BIEN CONCERNIENTES CON LA EMPRESA.	PEQUEÑA	MV	PROVIDENCIA.	Mujer	SANTIAGO	CAPACITACIONES.
r7fQt0Vsvemx	7. Muy satisfecho	EL SERVICIO ESTA FUNCIONANDO EN FORMA CORRECTA Y LA ATENCION DE ELLOS TAMBIEN ES OPORTUNA.	GGEE	AV	IQUIQUE.	Hombre	REGIONES	SERVICIOS A LA MINERIA.
p1wkl0w7MDVg	6	"PORQUE ENCUENTRO QUE LA POST VENTA QUE ENTREGAN EN TELEFONIA FIJA Y EN INTERNET NO ES DE TAN BUENA CALIDAD; EN EL SERVICIO POST VENTA, LA PLATAFORMA POR EJEMPLO NO ES DE AUTO ATENCIÓN DE TELEFONÍA FIJA E INTERNET ES ANTIGUA Y CUANDO HEMOS TENIDO REQUERIMIENTOS CON EL EJECUTIVO DE POST VENTA SIEMPRE LAS SOLUCIONES SON UN POCO COMPLICADAS, NO ES UN SERVICIO PRÁCTICO."	PEQUEÑA	AV	CORONEL	Hombre	REGIONES	HOLDING
zEtHlQ1AH908	6	"CREO QUE ES UN POCO CARO EL SERVICIO EL FIJO Y EL INTERNET ES DEMASIADO ALTO; POR EJEMPLO EL INTERNET ES CARO PARA LA VELOCIDAD QUE ME DAN Y LA TELEFONÍA FIJA TAMBIÉN LA ENCUENTRO CARA. CREO QUE HOY DÍA HAY MAS EMPRESAS DE TELEFONIA QUE TIENEN MAYOR OFERTA EN EL MERCADO."	MEDIANA	MV	ANTOFAGASTA	Mujer	SANTIAGO	DISTRIBUIDORA
s44KLMSTgqs0	6	POR QUE ES MUY BUENO, A VECES ESTA MUY LENTO, A VECES TENGO PROBLEMAS PARA COMUNICARME CON LA COMPAÑIA, EN GENERAL LA CONECTIVIDAD ES BUENA.	GGEE	MV	COLINA	Mujer	SANTIAGO	METALMECANICA
hW1hA2Fd53o0	7. Muy satisfecho	ES BUENO EL SERVICIO.	GGEE	AV	LAS CONDES SANTIAGO Y ANTOFAGASTA.	Hombre	SANTIAGO	SERVICIOS MINERIAS
WjqSPO39MXKo	7. Muy satisfecho	funciona el servicio, no tiene problema.	MEDIANA	MP	Santiago, Ñuñoa	Hombre	SANTIAGO	infraestructura de telecomunicaciones
I9pKkxtnLfrv	5	ES UN INDIFERNETE EN EL SERVICIO,NO ME RESULTA MALO NI BUENO.LO ENCUENTRO NORMAL.	GGEE	AV	RECOLETA.	Hombre	SANTIAGO	VENTA DE MAQUINARIAS.
EM4XTf73wNC6	6	PORQUE IGUAL HEMOS TENIDO CAIDAS EN LAS COMUNICACIONES, SE HAN PERDIDO LAS CONEXIONES DE LA TELEFONIA O DEL INTERNET SE HAN CAIDO LOS ENLACES, SOLO ESO.	MEDIANA	AV	SANTIAGO PROVIDENCIA	Hombre	SANTIAGO	HOLDING
vLrNnMKDnJXv	7. Muy satisfecho	PORQUE NO HE TENIDO NINGUN PROBLEMA CON ELLOS HASTA EL DIA DE HOY, EXCELENTE SIEMPRE ATENTOS, NUNCA SE ME HA CAIDO LA SEÑAL NUNCA HE TENIDO PROBLEMAS CON LA LINEA	PEQUEÑA	MV	PROVIDENCIA	Hombre	SANTIAGO	SERVICIOS CONTABLES
LaKcccjbIbKP	6	ARTOS PROBLEMAS SE DEMORAN MUCHO EN SOLUCIONARLOS CUANDO SE HA CAIDO LA FIBRA DE CONEXION Y COSAS DE ESE ESTILO	PEQUEÑA	Mas	FANCAGUA	Hombre	REGIONES	SERVICIOS MEDICOS
uDNXxZgOtBFj	5	PORQUE NO TENEMOS EJECUTIVO SI AY ALGUNA SUGERENCIA O ALGUN PROBLEMA NO SABEMOS DONDE DIRIGIRNOS QUE NO TENEMOS EJECUTIVO	MEDIANA	AP	VILLA RICA	Hombre	REGIONES	RETAIL
XYS3eBbtG5M7	7. Muy satisfecho	"PORQUE POR UNA EXPERIENCIA ANTERIOR CON OTRA COMPAÑÍA ESTA DEMOSTRADO TENER MUCHO MEJOR SERVICIO; MENOS CAÍDAS TANTO EN INTERNET COMO EN LA RED FIJA Y PORQUE TIENE ADEMÁS FIBRA ÓPTICA."	MEDIANA	MV	ANTOFAGASTA	Mujer	REGIONES	FERRETERIA INDUSTRIAL
YYhvSJ6aIigo	6	"LA VERDAD ES QUE NO HE TENIDO MAYORES INCONVENIENTES. SE PODRÍAN HACER ALGUNAS MEJORAS EN ALGUNOS SERVICIOS; NOS TOCÓ EMIGRAR EN ALGUNOS SERVICIOS. PERO, NO HEMOS LLEGADO A UN PUNTO DE EQUILIBRIO RESPECTO A LAS TARIFAS PARA PODER IGUALARLAS."	GGEE	AV	RANCAGUA	Hombre	REGIONES	LABORATORIO DE ANÁLISIS
4ZXLEIcJW04i	6	PORQUE HAY AGUNAS COSAS QUE DEREPENTE SE PASAN, LLEGAN Y CORTAN EL INTERNET, CUANDO A UNO SE ATRASA NO TE DAN AVSIO, A UNO SE LE PASA PAGAR LA FACTURA Y SE ENCUENTRA CON QUE ESTA CORTADO.	PEQUEÑA	Mas	TEMUCO	Hombre	REGIONES	IMPRENTA
VuOLXduT4tL1	5	no hay mantencion permanente de los planes, cuando contrada internet banda ancha generalmente hacen contratos por 5 años por lo tanto la revision constante de los planes no se hacen a menos que el cliente no se acerque. no hay retroalimentación constante	PEQUEÑA	MV	coronel	Mujer	REGIONES	comercializacion de madera
VXktsZPPXxsg	4	LA CALIDAD DE INTERNET NO ES BUENA Y LA TELEFONÍA TAMBIÉN DEFICIENTE EN QUE MALA COMUNICACIÓN, MALA SEÑAL.	MEDIANA	MV	IQUIQUE	Hombre	REGIONES	VENTA DE REPUESTOS AUTOMOTRICES
kBoyovM0i0wn	6	tiene una buena velocidad y las llamadas son confiables. Antes tenían d dos teléfonos y a veces no llegaban las llamadas y ahora ya no tiene ese problema.	MICRO	Mas	providencia Santiago	Hombre	SANTIAGO	capacitación
Gu5mfopLU87e	6	Tiene un buen servicio ya que es estable y no ha tenido problemas con entel aunque pueden mejorar ya que donde tiene su oficina en Santiago centro ha tenido algunos problemas de conexión	PEQUEÑA	Mas	santiago	Hombre	SANTIAGO	ingenieria
pZ6KsJIJAVHk	7. Muy satisfecho	EL BUEN SERVICIO EN LA CONEXIÓN, SI TENGO ALGÚN PROBLEMA ME LO SOLUCIONAN FÁCILMENTE.	PEQUEÑA	MV	PUIN	Mujer	REGIONES	IMPORTACIONES
u9K66ZOeAJnH	7. Muy satisfecho	EL SERVICIO POST VENTA MUY BUENO , SIEMPRE HAN ESTADO PREOCUPADOS , BUENO REFERENTE A OTRAS COMPAÑIAS / NO DA MAS INFORMACION	MICRO	Mas	LOS CONDES SANTIAGO	Mujer	SANTIAGO	COMPUTACION
Dqv925H1TAMK	6	PORQUE A VECES SE INTERRUMPE EL SERVICIO O ES LENTO EL SERVICIO EN INTERNET, ES MÁS LENTO NO MÁS.	PEQUEÑA	AP	SANTIAGO	Mujer	SANTIAGO	SERVICIOS DE ENFERMERÍA
Kwo7cZsk7T8v	6	PORQUE EL SERVICIO CASI NUNCA SE CAE NO TENGO PROBLEMAS	PEQUEÑA	MV	IQUIQUE	Hombre	REGIONES	IMPRENTA Y ENCUADERNIZACION
GqasxiTmMzVB	7. Muy satisfecho	POR QUE HASTA ELMOMENTO NO HE TENIDO PROBLEMAS NI CON LA TELEFONIA NI CON EL INTERNET.	MEDIANA	MP	NUÑOA	Mujer	SANTIAGO	IMPORTADORA
0N9AnA7Yuc9h	6	ANDA BIEN PERO A VECES SE CAE UN POQUITO EN LA TARDE, BAJA LA POTENCIA BAJAN LOS MEGA DE NAVEGACION	PEQUEÑA	Mas	RANCAGUA	Hombre	SANTIAGO	ASESORIAS Y SERVICIOS AGRICOLA
wuKAA7PPCScv	5	PORQUE EN GENERAL TIENEN BUENOS PRODUCTOS PERO A VECES SE BAJAN LOS PRECIOS DE LOS PLANES Y NO ME AVISAN ENTONCES YO TENGO QUE LLAMAR PARA CAMBIARLOS Y TENGO UN EJECUTIVO DE EMPRESA QUE SE DEMORA Y ME TRAMITA Y PIERDO MUCHO TIEMPO EN ESO O SEA ME FUNCIONA BIEN INTERNET	PEQUEÑA	MV	PROVIDENCIA	Mujer	SANTIAGO	CONSULTORIA
vPViiUEZxFSB	6	por que he tenido un servicio de intermitencia cuando se requiere un servicio lo me lo dan rapidamente.cada vez que  e requerido la ayuda de ellos ha sido rapido es decir en la mañana solicito la solucion y en las pocas hora hay alguien en la oficina	MICRO	Mas	las condes	Hombre	SANTIAGO	oficina de arquitectura
nDD3DldTzUgF	6	A VECES SE CORTA POR ALGUNA RAZON YA SEA POR MOTIVOS EXTERNOS O NO SE CORTA LA FIBRA OPTICA Y QUEDA SIN CONEXIÓN	PEQUEÑA	Mas	CONCEPCION	Hombre	REGIONES	FABRICACION DE MUEBLES
y8QREt1PNqF6	7. Muy satisfecho	POR QUE PRESTA UN BUEN SERVICIO,POCOS PROBLEMAS TECNICOS  Y CUANDO LO HAY LO SOLUCIONAN RAPIDAMENTE	MEDIANA	MV	COLINA	Hombre	SANTIAGO	MANUFACTURERA
63h6ydtE3HAa	4	Porque cuando hay problemas en la resolución del problema se demoran demasiado, y no hay ejecutivo asignado fijo.	MEDIANA	Mas	Providencia	Hombre	SANTIAGO	Transporte aero, maritimo y terrestre
zjLSKZb1tWOQ	6	POR ES INTERNET ES MUY LENTO, CUESTA BRIR LAS PAGINAS.	PEQUEÑA	Mas	CURICO	Mujer	REGIONES	COMERCIO
po4mIOE6sFfR	5	PORQUE si a sido como complicao comunicarse con las compañias y he necesitado cominicarme con ella y aun no lo logro ni a traves de telefono por que no tiene telefono, a traves de la paguina porque no contestan y a traves de facebok me han contestado un para de veces.	PEQUEÑA	MP	Providencia	Mujer	SANTIAGO	RESTAURANTE
oMlVOeNdvURd	7. Muy satisfecho	PORQUE TIENE BUEN SERVICIO, SERVICIO TECNICO RESPUESTA RAPIDA Y PRECIO ACORDE AL MERCADO	PEQUEÑA	MV	PROVIDENCIA	Mujer	SANTIAGO	COMERCIALIZADORA
VNWRumKFmP8Z	6	"Porque tienen buen servicio y buena 
  conectividad, pero los servicios son caros igual. En esta época nos vimos accidentados en el trabajo , el servicio de internet no lo ocupábamos por no estar en la oficia no hubo la posibilidad de bajar el precio o un descuento por no usar."	MEDIANA	AP	Santiago	Mujer	SANTIAGO	Informatica
n1jAyDrvkVo8	5	PORQUE ULTIMAMENTE HAN HABIDO MUCHOS PROBELMAS CON EL TEMA DE CONETCTIVDAD Y TRANSMION DE DATOS A TRAVEZ DE INTERNET	PEQUEÑA	MV	RANCAGUA	Hombre	REGIONES	REPARACION Y MATENCION
Gfs2TVGLQwOe	6	SON BUEN SERVICIO PERO AVECES LA BANDA ANCHA NO FUNCIONA TODOS LOS DIAS. SI UNO LLAMA TE ATIEDE RESPONDE. LOS PAGOS CIRRESPONDEN MEJOR A LOS SERVICIO MOVIL	PEQUEÑA	Mas	PROVDENCIA	Mujer	SANTIAGO	CONTRUCTOR DE MEDIO AMBIENTE
Nryp8xFRflJu	5	por que siempre tienen problemas de conexion el internet se corta los telefonos tambien y se han demorado mas de una semana para dar la solucion	MICRO	Mas	iquique	Mujer	REGIONES	importaciones
LPBYNzJkgFLh	6	PORQUE SE ME CAE DE REPENTE EL INTERNET.	MEDIANA	MP	ÑUÑOA	Mujer	REGIONES	INFORMÁTICA
FqiRDVmLvMzS	5	"POR LA BAJA CALIDAD DEL SERVICIO DE LOS EJECUTIVOS EN EL ÚLTIMO TIEMPO; EN TIEMPO DE RESPUESTA CAPACIDAD DE ANALISIS, OFERTAS, PROMOCIÓN Y VALORES, LOS COSTOS."	GGEE	AV	PROVIDENCIA	Hombre	SANTIAGO	TRANSPORTE INTERNACIONAL
ci4mREov7EUO	3	PORQUE HEMOS TENIDO PROBLEMAS ESTUVIMOS UN MES Y MEDIO SIN TELEFONIA FIJA	MEDIANA	MV	PUERTO MONTT	Mujer	REGIONES	TRANSPORTE
rO5rUOSKcFOu	6	"PORQUE HEMOS TENIDO UNAS CONSTANTE CAIDAS DE LA TRAMA DE TELEFONÍA LOCAL; SOLO ESO."	GGEE	AV	LAS CONDES	Hombre	REGIONES	LEGAL
Z0AMLWPtTDqC	7. Muy satisfecho	"PORQUE TENGO UN BUEN SERVICIO DE POST VENTA, PARTE DE EJECUTIVA COMERCIAL Y POST VENTA; CUANDO TENGO ALGÚN REQUERIMIENTO ES FÁCIL DE UBICAR A LA EJECUTIVA Y CONTESTAN RÁPIDO TAMBIÉN NUESTRAS NECESIDADES. NORMALMENTE ES TARDE LA CONEXIÓN POR ENTEL NO HE TENIDO MAYOR PROBLEMA."	MEDIANA	AV	CONCEPCIÓN	Mujer	REGIONES	TECNOLOGÍA DE INFORMACIÓN
8xJrk4UHuaZO	6	PORQUE ÚLTIMAMENTE NO HA ESTADO MUY CLARO EL ASUNTO DE LA FACTURACIÓN Y CUANDO SOLICITE EN ALGÚN MOMENTO ALGUNA REBAJA POR ESTE ASUNTO DE LA PANDEMIA NO ME TOMARON EN CONSIDERACIÓN.	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	VENTA DE ARTICULO Y FABRICACIÓN PARA CALZADO
Mx2745pNcJ4H	6	HE TENIDO BUENA EXPERIENCIA CON ELLOS, NO SON PERFECTOS, HEMOS TENIDO CAIDAS CON ELLOS DE SERVICIO ES NATURAL, NO SON RAPIDOS COMO UNO QUISIERA	GGEE	AV	SAN BERNARDO	Hombre	SANTIAGO	COMERCIO INTERNACIONAL O EXTERIOR
JDxspX50UpQy	6	MIRA POR QUE TIENEN MUCHA RAPIDEZ EN DAR LAS APRECIACIONES, TRATAN DE SOLUCIONAR, POR EL MOMENTO NO HEMOS TENIDO PROBLEMAS, NO NOS PODEMOS QUEJAR, TENEMOS VARIAS EMPRESAS QUE NOS SUMINISTRAN SERVICIO	MEDIANA	MP	BIOBIO	Mujer	REGIONES	PANADERIA Y PASTELERIA
v80M3Br9FnMR	7. Muy satisfecho	POR QUE ME HA FUNCIONADO BASTANTE BIEN, NO HEMOS TENIDO PROBLEMAS Y CUANDO SE HAN CONUNICADO LO HAN ATENTIDO BIEN. NO HA TENIDO PROBLEMAS CON LA LINEA FIJA	PEQUEÑA	Mas	PROVIDENCIA	Hombre	SANTIAGO	DISTRIBUCION Y ASESORIA
ze7bPGcTceWB	6	por que tiene un buen servicio pero tiene señal ip por razones comerciales lo tienen roteado te cobran mas alto si fuera publico tienen un servicio comercial pero lo hacen por mantener a los clientes	MICRO	Mas	las condes	Hombre	SANTIAGO	desarrollo de sofware y servicios computacionales
gWyATCAKYXdQ	7. Muy satisfecho	NO HEMOS TENIDO NINGUN PROBLEMA EN CUANTO TELEFONIA E INTERNET HACE UN MES AUMENTAMOS LA CAPACIAD.	GGEE	AV	COELEMU	Hombre	REGIONES	ASERRADERO Y FORESTAL
zFqW8OA5Hksh	5	PORQUE TUVE ALGUNOS PROBLEMAS POR OTROS TEMAS DE CAMBIOS DE EQUIPOS QUE SON IRRELEVANTES PERO IGUAL TOMAN EL CREDITO EN LA EMPRESA PERO EL CONSUMO Y EL TEMA DE EMPRESA ESTA TODO BIEN , UN AUXILIAR QUE COMPRE UNO Y LO TUVE QUE DEVOLVER Y FUE TODO ENGORROSO Y ESTA EL PROBLEMA AHI , EL RESTO IBA BIEN / NO DA MAS INFORMACION	PEQUEÑA	Mas	IQUIQUE CARABAGA REGIONES	Hombre	REGIONES	RETAIL
tZ1XoBEL9hIR	6	POR CAÍDA DEL SERVICIO EN VELOCIDAD DE INTERNET.	MEDIANA	Mas	ÑUÑOA	Hombre	SANTIAGO	CONSTRUCCIÓN
9yvXkM0o7ilV	5	PORQUE HAN HABIDO CAIDAS RECURENTES	GGEE	AV	LAS CONDE	Hombre	SANTIAGO	TRANSPORTE Y LOGISTICA INTERNACIONAL
0NRyODoEZS5J	7. Muy satisfecho	POR EL SERVICIO DE SOPORTE Y FACTURACION EN LA FACTURACION QUE ES LA CORRECTA NO SOLAMENTE ESO	MICRO	Mas	CONCEPCION	Hombre	REGIONES	TELECOMUNICACIONES
iW1SnRW5muWE	5	PORQUE DESPUÉS DE HABER HECHO CONTRATO HACE BASTANTE AÑOS MUCHOS, NO HAY UN CONTACTO MÁS FLUIDO MÁS DIRECTO QUE VEAMOS NUEVOS SERVICIOS QUE PUDIESEN GENERARSE.	PEQUEÑA	MV	ARICA Y RECOLETA SANTIAGO	Hombre	SANTIAGO	OLIBICULTURA
uQbqoNQr7VCI	7. Muy satisfecho	"POR EL BUEN SERVICIO; EN INTERNET, NO TENEMOS PROBLEMA."	GGEE	MV	HIJUELAS	Hombre	REGIONES	AGRICOLA
pQWpkJIvbmjJ	5	PORQUE CUANDO TENEMOS UN PROBLEMA DE CONECTIVIDAD SE DEMORAN MUCHO EN LLAGAR 2 O 3 DIAS, NO VIENE EL TECNICO	PEQUEÑA	Mas	PANAMERICANA SUR KM 344	Mujer	REGIONES	MOLINOS
WCPiagGGegRc	7. Muy satisfecho	PORQUE NO HEMOS TENIDO  PROBLEMAS HASTA EL MOMENTO Y PORQUE RESPONDEN ALTIRO LOS REQUERIMIENTOS	GGEE	AP	PUERTO VARAS	Hombre	REGIONES	EXPORTADOR
pfoXHGoVhMP5	6	PORQUE DE REPENTE SE ME CAE EL SISTEMA, NO SE A QUE SE DEBE, COMO CADA DOS MESES PASABA.	PEQUEÑA	Mas	OSORNO	Mujer	REGIONES	AGRICOLA
bb5FnOX25raA	5	TE DICEN CUANDO QUIEREN VENDER TE DICEN UN PRECIO TE DICEN UN SERVICIO TE DICEN TODO LO QUE CORREPONDEN PERO CUANDO FIRMAS TE DICEN NO ESTO ES ASI ESTO ES ASA Y EL VALOR CUANDO LLEGA FACTURADO ES UN POCO DIFERENTE Y DESPUES LA CANTIDAD QUE TE DIJIERON PUES SIBIO ENTONCES TE ENTERAS CUANDO LLEGA LA CUENTA	MEDIANA	MP	ANTOFAGASTA	Hombre	REGIONES	IMPORTACION DE TRAPOS Y PAÑOS
