...1	ola - Ola Medicion	F1 - FiltroF1.  ¿Es usted la persona que administra la cuenta que su empresa tiene con el/los operadores de productos o servicios fijos?	"P2__1 - a.	Internet Banda Ancha :"	"P2__2 - b.	Red privada de datos/Transmisión de datos (MPLS) :"	"P2__3 - c.	Telefonía Fija :"	"P3 - Ahora hablaremos de su relación con Entel 
    3.	Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?"	"P4 - 4.	¿Por qué evalúa con esa nota? Sondear y profundizar"	"P5__A - a)	Entel es una empresa con buena imagen en general :"	"P6 - 6.	Pensando en el funcionamiento del servicio… {#P6_aux}, ¿con qué nota de 1 a 7,evalúa el Funcionamiento de este servicio en general?"	"P7__1 - a)	Precio de los servicios en relación al mercado (Competitividad) :"	P7__2 - b) Competitividad de planes en cuanto a Internet banda ancha :	"P8 - 8.	Y en lo que respecta a Servicio a Clientes, en escala de 1 a 7 ¿cuán satisfecho está usted con ENTEL?"	P9__1 - Contratación de nuevos servicios : RU cada una	P9__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) : RU cada una	P9__3 - Consultas del contrato/ alcances del contrato/ condiciones del contrato : RU cada una	P9__4 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' : RU cada una	P9__5 - Reclamos por fallas técnicas de los servicios fijos : RU cada una	P10__1 - Contratación de nuevos servicios : RU cada una	P10__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) : RU cada una	P10__3 - Consultas del contrato/ alcances del contrato/ condiciones del contrato : RU cada una	P10__4 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' : RU cada una	P10__5 - Reclamos por fallas técnicas de los servicios fijos : RU cada una	P11__1 - Contratación de nuevos servicios : RM cada una	P11__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) : RM cada una	P11__3 - Consultas del contrato/ alcances del contrato/ condiciones del contrato : RM cada una	P11__4 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' : RM cada una	P11__5 - Reclamos por fallas técnicas de los servicios fijos : RM cada una	"P11_1__1 - a)	La facilidad para reportar el reclamo a Entel : RU cada una"	"P11_1__2 - b)	la Rapidez de respuesta a su reclamo por parte de Entel : RU cada una"	P12__1 - Ejecutivo asignado :	P12__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P12__3 - Call Center Empresa :	P12__4 - Página Web Empresa :	P12__5 - Tiendas/ Sucursales :	P13__1 - Ejecutivo asignado :	P13__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P13__3 - Call Center Empresa :	P13__4 - Página Web Empresa :	P13__5 - Tiendas/ Sucursales :	"P14 - FACTURACIÓN 
       14.	En cuanto a la Facturación de todos los servicios fijos que tiene con ENTEL, en una escala de 1 a 7 ¿Cómo evalúa …? 
        
       El Proceso de Facturación en general"	"P15 - MODULO INCIDENCIAS 
         15. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por ENTEL?"	P16 - 16. ¿Qué problema ha tenido? Sondear	"P17 - LEALTAD 
         17. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con Entel?"	P18 - 18. Pensando en este periodo de crisis Covid-19 ¿Cuan satisfecho está con ENTEL como proveedor de servicios de telecomunicaciones? Escala de 1 a 7, 99= No sabe/no responde	P19 - 19. ¿Aceptaría que Entel conozca sus respuestas y lo contactara para entender en profundidad sus requerimientos/necesidades?	SEG_CORFO	"P22 - 22.	¿Cuál es el rubro de su empresa?"	"P24 - 24.	¿Ciudad o Comuna de Ubicación de su Empresa?"	"P27 - 27.	Sexo  (No preguntar):"	"P28 - 28.	REGION (no preguntar):"	EMPTY LABEL - No Information Provided...52	EMPTY LABEL - No Information Provided...53	EMPTY LABEL - No Information Provided...54	EMPTY LABEL - No Information Provided...55
XFqDaqSqqcZD	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE 7 ES MUY SATISFECHO A VECES HEMOS TENIDO PROBLEMAS DE QUEDAR SIN INTERNET PERO TODO SOLUCIONADO.	6	6	6	6	4	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	No	NA	NA	NA	NA	NA	6	No	NA	6	6	Sí	PEQUEÑA	BAR RESTAURANT	QUILICURA	Mujer	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
4nxz0BOj7YTL	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	PORQUE LOS VALORES QUE COBRAN SON MUY ALTOS PORQUE HAY MEJORES PLANES, NO ME HE SENTADO A REVISAR PERO HAY MEJORES PLANES EN EL MERCADO EN RELACIÓN AL PRECIO QUE ESTOY PAGANDO YO EN ENTEL.	6	6	6	6	6	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NA	6	No	NA	6	6	Sí	PEQUEÑA	IMPRENTA	TALCA	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Stock Fijo
WmSngD5sTUYw	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE SIEMPRE UNO TIENE MAS BENEFICIOS MAYOR VELOCIDAD MAYORES BENEFICIOS MANTECION COMO CLIENTE TENER MAS BENEFICIOS COMO CLIENTE MANTENCION DE LA CARTERA DE CLIENTE ASI UNO NO ESTE MIRANDO PARA EL LADO A OTRAS COMPAÑIAS	7. En absoluto acuerdo	5	6	6	6	Sí	No	No	Sí	No	6	NA	NA	6	NA	Ejecutivo asignado	NA	NA	A través del Call Center empresa	NA	NA	NA	Sí	No	Sí	No	No	6	NA	6	NA	NA	7	No	NA	7	7	Sí	PEQUEÑA	SERVICIO	TEMUCO	Hombre	REGIONES	MV	Mediana	MEDIANAS	Stock Fijo
zGE18s132kLc	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	por que siempre atienden rapido las solicitudes y me dejaron claro los temas de contrato  al servicio tecnico	7. En absoluto acuerdo	6	4	7	7	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	No	NA	NA	NA	NA	NA	7	No	NA	6	NS/NR	Sí	PEQUEÑA	entrenamiento y salud es un gimnasio	en las condes	Hombre	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
ryIiIvNBuvlk	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	LE FALTA ATENCION PERSONALIZADA,UN EJECUTIVO FIJO.	7. En absoluto acuerdo	6	5	6	5	No	Sí	No	Sí	Sí	NA	6	NA	6	4	NA	A través del Call Center empresa	NA	A través del Call Center empresa	A través del Call Center empresa	7	5	No	Sí	Sí	Sí	No	NA	5	6	5	NA	7	Sí	PROBLEMAS TECNICOS DE VELOCIDAD. HUBO UN ROBLEMA DE DESCONFIGURACION EN UNOS EQUIPOS DE ENTEL.	5	6	Sí	MICRO	OTRAS ACTIVIDADES DE TELECOMUNICACIONES E INSTALACIONES ELECTRICAS.	SAN FERNANDO	Hombre	REGIONES	MP	Mediana	MEDIANAS	Stock Fijo
4nkgAQQElpFu	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	2	PORQUE INTERNET SE CAE A CADA RATO HICIMOS UNA PRUEBA DE VELOCIDAD Y NO ES LA VELOCIDAD DEL LO CONTRATADO LA VELOCIDAD ERA DE UN 60%  DE LO CONTRATADO EL INTERNET SE CAE A CADA RATO NUNCA ME HAN LLAMADO SOLO HOY DIA POR EL CONTRATO SE VA A VENCER	5	4	4	4	1	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	No	No	No	NA	NA	NA	NA	NA	7	Sí	LA CAIDA DEL SERVICIO DE INTERNET	3	4	Sí	MEDIANA	COMERCIALIZACION DE PRODUCTOS ALIMENTICIOS	SAN BERNARDO	Mujer	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
7qI2xUBRbtaJ	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE FUNCIONA BASTANTE BIEN EN RELACION A OTRO. LA EXCELENCIA NO EXISTE, HAY CORTES Y COSAS QUE OCURREN	7. En absoluto acuerdo	6	5	6	6	No	Sí	Sí	No	No	NA	7	7	NA	NA	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	NA	NA	Sí	No	No	Sí	Sí	7	NA	NA	5	7	6	No	NA	7	6	Sí	PEQUEÑA	ASESORIAS	PROVIDENCIA	Hombre	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
FCHEGHRLMKdj	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	ES UN BUEN SERVICIO , EL INTERNET ES RAPIDO Y FUNCIONA SIN NINGUNAS COMPLICACIONES / NO DA MAS INFORMACION	7. En absoluto acuerdo	7. Muy satisfecho	6	6	6	No	Sí	No	Sí	No	NA	6	NA	6	NA	NA	A través del Call Center empresa	NA	A través de la web con clave	NA	NA	NA	NA	NA	Sí	Sí	No	NA	NA	6	6	NA	6	No	NA	7	7	Sí	MICRO	VENTA Y TRANSPORTACION DE ARTICULOS ELECTRONICOS	KIQUEN	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Stock Fijo
cOLKBt3o90Q8	MEDICION SEPTIEMBRE 2020	Sí	Entel,Telefónica/ Movistar,VTR	NA	Entel	7. Muy satisfecho	NO HE TENIDO PROBLEMAS CON EL ENTEL HA SIDO CONTINUO NO CON ALTOS Y BAJOS PRINCIPALMENTE EN INTERNET	6	6	6	6	7	Sí	No	No	Sí	No	7	NA	NA	7	NA	Ejecutivo asignado	NA	NA	Ejecutivo asignado	NA	NA	NA	Sí	NA	Sí	Sí	No	6	NA	6	7	NA	7	No	NA	7	7	Sí	MEDIANA	VENTAS DE BEBIDAS ALCOHOLICAS	PROVIDENCIA	Mujer	SANTIAGO	AP	GGEE	EMPRESAS	Stock Fijo
FpuIlYtCXSdB	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Telefónica/ Movistar	3	PORQUE EL INTERNET NO ES ESTABLE DERREPENTE SE PONE MUY LENTO COMO QUE NO LA SEÑAL BAJA MUCHO CON RESPECTO A LOS TELEFONOS MOVILES TIENE PROBLEMAS DE COBERTURA	7. En absoluto acuerdo	4	4	3	4	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	No	NA	NA	NA	NA	NA	6	Sí	VELOCIDAD DE INTERNET Y SEÑAL DE TELEFONOS MOVILES	5	5	Sí	GGEE	SUPERMERCADO	LITUECHE	Hombre	REGIONES	MP	Mediana	MEDIANAS	Stock Fijo
onzTHLAGPUI5	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy satisfecho	"PORQUE TENEMOS LA DE INTERNET DEDICADO FIJO Y HASTA EL MOMENTO LA INTERNET NO HA TENIDO PROBLEMAS, TIENE UNA BUENA CALIDAD Y NO HE TENIDO PROBLEMAS CON CORTES Y DEMÁS; ESTÁ BIEN LA CALIDAD DEL SERVICIO, NOS FUNCIONA Y CUMPLE CON LO QUE NOSOTROS NECESITAMOS."	6	7. Muy satisfecho	6	5	7	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	NA	Sí	Sí	No	7	NA	7	6	NA	7	No	NA	6	7	Sí	GGEE	FARMACEUTICA	LAS CONDES	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
Kz7pcy0JHblO	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Telefónica/ Movistar	7. Muy satisfecho	PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA CON ELLOS QUE SE CAIGA, RESALTO EL NO QUEDAR SIN INTERNET PORQUE NOSOTROS SOMOS UNA EMPRESA QUE FACTURAMOS ELECTRÓNICAMENTE.	7. En absoluto acuerdo	7. Muy satisfecho	6	6	7	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	No	No	NA	NA	7	NA	NA	7	No	NA	7	7	Sí	GGEE	LABORACIÓN E IMPREGNACIÓN DE MADERAS	QUILLOTA	Mujer	REGIONES	MP	Mediana	MEDIANAS	Stock Fijo
IRyKSEQCiKxm	MEDICION SEPTIEMBRE 2020	Sí	Telefónica/ Movistar	Entel	Telefónica/ Movistar	7. Muy satisfecho	PORQUE NUNCA HE TENIDO PROBLEMAS DE CONECTIVIDAD NI NADA CON ENTEL NO NO ESO NO MAS	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	No	Sí	No	NA	NA	NA	7	NA	7	No	NA	7	7	Sí	PEQUEÑA	ELECTRONICA	SAN PEDRO LA PAZ CONCEPCION	Mujer	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
m4Iot3T6UgDI	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	5	"PORQUE TENEMOS A VECES PROBLEMAS CON LA CONEXIÓN CON ELLOS DEL INTERNET; SE CAE EL INTERNET."	6	5	4	4	5	No	Sí	Sí	Sí	Sí	NA	4	4	7	5	NA	Ejecutivo asignado	A través de la web con clave	A través de la web con clave	A través de la web con clave	4	4	No	NA	No	No	No	NA	NA	NA	NA	NA	4	Sí	QUE SE CAE INTERNET Y NOS CUESTA COMUNICARNOS CON ELLOS EN QUE VAYAN AL LUGAR DONDE TENEMOS LA OFICINA.	4	4	Sí	PEQUEÑA	SERVICIOS DE INGENIERIA Y LABORATORIOS	SANTIAGO	Mujer	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
ekqxCKAdqzLw	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	"EL SERVICIO TIENE DE BUENA CALIDAD, NUNCA HA PRESENTADO PROBLEMAS; A LA VELOCIDAD, NUNCA HA PRESENTADO ALGÚN INCONVENIENTE."	7. En absoluto acuerdo	7. Muy satisfecho	6	6	6	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	Sí	NA	NA	NA	7	6	7	No	NA	7	7	Sí	MICRO	ODONTOLOGICO	PROVIDENCIA	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
OPtmsISZ5kEc	MEDICION SEPTIEMBRE 2020	Sí	NA	Entel	Entel	7. Muy satisfecho	NO HEMOS TENIDO NINGUN INCONVENIENTE CON  ELLOS Y SUS SERVICIOS Y ATENCIONES SON MUY BUENAS	7. En absoluto acuerdo	7. Muy satisfecho	7	7	6	No	No	No	Sí	No	NA	NA	NA	7	NA	NA	NA	NA	A través de la web con clave	NA	NA	NA	Sí	NA	Sí	Sí	No	7	NA	7	5	NA	7	No	NA	7	7	Sí	GGEE	FABRICACION DE INSTRUMENTACION ANALITICO	PROVIDENCIA	Hombre	SANTIAGO	AP	GGEE	EMPRESAS	Stock Fijo
sWmK7sMicsRk	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	NA	6	POR QUE EL 7 ES DEMASIADO, HACE POCO QUE SE ENCUENTRA CON ENTEL. LA ATENCIÓN QUE HEMOS TENIDO ES BUENA EN RELACION A LA OTRA COMPAÑIA. EL TRATO ES BUENO.	4	6	NS/NR	NS/NR	NS/NR	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NA	6	No	NA	6	6	Sí	MICRO	Fabricación de implementos de seguridad.	LA FLORIDA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
r34so0WOuQAP	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	NUNCA HE TENIDO Y RESPONDEN RAPIDAMENTE, EL CALL CENTER ES RAPIDO DAN SOLUCIONES NO DEJAN ESPERANDO DEVUELVEL EL LLAMADO ES BASTANTE PRACTICO.	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	No	No	No	No	Sí	NA	NA	NA	NA	7	NA	NA	NA	NA	A través del Call Center empresa	7	7	No	No	Sí	No	No	NA	NA	7	NA	NA	7	No	NA	7	7	Sí	MEDIANA	RENTA CAR	LAS CONDES	Mujer	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
bx4eTx7ADN5h	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	7. Muy satisfecho	"PORQUE EL SERVICIO ES BUENO EN TODO LO QUE IMPLICA; EN LA CONEXIÓN."	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	No	No	No	Sí	Sí	NA	NA	NA	7	7	NA	NA	NA	A través del Call Center empresa	A través del Call Center empresa	7	7	NA	NA	Sí	No	No	NA	NA	7	NA	NA	7	No	NA	7	7	Sí	MEDIANA	INGENIERIA ELECTRICA	SANTIAGO	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
Gh7kb8KLNkIn	MEDICION SEPTIEMBRE 2020	Sí	Entel,VTR	NA	Entel	6	PORQUE HAY OCASIONES EN LAS QUE HEMOS TENIDO PROBLEMAS NOSOTROS DE CONECTIVIDAD CON ENTEL, PORQUE ES ENGORROSO COMUNICARSE CON ELLOS, LOS SERVICIOS DE LÍNEA QUE ELLOS TIENEN PARA EMPRESA, LLAMAS Y NO TE PODÉS COMUNICAR, ES MUY DIFÍCIL COMUNICARSE CON ELLOS Y EL SISTEMA DE FACTURACIÓN QUE TIENEN ELLOS QUE TE VAN FACTURANDO ANTICIPADO AL MES QUE TE LLEGAN COMO DOS, TRES FACTURAS Y ESO GENERA ERRORES, CONFUSIÓN.	7. En absoluto acuerdo	5	6	5	5	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	NA	NA	5	7	NA	5	Sí	HEMOS TENIDO PROBLEMAS DE CONECTIVIDAD EN INTERNET, SE NOS CAE EL INTERNET.	7	7	Sí	PEQUEÑA	AGENCIA DE PUBLICIDAD	LA SERENA	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Stock Fijo
wtR7RD9SgNDO	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	Por problemas con el internet que a veces se cae, no funciona.	7. En absoluto acuerdo	5	6	5	5	No	Sí	No	No	No	NA	6	NA	NA	NA	NA	A través del Call Center empresa	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	NA	NA	6	6	NA	7	No	NA	6	6	Sí	PEQUEÑA	educación	Rancahua	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
B4Tb30uRItp2	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE AHORA ESTOY NEGOCIANDO PARA QUE LOS VALORES  SEAN MAS BAJOS, EL SERVICIO ES EXCELENTE,NO TENGO PROBELMA, ES MAS UN TEMA DE COSTOS	7. En absoluto acuerdo	7. Muy satisfecho	6	6	7	No	Sí	No	No	No	NA	7	NA	NA	NA	NA	A través del Call Center empresa	NA	NA	NA	NA	NA	Sí	Sí	No	Sí	No	7	7	NA	6	NA	7	No	NA	7	7	Sí	MEDIANA	SERVICIOS INFORMATICOS	SANTIAGO	Mujer	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
P4Try7hzgti8	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel,Telefónica/ Movistar	6	PORQUE NO ES PERFECTA LA ATENCION , NO ES MALA PERO NO DA PARA 7, HAY INCONVENIENTES CON INTERNET BANDA ANCHA	7. En absoluto acuerdo	6	7	7	6	No	No	No	Sí	Sí	NA	NA	NA	4	7	NA	NA	NA	Ejecutivo asignado	Ejecutivo asignado	7	7	Sí	NA	No	Sí	No	5	NA	NA	7	NA	7	Sí	SE CORTO LA COBERTURA, CAMION BOTÓ UN POSTE.	7	7	Sí	MEDIANA	METAL MECANICO	SANTIAGO CENTRO	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
yddvzRDgJf1T	MEDICION SEPTIEMBRE 2020	Sí	Entel,Telefónica/ Movistar	NA	Entel,Telefónica/ Movistar	7. Muy satisfecho	no ha tenido problema, y por el resultado ha sido bueno ya que no tiene caidas de internet ni nada.No he tenido contingencias	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	NA	NA	NA	6	NA	6	No	NA	7	7	Sí	PEQUEÑA	informática	santiago	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
vPNKXmNnRy49	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	POR EL COSTO, O SEA EL SERVICIO ES BUENO EN VELOCIDAD Y CONEXIÓN, LO QUE ELLOS ME OFRECIERON Y NO SE CORTA NI NADA, NO SE CAE, PERO EL COSTO PROBABLEMENTE HAY OTRAS QUE ESTÁN SALIENDO MÁS BARATAS AHORA.	7. En absoluto acuerdo	6	5	5	6	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NA	6	No	NA	5	6	Sí	MICRO	NO RESPONDE	PROVIDENCIA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
E8rY6bKGO8ox	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE ES LO QUE CORRESPONDE, DE ACUERDO A MI EXPERIENCIA. SON DETALLES QUE HAN HABIDO QUE NO SEA DEL TODO EXCELENTE LA RELACIÓN PERO LA NOTA UN 6 NO ES MALO. NO QUIERO AGREGAR NADA MÁS.	7. En absoluto acuerdo	5	5	6	7	No	No	No	No	Sí	NA	NA	NA	NA	6	NA	NA	NA	NA	A través del Call Center empresa	5	6	NA	NA	Sí	Sí	No	NA	NA	7	7	NA	6	Sí	FALTA DE VELOCIDAD Y DESCONEXIÓN DE LA RED, SE DESCONECTA EL EQUIPO, NO HE TENIDO POSIBILIDAD DE NAVEGAR Y NO PUEDO ACCEDER A LA RED.	5	5	Sí	MICRO	servicios médicos y odontológicos.	Arica	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Stock Fijo
ueOrBpKVJQtB	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	DENTRO DE LAS COMPAÑIAS ES MEJOR, PERO TIENE DEFICIENCIAS: INTERNET TIEMPO DE RESPUESTA NO ES EL MAS ADECUADO	6	6	6	6	5	Sí	No	No	No	No	6	NA	NA	NA	NA	Ejecutivo asignado	NA	NA	NA	NA	NA	NA	Sí	No	Sí	Sí	No	6	NA	5	5	NA	6	No	NA	6	6	Sí	MEDIANA	CAPACITACION	PROVIDENCIA	Hombre	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
CYW9hrzjYwbx	MEDICION SEPTIEMBRE 2020	Sí	Entel,Telefónica/ Movistar	NA	Entel,Telefónica/ Movistar	7. Muy satisfecho	PORQUE TIENEN BUENA COBERTURA, NO ES UN SISTEMA QUE SE CAE A CADA RATO, LA INTERNET Y TODO ESO.	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	Sí	Sí	Sí	Sí	Sí	7	7	7	7	7	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	7	7	Sí	NA	Sí	Sí	Sí	7	NA	7	7	7	7	No	NA	7	7	Sí	GGEE	SERVICIOS/PROYECTOS E INGENIERÍA	PROVIDENCIA	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
ILoyDhWxHyXI	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	LAS RESUESTAS RAPIDAS Y BAJA CANTIDAD DE FALLAS. CUANDO SE COMUNICA OCN EL EJECUTIVO PAA REPORTAR FALLAS DURANTE EL DIA SE REPONE EL SERVICIO EL DIA.	5	6	5	5	6	No	No	Sí	No	Sí	NA	NA	6	NA	7	NA	NA	Ejecutivo asignado	NA	Ejecutivo asignado	6	7	Sí	No	No	No	No	6	NA	NA	NA	NA	7	Sí	MICROCORTE, SUSPENCION POR UN INSTANTE DE TIEMPO DEL SERVICIO.	7	6	Sí	MEDIANA	TELECOMUNICACIONES	LAS CONDES	Hombre	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
9t0vA27XsHi3	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	porque hay un periodo de tiempos que se cae el internet, porque se cae la funcion no funciona el internet.	5	4	6	5	6	No	Sí	No	No	No	NA	6	NA	NA	NA	NA	Ejecutivo asignado	NA	NA	NA	NA	NA	Sí	Sí	Sí	No	No	6	5	5	NA	NA	7	No	NA	6	6	Sí	PEQUEÑA	Embalaje	clinas	Hombre	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
Gd8gxedamnJp	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	PORQUE SON MUY ACCESIBLE EL EJECUTIVO QUE TENEMOS DE CUENTA Y EN ESTE TIEMPO FUERON BIEN CONCERNIENTES CON LA EMPRESA.	7. En absoluto acuerdo	7. Muy satisfecho	6	7	7	No	No	Sí	No	No	NA	NA	7	NA	NA	NA	NA	Ejecutivo asignado	NA	NA	NA	NA	No	Sí	Sí	Sí	No	NA	7	7	7	NA	7	No	NA	7	7	Sí	PEQUEÑA	CAPACITACIONES.	PROVIDENCIA.	Mujer	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
r7fQt0Vsvemx	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	7. Muy satisfecho	EL SERVICIO ESTA FUNCIONANDO EN FORMA CORRECTA Y LA ATENCION DE ELLOS TAMBIEN ES OPORTUNA.	7. En absoluto acuerdo	6	6	5	7	No	No	Sí	Sí	Sí	NA	NA	7	7	6	NA	NA	Ejecutivo asignado	Ejecutivo asignado	A través del Call Center empresa	6	6	Sí	NA	Sí	Sí	No	7	NA	6	6	NA	7	No	NA	7	7	Sí	GGEE	SERVICIOS A LA MINERIA.	IQUIQUE.	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
p1wkl0w7MDVg	MEDICION SEPTIEMBRE 2020	Sí	Entel,VTR	NA	Entel	6	"PORQUE ENCUENTRO QUE LA POST VENTA QUE ENTREGAN EN TELEFONIA FIJA Y EN INTERNET NO ES DE TAN BUENA CALIDAD; EN EL SERVICIO POST VENTA, LA PLATAFORMA POR EJEMPLO NO ES DE AUTO ATENCIÓN DE TELEFONÍA FIJA E INTERNET ES ANTIGUA Y CUANDO HEMOS TENIDO REQUERIMIENTOS CON EL EJECUTIVO DE POST VENTA SIEMPRE LAS SOLUCIONES SON UN POCO COMPLICADAS, NO ES UN SERVICIO PRÁCTICO."	7. En absoluto acuerdo	6	5	5	5	Sí	No	Sí	Sí	Sí	7	NA	5	4	5	Ejecutivo asignado	NA	Ejecutivo asignado	Ejecutivo asignado	A través del Call Center empresa	5	5	Sí	NA	Sí	Sí	No	6	NA	4	3	NA	3	No	NA	7	6	Sí	PEQUEÑA	HOLDING	CORONEL	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
