encriptado	SEG_CORFO_FINAL	CL_SEG_GOL_original	Regionx	sex_enc	ISO_FINAL_A	F1	P1	P2[{_1}].Rp	P2[{_2}].Rp	P2[{_3}].Rp	P2[{_1}].Rp._98	P2[{_2}].Rp._98	P2[{_3}].Rp._98	P3	P4	P4_COD	P5[{_a}].Rp	P5[{_b}].Rp	P5[{_c}].Rp	P5[{_d}].Rp	P5[{_e}].Rp	P6_aux	P6	P7[{_1}].Rp	P7[{_2}].Rp	P7[{_3}].Rp	P8	P9	P10[{_1}].Rp	P10[{_2}].Rp	P10[{_3}].Rp	P10[{_4}].Rp	P10[{_5}].Rp	P10[{_6}].Rp	P10[{_7}].Rp	P10[{_8}].Rp	P11[{_1}].Rp	P11[{_2}].Rp	P11[{_3}].Rp	P11[{_4}].Rp	P11[{_5}].Rp	P11[{_6}].Rp	P11[{_7}].Rp	P11[{_8}].Rp	P12[{_1}].Rp	P12[{_2}].Rp	P12[{_3}].Rp	P12[{_4}].Rp	P12[{_5}].Rp	P12[{_6}].Rp	P12[{_7}].Rp	P12[{_8}].Rp	P13[{_1}].Rp	P13[{_2}].Rp	P13[{_3}].Rp	P13[{_4}].Rp	P14	P15[{_1}].Rp	P15[{_2}].Rp	P15[{_3}].Rp	P15[{_4}].Rp	P16[{_1}].Rp	P16[{_2}].Rp	P16[{_3}].Rp	P16[{_4}].Rp	P17	P18Aa[{_1}].Rp	P18Aa[{_2}].Rp	P18Aa[{_3}].Rp	P18B[{_1}].Rp	P18B[{_2}].Rp	P18B[{_3}].Rp	P18	P19	P19_COD	P20	P21	P22	P23	P24	P25	P27	P28	P29	P30	P32	Fecha Enc
8ZgqUXjtX4tZ	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel,Otra ¿Cuál?	Entel	NA	ETNC	NA	6	PORQUE SE PUEDE MEJORAR EN DISPONIBILIDAD DE SERVICIO.	No es perfecto/ podría ser mejor	5	NA	NA	NA	NA	MPLS	6	6	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	7	NA	5	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	LAS CONDES	NA	V2. POST CRISIS
Z1I3AsjVB98U	PYME	Mas	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	4	POR QUE LA VERDAD QUE UNO CONTRATA EL SERVICIO NUNCA MAS HAY UN SEGUIMIENTO, EL SERVICIO ESTA SÚPER CARO, LA BANDA ANCHA ES PÉSIMA, Y ESTAMOS POR  CAMBIAR DE COMPAÑÍA, NO PUES NO HAY SEGUIMIENTO DE NADIE, ES MAS QEU SUFICIENTE CON ESO.	Es caro/ planes caros,No tiene contacto con los clientes/ difícil contactarse con la cia.,Mal servicio internet/ se cae/ lento/ falla	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	5	3	5	5	3	7	No	No	NA	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	A través de la web con clave Mi Entel Empresas	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	SI EL INTERNET, QUE EL INTERNET ES PÉSIMO, ES MUY MALO EL INTERNET, YO CREO QUE TIENE UN PROBLEMA CON EL ANCHO DE BANDA QUE NO BAJA COMO LO QUE DICE, NO SOLO ESO.	Problemas con internet/ caídas/ internet lento,Problemas con banda ancha	No	NA	NA	5	Está Igual	4	6	ASESORIA, CONTABLE Y SALUD	4 AÑOS	SANTIAGO LOS CONDES	GERENTE	V1. PRE CRISIS
fcA4eLIilYlm	GGEE	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel,Telefónica/ Movistar	Telefónica/ Movistar	NA	NA	NA	6	PORQUE EN GENERAL LOS COSTOS Ó SEA NO HE TENIDO MAYOR INCONVENIENTE CON LOS SERVICIOS, NO HE TENIDO PROBLEMAS DE CORTE, BAJA DE SERVICIO.	No ha tenido problemas/ conforme/ todo bien,Buen servicio/ eficiente,Buenos precios	7. En absoluto acuerdo	NA	NA	NA	NA	MPLS	7. Muy satisfecho	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	NA	NA	6	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	VALPARAISO	NA	V2. POST CRISIS
loteqktBNvTP	PYME	MV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Claro/ Telmex	NA	Entel	NA	NA	NA	6	PORQUE HAN SERVIDO BIEN, HAN TRABAJADO BIEN Y ME HAN RESPONDIDO LOS CORREOS Y NO TIENEN EL NÚMERO SIETE SIMPLEMENTE PORQUE NO MANDAN MUCHOS CORREOS DEL FLECBACK CON LA INFORMACIÓN QUE UNO CONVERSA CON EL EJECUTIVO,BIEN EN TANTO A LOS REQUERIMIENTOS COMO EN EL SERVICIO TÉCNICO, LOS REQUERIMIENTOS COMERCIALES POR EJEMPLO CUANDO UNO QUIERE CONTRATAR ATIENDEN RÁPIDO TE MANDAN LOS CONTRATOS NO ES TAN BUROCRÁTICO, EL SERVICIO TÉCNICO ATIENDE RÁPIDO NO SE DEMORA MÁS DE 24 HORAS.	Buen servicio/ eficiente,Soluciones rápidas,Buen servicio técnico/ rápido,Buen servicio de los ejecutivos/ apoyo/ atención	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	5	5	6	6	5	Sí	No	NA	Sí	Sí	Sí	No	Sí	6	NA	NA	5	5	6	NA	5	Ejecutivo asignado	NA	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	NA	Ejecutivo asignado	6	NA	6	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	5	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Está Igual	9	40	VENTA DE PERFUMERÍA	5 AÑOS	SANTIAGO CENTRO	ENCARGADO DE RED DE TELECOMUNICACIONES	V1. PRE CRISIS
vkMuMGySk25z	PYME	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	PORQUE TODAS LAS SITUACIONES ME LA HAN SOLUCIONADO, EN GENERAL EN TODO, EN TODOS LOS TEMAS QUE UNO TIENE, POR EJEMPLO DESBLOQUEAR UNA CUENTA, COMPRA DE EQUIPO,CAMBIO DE PLANES, RECUPERACIÓN DE CHIP, PAGO DE FACTURA INFORMACIÓN DE FACTURA Y LA INFORMACIÓN DE ELLOS ES MUY BUENA.	Soluciones rápidas,Buena información/ clara	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	7	7	7	7	No	Sí	NA	Sí	No	Sí	No	No	NA	7	NA	7	NA	7	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	En tienda/ sucursales	NA	NA	NA	7	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Ha mejorado	10. Muy probable	20	VENTA Y MANTENCION	5 AÑOS	IQUIQUE	REPRESENTANTE LEGAL	V1. PRE CRISIS
cJljqevKu2X4	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,GTD/ Manquehue	Entel	Entel,Telefónica/ Movistar	NA	NA	NA	6	"PORQUE LOS SISTEMAS SON BASTANTE ESTABLES; EN LA CONECTIVIDAD, EN EL SERVICIO, NO HAY PROBLEMAS."	Servicio estable/ no se cae,Buena señal,No ha tenido problemas/ conforme/ todo bien	7. En absoluto acuerdo	NA	NA	NA	NA	MPLS	6	6	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	7	4	6	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
NyFsDwOvsmzn	PYME	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Telefónica/ Movistar	NA	NA	NA	5	"EL INTERNET ESTÁ MUY MALO, PÉSIMO, LENTO; EL INTERNET ESTÁ MUY LENTO, HE LLAMADO UN PAR DE VECES Y NO HA HABIDO UNA RESPUESTA, YO NO HE HECHO EL RECLAMOS FORMAL, PERO LE HE LLAMADO PARA PREGUNTARLES POR QUÉ ESTÁ EL SERVICIO TAN LENTO"	Mal servicio internet/ se cae/ lento/ falla,No solucionan problemas	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	5	6	5	5	6	6	No	No	NA	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	ES MUY LENTO, TENGO PROBLEMAS CON EL ROUTER O YO NO SÉ, PERO ESTÁ MUY LENTO, ESTÁ DEMASIADO LENTO, DE HECHO SE CAE EL INTERNET, ÉSE ES EL PROBLEMA PRINCIPAL	Problemas con internet/ caídas/ internet lento,Problemas con el modem/ router	No	NA	NA	5	Ha empeorado	5	5	FABRICA DE COCHES	"DEBEN SE UNOS 3 AÑOS, QUIZÁS MÁS; NO SÉ PERO 3 AÑOS"	SANTIAGO	GERENTE GENERAL	V1. PRE CRISIS
KnGNVmxHHPoz	PYME	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	AL PRINCIPIO TUVIMOS PROBLEMAS PERO DESPUÉS YA NO, SI PROBLEMAS, CUANDO LO INSTALAMOS, SE DURO MUCHO LA INSTALACIÓN.	Mala instalación	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	5	6	7	7	7	No	No	NA	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Está Igual	9	10	AUDRIA TRIBUTARIA.	6 AÑOS.	ANTOFAGASTA.	SOCIO GERENTE.	V1. PRE CRISIS
snc60nxyubq2	GGEE	AV	REGIONES	Hombre	No	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	7. Muy satisfecho	POR EL SERVICIO EN DATOS. PORQUE NUNCA FALLA.	Buen servicio de internet/ rápido/ estable	7. En absoluto acuerdo	NA	NA	NA	NA	MPLS	7. Muy satisfecho	7	7	7	7	7	Sí	Sí	NA	Sí	Sí	Sí	No	No	7	7	NA	7	7	7	NA	NA	Ejecutivo asignado	Ejecutivo asignado	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	NA	NA	7	NA	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	7	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	10. Muy probable	100	NO RESPONDE	15 AÑOS	TALQUEBUENO	INFORMATICA	V1. PRE CRISIS
BAeK3gHagjYm	GGEE	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,Telefónica/ Movistar	Otra ¿Cuál?	Entel	NA	HARTING SA	NA	7. Muy satisfecho	POR QUE LOS SERVICIOS QUE NOS ENTREGA ENTEL CUMPLE CON NUESTRAS NECESIDADES, LO QUE ES INTERNET NOS PROVEE BUEN INTERNET NO SE CAE GENERALMENTE COMO PASA MUCHO EN CHILE Y LA TELEFONÍA FIJA LA VERDAD QUE FUNCIONA BASTANTE BIEN NO HEMOS TENIDO MAYORES PROBLEMAS CON LOS SERVICIOS QUE NOS ENTREGAN-	Buen servicio/ eficiente,Buen servicio de internet/ rápido/ estable,No ha tenido problemas/ conforme/ todo bien	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	6	6	7	7	7	Sí	Sí	NA	No	Sí	No	Sí	No	7	7	NA	NA	5	NA	7	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	Ejecutivo asignado	NA	A través del Call center, empresa línea 600, línea 800	NA	7	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	Sí	COSTE DE FIBRA PERO ESO YA FUE EXTERNO PERO IGUAL NO AFECTA AL INTERNET, QUE HUBO UN CORTO DE FIBRA EN LA CALLE Y NOS DEJO SIN INTERNET AL REDEDOR DE UN DÍA Y PASO DOS SEMANAS SEGUIDAS PERO ESO NO HABÍA PASADO HACE MUCHO TIEMPO	Con la fibra óptica,Problemas con internet/ caídas/ internet lento	Sí	Si fue solucionado	7	7. Muy dispuesto	Está Igual	7	120	FABRICACIÓN DE PRODUCTOS QUÍMICOS	8 AÑOS	QUILICURA, METROPOLITANA	ADMINISTRADOR DE SISTEMAS	V1. PRE CRISIS
kn98vS7vhFrI	PYME	MV	SANTIAGO	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,VTR	NA	Telefónica/ Movistar	NA	NA	NA	6	PORQUE ES BASTANTE BUENO SIN SER PERFECTO POR ESO LE DOY SEIS, SATISFACE CASI EN PLENITUD MIS NECESIDADES, LA COMUNICACIÓN, QUE RINDAN QUE CUMPLAN TODO LO QUE USTEDES ME PLANTEARON.	Buen servicio/ eficiente,Cumple las necesidades de la empresa	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	6	6	4	6	7	No	No	NA	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NS/NR <b>(NO LEER)</b>	NA	NA	NA	NA	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	Sí	NA	NA	NA	6	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Está Igual	7	23	TRATAMIENTO DE AGUAS	5 AÑOS	MINOA	GERENTE DE ADMINISTRACIÓN Y FINANZAS	V1. PRE CRISIS
9wixJYSRU5Rw	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	GTD/ Manquehue	Entel	NA	NA	NA	5	LA POSTVENTA NO ES TANTO COMO LA VENTA, LA VENTA ESTA MUY BIEN PERO LA POSTVENTA SE DEMORAN EN REACCIONAR CUANDO HA HABIDO ALGUN REQUERIMIENTO NUEVO O ALGUNA FALLA HAN SIDO POCAS PERO NO HE TENIDO AGILIDAD ESPERADA POR PARTE DEL PROVEEDOR	Mal servicio post venta,Atención lenta	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	5	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	SANTIAGO	NA	V2. POST CRISIS
4Skhztq5Hxw1	PYME	MV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	LA VELOCIDAD DEL INTERNET ES MUY INCONSTANTE QUE NO SE MANTIENE EN EL SECTOR HAY MUCHOS CORTES DE FIBRA EN INTERNET	Mal servicio internet/ se cae/ lento/ falla	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	5	6	6	6	6	7	No	Sí	NA	No	No	No	Sí	No	NA	5	NA	NA	NA	NA	6	NA	NA	Ejecutivo asignado	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	6	6	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	Sí	NA	Sí	NA	6	NA	6	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	Sí	CORTES DEL SERVICIO DE FIBRA Y PROBLEMAS CON EL AUMENTO DE VELOCIDAD	Con la fibra óptica,Lento/ lentitud/ demoran	Sí	Si fue solucionado	6	7. Muy dispuesto	Está Igual	7	20	METALMECANICA	6 AÑOS	QUILICURA	EJECUTIVO DE INFORMATICA	V1. PRE CRISIS
xPnpO0wKbZSb	PYME	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	7. Muy satisfecho	NO HEMOS TENIDO NINGUN PROBLEMA EN SERVICIOS SOCIALES Y SEGURO	No ha tenido problemas/ conforme/ todo bien	7. En absoluto acuerdo	NA	NA	NA	NA	MPLS	7. Muy satisfecho	7	7	7	7	6	No	No	NA	No	No	Sí	No	No	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	Ejecutivo asignado	NA	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	10. Muy probable	120	EDUCACION	8 AÑOS	CONSECCION	INGENIERO DE COMUNICACION	V1. PRE CRISIS
iGzbyLLVE0Vj	S/Info	Mas	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,Telefónica/ Movistar,VTR	NA	Telefónica/ Movistar,VTR	NA	NA	NA	6	"PORQUE PODRÍA SER UN POQUITO MEJOR, ESTÁN BIEN PERO CUESTA COMUNICARSE CON ELLOS; MAS FÁCIL LA CONEXIÓN DE COMUNICACIÓN CUANDO HAY ALGUNA DIFICULTAD."	Mal servicio de los ejecutivos/ atención/ contacto	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	6	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	NA	NA	7	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	LAS CONDES	NA	V2. POST CRISIS
geE4vvdovU6y	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,GTD/ Manquehue	Entel	GTD/ Manquehue	NA	NA	NA	6	PORQUE HAY ALGUNA INFORMACIÓN QUE NO ME HA LLEGADO A TIEMPO. ME HA LLEGADO, PERO SE DEMORA LA INFORMACIÓN EN LLEGAR, PARA TOMAR DECISIONES. ME REFIERO A CONSULTAS, SOLICITUDES, ESE TIPO DE COSAS. DEMORA EN LA ENTREGA DE INFORMACIÓN.	Falta información	7. En absoluto acuerdo	NA	NA	NA	NA	MPLS	7. Muy satisfecho	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	7	NA	7	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
p46FkTN8mWWE	GGEE	MP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,GTD/ Manquehue,Telefónica/ Movistar	GTD/ Manquehue,Telefónica/ Movistar	Entel,Telefónica/ Movistar	NA	NA	NA	7. Muy satisfecho	LA ATENCIÓN ES RÁPIDA Y LA RESOLUCIÓN DE PROBLEMAS TAMBIÉN, EN LOS TIEMPOS DE RESPUESTA Y POR LA GESTIÓN DEL EJECUTIVO COMERCIAL.	Atención rápida,Soluciones rápidas,Buen servicio de los ejecutivos/ apoyo/ atención	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	7	7	7	7	Sí	No	NA	Sí	Sí	No	No	No	7	NA	NA	7	7	NA	NA	NA	A través del Call center, empresa línea 600, línea 800,En tienda/ sucursales	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	NA	7	NA	7	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	Sí	NA	Sí	NA	7	NA	7	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Ha mejorado	10. Muy probable	35	SANITARIA	5 AÑOS	SANIAGO CENTRO	RESPONSABLE DE TEGNOLOGIA	V1. PRE CRISIS
3PhFXToZq4U3	PYME	Mas	SANTIAGO	Mujer	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel,Telefónica/ Movistar	NA	NA	NA	6	ESTOY SATISFECHA LO UNICO COMPLICA CUANDO TIENE,	Buen servicio/ eficiente	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	NS/NR	NS/NR	6	5	7	No	No	NA	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	UN PROBLEMA EN LA LINEA FIJA, UNA MALA CONEXIÓN Y FUE ARREGLADO, NO.	Problemas con el servicio telefónico	Sí	Si fue solucionado	7	7. Muy dispuesto	Está Igual	10. Muy probable	10	ELECTRÓNICA	10 AÑOS	SANTIAGO ILINOA	GERENTE GENERAL	V1. PRE CRISIS
rNbe5bndATB5	PYME	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	6	EN GENERAL EL SERVICIO ES BASTANTE BUENO PERO DEREPENTE TIENE ALGUNAS FALLAS O CAÍDAS DE SEÑAL YO CREO QUE MAS POR ESTOS DÍAS QUE ESTÁN SATURADAS LAS LINEAS TELEFÓNICAS PERDIDA DE SEÑAL O CAÍDAS DE INTERNET.	Buen servicio/ eficiente,Mala señal	6	NA	NA	NA	NA	MPLS	6	5	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	5	Sí	QUE SE CAE LA SEÑAL, SE PIERDE LA SEÑAL DE INTERNET.	Mala señal/ problemas de señal,Problemas con internet/ caídas/ internet lento	Sí	Está en trámite	NA	6	NA	NA	NA	NA	NA	LA FLORIDA SANTIAGO	NA	V2. POST CRISIS
WecgXuO2FjmX	PYME	Mas	SANTIAGO	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	ME HA FUNCIONADO BIEN, EN TODO INTERNET, TELÉFONO FIJO, TODO.	Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía,Funciona bien	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	NA	NA	NA	No	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	SANTIAGO	NA	V2. POST CRISIS
