encriptado	SEG_GOL	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?
SL8yRfgcG22j	MP	Mujer	6	POR QUE ESTOY EN UNA PARTE EN UNA PARTE DONDE SIEMPRE SE CORTAN LOS CABLES, ENTONCES UNO LOS LLAMA Y DEMORAN EN RESOLVER TODO EL TEMA, POR QUE CUANDO SE CORTAN LOS CABLES NO HAY TELÉFONO NI INTERNET, QUE PUSIERAN LOS CABLES MAS ALTOS, O SUBTERRÁNEOS PARA QUE NO SE CORTEN. POR QUE ELLOS GASTAN EN VENIR A ARREGLARLO, HOMBRE, MATERIALES Y TODO POR LO MENOS UNA VEZ CADA DOS MESES.
4MhnlGQQidDu	MasPrem	Mujer	4	PORQUE LA SEÑAL EN EL SECTOR RURAL DONDE YO VIVO Y EN EL SECTOR DE MOLINA ES INTERMITENTE SE VIENE CORTANDO A CADA RATO
SFLxd9UEvekv	AV	Mujer	7	POR EL SERVICIO AL CLIENTE. ES RÁPIDO, ES OPORTUNO Y SOLUCIONAN LOS PROBLEMAS.
5MKkND5dN9NB	MV	Mujer	7	POR QUE LA VECES QUE HE TENIDO CUALQUIER INCONVENIENTE LO SOLUCIONAN INMEDIATAMENTE, EL TIEMPO DE RESPUESTA ES SÚPER RÁPIDO, TE RESPONDEN LOS CORREOS, ES EFECTIVO EL SISTEMA CUANDO UNO PRESENTA ALGÚN PROBLEMA.
JTUWHBYAtiT4	AV	Hombre	5	PORQUE NO CUMPLIÓ ALGUNAS VECES CON LOS REQUERIMIENTOS QUE HEMOS TENIDO COMO LOS PUNTOS QUE SOLICITAMOS
c3nMtuWK8XzB	AV	Hombre	7	PORQUE SE MANTIENE LA CONTINUIDAD DEL SERVICIO EN CUANTO A QUE NO SE ME CAE EL SERVICIO CUANDO ESTA CONECTADO
laqwndZHKGE3	MV	Mujer	5	"EN CUANTO A RED FIJA LO QUE NOS OFRECIERON FUE EL SISTEMA DE FIBRA ÓPTICA, ES PÉSIMO, NO ES LO QUE LA EMPRESA NECESITABA; TAMBIÉN TIENE MICROCORTE, POR ESO DI MÁXIMO UN 05"
NCDCReHwawZL	AP	Hombre	7	PORQUE  NUNCA HE TENDIDO PROBLEMA, BUENA COBERTERA, LOS PROBLEMAS SE  SOLUCIONAN  RÁPIDAMENTE
e0gbD8eWYyPE	MV	Hombre	4	"porque de partida para comunicarse con ellos para hacer cualquier cambio o cualquier cosa es muy complicado porque te ponen una grabadora como con no se cuentas opciones ; te demoras como 5 minutos en definir con quien te van a comunicar nunca te atiende la ejecutiva."
hCN6Y2BdakPQ	MasPrem	Hombre	5	NO SE,PORQUE EL SERVICIO ES BUENO, PERO HAY VECES QUE E TENIDO ALGUNAS INTERFERENCIAS CON  EL SERVICIO
TV5m6aeL45e6	AP	Hombre	7	POR SERVICIOS ME REFIERO A LA RESPUESTA, POR EJEMPLO CUANDO HAY UNA FALLA, LA RESPUESTA ES SÚPER RÁPIDA. PRINCIPALMENTE POR ESO, POR LA RESPUESTA QUE TIENEN, EL SERVICIO TÉCNICO, ES DECIR EL SERVICIO POST VENTAS QUE MANEJAN. CON RESPECTO A VALORES SON MAS CAROS ELLOS.
XFH6ZXcGKetu	AP	Hombre	5	POR LA LENTITUD DE LAS INSTALACIONES NUEVAS
tWD5ZfUEdTfM	AV	Hombre	7	PORQUE CUMPLE LO QUE LES PEDIMOS Y EL SERVICIO FUNCIONA BIEN
NXS7Svu4AXaJ	MP	Hombre	6	PORQUE NO TIENE MÁS VELOCIDAD SUFICIENTE DE LA QUE NECESITAMOS
YblW7MtGFxwI	MV	Mujer	7	PORQUE NO HEMOS TENIDO PRBLEMAS CON ELLOS Y TIUENE BUENA COBERTURA
1sVlhFL2ef6q	AP	Mujer	6	LA ATENCIÓN AL CLIENTE ES RÁPIDA, EL ENVIÓ DE LA FACTURA ES A TIEMPO Y LA FACTURA TRAE LOS DETALLES MUY CLAROS
zaHjZMGqpEpu	MV	Mujer	7	POR QUE NO HEMOS TENIDO PROBLEMAS, CUANDO HEMOS TENIDO INCONVENIENTES LO HAN RESUELTO DE INMEDIATO.
SbMC4dSCiYEs	AP	Hombre	6	"PORQUE FUNCIONAMOS BIEN, O SEA TODO FUNCIONA CORRECTAMENTE A TRAVÉS DE UN PROBLEMA; CUANDO HAY UN PROBLEMA DEPENDIENDO DEL PROBLEMA HAY UNA DEMORA EN LA SOLUCIÓN. NO TENEMOS NINGÚN INCONVENIENTE PORQUE TODO FUNCIONAMOS, EL ENLACE FUNCIONA, LA COMUNICACIÓN FUNCIONA, DIGAMOS NO HAY NINGÚN PROBLEMA EN QUE HAYAN FALLAS DE COMUNICACIÓN Y CUANDO HAY ALGUNA FALLA ES A NIVEL YA COMO QUE SE CAE TODO EL SERVICIO PORQUE HAY ALGÚN PROBLEMA EXTERNO CABLE CORTADO, ROBADO, LA SEÑAL Y ESE TIPO DE COSAS. COMO TENEMOS SUCURSALES EN REGIONES TAMBIÉN PASAN ALGUNAS COSAS EN REGIONES, SALIDAS DE RIO Y COSAS POR ESTILO MUCHAS VECES AHÍ TAMBIÉN EN ESE MOMENTO FALLA TODO EL SISTEMA, PERO LO DEMÁS TODO FUNCIONA BIEN."
hMFNIkSaAvwd	AV	Hombre	6	PORQUE HAY REQUERIMIENTO QUE DE REPENTE  QUEDAN INCONCLUSOS (NO DA MAS INFORMACIÓN).
Rjk0QDP1CPHm	MasPrem	Mujer	5	PORQUE NUNCA SON MUY BUENAS LAS COSAS, SIEMPRE SON MÁS O MENOS, LOS SERVICIOS NUNCA SON PERFECTOS, NUNCA SON INSTANTÁNEOS LOS RECLAMOS.
6nvemobTZ5Or	MP	Hombre	5	PORQUE NUNCA PUEDO UBICAR AL EJECUTIVO, CADA VEZ QUE NECESITO ALGO, EL EJECUTIVO NO ESTA, NO ATIENDEN LOS TELÉFONOS, NO HAY CON QUIEN CONVERSAR.
fn4MAfTuqwXG	AP	Mujer	6	PORQUE SE CORTA MUCHO LOS CABLES Y NOS QUEDAMOS MUY SEGUIDOS SIN INTERNET, Y UNO LLAMA, EL TIEMPO DE RESPUESTA QUE TIENE ES MUY BUENO PORQUE NO SE DEMORAN MUCHO, PERO ES CONSTANTE EL TREMA QUE SE CAE EL INTERNET Y HAY QUE ESTAR LLAMANDO Y PONIENDO EL RECLAMO
yU8o1FtVoYbe	MV	Hombre	7	PORQUE NO HE TENIDO PROBLEMAS, SIEMPRE ESTAMOS CONECTADOS,TENEMOS INTERNET, NO SE NOS CAE, DE ECHO ES MUY BUENO, BUENA CALIDAD DEL INTERNET BANDA ANCHA
lF9OXpbPVDv2	MasPrem	Hombre	6	"POR QUE SIEMPRE FALTA ALGO PARA ESTAR MUY SATISFECHO PERO ME ATIENDEN;TENGO BUENA CONECTIVIDAD NO SE CAE MUCHAS VECES AL AÑO CUANDO TENGO PROBLEMAS ME ATIENDEN"
ySlqiRztoZwW	AP	Mujer	6	NO HE TENIDO MOLESTIAS
zvZFBbyfPS24	MV	Hombre	5	TIENE ALGUNA INTERMITENCIA EN LO QUE RESPECTA AL SERVICIO DE ENTEL ACÁ.
INgf983BHpEM	MP	Mujer	7	PORQUE NO HEMOS TENIDO NINGÚN INCONVENIENTE EN CUANTO A LO QUE ES LA TELEFONÍA.
9g83YrIKY6A0	AV	Hombre	6	EL SERVICIO ES BUENO PERO NO PERFECTO, EN CUANTO A LA ATENCIÓN DEL SERVICIO TÉCNICO
LjUTs4xBJ3Ix	MasPrem	Hombre	6	PORQUE HA HABIDO PROBLEMAS EN CUANTO AL INTERNET DONDE SE HECHA A PERDER PERO AL IGUAL SE HA SOLUCIONADO.
wXvcquDcJIpq	MV	Mujer	6	PORQUE ES BUENA LA ATENCION TENEMOS UN EJECUTIVO ASIGNADO ADEMAS SI YO TENGO ALGUNA QUEJA CON ENTEL ME QUEJO DIRECTO CON ELLOS PERO NO CON OTRAS COMPAÑIAS
TLXjrWHUuHlB	MasPrem	Mujer	3	POR QUE ES PÉSIMA LA ATENCIÓN,LO ÚNICO QUE TIENE ES QUE TIENE BUENA CONECTIVIDAD, ES DEMASIADO CARA EN COMPARACIÓN A LAS OTRAS. POR QUE ME ACABAN DE ESTAFAR CON UNA BANDA ANCHA QUE ME CORARON DURANTE UN AÑO Y MEDIO SABIENDO QUE YO LE HABÍA DADO REBAJA, SEGÚN ELLOS NUNCA APARECIÓ EL INFORME POR QUE YO NO SALÍ DE LA OFICINA QUE YO HICE LA BANCA, PERO ELLOS DIJERON QUE LE TENIA QUE CONFIRMAR DESPUÉS POR VÍA TELEFÓNICA Y QUE YO DABA LA BAJA,ENTONCES AHÍ COMO QUE ESTABA RENUNCIADO COSA QUE NO HICIERON, NUNCA LLAMARON POR LO TANTO ME ESTAFARON 300 MILLONES DE PESOS.
tLpdzdF8W6jj	AP	Hombre	6	PORQUE HEMOS TENIDO ALGUNOS INCONVENIENTES CON EL INTERNET Y LA TELEFONÍA
dzVpywFtEkZV	MasPrem	Hombre	4	POR UN MAL SERVICIO EN LA INTERACCIÓN DE LA TELEFONÍA FIJA, ES DECIR LE CAMBIE UNA SERIE DE PRODUCTOS DE TELEFONÍA  FIJA COMO CENTRAL Y TUVE MILES DE PROBLEMAS Y AL FINAL NO ME COMPENSARON NUNCA Y SÉ QUE ME HABÍAN OFRECIDO COMPENSAR.
6y0bkmkVM9jK	AV	Hombre	6	CREO QUE ES BUENA, EN CUANTO AL SERVICIO. (NO DA MAS INFORMACIÓN)
W7Pm60Bwa5Tv	AV	Hombre	5	POR RAZONES OCULTAS DEL ESTUDIO.
IkFhZWWLvV11	AV	Hombre	7	PORQUE ME LO DA EN CALIDAD Y OPORTUNIDAD, ME REFIERO A QUE TENGO LA CONEXIÓN PERMANENTE DONDE YO ESTE. ESO LO CONTRATO YO PARA TENER CONECTIVIDAD Y CUMPLE
zfYTqpNUTYTz	MP	Mujer	7	PORQUE SON RÁPIDOS EN EL SERVICIO EN CUANTO A QUE SI SE CAE LA BANDA ANCHA, RESPONDEN INMEDIATAMENTE, EL INTERNET ES RÁPIDO TAMBIÉN, RESPONDEN LAS SOLICITUDES EN UN TIEMPO SATISFACTORIO.
x6GuL91pE93Q	AP	Mujer	5	PORQUE NO SIEMPRE FUNCIONA LA LÍNEA FIJA, NO.
SPJYP628SVKh	MV	Mujer	6	POR QUE CREO QUE IGUAL PODRÍA SER MEJOR. EL SERVICIO ESTA SIEMPRE DISPONIBLE, ADEMÁS DE QUE FUNCIONA.
S6Io5yRijQxm	MV	Hombre	6	LA COBERTURA ES BUENA
RwtcIiBdOn5G	AP	Mujer	5	PORQUE NO SIEMPRE HEMOS TENIDO BUENA CONEXIÓN Y ES LENTO.
CoGAd9yRKRzx	MP	Hombre	6	NO HEMOS TENIDO PROBLEMAS TODO EL SERVICIO AUNQUE NO ES PARA UNA CALIFICACIÓN DE 7 SE PUEDE CONSIDERAR QUE ES REGULAR, LA CONTINUIDAD DE SERVICIO YA QUE ESTA SIN MAYORES PROBLEMAS
bXDabiBqBKpU	MP	Hombre	5	PORQUE HEMOS TENIDO PROBLEMAS CON LO QUE TENEMOS CORTANDO RESPECTO A LO  SEGÚN LO QUE TENIA QUE PAGAR
joElMQqCpTdT	MasPrem	Mujer	2	PORQUE LOS VALORES ESTÁN DEMASIADO ALTOS, LOS COSTOS
xrDnlhuTySjF	AP	Mujer	5	POR LA FIDELIZACION DEL CLIENTE, NO HAY UN CONTACTO VIGENTE CON EL EJECUTIVO COMERCIAL, PARA OFRECER TIPOS, MEJORAR LOS PLANES, NO CONTESTA, CON EL EJECUTIVO COMERCIAL, NO TUVO BUENA SUERTE, EL POS-VENTA ES BUENO, PERO EL COMERCIAL NO
zs65f7E9gmdk	MP	Hombre	6	POR TEMAS DE COMUNICACIÓN EN CUANTO A LA COMUNICACIÓN CON EJECUTIVOS O EL CONTINUO CAMBIO DE EJECUTIVOS HACE QUE SE DIFICULTE A VECES LA COMUNICACIÓN.
VI6xOomDpUNB	MP	Mujer	5	"PORQUE TODO TIENE FALLA COMO TODO EN EL TEMA DE LA TECNOLOGÍA DEL INTERNED DE LOS TELÉFONO TODO FALLA ;NO TENGO PROBLEMA CON NADA ES MENTIRA PERO EN TODO HAY FALLA"
TD2kheVLh34k	AP	Hombre	7	PORQUE NOS HAN SABIDO RESPONDER Y EL SERVICIO SIEMPRE HA ESTADO CORRIENDO, HAN SABIDO RESPONDER EN CUANTO A LAS SOLICITUDES Y PREGUNTAS Y COMO TE DIGO EL SERVICIO SIEMPRE ESTA CORRIENDO.
zX4qrIWo3EzA	AV	Hombre	6	PORQUE PODRÍA SER MEJOR
oo4wP0igx697	AV	Hombre	6	PORQUE ES BUENO  EL SERVICIO NO LE DOY 7  ES ENGORROSO PEDIR UN SERVICIO
InTnktyGl6uC	MV	Hombre	6	ES QUE EN GENERAL EL SERVICIO ES BUENO, PERO HAY ALGUNOS PROBLEMILLAS ENTRE MEDIO PERO SON COSAS MUY PEQUEÑAS. SERVICIO BUENO POR QUE ES ESTABLES, NO TIENE CORTES EN GENERAL.
iDYopyNTZTiH	AP	Mujer	6	PORQUE ES MUY CARO LOS SERVICIOS, EN LA ADQUISICIÓN EN UN CELULAR ES MUY CARO.
iPaTHsplHYWG	MP	Hombre	5	PORQUE ME HAN FALLADO EN ALGUNAS COSAS EN CUANTO A LA RAPIDEZ DE LA ATENCIÓN Y EL SERVICIO TÉCNICO.
pC0UbnaVWyP1	AV	Hombre	3	BÁSICAMENTE POR EL SERVICIO,PORQUE LAS GESTIONES QUE REALIZAN POR PARTE DE LA EMPRESA NO SON RESPONDIDAS A TIEMPO Y LAS RESPUESTAS NO SON SATISFACTORIAS PARA NOSOTROS COMO EMPRESA.
N7NlrpVFeAfv	MP	Hombre	7	PORQUE NO TENGO NINGÚN PROBLEMA, ESO ES SUFICIENTE, SI EL SERVICIO QUE CONTRATO FUNCIONA, PARA MI ESTA BIEN
kTatmOql8nUP	AV	Hombre	7	LA VERDAD PORQUE CREO QUE HAY DEPENDE MUCHO DE LA EJECUTIVA QUE NOS ESTE TRATANDO Y EN ESTOS MOMENTOS NO ESTOY MUY BIEN CON LA EJECUTIVA,Y PUES MIRA LA VERDAD ESTAMOS CON ENTEL PORQUE LA MAYORÍA DE LUGARES DONDE TENEMOS GENTE SOLAMENTE LLEGA LA SEÑAL DE ENTEL, OSEA QUE SI O SI TENEMOS QUE ESTAR CON ELLOS.
wWafROvSvyq1	AV	Mujer	7	POR EL SERVICIO EN POST VENTA Y EL SERVICIO EN GENERAL QUE NOS ENTREGA EN TELEFONÍA. PORQUE NO TENGO PROBLEMAS PORQUE SE MANTIENE EL CABLE.
ZCZLVc46JaYo	MP	Mujer	6	"PORQUE FUNCIONA PRÁCTICAMENTE BIEN;EN CUANTO QUE NO SEA CE LA LINEA NO TENEMOS PROBLEMAS CON LA LINEA NO SE CAE EL INTERNED TAMPOCO"
k9uBa2tIIuuF	Mas	Mujer	6	PORQUE SIEMPRE ME HAN SOLUCIONADO LOS PROBLEMAS Y SE HA MANEJADO BIEN EL ASUNTO.  HE PEDIDO UNA SOLICITUD DE UNA CONEXIÓN MEJOR A LA QUE YO TENGO EN ESTE MINUTO Y NO ME LA PUEDEN DAR Y ESO ME TIENE MEDIO COMPLICADA, POR QUIZÁS EL 6.
nmzMlOY9vuWt	AV	Mujer	6	BÁSICAMENTE POR EL TEMA DE SEÑAL, A VECES HAY MALA COBERTURA EN ALGUNAS PARTES
JQ68hbWt1jK0	Mas	Mujer	7	PORQUE DE REPENTE CUANDO HE CONTRATADO SERVICIOS, SON RÁPIDOS, MUY BUENA ATENCIÓN DE LOS EJECUTIVOS EN CUANTO A QUE SON MUY EDUCADOS, LOS PRECIOS TAMBIÉN SON CONVENIENTES.
Ohb02hhNWaYQ	AV	Hombre	5	PORQUE SIEMPRE YO CREO QUE ELLOS PUEDEN ESTAR DANDO LO MEJOR EN LOS CAMBIOS POSITIVOS QUE SE VAN DANDO EN LA PARTE TECNOLÓGICA Y NO ESTAR A LA ESPERA DE QUE OTROS DESCUBRAN LAS COSAS (NO DIO MAS INFORMACIÓN)
UhwrW0izxjPa	MP	Hombre	6	PORQUE PRESTAN UN BUEN SERVICIO, UNA BUENA POST-VENTA.  EL ÚNICO DETALLE QUE TIENEN ES QUE A VECES VARIA LA VELOCIDAD DE LA BANDA ANCHA.
y4x9n4UcbyqZ	AV	Mujer	6	POR QUE TUVIMOS PROBLEMAS UN DIA Y HAN PASADO AÑOS SIN PROBLEMAS PERO LO SOLUCIONAMOS NO SE CONECTO NO ME ACUERDO DE QUE SERVICIO
MGnwUP5pjiwb	AP	Hombre	7	PORQUE EL SERVICIO ES MUY BUENO, LA FACTURACIÓN LLEGA EN LA FECHA INDICADA Y NO HEMOS TENIDO MAYORES PROBLEMAS HASTA LA FECHA, EL SERVICIO EN CUANTO A COBERTURA.
4t6B1UMc626U	MV	Mujer	5	PORQUE SON MUY ALTOS LOS ARANCELES, (NO DA MÁS INFORMACIÓN)
iDGNVmmrlgox	MasPrem	Mujer	5	MUY ALTOS LOS MONTOS Y SE CAE EN CIERTAS OCASIONES.
UedHVC1vqZgG	AP	Mujer	5	POR LA CALIDAD DE SERVICIO, LENTITUD EN LA BANDA ANCHA, Y LOS CORTES.
4LocJiCvDdYv	AV	Hombre	2	PORQUE LOS EJECUTIVOS SON UN DESASTRE, EN CUANTO A LA COMUNICACIÓN, NUNCA ESTÁN CLAROS EN NADA.
K0RpqAMvsQed	MP	Hombre	5	PORQUE RESULTA QUE HA TENIDO BASTANTES PROBLEMAS QUE SE CAE EL INTERNET ÚLTIMAMENTE.
F4krxdsTIJIy	AV	Hombre	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA Y CUANDO HE TENIDO PROBLEMAS SU GRADO DE REACCIÓN ES RÁPIDA
BU54xEi9Cky7	AV	Mujer	6	PORQUE SE  TIENE UN EJECUTIVO ASIGNADO QUE ATIENDE LA DE LUNES A VIERNES EL SERVIO ES BUENO Y NO SE CAE
cspBmwsR7tNR	Mas	Hombre	7	PORQUE NO TENEMOS PROBLEMAS CON ELLAS, FUNCIONA BIEN, O SEA NO SE CORTA.
qUYEdQ3hpbrp	MasPrem	Hombre	6	EL SERVICIO ES BUENO PERO PODRÍA SER MEJOR.
NV51H5GYV9zq	AV	Hombre	7	PORQUE NUNCA HEMOS TENIDO PROBLEMAS CON ENTEL Y SI SE NOS HA PRESENTADO ALGO, LE DAN SOLUCIÓN RÁPIDAMENTE, ME REFIERO A QUE ES EN 4 HORAS. ES FÁCIL DE CONTACTAR AL EJECUTIVOS Y AL ÁREA DE SOPORTE.
FoLRCTPltQpM	MV	Hombre	4	PORQUE ES CARO, SE DEMORA MUCHO EN IMPLEMENTAR, EN CUANTO A LOS SERVICIOS QUE HAYAMOS CONTRATADO CON ELLOS, POR EJEMPLO PARA UNA CONTRATACIÓN DE INTERNET SE DEMORARON SEIS MESES EN HACERLA, DEMASIADO DE HECHO, NO HAY RESPUESTA NUNCA DE LOS SOPORTES DE CONFIGURACIÓN DE ELLOS.
S8tx1lYCS7uN	AV	Hombre	5	MIRA ENTEL EN EL TEMA EMPRESA CUANDO HAY QUE ACTUALIZAR TECNOLOGIA NO LO INCLUYE EN EL CONTRATO LO HACEN VIA CORREO Y ESO IMPIDE REALIZAR UNA EXIGENCIA MAYOR
ZEnjaZ5g1C91	AV	Hombre	7	PORQUE TENEMOS UNA BUENA RELACIÓN CON ELLOS COMO EL EJECUTIVO ASIGNADO, CUENTAS FIJAS Y EL MÓVIL QUE TENEMOS CON ELLOS.
grv431mag2BS	AP	Hombre	6	PORQUE NO ES CIEN POR CIENTO EL SERVICIO DE A REPENTE SE A CAÍDO , SOLO MENTE CAÍDA DEL SERVICIO CON EL TIEMPO
PcrLMGWHMi7t	AV	Mujer	7	PORQUE NUNCA HEMOS TENIDO FALLAS EN LOS SISTEMAS, SIEMPRE RESPONDEN A TIEMPO, CADA VEZ QUE LLAMO ESTÁN PARA RESPONDER LOS TEMAS, SIMPLEMENTE POR ESO.
yZq4WjMWxsQ1	Mas	Hombre	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA Y LA CONEXIÓN DE FIBRA ÓPTICA FUNCIONA PERFECTO.
IaMV3T86OLfS	AP	Hombre	4	PORQUE LA VERDAD DE LAS COSAS QUE HE TENIDO BASTANTE PROBLEMAS QUE SE HAN RESULTO PERO DE FORMA QUE NO FUE ATREVES DEL SERVICIO. EL INTERNET SE NOS CAE, LA TELEFONÍA TENGO UNA CUENTA CON ENTEL TAMBIÉN DE TELEFÓNICA CELULAR TENGO PROBLEMAS CON LA LLAMADAS TELEFÓNICAS SE CORTAN LAS LLAMADAS DE REPENTE EL NUMERO FUNCIONA HABLE CON ELLOS LE EXPLIQUE ME DIJERON QUE HABÍA QUE CAMBIAR LOS CHIPS SE CAMBIARON LOS CHIPS Y SEGUIMOS TENIENDO PROBLEMAS A VECES EN LOS TELÉFONOS NO ENTRAN LAS LLAMADAS, SE SUPONÍA QUE ES LA QUE TIENE LA MEJOR DISTRIBUCIÓN DE ANTENAS DE TRANSMISIÓN DEL PAÍS Y HABÍA TENIDO PROBLEMAS ANTERIORMENTE CON MOVISTAR Y ME HABÍA CAMBIADO A ENTEL EN LAS OTRAS COMPAÑÍAS NO ME HE PODIDO TENER SERVICIOS DE ELLOS PORQUE HAY UN TEMA DE DES ACTIVIDAD DE ELLOS, MIS CUENTAS ESTÁN EN EDIFICIOS CORPORATIVOS Y HAY UN TEMA AHÍ QUE NO HAY UNA TRANSPARENCIA DE MERCADO PORQUE DENTRO DE LA COMPAÑÍA NO HAY POSIBILIDAD TÉCNICAMENTE DE CAMBIAR SE SERVICIO  ESO ME GUSTARÍA HACER LO EN CLARO, DE REPENTE NO E PODIDO CAMBIARME A OTRAS COMPAÑÍAS PORQUE NO ES EFECTIVIDAD DE REGLAS NO TENGO OTRAS OPCIONES
7iBApJALc38i	MV	Hombre	7	POR QUE SOY CONTRATISTA DE ENTEL Y TRABAJO HACE MAS DE 20 AÑOS CON ENTEL, INSTALANDO LAS FIBRAS ÓPTICAS Y TODO ESO.
HGgG7hHWD7bd	AP	Hombre	7	PORQUE TENEMOS COBERTURA EN TODOS LADOS, NOSOTROS ESTAMOS ALEJADO DE LAS PARTES CENTRALES EN LA COSTA ASÍ QUE TENEMOS BUENA CONECTIVIDAD AHORA, CON LAS EMPRESAS TAMBIÉN
15lIIVglT7YQ	MP	Mujer	6	PORQUE ME PARECE CORRECTO (NO DA MAS INFORMACIÓN)
cZY9Koab1o8T	MP	Hombre	7	PORQUE TODOS LOS REQUERIMIENTOS Y TODO LO PROGRAMADO PARA ESTE SERVICIO SE CUMPLE A CABALIDAD EN EL PLAZO QUE SE FIJARON CON EL PROVEEDOR EN CUANTO A LO SOLICITADO EN DONDE NOSOTROS TENEMOS UNA NECESIDAD DE CIERTOS NÚMEROS FIJOS Y DE CIERTO ANCHO DE BANDA A NIVEL DE LA INTERNET DEDICADA, NO HUBO NINGÚN TIPO DE PROBLEMA Y TAMPOCO HEMOS TENIDO PROBLEMAS EN EL TRANSCURSO DE LOS AÑOS QUE HEMOS TENIDO CON EL SERVICIO CON ENTEL DE CAÍDAS O INESTABILIDAD EN EL SERVICIO.
OQHi36XHLhfN	MP	Hombre	6	POR EL SERVICIO TÉCNICO Y LA OPORTUNIDAD EN EL SERVICIO.
vjeGI3A6Mhj8	MP	Mujer	6	"POR NADA ES PERFECTO;ES BUENO SERVICIO MUY POCAS VECES TENEMOS PROBLEMA CUANDO HAY PROBLEMA SE SOLUCIONA A CORTO PLAZO"
as2xa3LuLBti	MV	Mujer	6	PORQUE TIENE BUENA COBERTURA Y BUEN SERVICIO YA QUE TENEMOS UN EJECUTIVO ASOCIADO A LA CUENTA.
3D9jfxUNAYnA	AV	Mujer	6	PORQUE IGUAL TIENEN ALGUNAS FALENCIAS MÍNIMAS QUE PODRÍAN RESOLVER POR EJEMPLO EL SERVICIO TÉCNICO YA QUE A VECES CUANDO LO HEMOS PEDIDO SE HAN DEMORADO UN POCO EN LAS VISITAS, POSITIVO ES QUE LAS CUENTAS SON SÚPER TRANSPARENTES, SI PEDIMOS ALGO ES RÁPIDO, TENEMOS UN EJECUTIVO SOLO PARA NUESTRA EMPRESA ENTONCES ES PERSONALIZADO EL SERVICIO
H54xiQNADl9N	AP	Hombre	5	PORQUE NO ES BUENO EL SISTEMA, LO HEMOS PROBADO Y DETERMINAMOS QUE NO ES BUENO HAY OTROS MEJORES, APARTE LO QUE SUCEDE ES QUE NOSOTROS ESTAMOS UNA ÁREA QUE NO ES DE CABLE Y ESTAMOS FORZADOS A TENER UNA RELACIÓN CON LA EMPRESA VÍA AÉREA Y NO HAY FIRMEZA EN LA SEÑAL.
srTuFjb9osMe	MasPrem	Mujer	7	PORQUE NO HE TENIDO PROBLEMAS PORQUE NO FALLA EL SERVICIO (NO DA MÁS INFORMACIÓN)
ub5AQe3HrOqC	MasPrem	Hombre	5	POR QUE REALMENTE ES MUY COMPLEJO, YO SOY MEDICO Y EN REALIDAD USTED PUEDE SER MEDICO DESDE LOS 25 AÑOS EN ADELANTE Y YO TENGO 68, ENTONCES QUE PASA CONMIGO, NO ME GUSTA NADA QUE YO NO VEA, NADA QUE NO PUEDA TOCAR CON LAS MANOS, NADA QUE NO TENGA UNA PERSONA AL FRENTE, NO UNA LINEA TELEFÓNICA NI UN COMPUTADOR PARA CONVERSAR PROBLEMAS DE MI OFICINA QUE SON TODOS DE DINERO. NO PUEDO TRATAR PROBLEMAS ECONÓMICOS CON UN COMPUTADOR O UNA LINEA TELEFÓNICA, TIENE QUE SER CON UNA PERSONA, Y ESO CON ESTA COMPAÑÍA ES IMPOSIBLE.
8jlcvouHqDoE	AV	Hombre	5	"POR TEMA DE COSTOS E INTERMITENCIA; EN INTERNET BANDA ANCHA"
cG1k6Wi8scXy	MP	Mujer	5	PORQUE DE REPENTE AL PRINCIPIO CUANDO TOMAMOS EL SERVICIO SE CAÍA MUCHO Y AL LLAMAR TARDE MUCHO PARA SOLUCIONAR EL PROBLEMA, ADEMAS SE CONTRATARON LOS SERVICIOS Y EN EL CONTRATO DECÍA EL MONTO QUE UNO IBA A PAGAR Y SALE AHORA SALE MAS ALTO.
WjI0hmmCYldc	AV	Hombre	6	BÁSICAMENTE POR QUE ES UN SERVICIO MUY BÁSICO, Y NO LE HEMOS DADO MEJORES ATENCIONES A ESTO.
5nJVEHMqQJCQ	AV	Hombre	6	PORQUE ESTÁ BIEN EN CUANTO A QUE FUNCIONA EN MAYORES SALTOS, SOBRESALTOS PERO CON ALGUNOS PROBLEMAS.
F8qPTmKKS4XU	MasPrem	Mujer	5	POR DOS VECES NO HAN ARREGLADO UNOS PROBLEMAS Y NO DAN SOLUCIÓN SE TIRAN A OTRO LADO Y NO SON CAPACES DE RESOLVER ESO PUNTUAL NO DAN SOLUCIÓN AL PROBLEMA
F27oTyOMGZFb	MP	Mujer	6	PORQUE SON LENTOS, A LAS RESPUESTAS DE SOLICITUDES.
Pce2VDPVKlrn	AP	Hombre	3	POR LA POCA INFORMACIÓN, POR LA RENOVACIÓN DEL PLAN YA QUE NO HAY OFERTAS PARA ELLA, AUN ESTAMOS ESPERANDO QUE VENGA UN EJECUTIVO PARA PLANTEAR EL TEMA DE LA CONTRATACIÓN DE TELEFONÍA MÓVIL QUE TAMBIÉN TENEMOS CON ELLOS Y AUN NO SE HA CONCRETADO ESO, LOS EQUIPOS PROPORCIONADOS POR ENTEL YA ESTÁN OBSOLETOS Y NO SE HAN CAMBIADO
